timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-20T23:57:04.227005+00:00,0.021668,running,1,0.000,2.156,0,,,,
2026-08-20T23:57:04.299506+00:00,0.094023,running,1,0.000,48.969,0,,,,
2026-08-20T23:57:04.368777+00:00,0.163288,running,1,32.200,64.891,0,,,,
2026-08-20T23:57:04.439120+00:00,0.233632,running,1,32.200,65.312,0,,,,
2026-08-20T23:57:04.510972+00:00,0.305487,running,1,59.300,65.922,0,,,,
2026-08-20T23:57:04.583631+00:00,0.378143,running,1,73.000,66.828,0,,,,
2026-08-20T23:57:04.657616+00:00,0.452126,running,1,73.000,67.469,0,,,,
2026-08-20T23:57:04.726522+00:00,0.521033,running,1,83.500,68.062,0,,,,
2026-08-20T23:57:04.795698+00:00,0.590214,running,1,83.500,68.391,0,,,,
2026-08-20T23:57:04.865225+00:00,0.659736,running,1,92.100,68.812,0,,,,
2026-08-20T23:57:04.934725+00:00,0.729235,running,1,92.100,68.922,0,,,,
2026-08-20T23:57:05.005228+00:00,0.799737,running,1,93.600,68.922,0,,,,
2026-08-20T23:57:05.077398+00:00,0.871906,running,1,93.600,69.031,0,,,,
2026-08-20T23:57:05.147038+00:00,0.941549,running,1,97.500,69.109,0,,,,
2026-08-20T23:57:05.216147+00:00,1.010655,running,1,96.900,69.219,0,,,,
2026-08-20T23:57:05.285910+00:00,1.080420,running,1,96.900,69.359,0,,,,
2026-08-20T23:57:05.357437+00:00,1.151946,running,1,98.500,69.469,0,,,,
2026-08-20T23:57:05.426760+00:00,1.221270,running,1,98.500,69.484,0,,,,
2026-08-20T23:57:05.496267+00:00,1.290777,running,1,99.000,69.562,0,,,,
2026-08-20T23:57:05.564925+00:00,1.359435,running,1,99.000,69.719,0,,,,
2026-08-20T23:57:05.634225+00:00,1.428732,running,1,100.000,69.766,0,,,,
2026-08-20T23:57:05.703900+00:00,1.498408,running,1,100.000,69.891,0,,,,
2026-08-20T23:57:05.773877+00:00,1.568385,running,1,99.000,69.922,0,,,,
2026-08-20T23:57:05.843381+00:00,1.637889,running,1,100.000,70.000,0,,,,
2026-08-20T23:57:05.912781+00:00,1.707289,running,1,100.000,70.031,0,,,,
2026-08-20T23:57:05.982403+00:00,1.776911,running,1,98.300,70.188,0,,,,
2026-08-20T23:57:06.054335+00:00,1.848843,running,1,98.300,70.250,0,,,,
2026-08-20T23:57:06.123985+00:00,1.918493,running,1,100.000,70.297,0,,,,
2026-08-20T23:57:06.192238+00:00,1.986745,running,1,100.000,70.469,0,,,,
2026-08-20T23:57:06.260165+00:00,2.054671,running,1,100.000,70.656,0,,,,
2026-08-20T23:57:06.329719+00:00,2.124226,running,1,100.000,71.016,0,,,,
2026-08-20T23:57:06.398662+00:00,2.193169,running,1,100.000,71.250,0,,,,
2026-08-20T23:57:06.468191+00:00,2.262699,running,1,99.900,71.312,0,,,,
2026-08-20T23:57:06.540219+00:00,2.334724,running,1,99.900,71.375,0,,,,
2026-08-20T23:57:06.610037+00:00,2.404543,running,1,98.600,71.453,0,,,,
2026-08-20T23:57:06.679277+00:00,2.473783,running,1,98.600,71.609,0,,,,
2026-08-20T23:57:06.751008+00:00,2.545519,running,1,100.000,71.734,0,,,,
2026-08-20T23:57:06.822869+00:00,2.617378,running,1,100.000,71.828,0,,,,
2026-08-20T23:57:06.893643+00:00,2.688150,running,1,98.900,71.938,0,,,,
2026-08-20T23:57:06.963060+00:00,2.757565,running,1,98.900,72.031,0,,,,
2026-08-20T23:57:07.035183+00:00,2.829694,running,1,98.900,72.078,0,,,,
2026-08-20T23:57:07.105406+00:00,2.899913,running,1,100.000,72.188,0,,,,
2026-08-20T23:57:07.174984+00:00,2.969489,running,1,100.000,72.297,0,,,,
2026-08-20T23:57:07.244460+00:00,3.038965,running,1,98.900,72.312,0,,,,
2026-08-20T23:57:07.316783+00:00,3.111288,running,1,98.900,72.438,0,,,,
2026-08-20T23:57:07.385682+00:00,3.180185,running,1,100.000,72.453,0,,,,
2026-08-20T23:57:07.453730+00:00,3.248233,running,1,100.000,72.500,0,,,,
2026-08-20T23:57:07.524059+00:00,3.318562,running,1,99.000,72.562,0,,,,
2026-08-20T23:57:07.593387+00:00,3.387891,running,1,100.000,72.609,0,,,,
2026-08-20T23:57:07.662264+00:00,3.456771,running,1,100.000,72.609,0,,,,
2026-08-20T23:57:07.732057+00:00,3.526561,running,1,100.000,72.688,0,,,,
2026-08-20T23:57:07.801264+00:00,3.595767,running,1,100.000,72.688,0,,,,
2026-08-20T23:57:07.872390+00:00,3.666892,running,1,98.400,72.719,0,,,,
2026-08-20T23:57:07.942148+00:00,3.736651,running,1,98.400,72.750,0,,,,
2026-08-20T23:57:08.012221+00:00,3.806725,running,1,100.000,72.750,0,,,,
2026-08-20T23:57:08.083396+00:00,3.877901,running,1,100.000,72.844,0,,,,
2026-08-20T23:57:08.153445+00:00,3.947948,running,1,100.000,72.844,0,,,,
2026-08-20T23:57:08.222200+00:00,4.016702,running,1,100.000,72.844,0,,,,
2026-08-20T23:57:08.291657+00:00,4.086158,running,1,100.000,72.875,0,,,,
2026-08-20T23:57:08.361287+00:00,4.155788,running,1,100.000,72.875,0,,,,
2026-08-20T23:57:08.430112+00:00,4.224613,running,1,100.000,72.891,0,,,,
2026-08-20T23:57:08.499204+00:00,4.293705,running,1,98.600,72.906,0,,,,
2026-08-20T23:57:08.571191+00:00,4.365690,running,1,98.600,72.922,0,,,,
2026-08-20T23:57:08.640089+00:00,4.434590,running,1,100.000,72.938,0,,,,
2026-08-20T23:57:08.709273+00:00,4.503773,running,1,100.000,73.109,0,,,,
2026-08-20T23:57:08.778719+00:00,4.573221,running,1,98.800,73.109,0,,,,
2026-08-20T23:57:08.848758+00:00,4.643258,running,1,100.000,73.125,0,,,,
2026-08-20T23:57:08.920036+00:00,4.714536,running,1,100.000,73.125,0,,,,
2026-08-20T23:57:08.991845+00:00,4.786344,running,1,100.000,73.156,0,,,,
2026-08-20T23:57:09.060406+00:00,4.854908,running,1,100.000,73.281,0,,,,
2026-08-20T23:57:09.129546+00:00,4.924047,running,1,99.600,73.328,0,,,,
2026-08-20T23:57:09.203592+00:00,4.998094,running,1,99.600,73.469,0,,,,
2026-08-20T23:57:09.243057+00:00,5.037556,exited:0,0,0.000,0.000,0,,,,
