rankByGap,label,gapDecimal,gapSha256,isNearest,classification
169,"s=72,j=81",0.4522199403422419135,52122fba02d4b1dfa8744c7f613837eda2da1e1d3e80f4880f559a3936a6778d,false,formal exact root-box upper-envelope gap
170,"s=73,j=83",0.45595468392699515822,293fec01d1c3ef4aa8ffb9beeb4a1344cf238e44e9cb079d5ba8944f77d2b049,false,formal exact root-box upper-envelope gap
171,"s=71,j=82",0.46109009512269220595,3065b977cb4c6ca48af54bcaa19d8aa29cbaf93858ecb4d38da3e9b4bc735b9c,false,formal exact root-box upper-envelope gap
172,"s=69,j=81",0.4663546053949847283,a63e3523cb60ad2351a97548135e6e1f9e3a09a291fbed7f5e363708f9d78976,false,formal exact root-box upper-envelope gap
173,"s=70,j=83",0.46974461410221401059,fb849f9007fee4557ba9938e618a0d85f12c8c9fdf8d8fc433b31544c1ed73f6,false,formal exact root-box upper-envelope gap
174,"s=68,j=82",0.47505183568344850424,e1ea783f4a87210f25907d3e9ec5e80f8b13d3dd89e1f64c90ef463d2fd554c0,false,formal exact root-box upper-envelope gap
175,"s=66,j=81",0.48049262663130969136,633b45a7bac4d56030a146d2b840db1942052a09c155ccdbbc804c0f5f950e57,false,formal exact root-box upper-envelope gap
176,"s=67,j=83",0.48353783393813265911,435f65b0da0162261112133a5a9a144ec70113c1eb2d8466a558a620f43ea746,false,formal exact root-box upper-envelope gap
177,"s=65,j=82",0.48900568301100008221,0ad46c24aa626fd94cb7c15734dcd8d85dfe3367d8c91b7324a5db8242eadbdd,false,formal exact root-box upper-envelope gap
178,"s=63,j=81",0.49459969285863781723,aa9a7a8887959df671d08b9dfbcc8578cf4716fdf76378cabe3d862691c63244,false,formal exact root-box upper-envelope gap
179,"s=64,j=83",0.49728936973422978553,cd738f35d34c8c46af6062fdd36b452332fb0b98e0c344b4bf1786d6f5496402,false,formal exact root-box upper-envelope gap
180,"s=62,j=82",0.50291782171077221005,057e383c883fc99eb13825a09b9bec77036ee311f994284e45da21fd51599a6a,false,formal exact root-box upper-envelope gap
181,"s=60,j=81",0.5086883572122565439,f2c207e7738baf8ce3efc0bbf35f41d963d2707080880071b1337403d81cf1ff,false,formal exact root-box upper-envelope gap
182,"s=61,j=83",0.51103422569307295054,89cc22c68416c70b2b0bdaa8a0f970d5ebe877b61b08a6c8d6639ae5087d27f0,false,formal exact root-box upper-envelope gap
183,"s=59,j=82",0.51683514833280279711,d0d1015a6bef1b0fe813d41b84d40e15d174e0423c530a20f86a1d97a180e0d7,false,formal exact root-box upper-envelope gap
184,"s=57,j=81",0.52278211599252746848,75e9843d04f2b84b7c72591746f999f9014794c54cbed6f1aa8a1943b6e4762f,false,formal exact root-box upper-envelope gap
185,"s=58,j=83",0.52478361216351567899,5d01b84bd1d0ed04e335ab818433ffa6cfe77051bfa954ce1b2e726cab444805,false,formal exact root-box upper-envelope gap
186,"s=162,x=0",0.52646868069990186276,6b05a6cb9978b3a76afa14a3e33db4f3bc38ba8f17174aca433fe765d1772859,false,formal exact root-box upper-envelope gap
187,"s=56,j=82",0.53075664385419271187,fdc3fc75d8338cb6de5e898b9e6bdb1e5bd20de271296f4c79ab193a55769c6a,false,formal exact root-box upper-envelope gap
188,"s=54,x=0",0.53101055652171665942,0a8188848b398cc2fd5db150faa8025a749fc1906ce3212634dcf58add48d9f5,false,formal exact root-box upper-envelope gap
189,"s=55,x=0",0.53102183997820259814,1aa2a47fee3adffdd13cd0801a57e39911c178f734a4df08a3c5129a54e20704,false,formal exact root-box upper-envelope gap
190,"s=53,x=0",0.53120955500251369963,60fe2c7b64b800a076e258f1ba1f0099aac444899bc213726544c430cd376701,false,formal exact root-box upper-envelope gap
191,"s=52,x=0",0.53141193158847010861,8757adf5f21830d5624cf2ddf69cf46af4b2581fbda012804855c67cc35c1c96,false,formal exact root-box upper-envelope gap
192,"s=51,x=0",0.53141599882664900752,19b1063a4ceec9a6f55241beaed99d9859289b9d9ba8ac062a960ac1ff399495,false,formal exact root-box upper-envelope gap
193,"s=50,x=0",0.53163108203091827367,f1c8fb9041b5f7f37c94cf4bd1b9581c794e797bf260ab90023ff42bd7b13b1d,false,formal exact root-box upper-envelope gap
194,"s=49,x=0",0.53185052098221896792,5d0f075af322a4a56f8b7f0bb88f9a1439f19a78f55d2d23bfb01804d4e8a6ff,false,formal exact root-box upper-envelope gap
195,"s=48,x=0",0.53187290373971808596,294a0c7abf0c7f047a64ab6ff4f7759edf58a556a8c196793974f992a7ebd8e4,false,formal exact root-box upper-envelope gap
196,"s=47,x=0",0.53210725821072384727,69b2c140fbe8eeb3a3ab0dbec2900ddbb0d6affbc03cabdd7711430ff3d7fbcc,false,formal exact root-box upper-envelope gap
197,"s=46,x=0",0.53234721451771090258,e9319f4bc59773a481bdd758846bc873ea68f55bd2867591915cf733462792d1,false,formal exact root-box upper-envelope gap
198,"s=45,x=0",0.53239169143916421805,5cc9adcb9654f90b6f32ae279dfe725d8e9ffe3f466a5ff45476c03293e3141d,false,formal exact root-box upper-envelope gap
199,"s=44,x=0",0.53264940034374965951,1cf28af83b88760c534333cd358f9639ff0e2f814d4b24f01798d967fc8060ba,false,formal exact root-box upper-envelope gap
200,"s=43,x=0",0.53291432406761970958,bb7613f77377df4376e0f52008bcfbdd89053fdc58d98aefb3b665252ef5e1cd,false,formal exact root-box upper-envelope gap
201,"s=42,x=0",0.53298578627885756859,90dd4c1f1f4f061c73f20a9848d4774d92bdface6ad676d78ff32a6532047f83,false,formal exact root-box upper-envelope gap
202,"s=41,x=0",0.53327216695800259428,af0865404171f231248ffb3da26570283a4fd3804db048865553bf975badca66,false,formal exact root-box upper-envelope gap
203,"s=40,x=0",0.53356788728566199741,1669545ba17426b012dcb5ab68fb3b1046346e5417be27b326ce04c311ce7ddc,false,formal exact root-box upper-envelope gap
204,"s=39,x=0",0.53367277836787277573,cd040ccda7604351d62fc25985c7b08c4853236c90eefd38de6a2de4c095864c,false,formal exact root-box upper-envelope gap
205,"s=38,x=0",0.53399488394783370937,fd3c65077e54861ef0677217bb4e114444114371e37a0ae0a618f131483119de,false,formal exact root-box upper-envelope gap
206,"s=37,x=0",0.53432918496507399262,4a52e09d4d99148b1e33d7613e45be1f6f135ee3ce7727a9d13b9bcf21f00ac0,false,formal exact root-box upper-envelope gap
207,"s=36,x=0",0.53447616650178856714,dc05969c93ab9a8343445b46f663661cae883d0200922d5445011ba8784660e7,false,formal exact root-box upper-envelope gap
208,"s=35,x=0",0.53484355223104490206,8c2bba4ecb75af8298d139fc8c052669f5d92719e18ee6fb6d69c844cc749502,false,formal exact root-box upper-envelope gap
209,"s=34,x=0",0.53522706149125143012,61acde2e4a6338dccf27c0f367c8f85fff2a8ecccb9ed083db5ff6a18c28bc8a,false,formal exact root-box upper-envelope gap
210,"s=33,x=0",0.53542805085569048645,859959205021fbc1c242322502dc50685cee2c7d89ea794550343995db848fa0,false,formal exact root-box upper-envelope gap
211,"s=32,x=0",0.53585398272581965475,c853b124a18fa83af8533d2506bea48d7e07c37fae5fc349c0bec03b956afa78,false,formal exact root-box upper-envelope gap
212,"s=31,x=0",0.53630158911695047783,8b4c69757950109bfe4aebd2ebbf075999fe73537b419e3001a3c8713b56d7ed,false,formal exact root-box upper-envelope gap
213,"s=30,x=0",0.53657343550416737882,78a80adb02d8258dfad6d3ac52d08f4df95320cae76d8e5156b8874cb490b536,false,formal exact root-box upper-envelope gap
214,"s=29,x=0",0.53707686813644803614,c91d454d7e24897ded2ef7494f8121d27f45712201628aecdfa18fdb70274a30,false,formal exact root-box upper-envelope gap
215,"s=28,x=0",0.53761007411898126662,18ae949098871cd088021ea2f7257a81c5055ff83fc8486674e9e064ebf74bce,false,formal exact root-box upper-envelope gap
216,"s=27,x=0",0.53797737880125630613,75f31c32ce3308d370fd3b029e46804529d653aa63664be44790ebb07a946154,false,formal exact root-box upper-envelope gap
217,"s=26,x=0",0.5385863357320304225,9dd71ef7eb10bdc486b5dbef5b782fc4c731c0ad3043f6229d2e91244b44648f,false,formal exact root-box upper-envelope gap
218,"s=25,x=0",0.53923734300885570807,a9a7649dd5c2dd70a2e5bb3b9b5116eab7bffff3ae7fc8c0d09136882adeb934,false,formal exact root-box upper-envelope gap
219,"s=24,x=0",0.53973744156165430263,8feaba2a49ce9521acd6cfc66a2d05c35f129f145949c6366a54f441d6e012a5,false,formal exact root-box upper-envelope gap
220,"s=23,x=0",0.54049509847724295321,e935430528fe5dad2b6ddd982e9495e25c946f87fbbcfa286db3b45d4ffe16e0,false,formal exact root-box upper-envelope gap
221,"s=22,x=0",0.54131430514522561804,56dbc71d1024c8d2aae70ca62d0fa813a3d30775f57e6a305a96309edd11dcae,false,formal exact root-box upper-envelope gap
222,"s=21,x=0",0.54200659928899184732,8bd3e1a367527e47ca3fd220e0936f26867a215f11af8da690b085a3ca017285,false,formal exact root-box upper-envelope gap
223,"s=20,x=0",0.54298293694735167002,cda8ceb0d977345fdc53bcf2bfecf3d316180585a6a0ab870893e217832362eb,false,formal exact root-box upper-envelope gap
224,"s=19,x=0",0.54405364471356608675,e39bf53953a1e8238af0ac8d5f546522dc08c11db9db183a09f1c823049204b6,false,formal exact root-box upper-envelope gap
225,"s=18,x=0",0.54503837767638981228,1273b5ee754107488be518921ec4e86665ab8d104bfd49c13b408f530e912476,false,formal exact root-box upper-envelope gap
226,"s=17,x=0",0.54635428673362928278,ba2e39f2365fbab9c7d5beabe467cf3b028db659335c7bb1b9dffdbcb351baa6,false,formal exact root-box upper-envelope gap
227,"s=16,x=0",0.54782403874733472272,6fab5309d427669660f774e34bccea6b91e6f821084307717c20cf6e2bc8b946,false,formal exact root-box upper-envelope gap
228,"s=15,x=0",0.54928359235924927138,f8007709e7974944465a87fb7ccb01ac6a1024ca0db8d8e2550c92da13924f55,false,formal exact root-box upper-envelope gap
229,"s=14,x=0",0.55116577466486667842,7103672db58eb5a6abfb4b2902f920a28c54fce68fe5a0192b2873dff392bb9b,false,formal exact root-box upper-envelope gap
230,"s=13,x=0",0.55332045754038024341,79e4f2b05012b83d3452575306f067ee505c9ba452fd3635f84aa56adde5beea,false,formal exact root-box upper-envelope gap
231,"s=12,x=0",0.55562102443767092214,87b6f23c21016c6757b07ccd2a8c0d219c766ff80695980d9a1c80f58620ab68,false,formal exact root-box upper-envelope gap
232,"s=11,x=0",0.55854324902486875814,3d89ccf42a5c3b4a7853aff7155aa8c68ba898aeee0dcdd462c582733b34ab0b,false,formal exact root-box upper-envelope gap
233,"s=10,x=0",0.56200692241724383092,b91bf4f0d14f4c3ea25c4c2497a797f24a9dee04de81eb34621f2651cadcecb7,false,formal exact root-box upper-envelope gap
234,"s=9,x=0",0.56598655078455361122,50ff2b491bb1669dea41ada825e8ed654235d7fad24c83d33fe23b8311423ccf,false,formal exact root-box upper-envelope gap
235,"s=8,x=0",0.57109053591419680558,ff4e8a3401f88c93731b3a923f65237e1db94191820ecfaa2049b92126b50443,false,formal exact root-box upper-envelope gap
236,"s=7,x=0",0.57744847772152968138,3c799424327c838fc1a47a659a9a057f52dd6b3993aec9295297eb00557fa046,false,formal exact root-box upper-envelope gap
237,"s=6,x=0",0.58533911414770561114,6f0d60da730b72ab87dd2a68ce4117d622ac61cf19341aed5dd883c291b29829,false,formal exact root-box upper-envelope gap
238,"s=2,j=82",0.59161849939301906459,54da0e989d8035071d1c8e6fd9d936c2761effd1d69b8bf56ab50eeef0a49651,false,formal exact root-box upper-envelope gap
239,"s=5,x=0",0.59572586449339784835,a45958dc8326f97e0ca995b39b545138ec5898ffc558462432128e2cfec229a0,false,formal exact root-box upper-envelope gap
240,"s=4,j=83",0.60750347473330674621,2915e09088098385ac69ac5096f0a0fa714bf3ecf9de6a99cf884ff4a1e4c589,false,formal exact root-box upper-envelope gap
241,"s=3,j=81",0.61872968339484656718,a92c3717fece49ce8e3bdff438c6e3b075b1e6aba617da7c89947c5da5bf600f,false,formal exact root-box upper-envelope gap
242,s=1,0.77767926650015770425,06ce86b889b91ac68fcafe18cf401b1b85efc9a5d4ad417f05e14149afa8c1eb,false,formal exact root-box upper-envelope gap
