timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-20T09:05:10.477039+00:00,0.022734,running,1,0.000,5.812,0,,,,
2026-08-20T09:05:10.600918+00:00,0.146300,running,1,17.200,40.812,0,,,,
2026-08-20T09:05:10.728818+00:00,0.274196,running,1,30.100,58.016,0,,,,
2026-08-20T09:05:10.854056+00:00,0.399433,running,1,43.600,94.016,0,,,,
2026-08-20T09:05:10.977705+00:00,0.523083,running,1,44.800,116.188,0,,,,
2026-08-20T09:05:11.101913+00:00,0.647291,running,1,64.500,121.641,0,,,,
2026-08-20T09:05:11.229243+00:00,0.774618,running,1,77.500,124.734,0,,,,
2026-08-20T09:05:11.354096+00:00,0.899472,running,1,81.300,168.766,0,,,,
2026-08-20T09:05:11.483442+00:00,1.028819,running,1,50.800,168.766,0,,,,
2026-08-20T09:05:11.609623+00:00,1.155000,running,1,31.700,169.250,0,,,,
2026-08-20T09:05:11.733480+00:00,1.278855,running,1,50.400,170.312,0,,,,
2026-08-20T09:05:11.770353+00:00,1.315729,exited:0,0,0.000,0.000,0,,,,
