figure_panel,record_type,record_id,order_index,family,edge,contour_kind,center_real,center_imag,half_real,half_imag,theta_center_pi,theta_half_pi,d_depth,d_index,d_lower,d_upper,lambda_depth,lambda_index,lambda_lower,lambda_upper,certified_bound_name,bound_raw,bound_midpoint,bound_radius,bound_lower_endpoint,threshold,strict_margin,upstream_path,upstream_sha256
B,contour_panel,G-right-12,22,global,right,line,19/50,3/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[10.517527404682795583030823153149198207701567739880044896419894436249866153134156 +/- 1.40e-79],10.517527404682795583030823153149198207701567739880044896419894436249866153134156,0.000000000000000000000000000000000000000000000000000000000000000000000000000000140,10.517527404682795583030823153149198207701567739880044896419894436249866153134155860,0,10.517527404682795583030823153149198207701567739880044896419894436249866153134155860,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-13,23,global,right,line,19/50,4/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[11.418557017199757995012114448368669062800096651370981287738729526743750729209777 +/- 4.33e-80],11.418557017199757995012114448368669062800096651370981287738729526743750729209777,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000433,11.4185570171997579950121144483686690628000966513709812877387295267437507292097769567,0,11.4185570171997579950121144483686690628000966513709812877387295267437507292097769567,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-14,24,global,right,line,19/50,1/5,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[12.537634077322795167315116807509392569313781549750428235692310586853038443911465 +/- 1.19e-79],12.537634077322795167315116807509392569313781549750428235692310586853038443911465,0.000000000000000000000000000000000000000000000000000000000000000000000000000000119,12.537634077322795167315116807509392569313781549750428235692310586853038443911464881,0,12.537634077322795167315116807509392569313781549750428235692310586853038443911464881,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-15,25,global,right,line,19/50,6/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[13.826980079650230736568468197657581648959785797607695747314178163455974967040907 +/- 1.66e-80],13.826980079650230736568468197657581648959785797607695747314178163455974967040907,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000166,13.8269800796502307365684681976575816489597857976076957473141781634559749670409069834,0,13.8269800796502307365684681976575816489597857976076957473141781634559749670409069834,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-16,26,global,right,line,19/50,7/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[15.231326246562966703352874841137666377963204223327336187296419841163475600834419 +/- 4.62e-79],15.231326246562966703352874841137666377963204223327336187296419841163475600834419,0.000000000000000000000000000000000000000000000000000000000000000000000000000000462,15.231326246562966703352874841137666377963204223327336187296419841163475600834418538,0,15.231326246562966703352874841137666377963204223327336187296419841163475600834418538,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-17,27,global,right,line,19/50,8/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[16.683859069904699041096703706490260214044965631677168146650537827084745312942275 +/- 5.34e-80],16.683859069904699041096703706490260214044965631677168146650537827084745312942275,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000534,16.6838590699046990410967037064902602140449656316771681466505378270847453129422749466,0,16.6838590699046990410967037064902602140449656316771681466505378270847453129422749466,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-18,28,global,right,line,19/50,9/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[18.109381335073701963017732691687603249351486943028730158618381952674855667928844 +/- 8.03e-80],18.109381335073701963017732691687603249351486943028730158618381952674855667928844,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000803,18.1093813350737019630177326916876032493514869430287301586183819526748556679288439197,0,18.1093813350737019630177326916876032493514869430287301586183819526748556679288439197,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-00,29,global,top,line,73/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[19.432189632741734508646207124915252973065439091081479325218539913400972847057959 +/- 1.63e-79],19.432189632741734508646207124915252973065439091081479325218539913400972847057959,0.000000000000000000000000000000000000000000000000000000000000000000000000000000163,19.432189632741734508646207124915252973065439091081479325218539913400972847057958837,0,19.432189632741734508646207124915252973065439091081479325218539913400972847057958837,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-01,30,global,top,line,67/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[19.960644251085110292471456986690861384268041121482168202987960026108984868957897 +/- 3.54e-79],19.960644251085110292471456986690861384268041121482168202987960026108984868957897,0.000000000000000000000000000000000000000000000000000000000000000000000000000000354,19.960644251085110292471456986690861384268041121482168202987960026108984868957896646,0,19.960644251085110292471456986690861384268041121482168202987960026108984868957896646,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-02,31,global,top,line,61/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[20.685326231386577892616367363405590000837246788112229954209171554018173059139775 +/- 1.40e-79],20.685326231386577892616367363405590000837246788112229954209171554018173059139775,0.000000000000000000000000000000000000000000000000000000000000000000000000000000140,20.685326231386577892616367363405590000837246788112229954209171554018173059139774860,0,20.685326231386577892616367363405590000837246788112229954209171554018173059139774860,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-03,32,global,top,line,11/40,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[21.678593643082846785835725906324321686409388949409323221954694029085764130618268 +/- 3.73e-79],21.678593643082846785835725906324321686409388949409323221954694029085764130618268,0.000000000000000000000000000000000000000000000000000000000000000000000000000000373,21.678593643082846785835725906324321686409388949409323221954694029085764130618267627,0,21.678593643082846785835725906324321686409388949409323221954694029085764130618267627,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-04,33,global,top,line,49/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[23.046931808976426592218290665033295501192986531191226564382125106533365514180532 +/- 1.39e-80],23.046931808976426592218290665033295501192986531191226564382125106533365514180532,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000139,23.0469318089764265922182906650332955011929865311912265643821251065333655141805319861,0,23.0469318089764265922182906650332955011929865311912265643821251065333655141805319861,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-05,34,global,top,line,43/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[24.955070827148576750499553009855221508960341273821310999848304547477598200539834 +/- 4.69e-80],24.955070827148576750499553009855221508960341273821310999848304547477598200539834,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000469,24.9550708271485767504995530098552215089603412738213109998483045474775982005398339531,0,24.9550708271485767504995530098552215089603412738213109998483045474775982005398339531,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-06,35,global,top,line,37/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[27.670326517297949157642953926623282482076943836703395351529861937252464303660404 +/- 4.35e-79],27.670326517297949157642953926623282482076943836703395351529861937252464303660404,0.000000000000000000000000000000000000000000000000000000000000000000000000000000435,27.670326517297949157642953926623282482076943836703395351529861937252464303660403565,0,27.670326517297949157642953926623282482076943836703395351529861937252464303660403565,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-07,36,global,top,line,31/200,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[31.645398178427048650687319440356206788566968563602453031552324237793094555684160 +/- 2.32e-80],31.645398178427048650687319440356206788566968563602453031552324237793094555684160,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000232,31.6453981784270486506873194403562067885669685636024530315523242377930945556841599768,0,31.6453981784270486506873194403562067885669685636024530315523242377930945556841599768,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-top-08,37,global,top,line,1/8,19/50,-3/200,0/1,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[37.668164731580212013319943842833221083170830254051584613184134668310468952398146 +/- 2.90e-79],37.668164731580212013319943842833221083170830254051584613184134668310468952398146,0.000000000000000000000000000000000000000000000000000000000000000000000000000000290,37.668164731580212013319943842833221083170830254051584613184134668310468952398145710,0,37.668164731580212013319943842833221083170830254051584613184134668310468952398145710,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-00,38,global,left,line,11/100,9/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[43.968014981799624400430149779096897280663122237686475564097194387629190904107542 +/- 3.21e-79],43.968014981799624400430149779096897280663122237686475564097194387629190904107542,0.000000000000000000000000000000000000000000000000000000000000000000000000000000321,43.968014981799624400430149779096897280663122237686475564097194387629190904107541679,0,43.968014981799624400430149779096897280663122237686475564097194387629190904107541679,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-01,39,global,left,line,11/100,8/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[32.966632469818891419289535021161244043260400309646980737073488467879634968702361 +/- 4.28e-79],32.966632469818891419289535021161244043260400309646980737073488467879634968702361,0.000000000000000000000000000000000000000000000000000000000000000000000000000000428,32.966632469818891419289535021161244043260400309646980737073488467879634968702360572,0,32.966632469818891419289535021161244043260400309646980737073488467879634968702360572,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-02,40,global,left,line,11/100,7/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[20.402778779172393196122513005364242409112631585814535271302463364847000399363281 +/- 1.54e-81],20.402778779172393196122513005364242409112631585814535271302463364847000399363281,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000154,20.40277877917239319612251300536424240911263158581453527130246336484700039936328099846,0,20.40277877917239319612251300536424240911263158581453527130246336484700039936328099846,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-03,41,global,left,line,11/100,6/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[11.590174321795426024723206743135860982065600220513964119548853798636185960594513 +/- 3.71e-79],11.590174321795426024723206743135860982065600220513964119548853798636185960594513,0.000000000000000000000000000000000000000000000000000000000000000000000000000000371,11.590174321795426024723206743135860982065600220513964119548853798636185960594512629,0,11.590174321795426024723206743135860982065600220513964119548853798636185960594512629,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-04,42,global,left,line,11/100,1/5,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[7.3774686983615726520621087559463752619165775521374045638597574194193151722508107 +/- 5.16e-81],7.3774686983615726520621087559463752619165775521374045638597574194193151722508107,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000516,7.37746869836157265206210875594637526191657755213740456385975741941931517225081069484,0,7.37746869836157265206210875594637526191657755213740456385975741941931517225081069484,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-05,43,global,left,line,11/100,4/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[6.3631048126984084941518848419087886620931063109370989617807251315751951073889379 +/- 2.82e-80],6.3631048126984084941518848419087886620931063109370989617807251315751951073889379,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000282,6.3631048126984084941518848419087886620931063109370989617807251315751951073889378718,0,6.3631048126984084941518848419087886620931063109370989617807251315751951073889378718,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-06,44,global,left,line,11/100,3/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[6.3552010867040300815252142256729063190186873647542780377139710745281911494494331 +/- 1.66e-80],6.3552010867040300815252142256729063190186873647542780377139710745281911494494331,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000166,6.3552010867040300815252142256729063190186873647542780377139710745281911494494330834,0,6.3552010867040300815252142256729063190186873647542780377139710745281911494494330834,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-07,45,global,left,line,11/100,2/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[6.1944843885542804905719825172655795202715822991874296935924526533920314060863608 +/- 3.41e-80],6.1944843885542804905719825172655795202715822991874296935924526533920314060863608,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000341,6.1944843885542804905719825172655795202715822991874296935924526533920314060863607659,0,6.1944843885542804905719825172655795202715822991874296935924526533920314060863607659,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-08,46,global,left,line,11/100,1/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[5.5193310579562307055487700146033642188295363233915690221420317861904411136995203 +/- 3.52e-80],5.5193310579562307055487700146033642188295363233915690221420317861904411136995203,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000352,5.5193310579562307055487700146033642188295363233915690221420317861904411136995202648,0,5.5193310579562307055487700146033642188295363233915690221420317861904411136995202648,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-09,47,global,left,line,11/100,0/1,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[5.4994844658066855244780824076486877967115879986065100252929739009243097123937373 +/- 4.36e-80],5.4994844658066855244780824076486877967115879986065100252929739009243097123937373,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000436,5.4994844658066855244780824076486877967115879986065100252929739009243097123937372564,0,5.4994844658066855244780824076486877967115879986065100252929739009243097123937372564,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-10,48,global,left,line,11/100,-1/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[5.5049601901216422208079863006236849308112705977564012955855961653805850804911458 +/- 1.41e-80],5.5049601901216422208079863006236849308112705977564012955855961653805850804911458,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000141,5.5049601901216422208079863006236849308112705977564012955855961653805850804911457859,0,5.5049601901216422208079863006236849308112705977564012955855961653805850804911457859,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-11,49,global,left,line,11/100,-2/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[6.1563792968118461668366234124354219170731046229091041506476920011456464055754648 +/- 1.31e-82],6.1563792968118461668366234124354219170731046229091041506476920011456464055754648,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000131,6.156379296811846166836623412435421917073104622909104150647692001145646405575464799869,0,6.156379296811846166836623412435421917073104622909104150647692001145646405575464799869,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-12,50,global,left,line,11/100,-3/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[6.3168923342784711771915751006763511339036985964689508454595709915438562143377818 +/- 1.71e-80],6.3168923342784711771915751006763511339036985964689508454595709915438562143377818,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000171,6.3168923342784711771915751006763511339036985964689508454595709915438562143377817829,0,6.3168923342784711771915751006763511339036985964689508454595709915438562143377817829,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-13,51,global,left,line,11/100,-4/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[6.3314484944830835993163616226359599205345297504835209847100617337277184949277290 +/- 2.99e-80],6.3314484944830835993163616226359599205345297504835209847100617337277184949277290,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000299,6.3314484944830835993163616226359599205345297504835209847100617337277184949277289701,0,6.3314484944830835993163616226359599205345297504835209847100617337277184949277289701,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-14,52,global,left,line,11/100,-1/5,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[7.3556493953666328220524013524674142665502484958190526505969849967279391971854785 +/- 2.01e-80],7.3556493953666328220524013524674142665502484958190526505969849967279391971854785,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000201,7.3556493953666328220524013524674142665502484958190526505969849967279391971854784799,0,7.3556493953666328220524013524674142665502484958190526505969849967279391971854784799,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-15,53,global,left,line,11/100,-6/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[11.582268162599671736235552689961625003978168219012494513985761393966618581629112 +/- 3.79e-79],11.582268162599671736235552689961625003978168219012494513985761393966618581629112,0.000000000000000000000000000000000000000000000000000000000000000000000000000000379,11.582268162599671736235552689961625003978168219012494513985761393966618581629111621,0,11.582268162599671736235552689961625003978168219012494513985761393966618581629111621,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-16,54,global,left,line,11/100,-7/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[20.402783239439067107170468105059902121964938134971701639609158755465280024542880 +/- 2.46e-79],20.402783239439067107170468105059902121964938134971701639609158755465280024542880,0.000000000000000000000000000000000000000000000000000000000000000000000000000000246,20.402783239439067107170468105059902121964938134971701639609158755465280024542879754,0,20.402783239439067107170468105059902121964938134971701639609158755465280024542879754,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-17,55,global,left,line,11/100,-8/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[32.967652810977990390085457875522875969809303104704042994726683124222890561905060 +/- 6.66e-80],32.967652810977990390085457875522875969809303104704042994726683124222890561905060,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000666,32.9676528109779903900854578755228759698093031047040429947266831242228905619050599334,0,32.9676528109779903900854578755228759698093031047040429947266831242228905619050599334,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-left-18,56,global,left,line,11/100,-9/25,0/1,-1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[43.968371821549940488985526575373594261111704395698291272307113378037425389714008 +/- 2.86e-79],43.968371821549940488985526575373594261111704395698291272307113378037425389714008,0.000000000000000000000000000000000000000000000000000000000000000000000000000000286,43.968371821549940488985526575373594261111704395698291272307113378037425389714007714,0,43.968371821549940488985526575373594261111704395698291272307113378037425389714007714,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,L-circle-00,57,local,circle,circle,,,,,1/8,1/8,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[0.16435517830515349406408224947203145697808610836036070848305708489081214602540829 +/- 8.13e-82],0.16435517830515349406408224947203145697808610836036070848305708489081214602540829,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000813,0.164355178305153494064082249472031456978086108360360708483057084890812146025408289187,0,0.164355178305153494064082249472031456978086108360360708483057084890812146025408289187,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,L-circle-01,58,local,circle,circle,,,,,3/8,1/8,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[0.16961660626775405578611500362125814176156072254578298793888226729669510244342467 +/- 1.03e-81],0.16961660626775405578611500362125814176156072254578298793888226729669510244342467,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000103,0.16961660626775405578611500362125814176156072254578298793888226729669510244342466897,0,0.16961660626775405578611500362125814176156072254578298793888226729669510244342466897,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,L-circle-02,59,local,circle,circle,,,,,5/8,1/8,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[0.17386423442383243233862380929640818042902858424668203070758107304088721219663105 +/- 3.72e-81],0.17386423442383243233862380929640818042902858424668203070758107304088721219663105,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000372,0.17386423442383243233862380929640818042902858424668203070758107304088721219663104628,0,0.17386423442383243233862380929640818042902858424668203070758107304088721219663104628,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,L-circle-03,60,local,circle,circle,,,,,7/8,1/8,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[0.17035077870325984821239690706651120796007871490858525017002762552681062681408815 +/- 1.23e-81],0.17035077870325984821239690706651120796007871490858525017002762552681062681408815,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000123,0.17035077870325984821239690706651120796007871490858525017002762552681062681408814877,0,0.17035077870325984821239690706651120796007871490858525017002762552681062681408814877,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,L-circle-04,61,local,circle,circle,,,,,9/8,1/8,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[0.17037172515204510108152608797529187153750267366224466322180256514882838606436815 +/- 3.40e-81],0.17037172515204510108152608797529187153750267366224466322180256514882838606436815,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000340,0.17037172515204510108152608797529187153750267366224466322180256514882838606436814660,0,0.17037172515204510108152608797529187153750267366224466322180256514882838606436814660,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
