figure_panel,record_type,record_id,order_index,family,edge,contour_kind,center_real,center_imag,half_real,half_imag,theta_center_pi,theta_half_pi,d_depth,d_index,d_lower,d_upper,lambda_depth,lambda_index,lambda_lower,lambda_upper,certified_bound_name,bound_raw,bound_midpoint,bound_radius,bound_lower_endpoint,threshold,strict_margin,upstream_path,upstream_sha256
B,contour_panel,G-right-01,11,global,right,line,19/50,-8/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[16.683859142050631956857125379253194677673930455271057692975339995412398371437917 +/- 3.36e-79],16.683859142050631956857125379253194677673930455271057692975339995412398371437917,0.000000000000000000000000000000000000000000000000000000000000000000000000000000336,16.683859142050631956857125379253194677673930455271057692975339995412398371437916664,0,16.683859142050631956857125379253194677673930455271057692975339995412398371437916664,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-02,12,global,right,line,19/50,-7/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[15.231326326533317015690861943993848071793208038690827256475831720843206287560008 +/- 2.65e-79],15.231326326533317015690861943993848071793208038690827256475831720843206287560008,0.000000000000000000000000000000000000000000000000000000000000000000000000000000265,15.231326326533317015690861943993848071793208038690827256475831720843206287560007735,0,15.231326326533317015690861943993848071793208038690827256475831720843206287560007735,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-03,13,global,right,line,19/50,-6/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[13.826980163892965040615914347318808598417695200836985267460284495393671418393582 +/- 2.62e-79],13.826980163892965040615914347318808598417695200836985267460284495393671418393582,0.000000000000000000000000000000000000000000000000000000000000000000000000000000262,13.826980163892965040615914347318808598417695200836985267460284495393671418393581738,0,13.826980163892965040615914347318808598417695200836985267460284495393671418393581738,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-04,14,global,right,line,19/50,-1/5,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[12.537634160678265549765860887937651439110044822984882633233991572239925699849677 +/- 1.77e-79],12.537634160678265549765860887937651439110044822984882633233991572239925699849677,0.000000000000000000000000000000000000000000000000000000000000000000000000000000177,12.537634160678265549765860887937651439110044822984882633233991572239925699849676823,0,12.537634160678265549765860887937651439110044822984882633233991572239925699849676823,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-05,15,global,right,line,19/50,-4/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[11.418557095266386399303656017232599843088527203512383025533261713226162435751842 +/- 1.32e-79],11.418557095266386399303656017232599843088527203512383025533261713226162435751842,0.000000000000000000000000000000000000000000000000000000000000000000000000000000132,11.418557095266386399303656017232599843088527203512383025533261713226162435751841868,0,11.418557095266386399303656017232599843088527203512383025533261713226162435751841868,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-06,16,global,right,line,19/50,-3/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[10.517527470275759309403087057261538359590934177865106972655389907479866638012056 +/- 1.47e-79],10.517527470275759309403087057261538359590934177865106972655389907479866638012056,0.000000000000000000000000000000000000000000000000000000000000000000000000000000147,10.517527470275759309403087057261538359590934177865106972655389907479866638012055853,0,10.517527470275759309403087057261538359590934177865106972655389907479866638012055853,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-07,17,global,right,line,19/50,-2/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[9.8800568242244543322522181240720147037328872140923901919575946266056615828860807 +/- 3.15e-80],9.8800568242244543322522181240720147037328872140923901919575946266056615828860807,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000315,9.8800568242244543322522181240720147037328872140923901919575946266056615828860806685,0,9.8800568242244543322522181240720147037328872140923901919575946266056615828860806685,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-08,18,global,right,line,19/50,-1/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[9.5478991739422963653327423235403265781486748320403525622167318165683703817814875 +/- 4.76e-80],9.5478991739422963653327423235403265781486748320403525622167318165683703817814875,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000476,9.5478991739422963653327423235403265781486748320403525622167318165683703817814874524,0,9.5478991739422963653327423235403265781486748320403525622167318165683703817814874524,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-09,19,global,right,line,19/50,0/1,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[9.5068928172957251887449943386598356034865838975203972786665172421398943910443255 +/- 2.93e-80],9.5068928172957251887449943386598356034865838975203972786665172421398943910443255,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000293,9.5068928172957251887449943386598356034865838975203972786665172421398943910443254707,0,9.5068928172957251887449943386598356034865838975203972786665172421398943910443254707,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-10,20,global,right,line,19/50,1/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[9.5478991507947168090965376716992631224145425921658201646786755336054378239390758 +/- 2.94e-80],9.5478991507947168090965376716992631224145425921658201646786755336054378239390758,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000294,9.5478991507947168090965376716992631224145425921658201646786755336054378239390757706,0,9.5478991507947168090965376716992631224145425921658201646786755336054378239390757706,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
B,contour_panel,G-right-11,21,global,right,line,19/50,2/25,0/1,1/50,,,,,0,0.002222222222222222222222222222222222222222222222222222222222222222222222,,,,,minimumAbsoluteLower,[9.8800567776189184755076324442640456455882702560223689994056399003766256501727278 +/- 1.23e-80],9.8800567776189184755076324442640456455882702560223689994056399003766256501727278,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000123,9.8800567776189184755076324442640456455882702560223689994056399003766256501727277877,0,9.8800567776189184755076324442640456455882702560223689994056399003766256501727277877,experiments/r073j/contour_certificate.json,60c770beaf0dc9a3da99ba6ab7bff234b506aa7d8bc72a0aad7b55471b571a38
