x,phi,cRho,aboveThreshold
0.23,0.312427208431967891996116547718,0.113083091627041126869487538794,1
0.231,0.314016587599063404570012706621,0.113083091627041126869487538794,1
0.232,0.315607966766158917143908865524,0.113083091627041126869487538794,1
0.233,0.317201345933254429717805024427,0.113083091627041126869487538794,1
0.234,0.31879672510034994229170118333,0.113083091627041126869487538794,1
0.23500000000000001,0.320394104267445470849389013189,0.113083091627041126869487538794,1
0.23600000000000002,0.321993483434540999447076843047,0.113083091627041126869487538794,1
0.23700000000000002,0.32359486260163651206097300195,0.113083091627041126869487538794,1
0.23800000000000002,0.325198241768732024674869160853,0.113083091627041126869487538794,1
0.23900000000000002,0.326803620935827537288765319756,0.113083091627041126869487538794,1
0.24,0.328411000102923017735078136749,0.113083091627041126869487538794,1
