schemaVersion,evidenceClass,diagnosticOnly,N,dimension,epsilon,absoluteLambda,topEigenvalueFastReal,topEigenvalueFastImag,topPhysicalGrowthRateReal,topClusterDimensionAtRealTolerance,topRealGapBelowCluster,topEigenResidualRelative,physicalPositiveRowL2,physicalPositiveRowH3,physicalH3ToL2Cost,kineticBoundaryMassFraction,kineticOuterThreeMassFraction,h3OuterThreeContributionFraction,kz2ProjectedLeakagePositiveUnitRowKernelA,kz2ProjectedLeakagePositiveUnitRowKernelB,kz2ProjectedLeakageUnitRealPairKernelA,kz0ProjectedLeakageUnscaledRealPairKernelA,kz0ProjectedLeakageUnscaledRealPairKernelB,kz0ProjectedLeakageUnitRealPairKernelA,kz2KernelScaleOneDifference,kz0KernelScaleOneDifference,maximumKernelCoefficientScaleOneDifference,kernelCheckPass
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.01,100,0.15631640701490979,-1.761086452080372e-16,62.526562805963913,1,0.14833990013772147,4.3150001941711413e-18,1,50.052220340371186,50.052220340371186,3.351608919708744e-79,1.8297789631866596e-74,3.3793766258973819e-64,1.3553770870185937,1.3553770870185937,0.67768854350929686,2.2180864257112116,2.2180864257112116,1.1090432128556058,1.5414485712310439e-16,2.4713966103630874e-16,2.451481149480185e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.0050000000000000001,200,0.16320922558585019,-7.2676959541794911e-17,130.56738046868014,1,0.13895278247729553,8.9644330444310843e-18,1,52.146168983105333,52.146168983105333,2.9154090404012629e-76,6.4622077695493431e-72,1.0529169020372328e-61,1.3720180532807149,1.3720180532807147,0.68600902664035746,2.1682233007174752,2.1682233007174752,1.0841116503587376,1.8596142593962932e-16,1.2138652453519245e-16,1.5700924586837752e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.002,500,0.16749174665800343,-6.926412283177504e-17,334.98349331600684,1,0.13337106487396244,5.567600782835649e-17,1,54.503672042677771,54.503672042677771,1.4442797709646556e-47,2.3412796624380165e-44,3.4806896902034749e-34,1.3840958874458134,1.3840958874458131,0.69204794372290668,2.1360533588352606,2.136053358835261,1.0680266794176303,9.9590472112888163e-17,2.1079793458752536e-16,2.3612116151009042e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.001,1000,0.16894375143319626,6.2364576758698871e-17,675.77500573278508,1,0.13161754514015986,1.2733386696130073e-16,0.99999999999999989,56.026858873994215,56.026858873994215,6.0962486644354296e-55,3.6659935168037431e-51,5.1574108014326877e-41,1.3887299489224476,1.3887299489224476,0.69436497446122381,2.1250488579259077,2.1250488579259077,1.0625244289629538,1.6331512169080796e-16,3.6218410801708871e-16,3.4593069882933826e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.00050000000000000001,2000,0.16967433830975501,-2.1169036928095346e-16,1357.39470647804,1,0.1307424547383817,2.0583752465839708e-16,1,57.248973887898281,57.248973887898273,1.5380340862513232e-32,2.0610684225819668e-31,2.9274328539665387e-21,1.3912282521784767,1.3912282521784767,0.69561412608923834,2.1195210962261051,2.1195210962261051,1.0597605481130525,2.0884627361928475e-16,4.9412557189812153e-16,5.2081545238808409e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.00020000000000000001,5000,0.1701141555175536,4.503611318952384e-16,3402.2831103510716,1,0.13021795024067362,3.4464102283413833e-16,1,58.342782205267696,58.342782205267696,6.9790341879286719e-32,5.5827601437648736e-31,7.4818546440822588e-21,1.3928059537932773,1.3928059537932775,0.69640297689663866,2.1162062110331732,2.1162062110331732,1.0581031055165866,2.5938432903656619e-16,4.5694712350875597e-16,3.6974036850575442e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,96,193,0.0001,10000,0.17026100524771026,7.2317377576789977e-17,6810.44020990841,1,0.13004323778482071,3.9854290886954663e-16,1,58.827138333111868,58.827138333111868,2.3979554913885642e-32,2.1532034851643329e-31,2.8061929867527655e-21,1.3933481342659635,1.393348134265963,0.69667406713298174,2.1151032639286864,2.1151032639286864,1.0575516319643432,3.2016322439074278e-16,3.4417092758312278e-16,3.7238012298709097e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.01,100,0.15631640701490829,3.5287939969384509e-17,62.526562805963316,1,0.14833990013771967,2.7177249390356975e-18,0.99999999999999989,50.052220340371449,50.052220340371456,3.2289757532427157e-123,3.2205453877949514e-118,3.2925157458980938e-107,1.3553770870185939,1.3553770870185942,0.67768854350929697,2.2180864257112138,2.2180864257112143,1.1090432128556069,1.7739812421428152e-16,2.1920188587220862e-16,2.4514811494801815e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.0050000000000000001,200,0.16320922558585199,1.227466407313555e-16,130.56738046868159,1,0.13895278247729712,7.0369531368571984e-18,1,52.146168983105838,52.146168983105838,7.3561888061615103e-104,1.1091823724038329e-99,1.0448969001210307e-88,1.3720180532807129,1.3720180532807129,0.68600902664035646,2.1682233007174707,2.1682233007174712,1.0841116503587354,1.7536081142579823e-16,2.821430618522724e-16,3.4694001237384923e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.002,500,0.16749174665800354,5.7359819651695075e-17,334.98349331600707,1,0.13337106487396008,1.5304660227912897e-17,0.99999999999999989,54.503672042678112,54.503672042678119,1.9771093174381474e-58,3.6974030483877837e-55,3.2001305985388458e-44,1.3840958874458076,1.3840958874458074,0.69204794372290379,2.1360533588352495,2.1360533588352495,1.0680266794176247,2.8272916465190059e-16,2.7556349420498681e-16,3.5108334685767012e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.001,1000,0.16894375143319698,-4.5175005808561916e-16,675.77500573278792,1,0.13161754514015786,5.4572875425701748e-17,0.99999999999999989,56.026858873996268,56.026858873996275,1.1041042047278166e-49,1.5788685882820595e-46,1.2884260358484866e-35,1.3887299489224634,1.3887299489224636,0.69436497446123169,2.1250488579259135,2.1250488579259139,1.0625244289629567,2.392941635487374e-16,2.8220023247901274e-16,3.4593069882933757e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.00050000000000000001,2000,0.16967433830975642,-2.8910215916016321e-16,1357.3947064780514,1,0.1307424547383817,1.2596993374978037e-16,1,57.248973887898558,57.248973887898558,1.4069738064537036e-59,3.6030602355597142e-57,2.910812645601187e-46,1.3912282521784731,1.3912282521784731,0.69561412608923656,2.1195210962261068,2.1195210962261073,1.0597605481130534,1.9319475466419436e-16,3.3683663355946138e-16,5.2081545238808212e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.00020000000000000001,5000,0.17011415551755191,7.8409501114151681e-16,3402.283110351038,1,0.13021795024067212,2.8871280072462776e-16,1,58.342782205264442,58.342782205264434,3.9452195952191652e-32,1.0137908731402112e-31,8.0017796382906682e-21,1.3928059537932795,1.39280595379328,0.69640297689663977,2.1162062110331732,2.1162062110331727,1.0581031055165866,3.2349066359086066e-16,4.2660544414393749e-16,3.7238012298709097e-16,true
r073g-nonlinear-row-leakage-v1,finite-binary64-diagnostic-only,true,128,257,0.0001,10000,0.17026100524770876,3.4072911283619243e-16,6810.44020990835,1,0.13004323778481872,4.4045160780517305e-16,1,58.827138333108486,58.827138333108486,4.3843765026000721e-31,1.3200040031834959e-30,1.0159579286841931e-19,1.3933481342659639,1.3933481342659639,0.69667406713298197,2.1151032639286913,2.1151032639286913,1.0575516319643457,2.0145694052749409e-16,3.884181890564726e-16,3.9178501044040439e-16,true
