gate,boundExact,boundDecimal,thresholdExact,passes,classification
active tail,5783441012159062677480257738516250515886766005593406308596145118621091040768072058985937556442190274992326600634601544327907964958055454471509627384567540525711379942832048222954344086133527888874368231333175193057424545201161503064091724305975043262844879142999673838449595384657423406536848708179404769861666408464201894023291626209322584845687128165190821211936059055864556253731293487211737840585919292880024904848852473303706757/5800774647689784492723790624849993155350128791710477712622101277410510240230782756735056769792243337308791818860221439721594186489278077668434569396912326261553311146819213236721713901879477460937120322053109133877698134326309703211953396843865859686400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99701184124819863808,1,true,formal gate
ball mapping / radius,403123264660769863365967797179252001174072936397229196833465035569978533667366344971856352405126519535458506558268393778879925475029297779936859867180896785939148227587450449346316724439370659973620594670781384233220962006901669269624754825404872112956131749476139099284464322210139512684998817150404871568393254321648075115588364727135311850908989156895880459794640460570529216904840427547176515949974642656223587095996961068965222541677672857111321751186652068100465921930455573672503999887890289702329168031750343657004575274654418737191118129630276492901788146644740226175300066071125992240994625899365222491300689065877866156914243180037133792311186928087581741695432088235161853402641710531080885527515650906728314558656439387437591853702486660778453522944608325434578896981545874770304855775992581976071716311428585658272307215915170919961383670988772801649969980032220797097164294698916913844745611408338180189367173608481454733/404331467649836579356998369688845785444304311183579014088724025268537301867602001466350460559125892859779757072915684815393208216279669903383642392558273715843502267755085025379131624984032182429344781994448314570707863590115723487650984863673807793487548046011072952195037211485725776396009771117533519508078417194200576265902004448259942030433850914442885160659352487954263465016701912774886558665275730196681193765683130139185433269002566534735333053990461745384462091324950803682912855839258809016625083528190258671744738107118527547438230096373561711551606234376383253982342769547049522408075503990601795999211080978928926187073333190678196715436708647823109200545027746906306102527809681624140518139160553075047587640034214660922061936708812800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99701185021267491049,1,true,formal gate
Lipschitz,125726980786105996995894547819860185181360930125437456761403679877348777767027583375002696764292834245884793465780671696680007110334448734940191498569991621617952065096071133607487536746791790534169578431428685057849336235710788129419404597304571100168335227689669909574055754067067727434704554067112080292022766053603284974172336662164463671960392479183083262326277987815439588399864589118495968916497299507918861406509203917149281190423/126103796688908358537473709235869416420654973732836472013523940813271961744147451233370799343309637767582430844787422602643351880201697340618142812976354918729419807539548113841776389171292988281241746131589328997341263789702384852433769496605779558400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9970118591771511829,1,true,formal gate
canonical stretch,1346422339723613283522518910279952468162732056041860798709487651275523379916289991393152613779252083700649492898341969913531943843761527612506994844205498999427764863902739045137057631236587285913010564198567585746917954043962693031517450090389359663152998961188259918274975481638921059702070666343900286467598010514412054147372467592588411660881502299605408668927669176468499815812443236128410931674708880139496016112597712642647080951958609/1409588239388617631731881121838548336750081296385646084167170610410753988376080209886618795059515130966036411983033809852347387316894572873429600363449695281557454608677068816523376478156713023007720238258905519532280646641293257880504675433059403903795200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.95518840332237631152,1,true,formal gate
old direct transport,2195896808754476265245419314640417923626890586604344426964884558802186570332444524450069940610868754210783106889710316114278860850342922383529681321636900355634399253155571695358887236805412306702415016593919067601673083378306385548968881194546746841971319472524515455127758430101694399243010532789295904979268747155101801968315231035821118428179397223394961933231244433508721732115537357689477341481861804434647700063978024967765079448869609/1392398138908268636222955742303931893618982743990699180701717310283793573883688987814830760973423483027426211836899251195611443569127565887168263773651528265928705162229787489492603594276753108092991942670382281489204053389570169369766813537534289222041600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.5770610053215119439,1,false,"diagnostic, not a construction gate"
