control,radiusExact,radiusDecimal,series,boundExact,boundDecimal,passes
entry,331/1000,0.33100000000000001643,common large sector,557621768427196760508648031211203678004686001268829671206959189428302354137930683512877773520308473712627345525404711213220793434715081975615765913736385792842245857083436713600765381671287778614721879435825528785880809905910212257420669682309226758496198708047812706210366245943203066262167697947371167489907054452378163622734496008545708789326760099190238265719727573979438689055989514958706507662111519667980976847082996321252672729512994422271390378906486408778264466568061450151370598563/713881350306954942303685512805345313606691066566035207660952407231923100115268873275564141237117920844619377860623101132714055749220240404689170233485812925601311295931075610569040018705118120280280653452964980645402978235187200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.78111267115667104566,true
entry,331/1000,0.33100000000000001643,finite s=-1 / complete tail,859538290281841936697753037932209871928516249995001423647341892091579921443341956126936710637507477449666322059050651058464078440265914852370193797313047701017650682791782402016043913018141174894021733533461095997542130980160703649093486125686982999439987785043275054998548169272442988647299547094798070014479104542422392610770198183312106854340733506713846028035702101354466743020702756478541881629350349639281469573965634362675444801721957164983449526356673191064394571750983536545341156675347218753724169003907175872159/1005621669340226413006763374916502642037234127192083307383813370575998733616557673898443092592580552289693389022487461316330798098406199947206467593932510712627808903431630523652653374445581760584232128290692378739805856714259610070531145591862424719654387712000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.85473326250594061637,true
entry,331/1000,0.33100000000000001643,canonical stretch,188636583523275261182410759562612699838384675430220892902547323150463489322680326439069613164708297141832445355243577504439306125452846086138181097309589118477439768858675102001120681604999233787325236754486870489860642469770534435112966249236846298230698455923877106498080200803409002175967933982041158562404018136407904777999491704760117788953514655810443840297369667016423632221504371895438510923110715088414146033167823764801981049118614629243669530979023394877956917634134862387263832598458312708970963408677943380149560838083/244366065649675018360643500104710142015047892907676243694266649049967692268823514757321671499997074206395493532464453099868383937912706587171171625325600103168557563533886217247594769990276367821968407174638248033772823181565085247139068378822569206876016214016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.77194263050298506101,true
target,37/100,0.36999999999999999556,common large sector,3680374552847396281190575416753124196482980686746712698878356454932820727554536524288654584337571867952113013960642360929443275102009853872048567022650403820349236622436111510504654489891003251163882577833800618604940180090623330096237661666629029212299492959913184592877102925307925456209412645304981766425254619752783119250249191907740684422693693491478039569415277393414222230697886166157075114846545683/3809071634224353949867089928801982933198861072053229192481075036946788990461699252495191935149210344493452685551684733236440496570039822644314817315512450240941473522984821531176030334134143866403583541931376123211415552000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.96621300575693569446,true
target,37/100,0.36999999999999999556,finite s=-1 / complete tail,5783441012159062677480257738516250515886766005593406308596145118621091040768072058985937556442190274992326600634601544327907964958055454471509627384567540525711379942832048222954344086133527888874368231333175193057424545201161503064091724305975043262844879142999673838449595384657423406536848708179404769861666408464201894023291626209322584845687128165190821211936059055864556253731293487211737840585919292880024904848852473303706757/5800774647689784492723790624849993155350128791710477712622101277410510240230782756735056769792243337308791818860221439721594186489278077668434569396912326261553311146819213236721713901879477460937120322053109133877698134326309703211953396843865859686400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99701184124819863808,true
target,37/100,0.36999999999999999556,canonical stretch,1346422339723613283522518910279952468162732056041860798709487651275523379916289991393152613779252083700649492898341969913531943843761527612506994844205498999427764863902739045137057631236587285913010564198567585746917954043962693031517450090389359663152998961188259918274975481638921059702070666343900286467598010514412054147372467592588411660881502299605408668927669176468499815812443236128410931674708880139496016112597712642647080951958609/1409588239388617631731881121838548336750081296385646084167170610410753988376080209886618795059515130966036411983033809852347387316894572873429600363449695281557454608677068816523376478156713023007720238258905519532280646641293257880504675433059403903795200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.95518840332237631152,true
failureProbe,371/1000,0.37099999999999999645,common large sector,3981908003895378713574455946965248588877202340990037438712626111775701593494222502899864346715778126104878534525606788849896967850043130366203823579975058147804056121059099194175068694711350506201979856944385264291958993159329064249954001646382831776514691534949378751437330551456026979809969032372073475000359240822712397460654218418442401084151425413666495532388549923112007777668006872303447731744420528643011077583082688394954697110714211434902958327340810576647491/4099137422363711287312352514260957471092261538594071302255961407388388293294004036656169196531106756001770693081626961681016476387636426167170756605674998679623257110575076319116603230206250753007707750400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.97140144220860646929,true
failureProbe,371/1000,0.37099999999999999645,finite s=-1 / complete tail,228372662442228005677118971577897979733842421847075120845120632452024951358932148350630250458660361305473963660579845015000124494555086157803449095582099272995042033765271702827931102983162863064313925884030479175070510042678248157555216986602200308795793902678645938506254021582325974501758588988866316135443398137854442720641071798552161638159887655495103840578599949642446214483472392574935956055291014048435095264078780163864569763888679037481724298577621606809301556609105799853695879921702777/228177230374896895549160672400225107595251402550489599852731095280864364019442110054325201635554198187168209199898466352770069686663557756735880798510134293170606180671782109994449504278875272797322908512638973049330646693137702977536000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.000856492416048793,false
failureProbe,371/1000,0.37099999999999999645,canonical stretch,13207860123388125314672888438161886105695282403511170671446156665002928351444837792337011107699232222331440565315946245152836287789730794458951339802407291004853096596137467163630303922796274351280748128165364235826976695235663526638073034763654068017395321865868854148266797475639837411185482315213936443984049132128056124399053623541071648532578349670794975183286749694185534095594660325866603266631497681652842685798264283175961837829/13753523000013501362482871508472816291824077980666683732759599883805803323463364405961441336263605301695715802068663317810639382557881310851685545512613285397517817912229888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9603255924591218573,true
