index,degree,mean,standardError
-2,0,-0.001946783996464467,8.677972585209608e-05
-2,1,0.006381635482006032,0.0003052847197592418
-2,2,-0.006263355532985054,0.00046989647966417207
-2,3,0.8501425106651345,0.10358249019339329
0,0,0.0,0.0
0,1,-0.0016401859039318904,0.0001136051453117522
0,2,0.004131459799856901,0.00023590055139847122
0,3,-0.13605131640559034,0.0035179612076644486
