replicate,index,leftZone,rightZone,leftRole,rightRole,pairClass,c0,c1,c2,c3
2,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033226520446408498,-0.006645304089281701,0.003322652044640856,-3.469446951953614e-18
2,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
2,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
2,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
2,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5404754079294528e-05,-1.4876249565143383e-05,6.776263578034403e-21
2,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.001883710527775204,0.00040113497009796467,3.469446951953614e-18
2,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005724645107121802,0.012169514705008863,-0.0071650940886523184,0.0007202244907652602
2,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
2,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0016007296797445514,-0.0032014593594891024,0.0016007296797445505
2,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.124710866777333e-05,0.0001224942173355466,-6.12471086677733e-05
2,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.00022106234382449725,0.0011141972333049907,0.0015631528741901317
2,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0032367838598632154,0.0030005438501371773,0.01931017143031208
2,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
2,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
2,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-2.6645352591003757e-15,1.0740999245224172
2,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-2.220446049250313e-16,0.19120017331438266
2,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-1.3322676295501878e-15,1.7763568394002505e-15,-0.9617826501415574
2,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.885780586188048e-16,4.440892098500626e-16,-0.3533526481143294
3,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
3,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
3,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033209047162598452,-0.006641809432519689,0.0033209047162598426,0.0
3,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
3,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
3,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
3,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5413133004597343e-05,-1.484312624230206e-05,6.776263578034403e-21
3,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018827173422786376,0.00039969172259180993,3.469446951953614e-18
3,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005063992977330758,0.010294211625820691,-0.005396444319649113,0.00016622567115917586
3,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
3,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0019455004615846522,-0.0038910009231693035,0.0019455004615846518
3,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.139348107209737e-05,0.00012278696214419472,-6.139348107209733e-05
3,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0010351586963235487,0.002570758065286116,0.0009994157696551053
3,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0030841035120278137,0.002692716637242465,0.01946332778777679
3,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
3,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
3,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-3.552713678800501e-15,1.0091533216037982
3,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-4.440892098500626e-16,0.19155460797735768
3,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-1.6653345369377348e-16,-2.220446049250313e-16,-0.2584536997130702
3,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.885780586188048e-16,4.440892098500626e-16,-0.3427348732623121
4,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
4,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
4,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.00332338317917119,-0.006646766358342382,0.003323383179171191,-3.469446951953614e-18
4,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
4,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
4,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
4,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.575069010126847e-05,-1.5191430711098214e-05,-6.776263578034403e-21
4,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018824459452269002,0.0003996892258515822,1.0408340855860843e-17
4,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.006193414858501645,0.013671884783760593,-0.008763524992016242,0.0012850550667572944
4,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
4,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.002854411895210375,-0.005708823790420751,0.002854411895210375
4,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.125268069660221e-05,0.0001225053613932044,-6.125268069660218e-05
4,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0006600917190637593,0.0018455050381179661,0.0012326404278683364
4,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.004623422062702803,0.005630594694594246,0.018029240294697532
4,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
4,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
4,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.0718373946188322
4,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19197591733329555
4,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,5.551115123125783e-17,-1.1102230246251565e-15,-0.2234301814993086
4,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.885780586188048e-16,4.440892098500626e-16,-0.33077004987354486
5,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
5,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
5,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.003330005091842556,-0.006660010183685108,0.0033300050918425514,0.0
5,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
5,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
5,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
5,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5727561864943247e-05,-1.5130369973137602e-05,-6.776263578034403e-21
5,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.001882837136005934,0.0004000717365889063,3.469446951953614e-18
5,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005222675112443605,0.010637645318922376,-0.005607265300513933,0.00019229509403516365
5,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
5,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0027197206836279244,-0.005439441367255847,0.002719720683627924
5,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.197656276139829e-05,0.00012395312552279658,-6.197656276139826e-05
5,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0005963417531540346,0.00154889701185347,0.0014790206364222458
5,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.003049522026717426,0.002674780139617708,0.019453346084484305
5,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
5,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
5,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.097874639820275
5,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-4.440892098500626e-16,0.1910756527925943
5,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-1.3322676295501878e-15,3.552713678800501e-15,-0.6393635226435097
5,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-4.996003610813204e-16,1.1102230246251565e-15,-0.3371882409008764
6,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
6,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
6,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033352600824079286,-0.006670520164815858,0.0033352600824079343,-3.469446951953614e-18
6,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
6,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
6,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
6,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5504592051835237e-05,-1.4842694799662185e-05,-6.776263578034403e-21
6,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018828197639291907,0.00039810724738634576,3.469446951953614e-18
6,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.0050115759755571514,0.009979511523814134,-0.004924295120956809,-4.364042730016851e-05
6,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
6,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0019220812207033594,-0.003844162441406718,0.0019220812207033583
6,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.117725191663214e-05,0.00012235450383326423,-6.11772519166321e-05
6,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0003994205073772879,0.0015248817407984769,0.0013793364357530605
6,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0030547580184457426,0.0024832231471554056,0.019665955662732548
6,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
6,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
6,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-3.552713678800501e-15,1.079103878251658
6,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-4.440892098500626e-16,0.19142052693661382
6,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-7.771561172376096e-16,1.3322676295501878e-15,-0.5680691525500299
6,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-4.996003610813204e-16,1.1102230246251565e-15,-0.3748592495558034
7,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
7,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
7,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.00332982487452941,-0.00665964974905882,0.0033298248745294093,0.0
7,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
7,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
7,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
7,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.543808291876041e-05,-1.4772383624856532e-05,-6.776263578034403e-21
7,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.001883232225426629,0.00039963470580477514,3.469446951953614e-18
7,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005099543631461352,0.010177755591068413,-0.005056880287752759,-2.1331671854297324e-05
7,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
7,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.002590968808389268,-0.005181937616778537,0.002590968808389269
7,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.194552640552205e-05,0.00012389105281104408,-6.194552640552203e-05
7,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,6.712514600369125e-06,0.00046363210711651386,0.0019217429093589394
7,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.003662568173619509,0.0045046178834472345,0.018216336472587163
7,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
7,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
7,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.0874323817710652
7,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19104489717158213
7,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,9.020562075079397e-16,-4.3298697960381105e-15,-0.06434008642811773
7,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-5.551115123125783e-16,1.1102230246251565e-15,-0.34597718034034664
8,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
8,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
8,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033131445851840974,-0.0066262891703681905,0.0033131445851840927,0.0
8,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
8,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
8,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
8,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.54531580958973e-05,-1.488536353293206e-05,0.0
8,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018825293936321737,0.00040091664612077263,3.469446951953614e-18
8,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005257003497587481,0.010487047624350928,-0.005203084755939419,-2.6959370824031215e-05
8,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
8,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0027362563920112506,-0.005472512784022499,0.002736256392011248
8,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.159836700224416e-05,0.00012319673400448827,-6.159836700224412e-05
8,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0005138266559050844,0.001692235554846478,0.00129711986112711
8,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.003386565730498208,0.003549251234260878,0.01890475216904257
8,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
8,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
8,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.1102230246251565e-15,-8.881784197001252e-16,1.084524200175883
8,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19168955971202917
8,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-1.2212453270876722e-15,3.1086244689504383e-15,-0.6504776855067251
8,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-4.440892098500626e-16,6.661338147750939e-16,-0.3503867487317811
9,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
9,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
9,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.003320857806029782,-0.006641715612059562,0.003320857806029781,0.0
9,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
9,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
9,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
9,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5615806956469916e-05,-1.502954486089896e-05,6.776263578034403e-21
9,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018823194254091336,0.00039981007357456355,3.469446951953614e-18
9,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005260780522923357,0.010485817642452294,-0.00518929371613451,-3.574340339441984e-05
9,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
9,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.002450428876084828,-0.004900857752169655,0.0024504288760848272
9,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.213308048610024e-05,0.00012426616097220046,-6.213308048610022e-05
9,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,7.428773723553404e-06,0.0008195038497372815,0.0016883834799228548
9,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0030156301356538545,0.002336242645169531,0.019749746768684823
9,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
9,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
9,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.068268229136927
9,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-4.440892098500626e-16,0.1908262097854081
9,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.3923936653026041
9,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.885780586188048e-16,4.440892098500626e-16,-0.3449914427456715
10,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
10,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
10,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.003318341906167511,-0.006636683812335023,0.0033183419061675115,-3.469446951953614e-18
10,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
10,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
10,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
10,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5134658979669434e-05,-1.4533167245375512e-05,-1.3552527156068805e-20
10,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018828618078878274,0.0004006906286298864,6.938893903907228e-18
10,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005321841695886862,0.010979488158728106,-0.005993451229795624,0.000335804766954384
10,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
10,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.002929798644774069,-0.0058595972895481374,0.0029297986447740683
10,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.241749483175929e-05,0.00012483498966351855,-6.241749483175926e-05
10,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,0.00038607265198214785,-4.89221081299996e-05,0.002107932469376888
10,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.003607341468776778,0.004057461082000113,0.01861094658202489
10,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
10,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
10,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.0733977202552962
10,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19133180285101303
10,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,5.551115123125783e-16,-1.5543122344752192e-15,0.2660706809182849
10,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.3306690738754696e-16,2.220446049250313e-16,-0.3510120794092133
11,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
