replicate,index,leftZone,rightZone,leftRole,rightRole,pairClass,c0,c1,c2,c3
11,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
11,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.003324357773722128,-0.006648715547444261,0.003324357773722135,-3.469446951953614e-18
11,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
11,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
11,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
11,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5740971040046777e-05,-1.516044002232577e-05,-6.776263578034403e-21
11,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.001882844853100407,0.00039951537384680033,6.938893903907228e-18
11,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005163809534186846,0.010639369257225303,-0.005787309911890061,0.0003117501888516075
11,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
11,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0010264150964751629,-0.0020528301929503244,0.001026415096475161
11,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.12994153423326e-05,0.0001225988306846652,-6.129941534233257e-05
11,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,0.00019764557800012583,0.0003983997901452381,0.001947869276512847
11,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0030992274480111937,0.002926425739485053,0.019225977911066436
11,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
11,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
11,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-2.6645352591003757e-15,1.102014742266217
11,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-4.440892098500626e-16,0.1908196542245184
11,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-4.163336342344337e-17,-1.1102230246251565e-16,-0.08782804769567965
11,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-4.440892098500626e-16,6.661338147750939e-16,-0.3578353364528277
12,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
12,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
12,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033264215169259226,-0.0066528430338518435,0.0033264215169259218,0.0
12,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
12,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
12,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
12,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5530601471326587e-05,-1.4949505341217692e-05,-1.3552527156068805e-20
12,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.001882514432354601,0.0003998610144073621,3.469446951953614e-18
12,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.004859240614450734,0.00957026467167767,-0.004562807500003138,-0.00014821655722380145
12,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
12,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0022469321370078986,-0.0044938642740157955,0.0022469321370078977
12,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.308927586994855e-05,0.0001261785517398971,-6.308927586994853e-05
12,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,0.0010976990061052896,-0.0010277031387454678,0.0025110439945202467
12,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.004120523151074432,0.004864266372947762,0.018288627579237854
12,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
12,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
12,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.052621344992139
12,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19131841818625006
12,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-6.661338147750939e-16,1.9984014443252818e-15,-0.2653623366210951
12,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.3306690738754696e-16,0.0,-0.3569827649157018
13,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
13,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
13,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.003339700946421713,-0.006679401892843427,0.003339700946421713,0.0
13,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
13,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
13,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
13,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.550533467150099e-05,-1.4912002554543947e-05,0.0
13,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018826275321810852,0.0004005087927333832,3.469446951953614e-18
13,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.0047865783448689265,0.00920619954569368,-0.004052664056780585,-0.0003669571440441735
13,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
13,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0032650361294544504,-0.006530072258908899,0.00326503612945445
13,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.1281668448363e-05,0.00012256333689672597,-6.128166844836297e-05
13,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.000317822253530151,0.0012924670261476416,0.0014819191364795151
13,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.003009061099865682,0.0032333666638299507,0.01884003861482994
13,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
13,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
13,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.1102230246251565e-15,-8.881784197001252e-16,1.0361064498998296
13,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19178852734468088
13,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,8.326672684688674e-16,-2.886579864025407e-15,0.23010898389147716
13,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.885780586188048e-16,6.661338147750939e-16,-0.3328971404861656
14,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
14,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
14,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033447843583240978,-0.006689568716648197,0.003344784358324103,0.0
14,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
14,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
14,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
14,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.5409376512175412e-05,-1.4786389192244869e-05,-6.776263578034403e-21
14,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.001882500588367992,0.0004002880837176044,3.469446951953614e-18
14,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.005206952424882696,0.010577202371063545,-0.005533547467479007,0.0001632975212981537
14,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
14,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.004408434905020074,-0.008816869810040146,0.004408434905020072
14,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.445202849265454e-05,0.0001289040569853091,-6.445202849265452e-05
14,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0009097846887968436,0.0022961966884594044,0.0010785282426697147
14,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.003468834163706462,0.0034717755630854497,0.01904931469335877
14,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
14,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
14,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,1.0732990480015046
14,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.7755575615628914e-16,-4.440892098500626e-16,0.19143622555410755
14,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,2.220446049250313e-16,-2.6645352591003757e-15,-0.8149164705053771
14,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-3.885780586188048e-16,6.661338147750939e-16,-0.32628051993832674
15,-2,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
15,0,0,0,inner-core,inner-core,inner-core--inner-core,0.0,0.0,0.0,0.0
15,-2,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0033227502952356547,-0.006645500590471313,0.0033227502952356616,-3.469446951953614e-18
15,0,0,1,inner-core,inner-transition,inner-core--inner-transition,0.0,0.0,0.0,0.0
15,-2,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
15,0,0,2,inner-core,intermediate-plateau,inner-core--intermediate-plateau,0.0,0.0,0.0,0.0
15,-2,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,1.575367047487274e-05,-1.5124680708905258e-05,-6.776263578034403e-21
15,0,0,3,inner-core,outer-transition,inner-core--outer-transition,0.0,0.0018817287900393031,0.00040115957547078376,3.469446951953614e-18
15,-2,1,1,inner-transition,inner-transition,inner-transition--inner-transition,-0.0054916783614080015,0.011421858136065065,-0.006368681187906122,0.0004385014132490539
15,0,1,1,inner-transition,inner-transition,inner-transition--inner-transition,0.0,0.0,0.0,0.0
15,-2,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,0.0033836225090505953,-0.00676724501810119,0.0033836225090505944
15,0,1,2,inner-transition,intermediate-plateau,inner-transition--intermediate-plateau,0.0,-6.193837247357243e-05,0.00012387674494714486,-6.19383724735724e-05
15,-2,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0001346654545266359,0.0006722800154144067,0.001937140599370734
15,0,1,3,inner-transition,outer-transition,inner-transition--outer-transition,0.0,-0.0036397891641512387,0.004445279560688242,0.018246668938087338
15,-2,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
15,0,2,2,intermediate-plateau,intermediate-plateau,intermediate-plateau--intermediate-plateau,0.0,0.0,0.0,0.0
15,-2,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,1.3322676295501878e-15,-2.6645352591003757e-15,1.078680694273885
15,0,2,3,intermediate-plateau,outer-transition,intermediate-plateau--outer-transition,0.0,2.220446049250313e-16,-4.440892098500626e-16,0.1914039652031848
15,-2,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-2.498001805406602e-16,8.326672684688674e-16,-0.08351550825303727
15,0,3,3,outer-transition,outer-transition,outer-transition--outer-transition,0.0,-4.440892098500626e-16,8.881784197001252e-16,-0.32683164213249793
