amplitude,minimumMean,pointwiseExcludedByUpperBand,j-2Mean,j-2StandardError,j-2Ci95Lower,j-2Ci95Upper,j0Mean,j0StandardError,j0Ci95Lower,j0Ci95Upper
0.1685,-0.0008099521888245376,True,0.0030178526168079746,0.0005041993962969324,0.002029621800065987,0.004006083433549962,-0.0008099521888245376,1.9377593669137566e-05,-0.0008479322724160472,-0.0007719721052330279
0.16875,-0.0008129153043343868,True,0.003037049913012348,0.0005063888858733636,0.0020445276967005557,0.00402957212932414,-0.0008129153043343868,1.944055818536259e-05,-0.0008510187983776974,-0.0007748118102910761
0.169,-0.0008158865129091278,True,0.003056300224378034,0.0005085850530654423,0.0020594735203697673,0.004053126928386301,-0.0008158865129091278,1.9503768037869783e-05,-0.0008541138982633526,-0.0007776591275549029
0.16925,-0.0008188658273035707,True,0.0030756036306058897,0.0005107879066588146,0.002074459333554613,0.004076747927657167,-0.0008188658273035707,1.9567223708645024e-05,-0.000857217585772515,-0.0007805140688346264
0.1695,-0.0008218532602725269,True,0.00309496021139678,0.0005129974554470676,0.0020894851987205277,0.004100435224073032,-0.0008218532602725269,1.9630925677524426e-05,-0.0008603298746004748,-0.0007833766459445791
0.16975,-0.0008248488245708072,True,0.0031143700464515618,0.0005152137082316561,0.0021045511783175158,0.004124188914585608,-0.0008248488245708072,1.9694874422207742e-05,-0.0008634507784383344,-0.0007862468707032801
0.17,-0.0008278525329532222,True,0.0031338332154710966,0.0005174366738218301,0.00211965733478031,0.004148009096161883,-0.0008278525329532222,1.97590704182719e-05,-0.0008665803109730351,-0.0007891247549334092
0.17025,-0.0008308643981745834,True,0.003153349798156245,0.0005196663610345624,0.0021348037305285025,0.004171895865783987,-0.0008308643981745834,1.9823514139184507e-05,-0.000869718485887385,-0.0007920103104617818
0.1705,-0.0008338844329897012,True,0.003172919874207865,0.0005219027786944787,0.002149990427966687,0.004195849320449044,-0.0008338844329897012,1.9888206056317456e-05,-0.0008728653168600834,-0.0007949035491193189
0.17075,-0.0008369126501533868,True,0.0031925435233268215,0.0005241459356337845,0.002165217489484604,0.004219869557169039,-0.0008369126501533868,1.9953146638960665e-05,-0.0008760208175657497,-0.000797804482741024
0.171,-0.000839949062420451,True,0.0032122208252139714,0.0005263958406921976,0.0021804849774572643,0.004243956672970678,-0.000839949062420451,2.0018336354335833e-05,-0.0008791850016749492,-0.0008007131231659527
0.17125,-0.0008429936825457047,True,0.003231951859570176,0.0005286525027168771,0.0021957929542450972,0.004268110764895255,-0.0008429936825457047,2.0083775667610235e-05,-0.0008823578828542208,-0.0008036294822371887
0.1715,-0.0008460465232839587,True,0.003251736706096296,0.0005309159305623552,0.0022111414821940796,0.004292331929998512,-0.0008460465232839587,2.014946504191061e-05,-0.0008855394747661036,-0.0008065535718018139
0.17175,-0.0008491075973900243,True,0.003271575444493192,0.0005331861330904697,0.0022265306236358712,0.004316620265350513,-0.0008491075973900243,2.0215404938337123e-05,-0.000888729791069165,-0.0008094854037108835
0.17200000000000001,-0.0008521769176187123,True,0.0032914681544617226,0.0005354631191702954,0.0022419604408879436,0.0043409758680355015,-0.0008521769176187123,2.0281595815977333e-05,-0.0008919288454180278,-0.0008124249898193968
0.17225000000000001,-0.0008552544967248331,True,0.003311414915702751,0.0005377468976780783,0.0022574309962537175,0.004365398835151784,-0.0008552544967248331,2.0348038131920248e-05,-0.0008951366514633968,-0.0008153723419862694
0.17250000000000001,-0.000858340347463198,True,0.0033314158079171354,0.000540037477497169,0.0022729423520226845,0.004389889263811586,-0.000858340347463198,2.0414732341270405e-05,-0.0008983532228520881,-0.000818327472074308
0.17275000000000001,-0.0008614344825886179,True,0.003351470910805736,0.0005423348675179574,0.002288494570470539,0.004414447251140933,-0.0008614344825886179,2.0481678897161994e-05,-0.0009015785732270554,-0.0008212903919501804
0.17300000000000001,-0.0008645369148559039,True,0.0033715803040694145,0.0005446390766378071,0.0023040877138593126,0.004439072894279516,-0.0008645369148559039,2.054887825077306e-05,-0.000904812716227419,-0.0008242611134843887
0.17325000000000002,-0.0008676476570198667,True,0.003391744067409031,0.000546950113760992,0.002319721844437487,0.004463766290380575,-0.0008676476570198667,2.0616330851339642e-05,-0.0009080556654884924,-0.000827239648551241
0.17350000000000002,-0.0008707667218353172,True,0.0034119622805254463,0.0005492679877986323,0.0023353970244401273,0.004488527536610765,-0.0008707667218353172,2.068403714617012e-05,-0.0009113074346418107,-0.0008302260090288238
0.17375000000000002,-0.0008738941220570664,True,0.0034322350231195207,0.0005515927076686301,0.002351113316089006,0.0045133567301500355,-0.0008738941220570664,2.0751997580659377e-05,-0.0009145680373151588,-0.0008332202067989741
0.17400000000000002,-0.0008770298704399252,True,0.003452562374892112,0.0005539242822956094,0.0023668707815927177,0.004538253968191506,-0.0008770298704399252,2.0820212598303163e-05,-0.0009178374871325994,-0.000836222253747251
0.17425000000000002,-0.0008801739797387044,True,0.003472944415544083,0.0005562627206108518,0.002382669483146814,0.004563219347941352,-0.0008801739797387044,2.0888682640712424e-05,-0.0009211157977145007,-0.0008392321617629081
0.17450000000000002,-0.0008833264627082151,True,0.003493381224776295,0.0005586080315522362,0.002398509482933912,0.0045882529666186785,-0.0008833264627082151,2.0957408147627667e-05,-0.0009244029826775654,-0.0008422499427388648
0.17475000000000002,-0.000886487332103268,True,0.003513872882289605,0.0005609602240641781,0.002414390843123816,0.004613354921455394,-0.000886487332103268,2.102638955693324e-05,-0.0009276990556348571,-0.0008452756085716789
0.17500000000000002,-0.000889656600678674,True,0.0035344194677848764,0.0005633193070975688,0.002430313625873642,0.004638525309696111,-0.000889656600678674,2.109562730467182e-05,-0.0009310040301958307,-0.0008483091711615172
0.17525000000000002,-0.0008928342811892443,True,0.003555021060962969,0.0005656852896097166,0.002446277893327924,0.004663764228598014,-0.0008928342811892443,2.1165121825058747e-05,-0.0009343179199663594,-0.0008513506424121292
0.17550000000000002,-0.0008960203863897897,True,0.0035756777415247424,0.0005680581805642872,0.0024622837076187397,0.004689071775430745,-0.0008960203863897897,2.1234873550496482e-05,-0.0009376407385487628,-0.0008544000342308166
0.17575000000000002,-0.0008992149290351211,True,0.003596389589171057,0.000570437988931245,0.0024783311308658167,0.004714448047476298,-0.0008992149290351211,2.130488291158903e-05,-0.0009409724995418356,-0.0008574573585284067
0.176,-0.0009024179218800488,True,0.0036171566836027715,0.0005728247236867952,0.002494420225176653,0.00473989314202889,-0.0009024179218800488,2.1375150337156286e-05,-0.0009443132165408752,-0.0008605226272192225
0.17625,-0.0009056293776793846,True,0.003637979104520751,0.0005752183938133274,0.002510551052646629,0.004765407156394873,-0.0009056293776793846,2.1445676254248596e-05,-0.0009476629031377119,-0.0008635958522210574
0.1765,-0.0009088493091879393,True,0.003658856931625853,0.0005776190082993573,0.002526723675359113,0.004790990187892593,-0.0009088493091879393,2.1516461088161096e-05,-0.0009510215729207351,-0.0008666770454551436
0.17675,-0.0009120777291605237,True,0.003679790244618938,0.0005800265761394714,0.002542938155385574,0.004816642333852302,-0.0009120777291605237,2.158750526244816e-05,-0.0009543892394749221,-0.0008697662188461253
0.177,-0.0009153146503519484,True,0.0037007791232008657,0.0005824411063342702,0.002559194554785696,0.004842363691616036,-0.0009153146503519484,2.165880919893786e-05,-0.0009577659163818666,-0.0008728633843220301
0.17725,-0.0009185600855170247,True,0.003721823647072498,0.0005848626078903146,0.0025754929356074817,0.004868154358537514,-0.0009185600855170247,2.1730373317746376e-05,-0.0009611516172198075,-0.0008759685538142418
0.1775,-0.0009218140474105633,True,0.003742923895934694,0.0005872910898200693,0.002591833359887358,0.00489401443198203,-0.0009218140474105633,2.1802198037292395e-05,-0.0009645463555636564,-0.0008790817392574702
0.17775,-0.0009250765487873753,True,0.0037640799494883144,0.0005897265611418499,0.0026082158896502884,0.004919944009326341,-0.0009250765487873753,2.1874283774311542e-05,-0.0009679501449850259,-0.0008822029525897247
0.178,-0.0009283476024022711,True,0.0037852918874342195,0.0005921690308797688,0.0026246405869098724,0.004945943187958567,-0.0009283476024022711,2.194663094387075e-05,-0.0009713629990522578,-0.0008853322057522844
0.17825,-0.0009316272210100622,True,0.0038065597894732708,0.0005946185080636816,0.0026411075136684547,0.004972012065278086,-0.0009316272210100622,2.2019239959382663e-05,-0.0009747849313304522,-0.0008884695106896722
0.1785,-0.0009349154173655597,True,0.003827883735306328,0.0005970750017291356,0.002657616731917222,0.004998150738695434,-0.0009349154173655597,2.2092111232619972e-05,-0.0009782159553814948,-0.0008916148793496246
0.17875,-0.0009382122042235735,True,0.00384926380463425,0.0005995385209173163,0.0026741683036363103,0.0050243593056321905,-0.0009382122042235735,2.2165245173729784e-05,-0.0009816560847640838,-0.0008947683236830631
0.179,-0.0009415175943389155,True,0.0038707000771578976,0.0006020090746749964,0.002690762290794905,0.00505063786352089,-0.0009415175943389155,2.223864219124792e-05,-0.0009851053330337614,-0.0008979298556440696
0.17925,-0.0009448316004663959,True,0.0038921926325781336,0.000604486672054485,0.002707398755351343,0.005076986509804924,-0.0009448316004663959,2.2312302692113225e-05,-0.0009885637137429378,-0.000901099487189854
0.1795,-0.0009481542353608261,True,0.003913741550595817,0.0006069713221135756,0.002724077759253209,0.005103405341938426,-0.0009481542353608261,2.238622708168186e-05,-0.0009920312404409226,-0.0009042772302807296
0.17975,-0.000951485511777017,True,0.003935346910911807,0.0006094630339154979,0.002740799364437431,0.005129894457386183,-0.000951485511777017,2.2460415763741504e-05,-0.0009955079266739503,-0.0009074630968800837
0.18,-0.0009548254424697794,True,0.003957008793226965,0.0006119618165288663,0.002757563632830387,0.005156453953623543,-0.0009548254424697794,2.2534869140525614e-05,-0.0009989937859852095,-0.0009106570989543492
0.18025,-0.0009581740401939239,True,0.003978727277242152,0.0006144676790276313,0.0027743706263479943,0.005183083928136309,-0.0009581740401939239,2.26095876127276e-05,-0.00100248883191487,-0.0009138592484729778
0.1805,-0.000961531317704262,True,0.004000502442658228,0.0006169806304910312,0.002791220406895807,0.005209784478420649,-0.000961531317704262,2.268457157951498e-05,-0.0010059930780001113,-0.0009170695574084127
0.18075,-0.0009648972877556043,True,0.0040223343691760515,0.000619500680003543,0.0028081130363691075,0.0052365557019829955,-0.0009648972877556043,2.275982143854347e-05,-0.0010095065377751496,-0.0009202880377360591
0.181,-0.0009682719631027616,True,0.004044223136496485,0.0006220278366548354,0.0028250485766530076,0.005263397696339962,-0.0009682719631027616,2.2835337585971138e-05,-0.0010130292247712651,-0.0009235147014342582
0.18125,-0.0009716553565005451,True,0.004066168824320389,0.0006245621095397207,0.0028420270896225364,0.005290310559018242,-0.0009716553565005451,2.2911120416472415e-05,-0.001016561152516831,-0.0009267495604842592
0.1815,-0.0009750474807037656,True,0.0040881715123486225,0.0006271035077581081,0.002859048637142731,0.005317294387554515,-0.0009750474807037656,2.298717032325203e-05,-0.0010201023345373396,-0.0009299926268701916
0.18175,-0.0009784483484672338,True,0.004110231280282046,0.0006296520404149574,0.0028761132810687295,0.005344349279495362,-0.0009784483484672338,2.3063487698059145e-05,-0.0010236527843554297,-0.0009332439125790379
0.182,-0.0009818579725457608,True,0.004132348207821521,0.000632207716620233,0.0028932210832458647,0.005371475332397178,-0.0009818579725457608,2.3140072931201086e-05,-0.001027212515490915,-0.0009365034296006066
0.18225,-0.0009852763656941577,True,0.004154522374667907,0.0006347705454888581,0.002910372105509745,0.005398672643826069,-0.0009852763656941577,2.321692641155741e-05,-0.0010307815414608101,-0.0009397711899275052
0.1825,-0.0009887035406672348,True,0.004176753860522065,0.0006373405361406695,0.002927566409686353,0.005425941311357777,-0.0009887035406672348,2.329404852659359e-05,-0.0010343598757793582,-0.0009430472055551114
0.18275,-0.0009921395102198039,True,0.004199042745084856,0.0006399176977003739,0.002944804057592123,0.005453281432577589,-0.0009921395102198039,2.3371439662374867e-05,-0.0010379475319580586,-0.0009463314884815492
0.183,-0.0009955842871066751,True,0.004221389108057137,0.0006425020392975013,0.002962085111034034,0.00548069310508024,-0.0009955842871066751,2.3449100203580017e-05,-0.0010415445235056919,-0.0009496240507076583
0.18325,-0.0009990378840826599,True,0.004243793029139772,0.0006450935700663642,0.0029794096318096984,0.005508176426469846,-0.0009990378840826599,2.3527030533514976e-05,-0.0010451508639283493,-0.0009529249042369705
0.1835,-0.0010025003139025688,True,0.00426625458803362,0.0006476922991460115,0.002996777681707437,0.0055357314943598026,-0.0010025003139025688,2.360523103412652e-05,-0.0010487665667294568,-0.0009562340610756808
0.18375,-0.0010059715893212127,True,0.004288773864439542,0.0006502982356801871,0.0030141893225063754,0.005563358406372708,-0.0010059715893212127,2.3683702086015874e-05,-0.001052391645409804,-0.0009595515332326216
0.184,-0.001009451723093403,True,0.004311350938058397,0.0006529113888172866,0.0030316446159765155,0.005591057260140278,-0.001009451723093403,2.376244406845215e-05,-0.0010560261134675692,-0.0009628773327192368
0.18425,-0.0010129407279739502,True,0.004333985888591047,0.0006555317677103157,0.0030491436238788286,0.005618828153303266,-0.0010129407279739502,2.3841457359385964e-05,-0.0010596699843983465,-0.0009662114715495537
0.1845,-0.0010164386167176656,True,0.004356678795738351,0.0006581593815168473,0.0030666864079653307,0.005646671183511372,-0.0010164386167176656,2.392074233546275e-05,-0.0010633232716951726,-0.0009695539617401586
0.18475,-0.0010199454020793596,True,0.004379429739201171,0.0006607942393989817,0.0030842730299791674,0.005674586448423176,-0.0010199454020793596,2.4000299372036124e-05,-0.0010669859888485505,-0.0009729048153101688
0.185,-0.001023461096813843,True,0.004402238798680367,0.0006634363505233043,0.0031019035516546903,0.005702574045706043,-0.001023461096813843,2.4080128843181268e-05,-0.0010706581493464783,-0.0009762640442812077
0.18525,-0.0010269857136759276,True,0.004425106053876796,0.0006660857240608453,0.003119578034717539,0.005730634073036053,-0.0010269857136759276,2.416023112170813e-05,-0.0010743397666744755,-0.0009796316606773797
0.1855,-0.0010305192654204234,True,0.004448031584491324,0.0006687423691870404,0.003137296540884725,0.005758766628097923,-0.0010305192654204234,2.4240606579174583e-05,-0.0010780308543156057,-0.0009830076765252411
0.18575,-0.0010340617648021417,True,0.004471015470224807,0.0006714062950816894,0.0031550591318646962,0.005786971808584918,-0.0010340617648021417,2.4321255585899595e-05,-0.001081731425750505,-0.0009863921038537784
0.186,-0.0010376132245758936,True,0.004494057790778108,0.0006740775109289185,0.0031728658693574276,0.005815249712198788,-0.0010376132245758936,2.440217851097625e-05,-0.001085441494457407,-0.0009897849546943803
0.18625,-0.0010411736574964896,True,0.004517158625852084,0.0006767560259171393,0.0031907168150544906,0.005843600436649677,-0.0010411736574964896,2.4483375722284786e-05,-0.0010891610739121678,-0.0009931862410808114
0.1865,-0.001044743076318741,True,0.0045403180551476,0.0006794418492390129,0.0032086120306391345,0.005872024079656065,-0.001044743076318741,2.4564847586505526e-05,-0.0010928901775882917,-0.0009965959750491901
0.18675,-0.0010483214937974585,True,0.0045635361583655125,0.0006821349900914084,0.003226551577786352,0.005900520738944673,-0.0010483214937974585,2.4646594469131684e-05,-0.0010966288189569566,-0.0010000141686379604
0.187,-0.0010519089226874532,True,0.004586813015206684,0.0006848354576753673,0.0032445355181629646,0.005929090512250404,-0.0010519089226874532,2.472861673448222e-05,-0.0011003770114870384,-0.001003440833887868
0.18725,-0.0010555053757435357,True,0.004610148705371975,0.0006875432611960648,0.003262563913427688,0.005957733497316262,-0.0010555053757435357,2.481091474571461e-05,-0.0011041347686451364,-0.001006875982841935
0.1875,-0.0010591108657205168,True,0.004633543308562246,0.0006902584098627734,0.0032806368252312097,0.0059864497918932814,-0.0010591108657205168,2.4893488864837416e-05,-0.001107902103895598,-0.0010103196275454355
0.18775,-0.001062725405373208,True,0.004656996904478353,0.0006929809128888248,0.003298754315216257,0.00601523949374045,-0.001062725405373208,2.4976339452722888e-05,-0.0011116790307005447,-0.0010137717800458711
0.188,-0.0010663490074564199,True,0.004680509572821161,0.0006957107794915751,0.0033169164450176742,0.0060441027006246486,-0.0010663490074564199,2.505946686911969e-05,-0.0011154655625198945,-0.0010172324523929452
0.18825,-0.0010699816847249632,True,0.004704081393291532,0.0006984480188923675,0.0033351232762624918,0.006073039510320572,-0.0010699816847249632,2.5142871472665035e-05,-0.0011192617128113866,-0.0010207016566385397
0.1885,-0.001073623449933649,True,0.004727712445590321,0.0007011926403164964,0.0033533748705699877,0.006102050020610654,-0.001073623449933649,2.5226553620897337e-05,-0.0011230674950306078,-0.0010241794048366903
0.18875,-0.0010772743158372886,True,0.004751402809418392,0.0007039446529931728,0.003371671289551773,0.006131134329285011,-0.0010772743158372886,2.53105136702684e-05,-0.0011268829226310146,-0.0010276657090435627
0.189,-0.0010809342951906922,True,0.004775152564476604,0.0007067040661554884,0.003390012594811847,0.006160292534141361,-0.0010809342951906922,2.5394751976155665e-05,-0.0011307080090639573,-0.001031160581317427
0.18925,-0.0010846034007486712,True,0.004798961790465818,0.0007094708890403813,0.0034083988479466703,0.006189524732984965,-0.0010846034007486712,2.5479268892874432e-05,-0.001134542767778705,-0.0010346640337186373
0.1895,-0.0010882816452660365,True,0.004822830567086894,0.0007122451308886015,0.003426830110545235,0.006218831023628553,-0.0010882816452660365,2.55640647736899e-05,-0.0011383872122224688,-0.0010381760783096043
0.18975,-0.0010919690414975985,True,0.004846758974040693,0.0007150268009446765,0.0034453064441891273,0.0062482115038922596,-0.0010919690414975985,2.5649139970829264e-05,-0.0011422413558404238,-0.0010416967271547732
0.19,-0.0010956656021981692,True,0.004870747091028075,0.000717815908456878,0.003463827910452594,0.006277666271603555,-0.0010956656021981692,2.5734494835493512e-05,-0.0011461052120757364,-0.0010452259923206019
0.19025,-0.0010993713401225582,True,0.004894794997749898,0.0007206124626771878,0.0034823945709026105,0.006307195424597186,-0.0010993713401225582,2.5820129717869503e-05,-0.0011499787943695823,-0.001048763885875534
0.1905,-0.0011030862680255775,True,0.004918902773907027,0.0007234164728612659,0.003501006487098946,0.006336799060715109,-0.0011030862680255775,2.5906044967141602e-05,-0.0011538621161611752,-0.0010523104198899799
0.19075,-0.0011068103986620374,True,0.004943070499200321,0.0007262279482684156,0.0035196637205942263,0.006366477277806416,-0.0011068103986620374,2.5992240931503475e-05,-0.0011577551908877842,-0.0010558656064362905
0.191,-0.0011105437447867486,True,0.004967298253330638,0.0007290468981615535,0.003538366332933993,0.006396230173727283,-0.0011105437447867486,2.6078717958169672e-05,-0.0011616580319847613,-0.001059429457588736
0.19125,-0.0011142863191545224,True,0.004991586115998841,0.000731873331807175,0.003557114385656778,0.006426057846340904,-0.0011142863191545224,2.61654763933873e-05,-0.0011655706528855615,-0.0010630019854234833
0.1915,-0.0011180381345201702,True,0.005015934166905786,0.0007347072584753244,0.00357590794029415,0.006455960393517422,-0.0011180381345201702,2.62525165824474e-05,-0.001169493067021767,-0.0010665832020185734
0.19175,-0.0011217992036385018,True,0.00504034248575234,0.000737548687439562,0.0035947470583707983,0.006485937913133882,-0.0011217992036385018,2.6339838869696414e-05,-0.0011734252878231068,-0.0010701731194538969
0.192,-0.0011255695392643292,True,0.005064811152239356,0.0007403976279769329,0.0036136318014045677,0.006515990503074145,-0.0011255695392643292,2.642744359854754e-05,-0.0011773673287174824,-0.001073771749811176
0.19225,-0.0011293491541524625,True,0.005089340246067701,0.000743254089367937,0.0036325622309065445,0.006546118261228858,-0.0011293491541524625,2.6515331111491936e-05,-0.0011813192031309868,-0.0010773791051739382
0.1925,-0.0011331380610577133,True,0.005113929846938233,0.0007461180808964974,0.0036515384083810978,0.006576321285495368,-0.0011331380610577133,2.660350175010992e-05,-0.0011852809244879286,-0.0010809951976274979
0.19275,-0.0011369362727348918,True,0.00513858003455181,0.0007489896118499306,0.0036705603953259463,0.006606599673777675,-0.0011369362727348918,2.6691955855082093e-05,-0.0011892525062108528,-0.0010846200392589309
0.193,-0.001140743801938809,True,0.005163290888609296,0.0007518686915189157,0.0036896282532322207,0.006636953523986371,-0.001140743801938809,2.678069376620033e-05,-0.0011932339617205616,-0.0010882536421570564
0.19325,-0.0011445606614242767,True,0.00518806248881155,0.0007547553291974655,0.003708742043584517,0.006667382934038582,-0.0011445606614242767,2.6869715822378697e-05,-0.001197225304436139,-0.0010918960184124144
0.1935,-0.001148386863946105,True,0.00521289491485943,0.0007576495341828964,0.003727901827860953,0.006697888001857906,-0.001148386863946105,2.695902236166441e-05,-0.0012012265477749672,-0.0010955471801172426
0.19375,-0.0011522224222591047,True,0.0052377882464538,0.0007605513157757991,0.003747107667533234,0.0067284688253743665,-0.0011522224222591047,2.704861372124846e-05,-0.0012052377051527516,-0.0010992071393654578
0.194,-0.0011560673491180873,True,0.0052627425632955195,0.0007634606832800099,0.0037663596240667,0.006759125502524339,-0.0011560673491180873,2.7138490237476485e-05,-0.0012092587899835412,-0.0011028759082526334
0.19425,-0.0011599216572778634,True,0.005287757945085447,0.0007663776460025825,0.0037856577589203853,0.006789858131250509,-0.0011599216572778634,2.7228652245859276e-05,-0.0012132898156797475,-0.0011065534988759793
0.1945,-0.0011637853594932438,True,0.005312834471524445,0.0007693022132537586,0.003805002133547078,0.006820666809501812,-0.0011637853594932438,2.7319100081083324e-05,-0.0012173307956521672,-0.0011102399233343205
0.19475,-0.0011676584685190396,True,0.005337972222313372,0.0007722343943469403,0.0038243928093933694,0.0068515516352333754,-0.0011676584685190396,2.740983407702137e-05,-0.0012213817433100013,-0.0011139351937280778
0.195,-0.0011715409971100614,True,0.0053631712771530895,0.0007751741985986625,0.003843829847899711,0.006882512706406468,-0.0011715409971100614,2.7500854566742668e-05,-0.001225442672060877,-0.0011176393221592458
0.19525,-0.0011754329580211213,True,0.00538843171574446,0.0007781216353285646,0.0038633133105004736,0.006913550120988447,-0.0011754329580211213,2.7592161882523407e-05,-0.0012295135953108672,-0.0011213523207313754
0.1955,-0.0011793343640070285,True,0.005413753617788339,0.0007810767138593636,0.0038828432586239863,0.006944663976952692,-0.0011793343640070285,2.768375635585678e-05,-0.0012335945264645078,-0.0011250742015495492
0.19575,-0.0011832452278225946,True,0.005439137062985591,0.0007840394435168277,0.0039024197536926086,0.006975854372278573,-0.0011832452278225946,2.7775638317463293e-05,-0.0012376854789248226,-0.0011288049767203667
0.196,-0.001187165562222631,True,0.0054645821310370735,0.0007870098336297482,0.0039220428571227674,0.0070071214049513796,-0.001187165562222631,2.7867808097300694e-05,-0.0012417864660933405,-0.0011325446583519217
0.19625,-0.0011910953799619476,True,0.00549008890164365,0.0007899878935299134,0.00394171263032502,0.007038465172962281,-0.0011910953799619476,2.796026602457403e-05,-0.0012458975013701127,-0.0011362932585537826
0.1965,-0.0011950346937953569,True,0.0055156574545061786,0.0007929736325520827,0.003961429134704097,0.0070698857743082604,-0.0011950346937953569,2.8053012427745455e-05,-0.001250018598153738,-0.0011400507894369757
0.19675,-0.0011989835164776682,True,0.00554128786932552,0.0007959670600339605,0.003981192431658957,0.007101383306992083,-0.0011989835164776682,2.8146047634544195e-05,-0.0012541497698413749,-0.0011438172631139615
0.197,-0.0012029418607636935,True,0.005566980225802535,0.0007989681853161703,0.004001002582582841,0.007132957869022228,-0.0012029418607636935,2.823937197197611e-05,-0.0012582910298287668,-0.0011475926916986203
0.19725,-0.001206909739408243,True,0.005592734603638084,0.0008019770177422284,0.004020859648863316,0.007164609558412852,-0.001206909739408243,2.8332985766333513e-05,-0.0012624423915102566,-0.0011513770873062292
0.1975,-0.0012108871651661279,True,0.005618551082533025,0.0008049935666585195,0.004040763691882327,0.007196338473183723,-0.0012108871651661279,2.8426889343204608e-05,-0.001266603868278809,-0.0011551704620534468
0.19775,-0.0012148741507921593,True,0.005644429742188223,0.0008080178414142715,0.00406071477301625,0.007228144711360195,-0.0012148741507921593,2.85210830274831e-05,-0.0012707754735260261,-0.0011589728280582924
0.198,-0.0012188707090411476,True,0.005670370662304535,0.0008110498513615307,0.004080712953635934,0.007260028370973136,-0.0012188707090411476,2.861556714337749e-05,-0.0012749572206421675,-0.0011627841974401277
0.19825,-0.0012228768526679043,True,0.005696373922582823,0.0008140896058551366,0.004100758295106755,0.00729198955005889,-0.0012228768526679043,2.871034201442056e-05,-0.0012791491230161687,-0.00116660458231964
0.1985,-0.0012268925944272401,True,0.005722439602723945,0.0008171371142526978,0.004120850858788657,0.007324028346659232,-0.0012268925944272401,2.8805407963478523e-05,-0.001283351194035658,-0.0011704339948188222
0.19875,-0.0012309179470739657,True,0.005748567782428765,0.0008201923859145689,0.004140990706036209,0.00735614485882132,-0.0012309179470739657,2.8900765312760187e-05,-0.0012875634470869755,-0.0011742724470609558
0.199,-0.0012349529233628919,True,0.0057747585413981395,0.0008232554302038249,0.0041611778981986425,0.0073883391845976365,-0.0012349529233628919,2.8996414383826157e-05,-0.0012917858955551911,-0.0011781199511705926
0.19925,-0.0012389975360488303,True,0.005801011959332932,0.0008263262564862387,0.004181412496619904,0.0074206114220459595,-0.0012389975360488303,2.9092355497597684e-05,-0.0012960185528241217,-0.0011819765192735388
0.1995,-0.001243051797886591,True,0.005827328115934002,0.000829404874130257,0.004201694562638698,0.007452961669229305,-0.001243051797886591,2.9188588974365856e-05,-0.001300261432276348,-0.001185842163496834
0.19975,-0.0012471157216309857,True,0.005853707090902207,0.0008324912925069776,0.004222024157588531,0.007485390024215883,-0.0012471157216309857,2.9285115133800153e-05,-0.001304514547293234,-0.0011897168959687373
0.2,-0.001251189320036825,True,0.0058801489639384134,0.0008355855209901262,0.004242401342797766,0.007517896585079061,-0.001251189320036825,2.9381934294957486e-05,-0.0013087779112549416,-0.0011936007288187082
0.20025,-0.0012552726058589194,True,0.005906653814743476,0.0008386875689560335,0.00426282617958965,0.007550481449897302,-0.0012552726058589194,2.9479046776290747e-05,-0.0013130515375404492,-0.0011974936741773897
0.2005,-0.0012593655918520805,True,0.005933221723018258,0.0008417974457836126,0.004283298729282377,0.007583144716754139,-0.0012593655918520805,2.9576452895657483e-05,-0.001317335439527569,-0.001201395744176592
0.20075,-0.0012634682907711181,True,0.005959852768463617,0.0008449151608543365,0.004303819053189118,0.007615886483738117,-0.0012634682907711181,2.9674152970328405e-05,-0.001321629630592962,-0.0012053069509492744
0.201,-0.0012675807153708447,True,0.0059865470307804165,0.0008480407235522167,0.0043243872126180714,0.0076487068489427615,-0.0012675807153708447,2.9772147316995932e-05,-0.0013259341241121567,-0.0012092273066295327
0.20125,-0.00127170287840607,True,0.006013304589669518,0.0008511741432637801,0.004345003268872509,0.007681605910466526,-0.00127170287840607,2.9870436251782546e-05,-0.0013302489334595638,-0.0012131568233525764
0.2015,-0.0012758347926316055,True,0.006040125524831777,0.0008543154293780483,0.004365667283250803,0.0077145837664127515,-0.0012758347926316055,2.9969020090249018e-05,-0.0013345740720084936,-0.0012170955132547174
0.20175,-0.001279976470802262,True,0.006067009915968058,0.0008574645912865155,0.004386379317046488,0.007747640514889628,-0.001279976470802262,3.006789914740275e-05,-0.0013389095531311714,-0.0012210433884733524
0.202,-0.00128412792567285,True,0.0060939578427792185,0.0008606216383831274,0.004407139431548289,0.007780776254010148,-0.00128412792567285,3.0167073737705924e-05,-0.0013432553901987535,-0.0012250004611469463
0.20225,-0.001288289169998181,True,0.006120969384966122,0.00086378658006426,0.004427947688040172,0.007813991081892072,-0.001288289169998181,3.0266544175083502e-05,-0.0013476115965813447,-0.0012289667434150174
0.2025,-0.0012924602165330654,True,0.0061480446222296255,0.0008669594257286982,0.004448804147801377,0.007847285096657873,-0.0012924602165330654,3.036631077293131e-05,-0.0013519781856480108,-0.00123294224741812
0.20275,-0.0012966410780323146,True,0.006175183634270591,0.0008701401847776164,0.004469708872106463,0.007880658396434719,-0.0012966410780323146,3.046637384412391e-05,-0.0013563551707667975,-0.0012369269852978318
