amplitudeLaw,epsilon,far,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j0,j1,leftLower,leftRole,leftUpper,leftZone,near,outerAmplitude,pairClass,replicate,rightLower,rightRole,rightUpper,rightZone,separation,total
fixed:0.1595,0.25,0.0,0.004389316118722244,0.0044599487609364675,0.00041801143491651554,3.276450562949579e-05,-4.4635880604580465e-08,0.0,0.0,0.0,0.0007761249236264104,-3.369964337421232e-05,0.5,intermediate-plateau,1.0,2,0.0,0.1595,intermediate-plateau--outer-transition,13,1.0,outer-transition,2.0,3,2,0.010042421464576316
fixed:0.1595,0.25,0.0,-0.0011807327124133133,-0.0015703539585597307,-0.001002627532808581,-0.0008362461613380569,-0.0009957052878859548,-0.00021229268995244229,0.002626495996770827,0.0,-0.001376349963642713,0.00011428899854928483,1.0,outer-transition,2.0,3,0.0,0.1595,outer-transition--outer-transition,13,1.0,outer-transition,2.0,3,2,-0.00443352331128068
fixed:0.1595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--inner-core,14,0.0,inner-core,0.25,0,2,0.0
fixed:0.1595,0.25,0.0,-9.213072191801975e-05,0.0023466190975415233,0.015574152081895177,0.011863096136417275,0.0018063970166082486,-7.23399634666678e-05,3.0220670314778503e-09,0.0,0.0,0.0,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--inner-transition,14,0.25,inner-transition,0.5,1,2,0.031425796669144565
fixed:0.1595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--intermediate-plateau,14,0.5,intermediate-plateau,1.0,2,2,0.0
fixed:0.1595,0.25,0.0,0.007962115526037192,2.098739070375626e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0003105001646403916,-1.8232721605514352e-09,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--outer-transition,14,1.0,outer-transition,2.0,3,2,0.008274712606475797
fixed:0.1595,0.25,0.0,0.00023637953235190767,-0.00368034900561897,-0.0058078465669701585,-0.006593156152064072,0.004113898510489729,0.0006546340109401628,-0.008817351249888784,0.004916556215560031,0.0,0.0,0.25,inner-transition,0.5,1,5.915674749115197e-05,0.1595,inner-transition--inner-transition,14,0.25,inner-transition,0.5,1,2,-0.014918077957709004
fixed:0.1595,0.25,0.0,-2.6721573287836356e-05,0.00038073464573602073,0.00020233752056056573,0.0013422895360944037,-0.002781037438595745,-0.00034097287736649,0.0,0.0,-6.909266969952206e-06,0.0,0.25,inner-transition,0.5,1,0.0,0.1595,inner-transition--intermediate-plateau,14,0.5,intermediate-plateau,1.0,2,2,-0.0012302794538290335
fixed:0.1595,0.25,0.0,-0.01133044202014759,7.334432738621468e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.00036887639852120147,-6.283066827760524e-07,0.25,inner-transition,0.5,1,0.0,0.1595,inner-transition--outer-transition,14,1.0,outer-transition,2.0,3,2,-0.011692612292612944
fixed:0.1595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,intermediate-plateau,1.0,2,0.0,0.1595,intermediate-plateau--intermediate-plateau,14,0.5,intermediate-plateau,1.0,2,2,0.0
fixed:0.1595,0.25,0.0,0.004424939950548017,0.004372363979568021,0.0006009925189781119,1.4025592297020682e-05,8.306048045916997e-07,0.0,0.0,0.0,0.0007771197966228308,-3.3698665393835024e-05,0.5,intermediate-plateau,1.0,2,0.0,0.1595,intermediate-plateau--outer-transition,14,1.0,outer-transition,2.0,3,2,0.010156573777424759
fixed:0.1595,0.25,0.0,-0.0008209876253768344,-0.0023071979314347583,-0.001175071575903488,-0.00020865904985683625,0.0009888535277485777,0.00013178685435156064,-0.0008520263733843347,0.0,-0.001411260802662378,0.00011968639059537028,1.0,outer-transition,2.0,3,0.0,0.1595,outer-transition--outer-transition,14,1.0,outer-transition,2.0,3,2,-0.005534876585923122
fixed:0.1595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--inner-core,15,0.0,inner-core,0.25,0,2,0.0
fixed:0.1595,0.25,0.0,-9.213938725880512e-05,0.002345646068535225,0.015588275485031299,0.011929876871697758,0.0006551791626184698,0.00033788252552740584,4.113034131823867e-06,0.0,0.0,0.0,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--inner-transition,15,0.25,inner-transition,0.5,1,2,0.03076883376028318
fixed:0.1595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--intermediate-plateau,15,0.5,intermediate-plateau,1.0,2,2,0.0
fixed:0.1595,0.25,0.0,0.007962289894552214,2.10408281993175e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0003104577253168241,-1.8350703912710216e-09,0.0,inner-core,0.25,0,0.0,0.1595,inner-core--outer-transition,15,1.0,outer-transition,2.0,3,2,0.008274849867618578
fixed:0.1595,0.25,0.0,0.00023154121268925673,-0.0037057849625121066,-0.004620219111307956,-0.01079723068748413,0.001752138787525399,0.0007765928273202613,-0.00478971966544489,-0.0031136075748860108,0.0,0.0,0.25,inner-transition,0.5,1,-0.0018555388342256147,0.1595,inner-transition--inner-transition,15,0.25,inner-transition,0.5,1,2,-0.026121828008325788
fixed:0.1595,0.25,0.0,-2.1179340945597667e-05,0.0003930086996404135,6.980198756334258e-05,-0.0011786575585576381,0.0008387760055669347,8.398520423334398e-05,0.0,0.0,-6.921885843505843e-06,0.0,0.25,inner-transition,0.5,1,0.0,0.1595,inner-transition--intermediate-plateau,15,0.5,intermediate-plateau,1.0,2,2,0.00017881311165729354
fixed:0.1595,0.25,0.0,-0.01143850133716473,1.9075594604420927e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00037191972053903844,-5.951765132856097e-07,0.25,inner-transition,0.5,1,0.0,0.1595,inner-transition--outer-transition,15,1.0,outer-transition,2.0,3,2,-0.011791940639612634
fixed:0.1595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,intermediate-plateau,1.0,2,0.0,0.1595,intermediate-plateau--intermediate-plateau,15,0.5,intermediate-plateau,1.0,2,2,0.0
fixed:0.1595,0.25,0.0,0.00441026111346436,0.0043570908154367104,0.0003226993372168132,5.643261109889644e-05,-2.7441110874385424e-08,0.0,0.0,0.0,0.0007766871424518878,-3.370390946764213e-05,0.5,intermediate-plateau,1.0,2,0.0,0.1595,intermediate-plateau--outer-transition,15,1.0,outer-transition,2.0,3,2,0.009889439669090151
fixed:0.1595,0.25,0.0,-0.001206009269188145,-0.001016802952346354,-0.0002505616669677119,-0.002613429847354163,0.0010452514747764218,-0.0005710556953778044,-2.47272196496331e-06,0.0,-0.0013277223797208398,0.00011480684769182411,1.0,outer-transition,2.0,3,0.0,0.1595,outer-transition--outer-transition,15,1.0,outer-transition,2.0,3,2,-0.005827996210451736
