caseId,family,pathId,N,dimension,start,end,tau,mu,gammaAbs,c,Lambda,p,kappa,sign,norm,muWeightExponentA,laplacianWeightExponentB,gain,logGain,xmuLogBound,kineticLogBound,boundMargin,inputMeanFraction,inputK1Fraction,inputK2Fraction,inputTailFraction,outputMeanFraction,outputK1Fraction,outputK2Fraction,outputTailFraction,rk4Steps,finiteDimensionalOnly
R073B-W0146,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,-0.03162277660168379,-1.0,0.5,1.0,-1,hminus1,0.0,1.0,0.9992973016026362,-0.0007029454056042807,0.04347334623344963,0.19054667004175482,0.1912496154473591,0.9999359997704161,6.386287019058256e-05,1.373413477964486e-07,1.8045449617099263e-11,0.9999400649199824,5.9745219037716246e-05,1.8986094994860163e-07,2.986774210314839e-14,300,True
R073B-W0146,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,-0.03162277660168379,-1.0,0.5,1.0,-1,balanced_l2,1.0,0.0,1.0095817432244367,0.009536129464245573,0.04347334623344963,0.19054667004175482,0.18101054057750926,0.9945116195426185,0.005486698245889342,1.6819849412181926e-06,2.2655086550044674e-10,0.9743089569081471,0.025008835827405936,0.000682207241419587,2.3027464756365286e-11,300,True
R073B-W0146,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,-0.03162277660168379,-1.0,0.5,1.0,-1,kinetic,1.0,1.0,1.009314211730306,0.009271101942604259,0.04347334623344963,0.19054667004175482,0.18127556809915057,0.9945108355498861,0.005488689934097438,4.7277122051991025e-07,1.7447960438972722e-09,0.9748247765174034,0.025004612533990195,0.00017061094590559468,2.700846747093016e-12,300,True
R073B-W0146,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,-0.03162277660168379,-1.0,0.5,1.0,-1,kinetic_under,0.5,1.0,0.9995961135918879,-0.00040396799219526733,0.04347334623344963,0.19054667004175482,0.1909506380339501,0.9997896337517698,0.0002103324634436453,3.371866689284792e-08,6.611972959525393e-11,0.9991488633307742,0.000845592241368332,5.544427752646192e-06,1.0485984715554101e-13,300,True
R073B-W0146,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,-0.03162277660168379,-1.0,0.5,1.0,-1,kinetic_over,1.5,1.0,1.2566184280169364,0.22842432586162156,0.04347334623344963,0.19054667004175482,-0.03787765581986674,0.9435405971576089,0.056453757156475465,5.627638797339916e-06,1.804711825631292e-08,0.5966503303818531,0.400053455381089,0.003296214219298122,1.7759771439330175e-11,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,raw_q,-2.0,0.0,1.644074947837343,0.49717788430370075,0.13234649985192923,0.18379667004175482,-0.31338121426194593,0.9486915544011104,0.051285612135405174,2.2811472881047558e-05,2.1990603381777003e-08,0.34587299963834806,0.6300957289484607,0.024031270882028073,5.311631103701735e-10,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,xmu,0.0,0.0,0.9929888123234735,-0.007035881542755216,0.13234649985192923,0.18379667004175482,0.19083255158451004,0.9993735446118865,0.0006259817851209306,4.7339535333439513e-07,2.0763904148382143e-10,0.9994069042181233,0.0005859858161996275,7.109940376552112e-06,2.5300609482402688e-11,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,hminus1,0.0,1.0,0.9929868964601923,-0.007037810935217227,0.13234649985192923,0.18379667004175482,0.19083448097697203,0.9993701002155323,0.0006285004027130611,1.3976155121576406e-06,1.766242361927849e-09,0.9994139254323136,0.0005841899318440589,1.88463304155592e-06,2.8007522283561204e-12,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,balanced_l2,1.0,0.0,1.0028270933197543,0.0028231046073080982,0.13234649985192923,0.18379667004175482,0.18097356543444673,0.9943803406423966,0.005617750346852998,1.9066982082328313e-06,2.3125421675340967e-09,0.9745331229324201,0.024787587636081,0.0006792892238794625,2.0761944470217337e-10,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,kinetic,1.0,1.0,1.0024770314432347,0.0024739686575510145,0.13234649985192923,0.18379667004175482,0.1813227013842038,0.9944240224065446,0.005574955802265884,1.0042209791241386e-06,1.7570210355576545e-08,0.9752569406279392,0.024573424143528998,0.00016963520415351878,2.4378210260169226e-11,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,kinetic_under,0.5,1.0,0.9937607246836272,-0.006258820937362443,0.13234649985192923,0.18379667004175482,0.19005549097911725,0.9991473248179019,0.0008523028234033421,3.6974640147947884e-07,2.6122931563357908e-09,0.9972017306227505,0.0027807925677506584,1.7476805698847615e-05,3.799897622723709e-12,300,True
R073B-W0147,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,-0.1,-1.0,0.5,1.0,-1,kinetic_over,1.5,1.0,1.0825461534548877,0.07931581597165949,0.13234649985192923,0.18379667004175482,0.10448085407009533,0.9647166983548277,0.0352773253473265,5.864501893972439e-06,1.1179595191465613e-07,0.8113087237810426,0.18728212074122702,0.0014091553487781236,1.2895220893984146e-10,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,raw_q,-2.0,0.0,1280.078123063602,7.154676388694625,0.00013983899985192924,0.19129666254175481,-6.96337972615287,0.9999998695579653,1.3037767515543062e-07,6.43595197872719e-11,5.681581461356561e-20,6.102769767756161e-07,0.9574539883761191,0.04254540134690423,2.7008819521931644e-27,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9999999929736502,-7.026349859977729e-09,0.00013983899985192924,0.19129666254175481,0.19129666956810468,0.9999999993597628,6.397691279733812e-10,4.681426646111841e-13,2.1152477873239344e-22,0.9999999993939008,5.989466985175327e-10,7.152537324703843e-12,2.750396887316013e-23,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999999929714852,-7.0285147948909624e-09,0.00013983899985192924,0.19129666254175481,0.1912966695702696,0.9999999993588602,6.397691305263135e-10,1.3706450918176819e-12,1.8088752895360518e-21,0.9999999993991531,5.989466966520524e-10,1.900171252555819e-12,3.0080904588130628e-24,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.010334795608528,0.010281756726068278,0.00013983899985192924,0.19129666254175481,0.18101490581568652,0.9945263595489875,0.005471983057561708,1.6573934485761151e-06,2.2602343867431117e-15,0.9742842270655864,0.02503324085309691,0.0006825320813165645,2.3288402714924657e-16,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0100767964000048,0.010026364002183668,0.00013983899985192924,0.19129666254175481,0.18127029853957113,0.9945204757052871,0.005479109523735644,4.147709597790983e-07,1.7434357573205976e-14,0.9747762373571621,0.025053043029077612,0.000170719613760236,2.731255278922214e-17,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000010112294972,1.0112289859575404e-06,0.00013983899985192924,0.19129666254175481,0.19129565131276885,0.9999994196577138,5.80298724294471e-07,4.356202938457482e-11,1.8458690081067103e-18,0.9999973826983312,2.5997861178015435e-06,1.751555099457581e-08,2.951470932760103e-21,300,True
R073B-W0148,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-08,0.0001,0.0001,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,12.643203227211218,2.537119776487624,0.00013983899985192924,0.19129666254175481,-2.3458231139458694,0.998627883434052,0.001371947721136914,1.6884480682578318e-07,4.4297694477396196e-15,0.006247258031432838,0.9828642293665018,0.010888512602065411,4.346343134042311e-20,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,raw_q,-2.0,0.0,404.797532093435,6.003387021347544,0.0004421584623344964,0.19129659504175484,-5.812090426305789,0.9999986955951562,1.3037612574729932e-06,6.435863223592071e-10,5.681512452712873e-18,6.102722992097455e-06,0.9574488228444016,0.042545074432606425,2.693867711778008e-24,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9999999297365004,-7.026350204265445e-08,0.0004421584623344964,0.19129659504175484,0.19129666530525688,0.9999999935976285,6.397690020869304e-09,4.681427132655542e-12,2.115248854055091e-20,0.9999999939390087,5.989465805496685e-09,7.152536939292719e-11,2.7503947926458564e-21,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999999297148585,-7.028514395466125e-08,0.0004421584623344964,0.19129659504175484,0.1912966653268988,0.9999999935886033,6.397690277616294e-09,1.3706453416413336e-11,1.8088735621753566e-19,0.9999999939915326,5.989465619578737e-09,1.900171111644542e-11,3.0080884522702668e-22,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0103347278102262,0.010281689621278428,0.0004421584623344964,0.19129659504175484,0.1810149054204764,0.9945263582209984,0.005471984383320549,1.6573956584082834e-06,2.2602348618516963e-14,0.9742842292896676,0.025033238658254964,0.0006825320520750884,2.328837914628352e-15,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0100767277404814,0.010026296027623734,0.0004421584623344964,0.19129659504175484,0.1812702990141311,0.9945204748377159,0.005479110385939355,4.147761704033793e-07,1.7434358797662193e-13,0.9747762417304677,0.02505303866555422,0.0001707196039777591,2.731252531271735e-16,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000031481905145,3.1481855589600793e-06,0.0004421584623344964,0.19129659504175484,0.19129344685619587,0.9999981629771487,1.8368840970039963e-06,1.3875420205165815e-10,5.842453758450075e-17,0.9999917215929869,8.223017300475111e-06,5.538971257536159e-08,9.342050888747355e-20,300,True
R073B-W0149,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-07,0.00031622776601683794,0.00031622776601683794,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,7.16798499347636,1.9696245821264033,0.0004421584623344964,0.19129659504175484,-1.7783279870846485,0.9957873005515896,0.004212184075349883,5.153729246727415e-07,1.359769517854731e-13,0.01938082877031209,0.9699364999583109,0.010682671271377103,4.1516217277448026e-18,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,raw_q,-2.0,0.0,128.01228870770373,4.852126264840317,0.0013977149985192922,0.19129592004175483,-4.660830344798562,0.9999869575016787,1.303606334497964e-05,6.434975788425363e-09,5.680822446998134e-16,6.102255282559927e-05,0.9573971718296874,0.04254180561748699,2.6926360935658173e-21,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,xmu,0.0,0.0,0.999999297365127,-7.02635119799078e-07,0.0013977149985192922,0.19129592004175483,0.19129662267687464,0.9999999359764112,6.397677432205763e-08,4.681431999325946e-11,2.1152457978836105e-18,0.9999999393902066,5.989454009338854e-08,7.152533085486827e-10,2.7503742418846175e-19,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999992971487116,-7.028515353922859e-07,0.0013977149985192922,0.19129592004175483,0.19129662289329022,0.9999999358861352,6.397679999934446e-08,1.3706478404788377e-10,1.8088696351526317e-17,0.9999999399154615,5.989452149811536e-08,1.9001697052897647e-10,3.0080692060179545e-20,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0103340498274196,0.010281018573342154,0.0013977149985192922,0.19129592004175483,0.18101490146841268,0.9945263449411217,0.005471997640895501,1.657417756763506e-06,2.2602396130631812e-13,0.9742842515304966,0.025033216709819832,0.0006825317596603794,2.328814346082421e-14,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0100760411454934,0.010025616282013847,0.0013977149985192922,0.19129592004175483,0.18127030375974099,0.9945204661620028,0.0054791190079770445,4.148282767396017e-07,1.7434371042149465e-12,0.9747762854634765,0.02505299503036775,0.00017071950615301927,2.7312250548316813e-15,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000094594572484,9.459412508011682e-06,0.0013977149985192922,0.19129592004175483,0.1912864606292468,0.9999941726222435,5.826928882217298e-06,4.4887246106376675e-10,1.852850254128077e-15,0.9999738037000335,2.602113563202513e-05,1.7516433443550947e-07,2.96287601537305e-18,300,True
R073B-W0150,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-06,0.001,0.001,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,4.131689768984945,1.41868646832861,0.0013977149985192922,0.19129592004175483,-1.2273905482868552,0.9878159421443846,0.012182592919067526,1.464932617417021e-06,3.930464888327404e-12,0.057865536331216945,0.932046316026696,0.010088147642086692,3.614032561390982e-16,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,raw_q,-2.0,0.0,40.4939049362313,3.701151467385228,0.0044148346233449645,0.19128917004175483,-3.5098622973434734,0.9998697298501497,0.000130205888663381,6.426113025295762e-08,5.673930468040147e-14,0.0006097582886996473,0.9568810914949669,0.04250915021633347,2.6871925299284368e-18,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,xmu,0.0,0.0,0.999992973664808,-7.026359876815095e-06,0.0044148346233449645,0.19128917004175483,0.19129619640163165,0.9999993597766971,6.397551547519448e-07,4.681480662689075e-10,2.1152103716328408e-16,0.9999993939139006,5.989336048663438e-07,7.1524945475385965e-09,2.7501687875643134e-17,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999929715008764,-7.028523823611523e-06,0.0044148346233449645,0.19128917004175483,0.19129619856557845,0.999999358871603,6.397577224347508e-07,1.3706728280593892e-09,1.8088306085186227e-15,0.999999399168099,5.989317454113058e-07,1.900155641468473e-09,3.00787677085985e-18,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0103272700220556,0.010274308091682081,0.0044148346233449645,0.19128917004175483,0.18101486195007274,0.9945262121437155,0.005472130215280369,1.657638743713375e-06,2.2602871248428537e-12,0.9742844739404001,0.02503299722384828,0.0006825288355188545,2.3285786689378046e-13,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0100691752215898,0.010018818826219045,0.0044148346233449645,0.19128917004175483,0.18127035121553578,0.9945203794048211,0.005479205228394974,4.153493494609773e-07,1.7434493486940434e-11,0.9747767227888701,0.025052558683194854,0.00017071852790785674,2.7309503011766587e-14,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000249529866991,2.4952675378540123e-05,0.0044148346233449645,0.19128917004175483,0.19126421736637628,0.9999813899687031,1.8608507567076428e-05,1.523670735231971e-09,5.912289939415922e-14,0.9999169846916067,8.246132600801236e-05,5.539823850694173e-07,9.455393429532162e-17,300,True
R073B-W0151,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,1e-05,0.0031622776601683794,0.0031622776601683794,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,2.4902424815288393,0.9123800878753796,0.0044148346233449645,0.19128917004175483,-0.7210909178336248,0.9699540241699496,0.030042524929894985,3.4508033785145143e-06,9.677702987322584e-11,0.15640891222386805,0.8349638639253022,0.008627223850805209,2.452943197730029e-14,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,raw_q,-2.0,0.0,12.845858078205064,2.553021430837865,0.013909649985192923,0.19122167004175483,-2.36179976079611,0.9987126055732066,0.001286760558193752,6.338629937143626e-07,5.605809159743216e-12,0.006051323826092741,0.9517628403559308,0.04218583581797388,2.6342656852415347e-15,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,xmu,0.0,0.0,0.999929738002491,-7.026446599881072e-05,0.013909649985192923,0.19122167004175483,0.19129193450775364,0.9999935990251303,6.3962928814630754e-06,4.681967157081801e-09,2.11485612824296e-14,0.9999939403223317,5.9881565736502244e-06,7.152109188409557e-08,2.7481149688309143e-15,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9999297163852027,-7.028608480631775e-05,0.013909649985192923,0.19122167004175483,0.19129195612656116,0.999993589740988,6.396549604791905e-06,1.3709226318017358e-08,1.8084404024349816e-13,0.9999939930291633,5.987970686247973e-06,1.9000150111550755e-08,3.005953006658165e-16,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0102594742370297,0.010207203043859732,0.013909649985192923,0.19122167004175483,0.1810144669978951,0.9945248843057465,0.005473455822693315,1.6598489525758618e-06,2.260762199861381e-11,0.9742866982007868,0.025030802202229474,0.0006824995946575522,2.3262227298971493e-12,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0100005185790222,0.009950844297612683,0.013909649985192923,0.19122167004175483,0.18127082574414216,0.9945195118279095,0.005480067436720634,4.205610125443569e-07,1.7435717917034674e-10,0.974781095573346,0.025048195680700075,0.00017070874568109065,2.7282038417374875e-13,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,1.0000292895951584,2.9289166226538143e-05,0.013909649985192923,0.19122167004175483,0.19119238087552828,0.9999393205094425,6.067352368682712e-05,5.964948052614389e-09,1.922748636473097e-12,0.9997357753488919,0.00026247224953411747,1.7524015709183715e-06,3.0739080387469156e-15,300,True
R073B-W0152,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.0001,0.01,0.01,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.65084658995516,0.5012882411507884,0.013909649985192923,0.19122167004175483,-0.3100665711090336,0.9470727639957925,0.052921674633156494,5.55967159313627e-06,1.6994577368845312e-09,0.3474611822540826,0.6464724476834129,0.006066370061523183,9.812566956723614e-13,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,raw_q,-2.0,0.0,4.18686828652718,1.4319530288223978,0.04347334623344963,0.19054667004175482,-1.241406358780643,0.9884987483868349,0.011495685732127522,5.565381429624323e-06,4.996078870245156e-10,0.05630654581295333,0.9044485884213801,0.03924486576348952,2.1772031997776163e-12,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9992975155694775,-0.0007027312883259635,0.04347334623344963,0.19054667004175482,0.19124940133008078,0.9999361158869772,6.383724272998263e-05,4.6868181528946646e-08,2.111318262786116e-12,0.9999395214242106,5.976374975665721e-05,7.148257599707089e-07,2.727649109235813e-13,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9992973016026364,-0.0007029454056040585,0.04347334623344963,0.19054667004175482,0.19124961544735888,0.9999359997704161,6.386287019058331e-05,1.373413477964349e-07,1.804544961709751e-11,0.9999400649199824,5.974521903771362e-05,1.8986094994850732e-07,2.9867742098859865e-14,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0095817432244378,0.009536129464246673,0.04347334623344963,0.19054667004175482,0.18101054057750815,0.9945116195426187,0.005486698245889335,1.681984941218474e-06,2.2655086550045646e-10,0.9743089569081471,0.025008835827405942,0.0006822072414195878,2.3027464756360136e-11,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0093142117303058,0.009271101942604039,0.04347334623344963,0.19054667004175482,0.1812755680991508,0.994510835549886,0.005488689934097411,4.727712205199369e-07,1.7447960438973615e-09,0.9748247765174034,0.02500461253399015,0.00017061094590559617,2.7008467471086147e-12,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,0.999596113591888,-0.00040396799219515625,0.04347334623344963,0.19054667004175482,0.19095063803395,0.9997896337517697,0.0002103324634436422,3.371866689283361e-08,6.611972959524942e-11,0.999148863330774,0.0008455922413683194,5.54442775264505e-06,1.0485984715343477e-13,300,True
R073B-W0153,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.001,0.03162277660168379,0.03162277660168379,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.2566184280169366,0.22842432586162176,0.04347334623344963,0.19054667004175482,-0.037877655819866934,0.943540597157609,0.05645375715647546,5.627638797340337e-06,1.8047118256312945e-08,0.5966503303818532,0.40005345538108883,0.0032962142192981244,1.7759771439406586e-11,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,raw_q,-2.0,0.0,1.6440749478373433,0.49717788430370086,0.13234649985192923,0.18379667004175482,-0.31338121426194604,0.9486915544011103,0.05128561213540518,2.281147288104705e-05,2.1990603381776835e-08,0.34587299963834806,0.6300957289484606,0.024031270882028066,5.311631103707862e-10,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,xmu,0.0,0.0,0.9929888123234736,-0.007035881542755104,0.13234649985192923,0.18379667004175482,0.19083255158450993,0.9993735446118865,0.0006259817851209362,4.733953533344255e-07,2.0763904148381538e-10,0.9994069042181233,0.0005859858161996343,7.10994037655229e-06,2.530060948232597e-11,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,hminus1,0.0,1.0,0.9929868964601919,-0.007037810935217674,0.13234649985192923,0.18379667004175482,0.1908344809769725,0.9993701002155324,0.000628500402713057,1.397615512157732e-06,1.7662423619279122e-09,0.9994139254323137,0.0005841899318440587,1.8846330415559046e-06,2.8007522283649584e-12,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,balanced_l2,1.0,0.0,1.0028270933197543,0.0028231046073080982,0.13234649985192923,0.18379667004175482,0.18097356543444673,0.9943803406423966,0.0056177503468529556,1.9066982082323972e-06,2.3125421675340314e-09,0.9745331229324201,0.024787587636080972,0.0006792892238794632,2.0761944470248742e-10,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,kinetic,1.0,1.0,1.0024770314432345,0.002473968657550793,0.13234649985192923,0.18379667004175482,0.18132270138420403,0.9944240224065447,0.005574955802265877,1.0042209791243582e-06,1.7570210355576797e-08,0.9752569406279392,0.024573424143528953,0.00016963520415351884,2.4378210260161258e-11,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,kinetic_under,0.5,1.0,0.9937607246836275,-0.006258820937362108,0.13234649985192923,0.18379667004175482,0.19005549097911692,0.999147324817902,0.0008523028234033399,3.697464014794403e-07,2.6122931563357283e-09,0.9972017306227506,0.002780792567750632,1.7476805698847764e-05,3.799897622667961e-12,300,True
R073B-W0154,fixed-Lambda,p0.5-k1,10,21,0.0,0.75,0.75,0.01,0.1,0.1,1.0,0.5,1.0,1,kinetic_over,1.5,1.0,1.0825461534548886,0.0793158159716603,0.13234649985192923,0.18379667004175482,0.10448085407009451,0.9647166983548277,0.03527732534732652,5.864501893972013e-06,1.1179595191465556e-07,0.8113087237810428,0.18728212074122685,0.0014091553487781269,1.2895220894045774e-10,300,True
R073B-W0155,fixed-Lambda,p0.5-k4,10,21,0.0,0.75,0.75,1e-08,0.0001,-0.0004,-4.0,0.5,4.0,-1,raw_q,-2.0,0.0,5120.31071916661,8.54097040352938,0.000559378499407717,0.7651866726670193,-7.775783730862361,0.9999999918473625,8.14861497387821e-09,4.022478638192138e-12,5.681588830377948e-20,3.8142342292725006e-08,0.9574545258839974,0.0425454359736602,1.4603835316180783e-28,300,True
