timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-20T17:36:59.191834+00:00,0.021653,running,1,0.000,2.281,0,,,,
2026-08-20T17:36:59.317120+00:00,0.146819,running,1,20.200,68.250,0,,,,
2026-08-20T17:36:59.442057+00:00,0.271751,running,1,51.900,102.250,0,,,,
2026-08-20T17:36:59.570082+00:00,0.399775,running,1,68.400,141.359,0,,,,
2026-08-20T17:36:59.695609+00:00,0.525302,running,1,80.800,144.391,0,,,,
2026-08-20T17:36:59.815360+00:00,0.645052,running,1,87.600,164.406,0,,,,
2026-08-20T17:36:59.944133+00:00,0.773824,running,1,93.700,199.375,0,,,,
2026-08-20T17:37:00.070543+00:00,0.900236,running,1,94.600,205.953,0,,,,
2026-08-20T17:37:00.198464+00:00,1.028157,running,1,97.300,205.953,0,,,,
2026-08-20T17:37:00.322743+00:00,1.152431,running,1,97.800,271.234,0,,,,
2026-08-20T17:37:00.447345+00:00,1.277033,running,1,99.300,284.406,0,,,,
2026-08-20T17:37:00.566617+00:00,1.396305,running,1,99.100,284.469,0,,,,
2026-08-20T17:37:00.690376+00:00,1.520064,running,1,99.900,284.469,0,,,,
2026-08-20T17:37:00.813808+00:00,1.643494,running,1,99.400,284.469,0,,,,
2026-08-20T17:37:00.939011+00:00,1.768698,running,1,100.000,406.375,0,,,,
2026-08-20T17:37:01.068207+00:00,1.897898,running,1,100.000,406.375,0,,,,
2026-08-20T17:37:01.192254+00:00,2.021938,running,1,99.500,431.109,0,,,,
2026-08-20T17:37:01.317546+00:00,2.147234,running,1,99.400,431.109,0,,,,
2026-08-20T17:37:01.437215+00:00,2.266906,running,1,100.000,431.344,0,,,,
2026-08-20T17:37:01.561609+00:00,2.391293,running,1,99.700,431.344,0,,,,
2026-08-20T17:37:01.685777+00:00,2.515459,running,1,100.000,431.344,0,,,,
2026-08-20T17:37:01.814517+00:00,2.644202,running,1,99.800,431.344,0,,,,
2026-08-20T17:37:01.940659+00:00,2.770339,running,1,100.000,431.344,0,,,,
2026-08-20T17:37:02.066138+00:00,2.895817,running,1,99.900,431.344,0,,,,
2026-08-20T17:37:02.194687+00:00,3.024369,running,1,99.600,463.703,0,,,,
2026-08-20T17:37:02.319318+00:00,3.148999,running,1,97.600,646.922,0,,,,
2026-08-20T17:37:02.443507+00:00,3.273185,running,1,99.100,646.922,0,,,,
2026-08-20T17:37:02.568967+00:00,3.398649,running,1,100.000,646.922,0,,,,
2026-08-20T17:37:02.696996+00:00,3.526671,running,1,99.100,647.312,0,,,,
2026-08-20T17:37:02.822183+00:00,3.651859,running,1,100.000,690.516,0,,,,
2026-08-20T17:37:02.950250+00:00,3.779925,running,1,99.100,690.516,0,,,,
2026-08-20T17:37:03.077241+00:00,3.906916,running,1,100.000,690.516,0,,,,
2026-08-20T17:37:03.201298+00:00,4.030971,running,1,99.000,690.547,0,,,,
2026-08-20T17:37:03.328053+00:00,4.157726,running,1,100.000,691.188,0,,,,
2026-08-20T17:37:03.457055+00:00,4.286726,running,1,99.000,691.188,0,,,,
2026-08-20T17:37:03.578120+00:00,4.407791,running,1,99.400,691.188,0,,,,
2026-08-20T17:37:03.702140+00:00,4.531808,running,1,100.000,691.188,0,,,,
2026-08-20T17:37:03.829327+00:00,4.658998,running,1,98.800,691.188,0,,,,
