timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-18T10:09:59.688304+00:00,0.016336,running,1,0.000,2.219,0,,,,
2026-08-18T10:10:04.703190+00:00,5.031102,running,1,100.000,29.156,0,,,,
2026-08-18T10:10:09.722896+00:00,10.050794,running,1,100.000,29.906,0,,,,
2026-08-18T10:10:14.748576+00:00,15.076461,running,1,99.100,30.500,0,,,,
2026-08-18T10:10:19.774828+00:00,20.102703,running,1,100.000,30.891,0,,,,
2026-08-18T10:10:24.793838+00:00,25.121702,running,1,99.800,31.375,0,,,,
2026-08-18T10:10:29.818861+00:00,30.146714,running,1,100.000,32.188,0,,,,
2026-08-18T10:10:34.844996+00:00,35.172838,running,1,99.600,32.781,0,,,,
2026-08-18T10:10:39.869866+00:00,40.197695,running,1,99.900,33.094,0,,,,
2026-08-18T10:10:44.886523+00:00,45.214343,running,1,96.600,33.203,0,,,,
2026-08-18T10:10:49.912360+00:00,50.240168,running,1,99.100,33.250,0,,,,
2026-08-18T10:10:54.938035+00:00,55.265832,running,1,100.000,33.297,0,,,,
2026-08-18T10:10:59.953431+00:00,60.281218,running,1,99.100,33.328,0,,,,
2026-08-18T10:11:04.973079+00:00,65.300854,running,1,100.000,33.359,0,,,,
2026-08-18T10:11:09.997295+00:00,70.325059,running,1,99.100,33.375,0,,,,
2026-08-18T10:11:15.013502+00:00,75.341255,running,1,99.100,33.375,0,,,,
2026-08-18T10:11:20.039251+00:00,80.366992,running,1,99.100,33.422,0,,,,
2026-08-18T10:11:21.070610+00:00,81.398348,exited:0,0,0.000,0.000,0,,,,
