schemaVersion,evidenceClass,diagnosticOnly,smokeMode,windowId,endpoint,endpointExpression,endpointRole,N,quadratureOrder,finiteAction,finiteAverageRate,finiteWkbCorrection,berryIntegral,viscousIntegral,edgeAtZeroReal,edgeAtEndpointReal,minimumNodeRealGap,minimumNodeComplexSeparation,maximumNodeEigenCondition,maximumNodeEigenResidualRelative,maximumDerivativeResidualRelative
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,explicit-pilot,0.0001,1e-4,explicit finite pilot; not a theorem endpoint,24,32,1.7039125194741825e-05,0.17039125194741825,-0.00017970645483995782,3.2682977808914753e-05,0.00014702347703104306,0.17040797692029541,0.17037452877888176,0.12995451568119809,0.170374574530855,1.6835035508230562,9.3013273262283244e-16,2.8706977074677748e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,explicit-pilot,0.0001,1e-4,explicit finite pilot; not a theorem endpoint,24,64,1.7039125194741829e-05,0.17039125194741828,-0.00017970645483995798,3.2682977808914719e-05,0.00014702347703104325,0.17040797692029541,0.17037452877888176,0.12995450194465824,0.17037454039953293,1.6835036280852997,8.5372266576346157e-16,3.7606665847506681e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,explicit-pilot,0.0001,1e-4,explicit finite pilot; not a theorem endpoint,48,32,1.7039125194755551e-05,0.1703912519475555,-0.00017970645480646478,3.2682977746859764e-05,0.00014702347705960501,0.17040797692043391,0.17037452877901837,0.12985579056520469,0.17037457453099167,1.6835041013491112,7.4802252113502403e-16,3.8981845468140509e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,explicit-pilot,0.0001,1e-4,explicit finite pilot; not a theorem endpoint,48,64,1.7039125194755544e-05,0.17039125194755542,-0.00017970645480646475,3.2682977746859777e-05,0.00014702347705960499,0.17040797692043391,0.17037452877901837,0.12985577733775441,0.17037454039966907,1.6835041786117881,7.1982996468203838e-16,4.4676095734430303e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,explicit-pilot,0.0001,1e-4,explicit finite pilot; not a theorem endpoint,96,32,1.7039125194755574e-05,0.17039125194755572,-0.00017970645480646451,3.2682977746859791e-05,0.00014702347705960472,0.1704079769204333,0.17037452877901893,0.12985563509636075,0.17037457453099172,1.6835041013492753,7.7742695190648714e-16,3.481173800683795e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,explicit-pilot,0.0001,1e-4,explicit finite pilot; not a theorem endpoint,96,64,1.7039125194755557e-05,0.17039125194755556,-0.00017970645480646445,3.2682977746859784e-05,0.00014702347705960466,0.1704079769204333,0.17037452877901893,0.12985562186455388,0.17037454039967004,1.6835041786119531,7.8032496573001594e-16,4.3110964422425e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,analytic-upper-bound,0.00082880904292593235,sqrt(19/180)/392,finite route diagnostic at a strict analytic upper bound for d0; not d0,24,32,0.00014112087459729243,0.17026946774023541,-0.0014886471315208594,0.00027065631862327499,0.0012179908128975843,0.17040797692029541,0.17013108231723198,0.12985671627126938,0.17013146062123544,1.6835027960137563,8.6209765896712378e-16,4.078665349969755e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,analytic-upper-bound,0.00082880904292593235,sqrt(19/180)/392,finite route diagnostic at a strict analytic upper bound for d0; not d0,24,64,0.00014112087459729241,0.17026946774023538,-0.0014886471315208598,0.00027065631862327499,0.0012179908128975849,0.17040797692029541,0.17013108231723198,0.12985660279306685,0.17013117840343742,1.683503436369262,8.6741392206576502e-16,3.90723598821772e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,analytic-upper-bound,0.00082880904292593235,sqrt(19/180)/392,finite route diagnostic at a strict analytic upper bound for d0; not d0,48,32,0.00014112087459740226,0.17026946774036794,-0.0014886471311894131,0.0002706563181175439,0.0012179908130718693,0.17040797692043391,0.17013108231735871,0.12976167887821702,0.17013146062136275,1.6835033465356588,6.9279482956986539e-16,3.0593001946108535e-16
r073i-finite-diagnostic-v1,finite-binary64-galerkin-diagnostic-only,true,false,analytic-upper-bound,0.00082880904292593235,sqrt(19/180)/392,finite route diagnostic at a strict analytic upper bound for d0; not d0,48,64,0.00014112087459740226,0.17026946774036794,-0.001488647131189417,0.00027065631811754395,0.001217990813071873,0.17040797692043391,0.17013108231735871,0.1297615697525317,0.17013117840356473,1.6835039868946948,8.0655215195214731e-16,3.8183685789451095e-16
