rankByGap,label,sector,gapExact,gapDecimal,isNearest,classification
1,fixed s=164,fixed positive charge,5988905631825886678567919467703842247933179781812962416523244533773443079707117485879813158464617569217757116814367226850792567198885660554961472927143751621884059592048068202956431092744457185297829171222963993639150536327658425215407863160496915540143872831408407277759755830308060728677436060683655685820659181812517678281909382467279840452741114860599557208807258572033959912431217135213208405326503427806604511774562386212658590217973999629633060874414566119044873675135238343157618507180602135228613379778658676786291370786022835590484927988897896326003867367414573124818183292163815969900250700427157572076854642963042375993807995715891578281186269998757717562359591646546302710358461239159994453564461003760603284710389024571109941329082533475050392386494988855260347440074986696894382013969613862504068558645381066388917679797495773326700214015602008148225472969280801582671116778388910905122942655503238148106631065774548874384388260616679371976349164695320310137054796788208385355396773177181386812242858400818450619879265605814527167609715612777613164541553380812245653325348625400089562315942661661462407419026035701308013007671157131172324919690773843077368451032063743315644991489712318251059623146720400345276023904275335071577645753035287757785787470123769792687585439259586187231735172715546928546585051731431111947812333171624097559296926590788051401222391947693654563128214680512156787770739270607753566153864459477970801890706984659232196607077409832292214070793591864765271728129978677045451960982541257503051876434781076981807162869441686353023003251521773123101089512754399653833962794713677813186932413946714254392458136982811818759557541557872629278737415192042395287513015564165458826017451236175603843623416624691857322159121167401464653221392794140733048196972480721156607621582737617864183001780994867762343549651035957339529432142175345839907236581896210147103650044292033183732767569576843658968114357660070376583736584660871890749908713237475838035580549021163176444304936470771682809640863867806262549294478480910326588744953191137344715811115053673192610634333753583704746683203766685082655694376564767508129297335043846866719267142137948401301345863643278916240315045451381976473511514255641694634548637023280371330149086046125346172109257993842627624795614139396180747811389938097261944849258499175547552487156217709517163450781704728816384358672015628547286810177609963290291303936165507741998839555509349034710813859183202716703797474213395639946980967067998723981769864450767282345407115402719947117798362371447615070405199294084455804405125957396016939901302765008380486970957709517007749796671374515336872148574167023189551323873022894461369416387833786040326424591115630590465629602813356884678531506416604071039761268362077300699274711162158922389010762883098171085760015038275604684996629386141660991117228003087867513465041420280511245451558294214493187884645497515910066697495205824776115415119694369549181765656785770687745780446636707242871575067194755898778433067488740395429458212986821881544522731035282175771032425919374572001876855274065329/41075380096286945896277275842907368991444841490947630537213226308253062253168499685397151084787448718416907071861800029465932351919430104076815006908220036648709063488885313620381401096358130933602567392159573697310787245564659238950645137528248669233457596183674119725309744336966440435663126942489939384729600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00014580280493538903797,true,formal exact competitor gap on the complete R0.50 rectangle
2,fixed s=166,fixed positive charge,121194049476494989759095019701313046659934305302775227455999252616607453349495613394067406385351313909047062802972212988067213340829364332837416451765722634694065045524530094575152632551576700979847699796218471476063763207231069858466322948040891656769440300276858221941780088313279345236039694707350760532457820090304472309000732080955231043228552293715747908672540337372096282166561670485660874373558472580374189557883920132491837824272233018357346182150875380239752180653310202553960548402721172859960194283873376786165870776529422577162713486975664899482675321142732078057867423739977897322637473885450029685932405500265223990987090100071174892784941258648486297888378300528549476594918056880039734690592893956633239107162372864149794423238342433511119328053102024502979646203314410613018324237311429494231707498927024141690113896225335693158375848701074932306073296798498654812182019656288881209235204690980892095098860519053056994509459039964308324298810591975820216877767364003783319046049542038956283617441112722506555116015042895301040862862058087414471529919371705456476065821925665297865176526325118729040616459139127484380589351954947009750501652142655824845040261977046578181194949459216392173280518093722927489448633244390536483416185837117042328508850314859932190121520925835954615114469538696313714760867021415476648638762660401828846418090498572385956032175060768600489770644004183037948228976550155425351109907630996277854834959495010403811425083105933282926566388662849939228721753853750664006144393580570513563191453257599676926011355105580574142082267999318727306836562917368009101347668790866667000007719774834868341438096227896757312751392342832608996042998773670465155210503039610037228685166682695486723108633748869503689660331006506279634938568369364676257612351253204399233447840865720245979777841108176697200249773734090960815021875646005577915600362459733545840625386505472696922925989211937455285705826329427852540914137801479705043026014501118611420131350587621630907224993831995109650866048807590137628640253421942623770059873721550274847752996760378900270846994660026240174464884906563141893976190558311880942725106082571723140728554614176587415103936837156345470982678520246559147443136427221878782564232815142859901587130494423480208717907382956883784470805709435061610687088428993149633212529744370497650115311668479679356474237952396488245638650754124139068536712454822807216152587078704359498622580543066072335170662026954944813916480831744583762213765927705958991304912984488328200346206690113723081261955092775594650603940357944072208853523231241088513245155270246713502667388995225841107214733225162187393331003232758511666652585313235946314879732827509626066251531259148402125460354807002456740402492649545734163884263534386717746543028725482896641820104239506534092152361581516719499743633804017985637651199844587639982189276430432477211318529989274561407193123355090032008948957725445707202077679302256049801586808825531044300593611517427714546206826620405183052174633138016466782719669922394283155027654424319178137192655180398796623678993174172012141/420668547882662859696356928460120296222728204234877457570769938398315844454863600226308754213168009288614531046308779612116617535174853134855657139715218996022985926075825453284595728469598789216550431567979082348320821101127717033391089856754822578011617450570731502014379105795828717565239610411017655078092800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00028809867076228304339,false,formal exact competitor gap on the complete R0.50 rectangle
3,fixed s=168,fixed positive charge,373783600128648213058572782686634684459581637040664762765954070957522221417926332002042295090296154351867343772517876944290945340491158415913399678898718475824911128667424670867520477387329831943433917495666849400008960295022521358026117712411577606893977057596777780175151586766121022673213414985005067460928123034060497819389003994173839099389542082180913177009402106363517653820150762020610398121013844139675333933246545154001350893455500272884689749855932200001800341579937209587154859655391025946198206556302564591462046111876919819849320607287568532056610998553495497973445696957923134223379363697225619305266557121948915731803427348964572392449398199873570820304049577488967354249459667490074195776195546694127238041630264893192910586726866097005190324621526648870213893935605005148605797891765202041718748259161129476455789844576583381358816671766586370450880272398733177717756948571048991922342110691238848465083462286265593955352349067779995594493395657994113336173043986335889216311627822415427428303050235804294212430594490466134218846066218614966888192857491989713344744718479424869635959324966324990511632216016809869628985277404378182833251235484876282214598859815747780654827489645139112504063191420639808347976547297469242028371718737635499433734438918453556670755402243946284575903373804728299858770175374007440015929367214123436716783255685516181403646625244775224282543958497532950395898310819275027863636804011902192828618176495754301332181020044824323212483182156879546476679289471189893009209093884515315647463076353355631937584153400637589702889528492996965407637473183417415818338717075904355422306419773232308887988949866494521793096509854754038618716901264689106552357818449887871297941981567249599482118656106296559743063145157532697441932559208119746535998455807915719232667071987010828385922260490716042458816424800947474028162373925209092772577149391625382645076502114097853717752404025023341013614628805048388971176829249590868963016489150645092036203518544052932559558760374947347880008071092798938547191518829317362567435057505140955615091681891084026460339081439360192946174650779475432030287718316135038450439929331219907711736549493815221093296217949846157543543608241942753331438748869209446363911218302262056005516635047100072570217336572878770555579875097226865914537719775155676907112309683870744555106520524250226223381340206834141657248942332258419866524489422110008832267353240636228166520504274382076976390937170002228737176514582530628306383917012440977202782954711150296143233696780475400639665060331238145376072525505823358447402774013042051121506756529388308822726110911047397566807242189546597353044023824258923115933268692295414490544404631357779571626806705470100238050382832914542191715219917756609081640234600921006095274714144965006622523012948121574557790668175765786600404650245686378457809913294297217474680517150632436458338453056649311028775130585411920228238168020767939989465306709195055351271353501514286744916586724369582963453023714298503081304341640896172519133168065104473841614758971020522659660678638028002879335518099296601060481/875345689409086450582451803409386681328397747058873255055540433504807223088058705795588573296166808938548873206426288485082922656797283682236982665076246281010167792279209522760056501221317740288594712960772058042333812479586863138637498341539499318985862415814226687146154444495281250284292423092276672531005440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00042701255589774563849,false,formal exact competitor gap on the complete R0.50 rectangle
4,fixed s=170,fixed positive charge,2755565894173730709245180530164024914537888830935527615276377509065803030915785362814789787508120812375839561270808585122800896893591301759742954022843062777304867459496425723108433749938606017542008654778622850269367122557357748213109010887827576157180379669757477469964543313944772950150391437161728008450676524453953390470575896296346825669532652312177754740851088672747207233770898346802102166215169466493068477750703898964476392466036389064734095595941313080088308732796874509705550273410331698371230912398363331233322396329289909832576954603361471235586276128101736481145496632976718378243708352078922825823246806519671397365507837361057638393493136700111618608987502145962933001647141746196166624511957234465482167419443085862793737822869230297563594632845452345874122181916980784947291287669111032121035401475053095163859614176625758434470439574921597202105613747225363697466262482482051631679430685182256984761505527177340416182694198556682584512103042897440518237029423231315272871059893132397693473640773082384736173721512653550523973854404130603180177785454521572974954203862109343185361403721674414478027370688531409860141697198273271369420711832633498364995057595766395063636688805755485821912715430992078294200189729720114218411691959707872142419370388694594752593582569109984967010081516319044470615160209425053159652832506531856526136674595119513019569333047455258791937346703882979643942562213411293606475255015121047937588989098239091201879819847726758362340976451140043247147033909109300629267418100991666864253891156637866000425171693220373634209123863865793472752450379496776160645986957150111029671413556437431030834200725114434938823277215355803089311621553264214219624701140698370351339501631141503825297553520777566063974847178098951477156726636274286840855376576807983510072319875263980704326810183887927259610101264013221351096389518339253151034668551221540867942427198192430466568185415114072009396147152453111974236341640078535242601808565837735013286011484614401255161953482674766809537735790030322033339025149514103612778448282689511685100571568955970740578684379602012271913339659963519719986685993694376257610208298532385401371764162614608709372883717004206354701031979165607799924280205720312796568077132637718523178663999048662934827527038555175776470278533104349428718839129643070888263696739270923551609163918684539360149517069777536338754567057654810930827969310311352430035331695838843518105764580550720322082667215077983148201386259573526570680941876408132324016415313591247874810168781520158023099749790695471324354325418940995634676577409942399853155773650430122648961803727863445234037306887967656873043360101216595339103271562390029019827119748006349772118202971313438513536047347534171661462838738275523136823095084717759600200250375571725122085437607704615790603068805382007320795011101340679824061650837173155857311191812912651617036943637008651179409224574913062916491683367343785958710200852738631749379990022789454281442508640064548127982321015672989989470224776994436480571928951068122105703292774302832472535276801419395031820274090310779670047/4897358889765869292147573488355784308608552101192127492336879810981143679499204262490351756480514957198678663167979757798895305844565194980358543537942920369573226341117668963938616765002928011026386106499482886825083290735466371546886918825868048477463387110699202903249073231947455883943492249457443344356474880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00056266366345584844979,false,formal exact competitor gap on the complete R0.50 rectangle
5,fixed s=172,fixed positive charge,2562594979403082193243299774354384557944890096697967260660792659742597092833666546764963280915015548417101413335144298835641205305005090156576502684603481085123122903794694143771400299403425349539796692957889534000474154483161284245599140166974119200949619616348469123413910075471565138462087429843181160412931271110928685301444649875026379393531064574774883419373846558806235065487389306046350103564775189561082582257498236223860600961829149491261630597181598266236963341301081423219869124098908064202954827573112271682460958854942283100973512189526399316470199583159388983145296334841085291634010914958120009091674930453854943726053554252678005862156629431492404612985868775370096336811849394167317502069273445012870079365142677195603986508576885084431961201430080428270067323771490529193063465152188820542317761777417678441126170730398465603698470430946285643739468845884036382103990122130587965912094302723579004738017628546196103118269904085892403390325194818625541156086739105107330178390036108641465309902629929666800515288133473143502364519770879144720500576896702290739372345934334105021418122056624579231114815707382813050683757146590644153352576253473030831233320474824859712706141811042919097603836457729660159974944678922345351540733413965311081100190474033802031164928741055602714332832141820799811113845874323820370096295400625312958873177563116428509473011297966355988790665228211146690417522974449731438659280612108411864528310369876750104917821632968874242342668491799627598545099796477071180004514143671195605559034262903715795334915256013226601871487909106524078399611003473983355373019475214192654902578275230957745595762516270086965301777272445927479722350305036677848955616398567459177052997817629626322341233677988720852553212819655318280939515941999477956504215430304535752575878401953797952366387744238245196944602285792902370643805484928660730471083516438334533595551120010221524551033948886371879281838085864576105744238905297898646484748503415143807834510555032948594478316500616915742308417748101823371883638944646838404820949125829322934733818220995549463603289129300018403103225051196796212423680173233139626801899791676979863096312707512671949668199122440364638237838255306605592817398766042193222174643434871188104671103690754538864173091740554528283582884975269347252108156695031601888700072519520098672972497642068055892120699180617726107898893945219704670575326820702954126045927564413707173832583646146497098273978015980341309727938877349259072884523329705313760667010929624112579404313702586650204477016998622615335467837574816639427080650174838021931848319007827730670653969023126063112189635311266476183474552031217580078815021828243821240377557893688244178001937702135139451631832445363180440819961732835655536355431612457387237829323610630705402090067193704130073495630710221843214698460010483239324120084118476505494685840017929551118890777904867696718212930075792806614566592478353091935740135801814603098843363253558255533596047161606499870363136392230380998872411552258479412260237582634773724532507514646650861565564871476389678913614013965454836531/3686308366765720396873704442627407254474110713261653303575895846396849536951973005508311020097414514738977096627148519909975466173705278902157563446445945252227133560208910805796174488050811787440814459587859936048139617141608712891592560418716157301346910071526771416084130158072766462902251126892223753774694400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00069516565746545022197,false,formal exact competitor gap on the complete R0.50 rectangle
6,fixed s=174,fixed positive charge,301478735453382536884836233588649825982645158439046169518717093871158924740178269377380405316798182761586892056922794745298719035457942684656830117537119647998331550507423725994612084218561653703445982263446620063041046557534609053354690851787355419734708337098090866230427171550258554113233740398476977255099743435410799157164523734952288559505609042054393549337766095180341922985394448889149870213799743961667524330894583168715502455725900802491028323334236393120647229630159242846600303899572433254328215842480585657835594973390593139202602710475734329299769314425591814606281198837786947049029445462694891020755366339418305950642997736526031579325175903762649511368160675194342289823781811693210451617971666651257322126027171376319811379916764807991282410288536337728502331431743329283581480408981089361710109048560147973005494778570700643009393544526429127310334189596963711782391781171947097054365602746306434533815815429875257977804469800726435432441730994503827372444603459228097704660214810148071921646826493101776895023320634119783657235608374990681335065613234160026854763018881986195481853462135995197975996924035408183125018213327199351991655115185460165768578318302963860070306310018026132669252484815633622797547998855325233120825045471811772515411111080551985446084248945064895443213105721869961435110796394424169365166578300188834659281079806814704995601817343492446202768239735658542451474877286736488196879983659694742588916228117055099495042325605821368423397930063088803451668916316714297229588034413889044487948711538647389532165621059601488166111789947623862659774708852928871162930622507872735661620313119407120136571367161426316816824581144377627751905546610695014344311015885157768218922883766257332843067252483431150333445044386430938934270293435062749641243287022936877251278474900158214873125608097282045131215699192703792768377388163050166558117766989484290767076634482115845318389387675538301409255960554033402492388358259095546126795720333863900521916031882672774683602482330723101398968535433915053552083661359793267331105258520557259104649381552997133012604217664026432843699945489276451174175440285720518617267466808122269583368830005315708065472042703890529469329750991314638221227686895534312535727390468970959091846187178217330007948610171635149833080903115063474853444442345441410633033531205698898561175329348096893392148796471848233913024503223755747098784971106448376077462390248265107375374798407991409692704068586056090868542304530441185902468235893728226007175186219124740710217697372128426583893143900873935755071222789412344017751324405631813807011034963671111530748788380714039685012772557653799207524888107130599011400208405939404066122591400804051959278690649368902220164431843518266167154125928890381452190196213287514122546856475323286927877608673094072858267270658967454462882132668759391656188174879465910133107087221641041682750849388985201397599408506922529124100575418090345239888074708409794319323172975515038406936251321267010481699584942660800043839440895206818850616938211327449981352389376962358883481077616433695399159728850796533606512647/365594071488840483853477968765522591499322798014949455216621760902519659378113185939972423861670697831306200761185435166124971045739138441478562772662827512854200270883151978091906775842406301641595288962688748914632511398417405613903407784360206988253426786442268279737153959076977396547121624533439763113719942348800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00082462698102746712255,false,formal exact competitor gap on the complete R0.50 rectangle
