timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-19T16:41:56.926177+00:00,0.019240,running,1,0.000,6.172,0,,,,
2026-08-19T16:41:57.945820+00:00,1.038524,running,1,97.900,57.422,0,,,,
2026-08-19T16:41:58.963475+00:00,2.056174,running,1,100.000,57.781,0,,,,
2026-08-19T16:41:59.989438+00:00,3.082140,running,1,100.000,58.031,0,,,,
2026-08-19T16:42:01.013601+00:00,4.106309,running,1,99.600,60.562,0,,,,
2026-08-19T16:42:02.033702+00:00,5.126410,running,1,99.200,60.672,0,,,,
2026-08-19T16:42:03.060326+00:00,6.153032,running,1,100.000,60.703,0,,,,
2026-08-19T16:42:04.077207+00:00,7.169913,running,1,98.400,60.703,0,,,,
2026-08-19T16:42:05.097731+00:00,8.190438,running,1,99.400,60.703,0,,,,
2026-08-19T16:42:06.118587+00:00,9.211298,running,1,99.800,60.703,0,,,,
2026-08-19T16:42:07.137997+00:00,10.230706,running,1,100.000,60.703,0,,,,
2026-08-19T16:42:08.157117+00:00,11.249831,running,1,99.700,60.703,0,,,,
2026-08-19T16:42:09.184130+00:00,12.276847,running,1,98.500,60.703,0,,,,
2026-08-19T16:42:10.203390+00:00,13.296110,running,1,98.300,60.703,0,,,,
2026-08-19T16:42:11.226684+00:00,14.319401,running,1,99.900,60.703,0,,,,
2026-08-19T16:42:12.253582+00:00,15.346301,running,1,100.000,60.703,0,,,,
2026-08-19T16:42:13.276585+00:00,16.369309,running,1,100.000,60.703,0,,,,
2026-08-19T16:42:14.293171+00:00,17.385893,running,1,98.200,60.703,0,,,,
2026-08-19T16:42:15.320061+00:00,18.412784,running,1,99.100,60.703,0,,,,
2026-08-19T16:42:16.337444+00:00,19.430170,running,1,100.000,60.703,0,,,,
2026-08-19T16:42:17.355922+00:00,20.448646,running,1,99.700,60.703,0,,,,
2026-08-19T16:42:18.379449+00:00,21.472181,running,1,99.300,60.719,0,,,,
2026-08-19T16:42:19.405036+00:00,22.497764,running,1,98.600,60.719,0,,,,
2026-08-19T16:42:20.423236+00:00,23.515969,running,1,99.400,60.719,0,,,,
2026-08-19T16:42:21.448175+00:00,24.540914,running,1,99.000,60.719,0,,,,
2026-08-19T16:42:22.468409+00:00,25.561141,running,1,98.500,60.734,0,,,,
2026-08-19T16:42:22.784729+00:00,25.877462,exited:0,0,0.000,0.000,0,,,,
