N,epsilon,coarseFastStep,fineFastStep,selectedObservableMaximumRelativeDifference
64,0.001,0.10000000000000001,0.050000000000000003,9.3388295284283335e-09
64,0.001,0.050000000000000003,0.025000000000000001,5.8408392390357016e-10
64,6.2500000000000001e-05,0.10000000000000001,0.050000000000000003,1.1582529656770108e-08
64,6.2500000000000001e-05,0.050000000000000003,0.025000000000000001,7.4457799149873977e-10
