branch,N,epsilon,sampleIndex,d,lambda,lambdaImaginary,cumulativeAction,fixedContourCount,phaseAnchorAbs,eigenResidualRelative,finiteCompressionOnly
inviscid,40,0,26,0.00090277777777777774,0.17010640636759911,-2.6075087041587089e-16,0.00015370434285461173,1,0.26904473643645876,7.76720708011031e-16,true
inviscid,40,0,27,0.00093749999999999997,0.17009482507949805,2.9450403034248312e-17,0.00015961061423013854,1,0.26905258002836901,5.1133484631537151e-16,true
inviscid,40,0,28,0.00097222222222222219,0.17008324509181413,6.9632645520040006e-18,0.00016551648350018354,1,0.26906042444714062,5.0786822351323447e-16,true
inviscid,40,0,29,0.0010069444444444444,0.17007166640436111,5.5420050009421112e-16,0.00017142195070989682,1,0.26906826969275643,6.4980929444942778e-16,true
inviscid,40,0,30,0.0010416666666666667,0.17006008901695316,2.9154236539469481e-17,0.00017732701590442211,1,0.2690761157651943,6.3612517050499338e-16,true
inviscid,40,0,31,0.0010763888888888889,0.17004851292939929,-5.3614775123498579e-17,0.00018323167912889652,1,0.26908396266443668,6.6301819553478193e-16,true
inviscid,40,0,32,0.0011111111111111111,0.17003693814151677,1.9341795086908487e-16,0.00018913594042845071,1,0.26909181039046248,6.208163830630233e-16,true
inviscid,40,0,33,0.0011458333333333333,0.17002536465311446,-1.4215820286099762e-16,0.00019503979984820884,1,0.269099658943248,6.0721278201553079e-16,true
inviscid,40,0,34,0.0011805555555555556,0.17001379246400561,-3.3540060776545488e-16,0.00020094325743328845,1,0.26910750832277569,5.9138466083092031e-16,true
inviscid,40,0,35,0.0012152777777777778,0.17000222157400488,1.5268923457846016e-16,0.00020684631322880076,1,0.26911535852902679,6.9101938188679519e-16,true
inviscid,40,0,36,0.00125,0.16999065198292387,-2.6967870647211968e-16,0.00021274896727985039,1,0.26912320956197766,9.793448855240237e-16,true
inviscid,40,0,37,0.0012847222222222223,0.16997908369057177,1.0553347243808686e-16,0.00021865121963153539,1,0.2691310614216102,5.840090017332826e-16,true
inviscid,40,0,38,0.0013194444444444445,0.16996751669676788,3.2442869364434847e-16,0.00022455307032894737,1,0.26913891410790231,7.4805452009647174e-16,true
inviscid,40,0,39,0.0013541666666666667,0.16995595100131938,7.794903793462192e-17,0.00023045451941717149,1,0.26914676762083289,5.278454600791275e-16,true
inviscid,40,0,40,0.0013888888888888889,0.1699443866040419,-3.4975912918888524e-17,0.00023635556694128634,1,0.26915462196038592,4.8685756179573055e-16,true
inviscid,40,0,41,0.0014236111111111112,0.16993282350474814,-4.123054340333844e-16,0.00024225621294636404,1,0.26916247712653329,5.7115346500739635e-16,true
inviscid,40,0,42,0.0014583333333333334,0.1699212617032502,4.0368302178430415e-16,0.00024815645747747016,1,0.26917033311926186,6.5348045108122857e-16,true
inviscid,40,0,43,0.0014930555555555556,0.16990970119936138,8.6204781260659165e-17,0.00025405630057966387,1,0.26917818993854831,5.2612365717037131e-16,true
inviscid,40,0,44,0.0015277777777777779,0.16989814199289607,1.6956127958631903e-16,0.00025995574229799789,1,0.26918604758437198,5.7820293871158678e-16,true
inviscid,40,0,45,0.0015625000000000001,0.16988658408366469,-2.0008237457208223e-16,0.00026585478267751822,1,0.26919390605671001,5.3244065490637208e-16,true
inviscid,40,0,46,0.0015972222222222223,0.16987502747148112,1.2533291630509649e-16,0.00027175342176326452,1,0.26920176535554569,5.9247532038642437e-16,true
inviscid,40,0,47,0.0016319444444444445,0.16986347215615943,-2.270037190312414e-16,0.00027765165960026998,1,0.26920962548085631,5.6541096622768576e-16,true
inviscid,40,0,48,0.0016666666666666666,0.16985191813751122,-7.8064972408400834e-17,0.0002835494962335611,1,0.26921748643262006,6.0367539094664415e-16,true
inviscid,40,0,49,0.0017013888888888888,0.16984036541535277,4.8650860442652865e-17,0.00028944693170815828,1,0.26922534821081945,7.5535277299559233e-16,true
