kappa_q_rj,exact_alpha,quadratic_asymptotic
0.27342,0.085029665901368567,0.089710195680000007
0.27404000000000001,0.085394874325055936,0.090117505920000007
0.27466000000000002,0.085760725286764261,0.090525738719999999
0.27528000000000002,0.086127217592917471,0.090934894080000023
0.27589999999999998,0.086494350047912949,0.091344971999999983
0.27651999999999999,0.086862121454117036,0.091755972480000003
0.27714,0.087230530611851709,0.092167895520000001
0.27776000000000001,0.087599576319431716,0.092580741120000004
0.27838000000000002,0.087969257373145093,0.092994509280000012
0.27900000000000003,0.088339572567260827,0.093409200000000026
0.27961999999999998,0.088710520694043005,0.093824813279999988
0.28023999999999999,0.089082100543745157,0.094241349119999998
0.28086,0.089454310904615419,0.094658807519999999
0.28148000000000001,0.089827150562908853,0.095077188480000005
0.28210000000000002,0.090200618302881452,0.095496492000000016
0.28272000000000003,0.090574712906803301,0.095916718080000019
0.28333999999999998,0.090949433154952242,0.096337866719999971
0.28395999999999999,0.091324777825635195,0.096759937919999997
0.28458,0.091700745695168839,0.097182931680000001
0.28520000000000001,0.092077335537908589,0.097606847999999996
0.28582000000000002,0.092454546126233939,0.09803168688000001
0.28643999999999997,0.092832376230566449,0.098457448319999988
0.28705999999999998,0.093210824619361587,0.098884132319999984
0.28767999999999999,0.093589890059125214,0.09931173888
0.2883,0.093969571314408251,0.099740267999999993
0.28892000000000001,0.094349867147814181,0.10016971968000002
0.28954000000000002,0.094730776320011034,0.10060009391999999
0.29015999999999997,0.095112297589718731,0.10103139071999998
0.29077999999999998,0.095494429713734563,0.10146361007999997
0.29139999999999999,0.095877171446917875,0.10189675199999999
0.29202,0.096260521542206212,0.10233081648
0.29264000000000001,0.096644478750620988,0.10276580352
0.29326000000000002,0.097029041821260653,0.10320171312000001
0.29387999999999997,0.09741420950131835,0.10363854527999998
0.29449999999999998,0.097799980536075914,0.10407629999999998
0.29511999999999999,0.098186353668914539,0.10451497727999999
0.29574,0.098573327641318598,0.10495457712
0.29636000000000001,0.098960901192877149,0.10539509952000001
0.29698000000000002,0.099349073061287096,0.10583654448000002
0.29759999999999998,0.099737841982366182,0.10627891199999998
0.29821999999999999,0.10012720669004915,0.10672220207999998
0.29883999999999999,0.10051716591639476,0.10716641471999999
0.29946,0.10090771839158891,0.10761154991999999
0.30008000000000001,0.10129886284395667,0.10805760768000001
0.30070000000000002,0.10169059799995578,0.10850458800000003
0.30131999999999998,0.10208292258417961,0.10895249087999999
0.30193999999999999,0.1024758353193832,0.10940131631999998
0.30256,0.10286933492646305,0.10985106432
0.30318000000000001,0.10326342012447115,0.11030173487999999
0.30380000000000001,0.10365808963062395,0.11075332800000001
0.30442000000000002,0.10405334216030138,0.11120584368000001
0.30503999999999998,0.10444917642704499,0.11165928191999999
0.30565999999999999,0.10484559114258496,0.11211364271999998
0.30628,0.1052425850168186,0.11256892607999999
0.30690000000000001,0.10564015675782834,0.11302513200000001
0.30752000000000002,0.10603830507188172,0.11348226048000001
0.30814000000000002,0.10643702866344806,0.11394031152000002
0.30875999999999998,0.10683632623518313,0.11439928511999997
0.30937999999999999,0.10723619648794913,0.11485918127999999
0.31,0.1076366381208097,0.11532000000000001
0.31062000000000001,0.10803764983104158,0.11578174128
0.31124000000000002,0.1084392303141376,0.11624440512000001
0.31186000000000003,0.10884137826380802,0.11670799152000003
0.31247999999999998,0.10924409237198951,0.11717250047999998
0.31309999999999999,0.1096473713288455,0.11763793199999999
0.31372,0.1100512138227725,0.11810428607999998
0.31434000000000001,0.11045561854040709,0.11857156272
0.31496000000000002,0.11086058416662525,0.11903976192000001
0.31558000000000003,0.11126610938455506,0.11950888368000001
0.31619999999999998,0.11167219287557295,0.11997892799999998
0.31681999999999999,0.11207883331930979,0.12044989487999999
0.31744,0.11248602939366747,0.12092178431999998
0.31806000000000001,0.11289377977480031,0.12139459632000001
0.31868000000000002,0.11330208313714296,0.12186833088000001
0.31929999999999997,0.11371093815340183,0.12234298799999999
0.31991999999999998,0.11412034349456335,0.12281856767999999
0.32053999999999999,0.11453029782990098,0.12329506991999999
0.32116,0.11494079982697325,0.12377249472
0.32178000000000001,0.11535184815163352,0.12425084208000001
0.32240000000000002,0.11576344146803785,0.12473011200000002
0.32301999999999997,0.11617557843864151,0.12521030447999998
0.32363999999999998,0.11658825772421078,0.12569141951999999
0.32425999999999999,0.1170014779838221,0.12617345712
0.32488,0.11741523787487029,0.12665641727999999
0.32550000000000001,0.11782953605307434,0.12714030000000001
0.32612000000000002,0.11824437117247955,0.12762510528000001
0.32673999999999997,0.11865974188545875,0.12811083311999999
