rankByGap,label,sector,upperBoundAtWindowRightExact,upperBoundAtWindowRightDecimal,gapBelowActiveAtWindowLeftExact,gapBelowActiveAtWindowLeftDecimal,gapPpmDecimal,isNearest,classification
24,fixed s=210,fixed positive charge,14153450951481133048225919785261211353931275878681460385700259045749993364587942831388771770782663493708951507070320557817383447326233851916937973159395820730567459054180092349483338497713705719690872482201264176852954982107267645606371260301072387707078129912063620604060362425428464214991952156166245134756282258906458804237444241277674775520880310669287640585034965322803461998279371132975419623945095609594007148290730924556566282549905284836767005787230963168724270266889965640075607963459458124888699965905384213423528247747520465217803700309301270219460369370808671418431975253622470494672203726421294379636382930213311954722426374352626039681111739011766804469875694596685553076086296011130455873134500551752079260541896090332776321356922520492757360972677607080846206477330131977141364090966608538369700243536057708117054607823613208717659451978391434472866900638202673029219/14192375604179600920633645323340130643472218537475871628176334346894869193664166583078447411304853135000270772171389847151512952455004286694304176857342225950132154023242675597349811675907072608735738249523941283912290257743870175891179463843224137734361972015942802676730150319496975883758748808592712141266592500111684560515357134136138483881950378417968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99725735466816389009,66747298573403846442737384182309214508445261223757057764437780629947161149353191526851844743398743265462919239231803578737636607423082912661844686254340308676548908124160551579437070733127410284801757788767943390644543884201053837060485885541390311342877753841876313202932975027206085049151597944761297419447860868070308054111013954340179179374980138648798403229794846393449350012875104205648543820125389198127501776553681631893860493982696402520957033120827157142358415326917381801331682749568051159859330750170927871867950341561014022263221784944836007409236872654146593198198432681333364334796568394873187656728256650387126966654475045285126566435305077115643888725788521805479873810248192753873068552611903177176015609439400786383506704643558237064929580034425900924016040980744334571663017119742401002570989398395284454371295703369758021875183435621283868223434963996109417073902661250206235937628317925325443/24364167758272298078643072762765549572861240405262075900149557785910083304849228240522423751058486320578282661619383470120287750022122904971099025412745246496010287057678715162656833363074309127844020753990638205588531209964860195374421900468436083052797415355877671274911290012062737142214513169087721018076785274437059168676308825968989365613515162348190479235654493095353245735168457031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027395681738704709871,2739.5681738704709871,false,formal full-window monotone-sandwich competitor
25,fixed s=212,fixed positive charge,2993892393540703428314169339894537281807390294897402351518820578916939899638630276993204246114348065514142906067272699850221525692558173047844942509719227910646533767855726346064336687886773247059982406137535226611908719460264291931473276940219309865056760832597815346698664474572880665735447494416728820927538593998447457294279262907170703139962285586947685803330995756694425100648048463035421489589357079425989538065783584429622701554516770223986898156064042501280225481304811358876570037475295789458963847485148605491150402856173818046311932584813645934297704789896553768911838193405838970759669124269781646460416298634537561933433405440436810475033163033260859138965154914315016935493648759053113217525374432928158948764994503218760755024538727031710202185716132279553183016526199535747725834804168112441576586963273895226087856698997046070345979088496555665863149031521976584249/3002389350226673722489679113571096819945523647150413094582757980761064380592190757998299338011890028559233954090002426212727154035649849100567493103039807662406459112978724969136323796504069105335747943009638807917408459328320162995846999212117170361185780243509912515946343978395586664946104665053918520450908647822368946478377438324969261884689331054687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99716993511007198556,225769302799799024849788857286740306248926529070487115462865937472925017342801885606453436706128586957209326589871712638663937067843744192122732194820546710588561185636621448425157371887657690596791215140121106470394542659056119405104693224357279285137260292972746670930654978905159668554849014542204387417897713293021735333179126333404982311986223947043948729702443994790619175225472790409145010315092537260119831111805631408628120109839154323240398166772053364477365733813392605973105773162718594518684305162983303390835071724378467317983093420980764640340928871361218339957783918300867921274339821377389476337983125644906831134263345470285261489123279080412928403023357291696593767600353418316648520087466824201293558110344037925868047809088998321967665946342605592921607304955985688533848659141836158509129970650545594716194317713911746726225162336415886020596239367434913088766156233860504897194959155730552289/79862144517719398534290447901575130277754562509597301138476805521063655611331295789739273557160837040070021825066489173199654611481911589180434657795870995896989424154162983123769110164600621329120937827174682547714353308368038385374950712676403912503263474226917145306487745247593562552064216320687536545159073342517179181083954567807076551447253726784270000393917143810540437698364257812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0028269877319623755229,2826.9877319623755229,false,formal full-window monotone-sandwich competitor
26,fixed s=214,fixed positive charge,243384661372596729128006532547305819715532282127844961721259352970712123983081472418045841577915232120132760388711696982120728562439366662544188200186913417356818135507447882563171476085371643979206403567023277398908054508282171967003844203316790258761628540221649607929608803416684017365752732399794562285504236342938386571053986308792906146300673936615779787886246014292500247194639519042172520992370291009831261537987349597332245551783026037444222589756398505076950127710458195887063643550752888482018563625759296957211163998143418746278660265679714809489493400863522204962174889977626255483916485232629103323737472829100939231527128304030367376394741979671980724421573686845938537939929748221273972498951564559504200808572449734850445843426223549990790225364482932062618011202908874462986577979766223231581260791827597459953147331183206027981886580971136075857425073478705193/244096410620858316618980096385450497118866049506299276799103150106284505360958060917120333019781810426547940379214138781593889209543220481445465744058376345340799233419043211882211967939144891397589557869702406562150162179663900346836822983620000597595489788145849872818002359752580257364843588360197519135042973619648121186287426098715513944625854492187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99708414701202997654,18828403066570551321169720316348905679140115910946244128925526812212868035574867486155948789527063370062010091231451267472604398829517198242277962481136452336633929757769462150346658546581416755045038868666707485264665346641306788481815988812893815671907889063988356444521125735735480828717762990913950913578292026602317073157201280760356147321731007985875658816954299489395208565062351992423049600754250382659264320895256001183358290574037336934421888209149754455482176824514703432208807752160247751628795715024038663876333768490666577222710347772058573544058422795447009967414976553623373438348564191776104675660074250530443052489721393411631936369322771371021875919634699375083216033912670062571748125991063844486747872218017112130754300876374494753942065422144384395385092873725606322701531405414642856608649620853280386740238876919447954016614249580880988371561770939864550545673130685971791078887508131508592907/6464075564147416504028403835117561800577365494716646038994585830054784321298000968215053234121365180281835820268378156968619240369771313617250485123115563026545458238926614819778437847843871552322598338032474159250454403002663013470447967439000753595547441368939199080093461950326542034368889284788359777489890650159232195749301159147795909891381979509635685721136155734711792320013046264648437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0029127758300043845359,2912.7758300043845359,false,formal full-window monotone-sandwich competitor
27,fixed s=216,fixed positive charge,12647957177798366539007499952107217486890700927257278266855371862233697511760019308823035815505629689124158740395108816228275192849807634743574895075690935767513186730504935636851039880502240491970222504980844822432645087717499261917052654321041904755536514616857977507150074069408760007070988887738731804524899023153483845925080930117960131344210724983787638199764587659898844047355884119824283982706888793275503315215167811816351649420208275326691136974839653453910529485372021621415339062344276606162487591276108689119700000017145099444817416097152360441484099237299708813829981763112317730529654926188668221337111842079286179865600485890802128028665309172416615517490088503573696258385118646178096444827445723670425227820817190827767525512403448700869620106881912489439622549450087578632619410829161757705290353476632576594892221771460924667104551060748516652824627284928011789587/12686015921846834525777220915947042935930293747575048480951789515223747456282805036610633200815420396948265192094931077997809880738907226048029448673039229835821790559765567779134398923087945532454592775232260338910360128693372452892238806222709591057834398276324012356848673306154599415594074411863945332807030062977939055546272584251710213720798492431640625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99699994511413734835,22406243582800110584627421286375565320437126580758105846055631525219833940419641243120384695039514309789291785388770124054030837006234283934477782222856927793205255407555177364241671097031563729698130978138790077917926865891156381333110572648503365780577824734685198971702630965230523074469855956358217783872002283655058937015745267440553209191059839757864891744286208043625972685967834900737587311634525480669702356926267056159923902951205532912677661491033589416517983210920621492552470518021632258819236558743663137079581456568834687033496812033578385914097983963342451643177404099165964258603514061231815150772155604575109711192925310612069065712175938467450584565612414804895778691516688346182641948521832641964352527752928108427914308115189379034454271196092838447404853530831957154946458065233032270553276366428915335648291581771939521479774859189108615193174463408465437138921104170687492799947515566477709967/7476279644734841413961533737980931942993356060555996814092962836001347447578773212850278624270602208512014762666992411005565819094340154974370328529991023283415367203471712644270875402312446787647532341352287942326882146728661407827835943735650484003532389552292469013565461418517209856804947916980025417065827015533003438804618084843807362448016987153780188446461352214100770652294158935546875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0029969777278970127342,2996.9777278970127342,false,formal full-window monotone-sandwich competitor
28,fixed s=218,fixed positive charge,1026888620622081134231097880405669787128707938977249913114440991738726392772269866401515810550686891887362509016054469762638757837009339895115750342017709395040389571993575778263274030086223628811596320888475637340298992001288413609004685886619350412490363401691732855684426180554436117188863568266155450414582887242177815616175168180439996665729244163441922746433338655992184551982039172612049312947481410110303244860724668140621423447444854082970208605191858854430019949477234626573407979011372239531876362303287841726907253995097624499015466925025468418732946985076603397851102789877314605667131360481514963714488355084333083329675851342960126737970410580392282419813781234181146655033347906689610776130002907437407561653995772661649319645072725026826384695302298401966379011924327139204195606351231274057458089190761534386712087057075384259344637618205701725450515994502408030997227/1030064013567447528746241466698269810964802109194770118965459973527978996425115392480880806057959765476552801272411891248304970432777413000918779256720562598473771670839367525768857314829234512525153191552696481836530053239240625908838381366037460305619919005196270602464293961020856087128384754994559319110321192055029597411941466589269111864268779754638671875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99691728581569511062,2934928922413237214427359455362957567901293314466189256278139138241258899174063837733344834138728892679131233646109252133259958587901727342105952461962297771956574932768953811445084477462345692570716710939230258855189723664416317315137989825058400571388909301224749258235226206504516969940129374703076164789288939061502903495178372123941631957882781263630074740625369729476073898603773407212186213489503426097571821813906935998833904290630514614902685912570003195249731434143740414132505865163005307826170611775892691025727489789228491614621624686379930825958265308352566117608706664731074322498753516880316907867665077377412433216473363984395704151297799234803143673809214360219431999821445053512402781380540798535062575201019381565099271858343740327057910473037306602559472949753078022193863726822660912087898248594017820510190469889311399496146159725025978778068088670405160279138856124325844868520516696972939401089591/953011311823969377716621883767512029958057904714566314071678078022625889375709330819234771193576592301780964385607272299683106217237821016257034252008202056270682501722360342860010499247752319588258552067676108061174982820670136223742092116899345813546608670510400680278519339421193189946277506550360923433431194852719033532485462409189687354253816751236739503172490373117398121394217014312744140625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0030796370263392504585,3079.6370263392504585,false,formal full-window monotone-sandwich competitor
29,fixed s=220,fixed positive charge,31949975679120060382958851156685056193983888937252439220891056934679182364875494394148710340267937164154589375250035961660736142520647696501106791533699817892471579392514460499495083461478289292319537256540329137709984713416849846457748948634419010430443006001520546294612132299086237239497908545912931283693058755481079126974797210516397925922047198530455831758821264359146326536679455956356257409749635525893965758792653049741374783290494534019009597326213209316727518216427710655095077626840364991969761949906120735133688584632249215152407682246203952010933809560067851494448106843394483577329541990094847647840665570964652294315940723728538055433345095749297937660042878648737927361999064787075493212683703444151984369785953663981266988121119017558344538694559782298724889140744606932308731977403242365678791830283125247240384891803261442210618483281498988145078558952605960309/32051382178607411914684716728873467184828539159386580642604835725149030047739352234009194397481816440820040860706627145494409945863239151255629865435231582011469728174288700909862885425154140720029461864025869846927683088907379253468408347490839944067444925366193572072357101796852073956641822288455496022941928124447286130305201368173584342002868652343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99683612709984672794,329789539420355381119512137134751846712477450006638945879139247208502423531398349411899973759633813234249188618892336065968735012070823561932155954245924650815499095432764966575276069746507532186222133234024380158231038989059132576090778868261308427758379336842123195071267281259457515517294937429598064396866404229694879624459312329021942854279199491072495592477067536135424305734328662075311477480892720374969968400180863201540104031301216265706894239636367765857281602575843620745203352690830769060502143599413218272882010020335652385012530964842859580277840693558616471144651491540260908094059386660868294758733990613080488777203095925643766347351036355535272094293914492138541101074655724030570865644998511641864078173041880579866629625647490314642327038849962800293871663485378417583495564433325173928951311583814296630350227135128704700487254575166432399900187020274766113129679925959327377077631101445934176149/104337504324813851714820773198398189008115821435025833016645107271294330019628001028107814637028913331182275670760522480512715441183417354663526721627486442133251652192477378690441032175706998821001913813860922876687779155342185002012819469298853109596500656008958823256299282517276282770266941088602564442369788683777645899939757370312067432723780524084569720777437851211288943886756896972656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0031607957421876331412,3160.7957421876331412,false,formal full-window monotone-sandwich competitor
30,fixed s=222,fixed positive charge,15233438191863347532363924598490999518340843303065674674153426696215694907946098144370001462764505975443314852746399714748908943230403314440183033468798518064412738741509003351176713739274034571325695049117136146305528548724060806337081545271365703264300793109817202395779797796227089558150551747750900363659459353976484935286598120592755770500194768757597346931488248128164348558746702552994636196696864252395000771925484901544620854280595533626981146572778167325332981510961067366248260988316782396939873621325380289286142289509889211189443613305177385084920996576207397201303966105655325725941967117784342261288410818285241941831324153509235342852050498314822143660793636129234971305878519061776007754707564534455562282776206715942617705424247046890094314405084952241957626828237241170089013115909286063246359039272304762960373718873167494010914951323270665426461671143887458250377/15283009727225115830953450793443241511031719420080181384927949267091288349699553924562232849240312105630847191159891528891023731264970541274892937652199001156930399140905712633371140078912162690264937191475411360782181109865863252155556007842747829445417256013616469962832434592104520449367051238387398434479170828998329662029576070381153840571641921997070312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99675642846229027207,869211926405517176675257898312967420232241813807168021222136603454582403239916127671775289062171440348187445097739897606622792400089780801936328232813289727852037107693151018048980618551945864229411146704706808825188188217377239526148458272783914091019271804612540913117356975648514125427878314300180291464363449844789351916903019143857809250287251030657025545307348242759128780955079288502046983742084584374399532611606881835070883224800806618396960163483982544404041029515150840003063001060026796328250073422505406453866876792106469903441526271659489170927108162405989527748421426895569932916857171619879843766196425475629587690329616904240987615021614293568051531548890744062688672356355818613642247113470825591914490152197230219161755019557071794743579042899747580077967752992852468241728288547887001626090479523294741041474330602691256826438716969321344998597265959315273290108010177397143277553874122196558350859/268234357028621446387018808783056073071890501059763151688888484046066836392952522291901386740805264349735234461296822662488043120047710980260822842146656086167050814259623410729443837769426464533915204647584725923543857272911025061965759387493628200395605239406751958656218604246925422200437543701191764912950638710806002530644565587317717442510531495691947917459074801627139095216989517211914062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0032404943797440890114,3240.4943797440890114,false,formal full-window monotone-sandwich competitor
31,fixed s=224,fixed positive charge,137141463878005490426572179495339423520938667325419333802791275979583507173553594452648346148472673464801971947764496983256592523203631828928858667412761318294990789221033497117138834007708305596428939203741951980094668800102182667315868605369539248083384239028671224612141680746507317750672573352140416228422518088917180479261390718406477235099284245711136388881022571992550949011286628144264441966463793771397109690751724211583819279728111014833564435362039679544127927563211728346276179397846672587824270014116269490899926659905189244330505016504268902567924137056715410074523822387342660490134423861955760270224173002133853284284461314083914210343423447405912509466184076401811662016793619597744728135631742409385928567801628483065056022856388575691750172459989681311024714953122128541193475954667167971097882407392853294520131482315627024966022274652705269627689807586719198760789/137598545490235554653096051924805480809760329054863316576758708216168703862278138701277476898547456466184799290106228782002011641085963728515366044720471815130073694622161197244560365558960010214708559090926767605156741709701408539609282036941103353323386338654580608352235454879755850779823215526760617554873073389702133051404331354206078685820102691650390625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99667815084380742788,28260592795841099064991016352208785103340724178777494689336481425310328578370967819901913973049709518430619965897126495163916110686833690437522064639174247625288990242348379309623665710153210540618192004222220291299030136347651927786303893631193215505958154192004123423627375392303215157021030310530712409042184047160169170801582671060503750885167138126980603558736296016339898422414191370519424270212302545194469844822677422186720344773291669296164929518396987609895983147035490946950931908787007385967117918461957055866861221238809446684478012160610641255537044012764014422302856140667560661173921027334963187366659633931641771978277469528099765226601656211274519912753695734925763841573844526434015240876623366211230309694726261513874656072357884943073662738568080034711587479976333931347237545274225406142372985356638200112186267921452523738172643616025326401850507143508455190417528770861128386726778301068512001/8515376413607030044032343135970034065774301620944861958377412191938629726760397533076234499708103630150324903533232465475810892699927332706692788639576383687842882992368997166014090087918300461394133480875705584874408167394000795617960615475988196837955721885928633608133923944346838800013890276228309997236528213041460397798240177375165633095572428434665013252669041321496479213237762451171875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0033187719982269331953,3318.7719982269331953,false,formal full-window monotone-sandwich competitor
32,fixed s=226,fixed positive charge,54752428898164012915568635426226124163840974768173537227847691906562804554814796751405523328328218691911094984323402674810310550586425123698998613208123878848145847264535020552594822810088007677269981668828701818096723098676591615463378375485575172071789628758176616341794685733959933970768383046504834269050168913030735183513326179365926425848341706889321749767037074758496393743629999655575899846153352818504508047989100864467764324583001207022072612195043676722973369717094236261126679882829045041395564498876690003696174138210187307909451664711276422422447178145202812025789551844820170379866545076094228087474152928457481930153265428380352519850683041712589099572974914201492578094936289106408520912034206064735947721986930615326568910451327511138650975868090538069818307131471711851165872955510243943107818282338435249728638666370605526515629465607795731792396295934245979269/54939152983616107860935938097763955465951170855349355618027237921376266423749832613385346264445366987329962754574168915073854853145569597959230952423995685517831417605284886536240006031274970613993655358860200879360550698219816025592333964095184063577540091751005874536043024589028312086594784086103114378424024447089557554591010557487607002258300781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99660125656637299102,2780734610798600026501130094722076095090532503381291873884266146929433896780629977660833655665377355975583600431586903927803197894436198248518857951390988142937326617675425423349213675628383810321358518626005656450523977696821684908342961675901887225380827695422378788823896315506928491896872089841633537189424951129533189653445692309557125784491726416228698267781653089103810730056872008982576346351751040909539364962798053119608590013235902232116835355055784509066308905976232640482724521400794493683561095726651636077865813187966431198873799665064017769797014529842007752754705832877337093012552581313375598643660546396606668426728244198767930722310693388924829409417419622860983402804631035395211930380675836164626444831451614245689297015103989689383123922349827129766046415607791003650266098034977310957934309113614030509580992514064694346619794567589083847838632111897684503801591448894722688879400090230356781093/818906919896596584614444416761161185182729723222296775547444483105910295507158258288840701697946602130930785153660089314685226786060834738871927241083433927882059925424489621974450473134575211238618554114128739658605267518835174566104157246926466565151389294909392174375898906055143120488793027550761312942501966997746692537476448651919409433402456980830019794836971414042636752128601074218750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0033956662756613700577,3395.6662756613700577,false,formal full-window monotone-sandwich competitor
33,fixed s=228,fixed positive charge,37259257319117359601674447077910210191359515975350396719637634502068572268431136021660969856821424095459589011866412468903976290022425232809886939797427658279853491052966775110915616545730336593029931270560140039842729314149447268986576167691683573108768437075247301131091367581800493480842008435197005109897389649862428814339373146973178616411413892644119447502505848151197728440559929794161468632833582701036133693306729305286081838996460129923996877050932604619233748478562640336200995314236275146390325266391965360969439169346041594458776399672378333624897089054468423324076994202355443307714762035837342810963013321321663418123661038448588469550687735322412444250200083991888270597015567131305969113732508029503692011575659798291757000600036582680148241014986076935486475923082181470361042085439334416140805475631969123411357905995326992211902048431021435438193656866700619171512707/37389158124493642515780460021438330993332955617694388533684234413292329855613523537903810874199610687897157478171936005381959161611431324577842736201016537290694189371936102370086443456788941898921289449285372002869418158141982274562495573642276901219530546930504722243089117899607010327220595622215183636585508558051321736925842742493841797113418579101562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99652570927262508008,5905680358230384739023265633922219408293989363846182896536652456517393932789604555573948380357754720557927542019435277842308052252300555340182879935949733307386790545942711851459228336836655498393412441316487709010753596919210232894899846733296066053444096911883377504968746709748479713534871857614509592749056928861787606306379303320745605042817295752065415220513542298736473020176796839817870933161881444165594594274808172488430733930403764872138543231505996978013123494073834280021972329689407527243220757655265906595469042457536638481955430989965317823556498376220194074422307075326200841954580543646743662179315880110748272898288234209890516476321918076841318119912067918116617082456987058620467277910935673886424548415266868828090977890934063687168618461778131488705423528092891313097589924633952513205022823408208312575331684805528327357071893870073309499606780074192835465628389026059904744134443143444405631357/1701330165990159109309787569448395814091543746306710752522391585400090641635370342705347718209030336837113819571315975030509473932259351950564945791724585722746661894926224976401212894323909718639789239849297935578819807864616013641490631399431717240619229837069374323495634846374951081347907951975265885614616274926066535742679602462436446191279342757957104836918915680143982172012329101562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0034712135694092810039,3471.2135694092810039,false,formal full-window monotone-sandwich competitor
