sampleIndex,windowPositionExact,windowPositionDecimal,radiusExact,radiusDecimal,activeMarginExact,activeMarginDecimal,activeMarginPpmDecimal,sign,classification
22,11/50,0.22,19130911/50000000,0.38261822,-11991076022621587033642358396958976391434666629246390151011049777814397903819080623876298013329486502834368608425823214906523926970070195426637561690762616873416335403331798556479270307179046890126623910015953955694118031325384939836059031712416181280922489272920272664158476591785420666517911773961370806938748246322016244129104367642045249112819436611680436346958625626135652915947507112054776261848625909909705958338864551532047696825764189535882344089820578245269712083349256208850577828073183532859956326803195908036108458731455187317013582602712679506332247129455671492251135280143560486193273470279129640648076533207070282417259751272587785299978757924347588208009228135090061544068321926441336110422866503261707534724610749585998781361248318701058016847943272612746176216157527769622155735437247195114435506850591367503558131614428109377103789985591357703534242791161956745404708484150496248791628373000206720756411295948748218402196809534657259088801182792982233057094492169538193590056817235781937683856207821/5926438417886426238814419365256960818095576152633250995511713241836589421226713526973399669280518890281407436013796962145099859368737529876334746275114239198137136516352909100811600302120733053723493249500401498727677237757693507269184361634124601080679157773085180957504109271098081874789116701099679988692404932037255423715565604671017069097110425155228941357676274757448984381591472470063308719545602798461914062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.0233190960749105676e-06,-2.0233190960749105676,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
23,23/100,0.23,38261823/100000000,0.38261823,-579721903338009763646875891827815798559351958454353826817490784984778848543706872632277613529278586889790634974053717631314817349619212771356095703881191257631156993966321428217202273182884037181123611131643006799979975513882848810679025182780109367303004936684950091455166838473057569850681223175861888386737991402318995612281569808328945886674586570703113418502933125409167807155424332056588943275619972913049445882201058334024321679923181574408320322860105659425776156913070799873993311036511438443812776434050591934634882298720067855581093333299037138430016187607922111107112596096217925730985535804290411528469681500985390107831251925180354997523186393237810069456542358829385228471524788886381217052519438440744697376553316380423706037843701085635522703205088228945622552511948618432859271086519077764020829069691849442449204905395513694663323776659227104575838011683918663113313135741062504605493159684165597103498400410723584859259870092581562320130258848023375294297719094374489581318365811847534693829525109119/293468069471638747391614172825881707871674651411173277184071785118458776020793225498367060661035560610095761856134327936037091012773489952459140248415234972733405861751963549105464506229452894661361886141098835621190103011571931293918617155269460745184067840641346604775109132584008149226538372756831196674909278954146429896354675292968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.9754173064951963126e-06,-1.9754173064951963126,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
24,6/25,0.24,597841/1562500,0.38261824,-1030760881250025540921728191305445864346608933122930415909866515754674336137703778947930492746750911615389825790652485261688617560295281271387702987027798218228945819081067320464068726814944325936650905695503635213784025105193836312510679251915440145295522830860138384537447283395125281255869104085496786389605034069295388451851030401137598613283108855551181388485720125373579541059214739371722464391615294965673500288428513078417745047182781572671692055416978146232684974069523578992781457495491782081706425044532732371755653935993706743252033595256485021379137436547616186265259186119056470109735603822343471181110364399030348810553407150473510022589670668249610939580612372718910445852864265689379741391060447197142531783810484705654097503722006285111473551762579741677575930172743184494026238606595016719037749267669821448070160926923828102275928475117208317530827597039055278643854141118548117/534761392717015592642781425485379516119284842117837615536555381920185965705506133820306570293545469082659643621575154484619232060799065384633541777450349170068328139891473029111801215644234961761907809663740413012250173898421593286615572722452614088908341101277216068535699747265206429059826391915870890606288755168196050977768500790324912204213238189148685905472441022342909677517161523373797056805261090041713259319594814805902578355933453262503364169648685579575428414186831114351649757157051477725225022980550178717364203486730781088529639013034652786491867798228807305235159363422080435483211700731553139836703209077021381221139331404698347744195796940602782854057295480743050575256347656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.9275155149344941148e-06,-1.9275155149344941148,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
25,1/4,0.25,1530473/4000000,0.38261825,-785081465066868591743570136706683479940343674490451658073707867471687812575072511724278008839863478637295794238410384501909453318789297432455933570234710151450241584749253592723417796556584749299001829845486046043516891541436788044747367243448411868334453369194353215281556866435651106338483381530974175074446641120973700373298779456043140613058996806571972448741913960897987346987113180604937748077460199910942135412764911370531990968111711591528729471837277169641150144977730852878619430201983397928304088051137682557542255501221488073666246080308376669216531960607720097627494215192391599292092394043183178695161191809590579829345866807306395745131233888466413104949106501871518104582819997963564021562289367483652201423947553929932188648289985742602682716333974818914975199910165143674136698794157245170782055484318323746262562870932075423368135383063555764700599785848849933992262156545266440643734329139/417682344053712809548692594967266343145979267834170495081438434753878081649674691430590548558526081683893193612863121243683596864709928560859833932765755750841364369957998288884436314245308748296770306143522726624016368980597272918676510050646177904491442995200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.8796137213928038526e-06,-1.8796137213928038526,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
26,13/50,0.26,19130913/50000000,0.38261826,-2455893250078217051266959041526987596126614778117823550254116458841818069562277457797178229961871025512983645707467353103520294286934315937084685209297948151467552168728700068043692344186988771036348167378744576624253385081893591277180968392056034943581475247768154807734573624564914366114587217632205654984787742631879968135748707885975710576007840990730027375718743072179065264576851366233589294497391279190418164276030314010361758178493382967006873536675652369376877355597816827906139229714276244804600953606872230131831624221747070575696380238912043569761009605911630074187809877565177772957343791038563871440159376070631550638052692831126896114634341820061199384291185022210755856875782670605770976380289398684421135701517094846542989044941002462242087478865714761083812005461389156951260852392873095850260374048036435071270124131155701638925355119980636758692912511099576430656805005923318061283837151464828861031895835537456541565180183648832116413403079097298320154550577423032089165879632023249/1340763913469408847505481143265443813430862101814351353641262526270448717547278361901614778301489592528840266300909776022929494784550415240527670032915583227677239411274527093423397159368411737396213215053743564311039969787033186099489524150375640055385118975894685362988610828069274859523709447386261448366569968826781462916064170996266802723158025249508486665545037297420094546396285295486450195312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.8317119258701254045e-06,-1.8317119258701254045,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
27,27/100,0.27,38261827/100000000,0.38261827,-30616310251155411516468502836508888285302638320574426054280305841794685897975601288179847051675472642833099408743253184242628445997709305033690816781324089269086392119738199077721570059890816295058820418407899709530224614084198056811149234076471659679130076536790924095730695131052605334538405684774795686109041714097782165818023745424316740768822836122245100981615745316076261834939622218556762554381749611027982962206470427393708217641090554012819367862657150138114610217207351876743312379906071609089653356372946387584614987594475431968501462625101444886253580136657462922088250656609311463222629235298165831516851445904967712889290949882495186981541088238141951458233164568625049792629351603658825341652269659619642321641864496416311061430999065509277997482678842417217469371366080167868271439194696743785253014473944565480619262401153336733763666098657922778886148354004931061572074237626398774783841203532472053500893685752658636336197871453021683709125321792404353103195016329733293416975932039660642207474207637532651748377518075820450933/17163435594567788044855919563284175772945491454349028108154444152806882459577030778192998312425721907251274643281231516536133891117913424088903073037263149678932405154357474935086153821704868408509102535203759549475207774482180845195689770632043011197571210898703136966815167012686672114104369394358593468115623292399651378739577900489621242741122841835021972656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.783810128366458649e-06,-1.783810128366458649,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
28,7/25,0.28,9565457/25000000,0.38261828,-590509376867134954006311711541647709075174421458626522798014403285322341878190108965873915325005635456957771308091885981427446752176823184914033480883691533385650537361837483825263940408859756416529774390164356695622638140649221648863055992236769715727914313801958509618242419824627406649715498118473932079631065351196642910883893803013003581096653464933112882431363383512205393529089579634447835084768787289174531671492628169206754619941400286290842250750375950803164565196682766014840271240557496955772083885315637859954996708776821904702396457343530483841764139680576018022226111501261645655972278645524449438083795892119565773626230711044766397985866502115425757218537232820022685018332353152181734955923173999212895015384398111466853090401165689778174988842944347879440958554139459368926974967638013000572492616531101546207487420482291197253531351462217395108999480468226807964545382313476645770044514847134227971808365708767223090816740843036540058207914117417966115139039806543/340173134169772302519960429743365365915256961369338088746152078123577084003882553637292044650688397073089461651813059190320339878243907611678950507928057304079591971556710911653919144241988523840737333959877565238974983359443341971764411084778105244403961830759981590188102756681700284044247872908445216418587133290825567615945574678321770424413763750929519196680465037889201614908694233937993887301054224556773388982232157740082101327061536721885204315185546875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.7359083288818034644e-06,-1.7359083288818034644,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
29,29/100,0.29,38261829/100000000,0.38261829,-223743301269558649800267380027940817709183894017926860236035140183453431714673673530700252454439321856605670577954581982488826039463348678344851595074580405460654225057913384273985334085779663891209548088256683931939879057812593125200991757224647905474532624890457235552577765177411828489328479963712348756972639489830677619850530007208085146001507988883831914480990695696926020660211477878294972349403671446242875574422012330801073732387683757079347815959806201049215065286280081205904463924013485263928154738706799182433797608820557871569090585995517987141765486081367712201305304467310541009311665085219811031914415001692277937760678026526172545680288009875376171010636136338063761798001789108265210777837549484232378277881660770214123657733986202021677529118627782774092614788812443065171030811004243247857319750777284814371124648693122432959346423360527192657925872170005475686550208243909431586540883685584594857495691501187391273798346725881721064756797780556866523981854297509210182866319174504878114651216579/132548836533258951005324890233164280955348297867042239030532306942711732240395878307435418907819356511684568612210177935798636940673229620387308284620778164090845781565626433537020682597333808945452283238474692068321057586971073898253512113721394221637330121850395420738049423879138258023155502382528503346748038893565535545349121093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.6880065274161597292e-06,-1.6880065274161597292,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
30,3/10,0.3,3826183/10000000,0.3826183,-250219371060353618983332431079861464757351880987049659629617294993001775323731585789971661961440665716346077109573372245631197214879044611124669942583088236533990451684907933714073446437981425361627568371393418488408907604019384408989894124248411911208721680105807988232451906486208419341015627320332905728927195765247253607997649247297638871449848587608135688102842704335601443817905686727343876209497062625347301869461144608131197084547159520675270489809244259804481132592254612102832293975618370745882990668998515593278822113686834436269718038977738111868876651226902453060060028575439019585011610680585904160510587165238231968913286615800757509438973657806860201698194504009186972805875855953734605027790637858512554677217618478171157824255225585151927468452283579257970810784272577590801110029963846447354969968818539965087982760069478338018701980358561923165151407199790698726242981019900444451240594377856090209201844719118660862284954839899798704723/152563045154062139957184832020864737323494866609173181740139229227689470965768531613522178911731535342680540142004713723105465966749246735288250506865018735629046393475366422713905328570824487232656926925342498743504211872399368219574794581797349940940813982044861706058936055310666052592910348375696361867462477659301844923334101622458547353744506835937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.640104723969527322e-06,-1.640104723969527322,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
31,31/100,0.31,38261831/100000000,0.38261831,-762518307490713685275918180516083940253991511090792207202685556207802295946242243601427031731086392194454012183595464382692333147331171323965803197460461658941474902124338624190596487664455693351582166820437984236414139823244512315794097271676445459221888278185898153493580194780234194556203915337359786341147199699479850203731646471988881459531167292571401836282675826326661840370319148623883692725882849034786825320777623341596183593392156761341917212656580363007019139438094767403187836675986984289961550304644951743814891697515567699251276432835301913502962788012712077916002417106423471890451503659297640801551594224004166296443266057606047602965325584856562811036304814033631248840640459911867296746081324406674408749676089336461538639116958865403101360070980404956708633254226641160855439122177601392757926435833922504298364197099623948848915921175709968458337728250464964206424084799770042227264373702596131586893812889391865966372570265454302420734949670218528958004678905519014026997061324871988992704023772665553912341677710991780493/478907743862827569208400995915220026067785990175355419759484940357347755397738932604845137430420683280638626410187378049163051867376522184298825620301672043246538757682341784867390430668632691866590619794164307861144411349187764357395484149048904902902527036777495270901233282982256377621274033505955353295755465404490722539088132236884121084585785865783691406250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.5922029185419061211e-06,-1.5922029185419061211,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
32,8/25,0.32,4782729/12500000,0.38261832,-64166316949198782676539096708484565750880546022255752827590855232571388849321540429118764291042142572771087590544513268515370152482689544519026508628174606273598057713879873138732248173118583661555079935919157074851570877603017509747613783234129661219561046675746258669151504334025615799342542791571249272765731531409305949600556492964740090814124471942072269849018933424558373377800768928375225774310362662613066593917665420176099659964651186933634936323080646633483628028205573355838169815657563594679675464043098488682964441356246848001644245062496346004494185918235677717048072579103706485105886625080924006799660125911235165699354470832898482104080216912890752627424273042821409488880123080358544346298061574821115504969976482136574627557053294498823995014359164781388968768728125666980823523123007696389873499936899312306309684343781091514042311329071440946278106116320576795329599356867285282850126261702098658113353093/41550392269102163054997727123302383943150351293631294214186512804889027108970808325427698113840476022092653530766424860034276981982337762235810445223132663931023718156918312682959572677900336414734978489656178556727807695778810490025462737936270850736501966764895259915611272308499735581489021212718521820575821141471622804851100360236407321056173192732692821464967860077704868393802800256163182569248041361840963368061214535620628995045644721653688158369277516612783074378967285156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.5443011111332960051e-06,-1.5443011111332960051,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
33,33/100,0.33,38261833/100000000,0.38261833,-7504302140647319566571709405320642058163264859676763682396541684591971528832053161289615430198646908672022628420365418839694466611617131744470094117195766166059302290533656265846769306503802998646621234619481018682250009729728861372923432609205350000360760027394933062770287451843875361508060564725843624123615246382993204469156444044369045245984660203303128789079339664230723306328811760141029814147687388841040564214201930010207352808714567737137431171786652977202411439866444273837166970391448583317182936689339442590307861614833489229726449133726514822557252646712897958053450850248412799564664305999784365651947478446061641168390468635009971081851221441671135523718876851462437203893036548884818120344325009941779917956817746166629410114842865578545757649081224257904273438034018484106710772360934016643082910784898920493961724089366327233892299138934514456985984591995661594817510092362290632865993958024142289535322282545547418541684381840634226593071888180740792524829260703487572869825753948477855646776467834575303518460669473932059/5014906203112259813100591972080355231168744027492010814186902256774586993476610593362516825972434462094022582558584851717015095852430475383432097647955716373195326538781320140886837219458146042430814995629627096277288151492950848761665107303630954194036660205847453235918736414726965282121412021311784475636298124022255037757211937332613160833716392517089843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.4963993017436968523e-06,-1.4963993017436968523,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
34,17/50,0.34,19130917/50000000,0.38261834,-958486029253520857877573179686864468482890009630473912701770844178564315378961212701079999450099004070445291937621967918950092041323217788591928660068865667999077122304813342822601842461185716272942666456310362485443414302048210138681313273535607920273029514012476053459186039740223314065042976889748253181646999224244251514307513985572565024339562495043947899564539625286513814777019427714329706960921359000410191341698317080954552529684040404099215677624895757807062702799216435559410584328648382446551773479775207700279996184683427612239060119213232471321878190372156851302162859382433251495490408632803877061706990601226607359724955431976443318023598564322733595332191448701725609796370479476786963698315318101657120592361804189315749113955274759703265173888566706207052121537587682521440660964038161437141868879339656363293397192759017629672772071281860057779417340554970563536233914162573229374623944110390151611475919150298753861695216585118298874910643998601756091082490280098670880184416973/661710521159847512483282902415388257581333007567007562518275021837801744344235032432106842408617749630029265491471305051105315991057328615426781925485292710601101649909470918344854872774041142925116163352972328167869421593700636963132828048324438109670838421732178963354600191744126924670323317048009343847246455934367963131501256013960692119047030103579174614703006795934925321489572525024414062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.4484974903731085412e-06,-1.4484974903731085412,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
35,7/20,0.35,7652367/20000000,0.38261835,-65815524290799129738037376757334148498976611186753833345947016149177420856618193945454008153905940250518700309619796293716979986906507961212627327635157082351724826405371577115329026508520077873181367744758063056034202074597269993502906749726471939651768513023699642787301803705072789272033643121602947735652774608153663234787966982188733776086578112180845231760610456273899879649339636338753248104174902285137335586605836780379830921533931966686660704492349040756119254841905720300788026040447221773419799435847613933239528126697385134793651446361073154331967612936155564353706614496584523334527271705519953656600038639763170296443746618349787415883066234658972629190590572040571144836981378808152250713196809838505580064166915807636655644994879260491086223151738656702701331750805885320334344202387872188062596333905937356847716847527345511672743309650105020134836054713628969427760513976186542472994266085550606809811216528121498439103485315326102021954052758094897/46991094839561872221601060483374194076505518393919052882575654541271751616581666217431761392690200174140212666413031950415843551221327411101734719959683744004108654491812788406105776588972202874529920975411121157267858228138053025073434406812259699822966751980857225134968757629394531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.4005956770215309504e-06,-1.4005956770215309504,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
36,9/25,0.36,9565459/25000000,0.38261836,-6395513299280909855008192291128363393239235949346291413742367170344935583734821577917211177975292676929571281311478370506190573740880541884705289209384169796943791563892676441793307695447452789539540655950712822432699084303771009026038112407611166571812597305100212377234067442684118516829608756627420684791327349233954780514741814086383423217870003519527543170097437274255352123896375496077688027693653683794626808317530191926612685016860777575226532595544871704051537427588895627658096580253963106632385034062125293241272549924668407980977616779842394245574522172846156452574111188640482251714815804891031728237920108583668431720856502165417904541369487007933648945786767217529864852384027396053724276711212585440598597029879261584217243676180976323807501264420421839063650112275269986442262468239085556711747249620848640599693444999569269185811550285946849647001144843284794583424687397980303904437830449431907883409722421101688341691397124258533434805843684112461878474579369752157418435232599/4727982790796076598305869203691333670148570674179567005625786264027391843576401874325139894714468308934265006921950656928287257326006703177816200654864013014671574427225617017933171791033750629069212094270662033503246148209696915047013130144028473456425929975498866111959805638096872803873748218570239120301837510510414127745877196098319306678548455671895916529555039205487717760072876416382896325110502142862732201365380012992643376894263962384457045118324458599090576171875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.3526938616889639581e-06,-1.3526938616889639581,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
37,37/100,0.37,38261837/100000000,0.38261837,-694236140756193968825667346919815854724298725910294318863173460513842720688389606945888359198888547577596484134927558907508341719486449281280578328855321436753714313555961212851241190627708243925503172349889212050371445060323324144710830672187171554344161431678518223258628454310284917327631597960322459960098608050276021264513131814879445499464614483452660742741557483991571552824674880543844751689216437433528602047295956248850644143816786248485373587713645215540869366924139067475270430217603046321795868105522167016291652613143065844582711666109265205329912335960022139703568164586984522655481414055802005006714530539272981467716859636783428880612507106857809747691313137483552135390266772182315843282425292304483915936286777912768454953568063645347965523078062687206934433673770469334842071427402221031348922893295589075818801114282939596135699935804489692105478264821087612789785802914776851139475381437905543549115483822181647087106941846808027649661612336410000593104764891044949109814811620416580209804519588532394889754443891595796430123/532066503431601429390533506461809448961310235084819871352787768737013356246887954123982947685197379124789513941718177012620150624655316146755995264155157640046904559785081722987670768472850920663782178591316546033731441008947606201066382889593333347124707537859797245971270177393286835537235451225116397511584322064389192740926914915178258524974808096885681152343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.304792044375407443e-06,-1.304792044375407443,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
38,19/50,0.38,19130919/50000000,0.38261838,-72323106266787858823070098326747185471186501216705125889326756603277303944428068692166477640832246216681845994311180077870663225472592805254147499439708089387588497247228289080888361917593870613191808834442663902307219390740239576836387167207857137586021843964074127360125556482011249660068408919188843807763536137340575432758250254284513079005143745884973730665545162574733140038209213076263815913898459917320937043253409142891399345088740833697245804714767572050129569576742670576731263479970023838106777890053132746140427263172647757389413465884732265430386866419081098508895964584194058957051444674141409013680442616823695461492073759260105484271555918174537074436362351249116548956174180887879312303569280501189190930510964989091315067877304324155170534215959847668694899744825785130041428371333739255398804776810678759680249557393007724971451936101203812299876247165037899239377321024071884351447963066681260582406270114653802407839660165073909999728530510024489941157820208304231170984009/57541306968263672261570323842882131438253754944471216661652136854480194310164533823470614638703764454742327971913886739780624505552258211914169447526738704479078696218621269233259494175713330090472201834673937950752475543193378690464120990193279421995223801748554573920515074996589538323888488545694080799440987214758901153310417469795836136496707511906595344797210600518155843019485473632812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.2568902250808612835e-06,-1.2568902250808612835,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
39,39/100,0.39,38261839/100000000,0.38261839,-1964244287633853677305048031355737486047221046275815356361071532281682678182925311040271750011824097940180427339919808392657182671810864701972251877714940067632327177450438536157302617157916963945099057929301358552385104544513095090818220688190728094361988203182398777262016155775512883553695752614892691120680637031398177864060977663363999503140494579560522271022532429722979058455723943140877782219698943785025890518637785171414262685150177595626630463561965064597513602046462699490312159877496389369149313068619866890936214646892547592686169280600085618580070179101721222047101794561564886546300335925025389678210283291996005079201837385842864547786766544537146480865148882589109482684924956008919617764279671758698583982971347597131195919482742737170402909866350561789470031445554974645586967328882644879799861168658816841381242336412682936605328150369533290970603807332966881588853796327910495564303484084082774524604452075994684514402860962291664030921960260663992269281298528831880838841960252225959/1624700684846388073013364362625879205493831355173191697025887485844431753074927831822307384363411513668236028610213202419495597842865606008333521718620443061041516429823540336287668903638168209972765589969000174431059623134617355527655198109838600305333169353740111320337054830463844809496087862044078065082430839538574218750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1.208988403805325358e-06,-1.208988403805325358,negative,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
