sampleIndex,windowPositionExact,windowPositionDecimal,radiusExact,radiusDecimal,activeMarginExact,activeMarginDecimal,activeMarginPpmDecimal,sign,classification
77,77/100,0.77,38261877/100000000,0.38261877,1114773308132694894241072472672797464041259647221557447172224436934558923366793045473235903534086815282592670745209882080311550534925559524841437618812853622395540264636757816664378760139681997128171542832566021172538409863029321536344201786738514196783055792244319698078947231415919123053002615676548010616395042365565511332043463647425901813823989399577142165997393930920469883608597438737940209038058047665121863404116683400374448513384851136814953752740359979600799755228464878028737194773333157546735602349468501341562015725600771451715882875794150049825737608598554776456622201742726006179654646104112627820265698089466884076856072311663701287057710386709227691937324675579526023275794312350940881401270771982530674077167682020141345567228370616258407034533628997932533484971900682721096251534371092395874392705627208277242198457372303264591783526788116932601038742251825670509997104135049251389123082254731567489903638433737201643560646779886375842609573187445142530920458619042662033683160100639231334322769/1823663728097769861409795639738175662786449445842883909626936671705081265422216393567649164199288463919107024169183134828991915635680217802902555561140740539714722036769748442058630502933782151932969045196817411331907362951064635385715915602611414751889621675519569574967901591297091822848437311921365733269340125843882560729980468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.1128227257965724653e-07,0.61128227257965724653,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
78,39/50,0.78,19130939/50000000,0.38261878,41445272128776257163412134042815664299171707047237669362483702307225709536882006086210839995684001243834590554876605929784446822577575717697777858114297705661690751381968269349913538998365502730863916566781187151804547331409852667553620222027661626608277842544607924457832337527258630791545916317367912699851436406626527652782374446671249780669829020327372492305632544773069938002043222115110484810282800132906535840792528527606944499755047199008137363489766378742708686791093400704176916446839514350029842352411963408606969607939697507090252577681788968307742218683259404973630334694561579069287249433090810568386341497620269886589184594276774745914536744978538953624043866176978675554661827247973439096776127822503355110414777165877678803096014524224954765105844399004563584747741561974083899164812960473990849284220572893476164126794998527913268040652039297646826594913696424925839660428684356608466232372152308214541064314916838797406429526864245434021817475807616175786776577213857712461671546952747117502824424579011/62873585175357095967582175046011097319175967403286159811383765782644377169794203807660797091397024906995451488670371971397364408042936454458035323232686963653036881301988012650510267605198856966952539883949759500001927815371370418618776892576427892864925184814660684778161095257079550609637739081966505000037723923983242790198435499954820086051244500471823838863587598901776275304303931434901642205659300088882446289062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.591841711138888487e-07,0.6591841711138888487,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
79,79/100,0.79,38261879/100000000,0.38261879,376216813756890132050795844812018399278949015247076006665600604562675336014105087193114017147477097661776876950850888349190220696166382924027378981534021599141813808095376345778244026373724899518612488536902698822792131293152869135094919504806894795430677777807226831855483645306714590545067120451314551924824214013560500776524230759909485498359076247437501548702804404185813932115659986228106728295291349464572074452646931590557693627764063113495588828342653492665389505577952223771580767568522174734882429521674755229890128225770233311484710675398138827701839581821213078571539933151745812975481854125723406014582492585391848422304816761588392799544286574819346330980468835183393650123157318747304610844000633966046633684680575849281811931787386880411032583354135475677582783888376715796725945566130711835741426457936250262620706775772450562344930980200022264635667218875147106161964454821514390174275122309722574192385702279318445399393352234516942281267155477715268253475848493222500527524249260692358612660126809165192912974476371481831078677/532066503431601429390533506461809448961310235084819871352787768737013356246887954123982947685197379124789513941718177012620150624655316146755995264155157640046904559785081722987670768472850920663782178591316546033731441008947606201066382889593333347124707537859797245971270177393286835537235451225116397511584322064389192740926914915178258524974808096885681152343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.0708607162911507856e-07,0.70708607162911507856,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
80,4/5,0.8,956547/2500000,0.3826188,223565690862498717244190770378796110990853406518120111195879586673848292006348059834372254320200693328457549336796598257050357401142507125884974890882949721633473849436021359936373198280466747560465444555311803445632009263261895699219308028235581324997597953312093190533834087137857540644516607851582652843587725952751215728047406113286881884362742994396490252362382272605721546654213233870706751674431723132723046932960439070476157625113215019254759463830423112571707077180629296132102581177074336117567475626072669852649933985613014556420291852951619201028203057892430466683570809457226202686404580587554163871645336189787012583686210804451789497409417627574405823494506121118603739527300380067551765878995511887663032247231683057098110367770070856149734627812603062956367953267387666441494041190311717135204186033717081135354346916275012577232137423909861017505285796677475955856272203/296118214494082031084267888446598335897991271990839902390000510873156613943496345979222083544856994730205451132562371163423168917607908890020627847038491174299578925587180177615069010193790939773599323623210685068782177121007860564753766514581771300045041914700550051109334982452844913493585290137135641779855095820673767557604951793346267176491667294508290608400562945677273141231663996358740169722586566339317393214969342807307839393615722656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.5498797412533605766e-07,0.75498797412533605766,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
81,81/100,0.81,38261881/100000000,0.38261881,18654310643559503878724608205322239862695046241785624337583437941781235931572998959115508190527677997018992828211101844745137501108967843818151800903162154524153576161007404880605678890389128138585580618249250563498048226234463101623000592999442113198104326406862217741680980397072352935843566013336414620300833182387632149866473972538607668525856689156023457072662362886132272969078204107301044726808103937333499370043177222185633123665376381208218092956945401719002071288606491066906986736286813538451531626121126804670093182746438102380556903466512544378524591787322395179221592434712857535681543863344173165896954953957011829516258782926983525319539718036046084052036882003534735826569133636311144796266819161388896738889069940673718813531151743934898971779943317082647299429106535734584040635025984131332201856337234875451319684951367159578920135802825692608045503074248169104798958799297155503861258092177978346008980374404175035526222564172718301605705741069961401723632250728183779061907926152434383850025733413620185771/23233959152689476889251305981575642373443657889339583856014106559373083569719279525059973897191502215909888220606864652726536057881533943176529042550495933735684639587094555437938270025740347232134022778001421132046649840515480892766706770410192660375838065751868337692315473235565278356605132537913944524091136578647365240612998604774475097656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8.0288987860255190754e-07,0.80288987860255190754,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
82,41/50,0.82,19130941/50000000,0.38261882,374446308351583815288274105891034699599625404013536268259388416896861326827080038514299487041999566381377529911856635590665100544158623465205087758546527922536406398161746226478287711286894155379733380617743073301790913185476489178583822333599550438887744948766703125956621646132452718515799934814875247004418781648732594580974129704314538488840098570209339529788195021097845301357147000440612135799362358618875770517067430424684928298381933845479334882583712480605467734400162647282765489434671075753440862068062150933655408096647348069767533307949138466932107484407658545990077774715674189834725025873214379909350427096319479556735208254674466992991351895514156529994658838491270427728429435770945377922574781525994540617193217417518955207681889432088976895945956091001782642622601507462280974478423838569777591419157342950743406847941636047566571725088273977719725439086716176957587551042409997786056132869978849062998207575775829507790853940573056914506474638634779460607750557153772158175685676566018969843933963153877/440115096227499671773075225322077681234231771823003118679686360478510640188559426653625579639779174348968160420692603799781550856300555181206247262628808745571258169113916088553571873236391998768667779187648316500013494707599592930331438248034995250054476293702624793447127666799556854267464173573765535000264067467882699531389048499683740602358711503302766872045113192312433927130127520044311495439615100622177124023437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8.5079178506076274975e-07,0.85079178506076274975,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
83,83/100,0.83,38261883/100000000,0.38261883,15650789013500550448550333228763488115164273522426376666792025986232466159413454439293614500262619067620352162574726917014155347905509331716983316174663692560167313917941679749016054018869451347552986606811314508660170757524151784143372361563308558374102214576703348522727000688039821175398288146216643054877518824588813417432690282208519177266912030040937163141819154690995030418973603828360548914518198645664874572994999487284307313227880741902722247111709021596224044723157543842188227917301923063414178341695590895254520422271662517829693919819596282865565757018701620983577819957890102015507326440352716739697280400208950315894092979166167532749548532669153623590299396522643786651724138357017445702196566902710133557080501437218876724469942642932298583077495944981975496927567901791811721607923311415035824218761398892466332630420884565320791633245630038030256008847217337539899672952689091481006468892714916826301671060454371200644976142119494516769611005992627144531288418390616488228989493/17415042663255425902154990864380830849189813326679132193986226436035356800825352281245230899100208714879444559973815688052758654614222000940960450746744641165657841181004642059832487483804265032830068671028898500760142022547572957668045766613991193095453827208784980257047980342632875760955357691273093223571777343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8.9869369349996870583e-07,0.89869369349996870583,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
84,21/25,0.84,9565471/25000000,0.38261884,467583633928190139486234189421222859499565049385792486376340043203928518470308977889580604583872336970002817598236443213833577304491919365452862962705664836107007004199382281266391127997267203116678065195399534383447573832776224576286658294359825899434323859634857372573890973726068135566186820030721620370361713557293166329503433552668416499235979097193170305807530896906508249500240228335318529072513280530476806077936063778279889554837172058626905534179161879050102711498108081689609192087049924584155822814627209300557607284114650776281148087696877308382052211751448197021326455241384295532851492024734378105406675564470886631085060677100499739261885095831499513436933471665046260446775613998174942926570638774213417794134521028727910181430210004446987822314401571251148555274952945329128491342818748910240496820350768398615292919236345537249350938712953169689389079755951789741404460523468661593072855831652591516293979959563151557030995256297006459571713953619596388155707498503354911/493963453867490486182590763220523528135712149610786232589123492001021873118800631271130357860907964902902116726218835959896553392112455873781245225055182529051521643728252086896682868178943032430924502704884276784721149870698178109949201658444605429325542098205293221904114763591426924479974813641716597340657693519043886272395592544064948618275003190349625085570200484894994762277996633297263926629575010442101871189635655810985792601996990924817509949207305908203125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9.4659560392016989731e-07,0.94659560392016989731,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
85,17/20,0.85,7652377/20000000,0.38261885,487600719957167471321355258074005463803160758904953758638811248602653395478870256322716752258573685944437018037503589534426431249721316635623510581702348144002810678115844658028053856244987695056388678858001405552928357892650047333660543370252529851080239663793034999326129830811128843118850907510502865196060060866347025717210166173680047242742737108924567859375482915564432316105190498929252991968556116876297933124967867068598594408656810879993234819506751423976903962430702668376196897967963809326621448655901496035989398046784658612866134611224844343206528908711272996360466863087289739833047836038115454522494136816179382189644961448788653694238143289525080132683116313556889115526594772828450102166045929673316059483371225272544681862431394289395696915594433509859819016881037075743335746055440278572784128046325861210563267599111827803004391843930129808724984456996580140831975427188421533512328597989976588491315614782097465075838610550367129436110767042319668513263252044851/490298579890673109880320037542987642245345798453401979125801941922800529092574211602031247770630832640301085253294469739378143077031021797161079585085949680245468584270024414277034045033331444959197276831694338804897917336983669791281983551758055764576016399440301882499682051275158300995826721191406250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9.9449751632136644575e-07,0.99449751632136644575,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
86,43/50,0.86,19130943/50000000,0.38261886,19335058348073196343175490607601940245235111426175865682309580096141296172237049563012412475540562027966076753828725913277699600517481252087919698330786607409371463048727951736423541995669030321094475240133143676283947952982498442981115826317833393362499837528329797443445782815369395683460821294805474384430839398371142216994037609135159860230237851270163031537734013831413361371490601035460419405569750691252577147743813098121899376445726793273617496407926421303959070007126048511583689175292123183679041750664998111938769098312301986648380029102947060195766168636257094899882579305831252927966602405673071334451401514218161075892031344687855971066484647292863077297319153646843771482552663532286625363242945119241521498022593234648404224446568602182170204248663514953974862665415610736821409290823310109231298673988907671304838087709008523045380050312202871042393468408496843191751636021100311417581676011011385508919955511105809987099748151961947513088131928656936383621610493403426689/18548607931436768030834217121496584573006473940486540819190077117782870553382512391342415754598449820774408716901573182098651619460806131198741305014536268518120310736350754748864232402052514258029489884361951521305444548212433122746312568908427729735099372171484408935255860078612422376463565419443710918655922087346338217172420737008673887857412160284908964058558922260999679565429687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0423994307035584727e-06,1.0423994307035584727,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
87,87/100,0.87,38261887/100000000,0.38261887,580112825420568524700581689291305364036200006663094596400470200040785069717118591394034941118728703292814127223276084575381493485048664137425340562873403556052132103217428141385886845064992474693344610670409516194595933069026443966455025048089725490581634885741668419635858105164352732508706180969266138010735525218287490287109172024053912153228613335812544851322434625345358218079890045728900060094672584534679983971763241736372266341901514540681252978295470805979918250509145763145749053832599056170470341717756973277766627740780263433620818690963261547002815422226169561882981719190995589254835287062354050301562768236881013281180548906768574952110337783423547763898435770634855016565523669273175658388386750251145051361982312772310595342595771050334586496865691362033762617254730009035141326579562227952339989904549923962409229371183922569464277732390489179464596804297043415640602931919682770516978928111356535161619453035577657796653738986709337702291930384396728721826717811849814231667691912126417507086687232826509325050628390344538953877/532066503431601429390533506461809448961310235084819871352787768737013356246887954123982947685197379124789513941718177012620150624655316146755995264155157640046904559785081722987670768472850920663782178591316546033731441008947606201066382889593333347124707537859797245971270177393286835537235451225116397511584322064389192740926914915178258524974808096885681152343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0903013470667460997e-06,1.0903013470667460997,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
88,22/25,0.88,298921/781250,0.38261888,211713955354654646060867828717477897634306278291633342707546686731359383481497879344073795878210687979262854869013723403546957982475071230989019883127124710852690714660664244615927818858516976725124921928488827757630061005657123977080140530153117315389227489451947530050945357382935797961422677861686985184750646345920632922890992907599134699218036587522474908463841930214245739960793689125351629932275962826878947303758487380413329196359003411336429517950401177661649366522762792133681814901382322758712307343812694760132341589862477153965914117429404984373698711916348390999408660260110517012909383942853290169283109807916089525507992329581886498980143629201993891437794237871300054899939843670920074608381366350643687803990540885919894923047594761665042484976207215386932742115926621944873725612525071044467901347314619274498787289611424868740267859214573/186007158640700988494794353958612763226552072142079751619355708708726816820737274354991241643590999372692065682286278996438101455708414665319833875396387960208868451341876251191050064175685412419115083193559075022204378713412813825096940495840085896232713191688792276939158205928221245468628435175108887203520347767456135752885334863147525700658973392444687072420608177697185233400194583442911131469869279716733925441048295100506978251823108257845298469942802291334502396085622164191082614023476231602820014413666364124382340307339369952367886676243216241302386225111276761176811408887726722026437559978731839185441735614991486046051960580579465584378703976050118280339853821330700589311751066024652745412026888516265898942947387695312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.1382032654109294482e-06,1.1382032654109294482,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
89,89/100,0.89,38261889/100000000,0.38261889,146613212225076646777594838125514235384724193536506349870134617354254432262010199129513973652001806690368260304527768709250584458884816614852081582125503813017895621998603012959936189296303529250561212043941874236119016542156635615319189968436779606900501176347907327645144329943131592484589329795128960491770153874347824168362474472100340629773034462879964013146351030065211507255367762535643589914324973730838455365909801755377083777234336918388803799776815080861153884624222519524164251602702589038124197783036327889060729840922200758533377279782255224772072116797391959086502200709904960839416003523074436714045212479708852755274475858147973972907173390223923526689943969936510159172297998660603626438261970798911556764356812865828035191025730881566764259862334727495581708363215557577234580624123111232683875159030426806809180858904316176568581884150954030137819234175366518299476688311489914396358603978292807530255692430716250370490870852342749706168889793764500725707445631806836884744749440625066706561923069769127/123608946312874463511624756324257766674615588494701062021957834302651848677348781095850792523980869329350788451569879506729285231638699132454723105034807870110020267448627011331860063892272901351547637365161064109248699924550228099413323667555755745351727748167792395332558284645840133748442770945637561585961350374418543651700019836425781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.1861051857361086399e-06,1.1861051857361086399,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
90,9/10,0.9,3826189/10000000,0.3826189,60984167930096722860117269696161504777939618494474884727491844165981361166568352566225289640708191717783237442040721539168432119962998766996417203424528259907682749973758087136861668400346561230768108805359255074491996282762028166834046742464064775178720262469895077246527573608907058094832788234598753881567810040144283024523650554894804094769365823592794819136527557461153836790866650798553526125305033411596905787803540363468930200613631957618237256665120099976834696157823923592216015858584789885112552405057645194022218962359944250314272033307610954448379180975796817849382806717769176906463311034375395554362339311410548875724875985891660970403407871399016744894129050510310390728014836406313900617860062685066725582085379766481721672258986009404523981658316281146057510799003358499033638709131399467895330205600990414769116053326394530208718889705523002523888759053918752064892955877527258072217388560789056255968369156812267881992045390977096248034597979/49419624516463541735836221028747986677067352301609640392036982875919615489712153118897202166500782917510148699341294317696901500483482361327103579145589259081291117634199467132410463062783957410046364915645722860567831196320704996244427787595862399071613046065946262501627316477646622845103280720871274022791889698818460635587612728159001562744379043579101562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.2340071080422837963e-06,1.2340071080422837963,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
91,91/100,0.91,38261891/100000000,0.38261891,294622181946340905590248472244588969740693962606149040047844111438693341636495031772768110012980776964418440715180867681037054700173390405356704370591832859300024325498417221288571901278074341967582192235474410236855938624992714234949600054647237438592634911289420166632578415490844635375496140623547911052897763449541790271177822256210347935259931202245830487025331820083995171458013877426623051550028422940334716361729372361476466717681690097176275966040948519172695179277889002620845769758747620332258192950906749180710463494941112350232793934549909416237651516762274432246574174967290324359488470637634585627010091444079429427220782373514960932402472386820862166558972640502182055419712273711784462600611359049977329437875415745490412442200641764255341991508073893772490595585780338152832147487316633704333689214992084417840616590412315122168524780045122157648548414177480362473946857021134521876877638023213354635825471040942429114024853890487201931398128330145164427999113086085269585186577763129877490208249322429896997124094884461/229830802744996955090326501377861692676861536169773073759955382292849650154173825809017743213618838495838128657263345560910360796509889846053457682943653096418335019962537761891444926661382702263830478266934333458403159709495397288848921988588330994819190181423541350651114475423082796835399002765820637859654496917491406371425455290591344237327575683593750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.2819090323294550389e-06,1.2819090323294550389,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
92,23/25,0.92,9565473/25000000,0.38261892,632070878636544440123779822228019207563344218930565351630975413714971260680782648353754819514461129707399370387885726824698457500840167221723026344547344156089974967320157283229279169728764089011332951114981663731806308492515504230811855978618651372573432956025325702807461920082111977668560781198005184799901910781627828690981496872561255231454423457661605000517488616963089602298107311796071006594302811909265109339168977957236191242242479695408506554612413913443876969209724677564390864899173816660298496457124907491940356407596433966930412792102995518369930149459459461038104883620464021231106054235554420092886582270726190144011252694223084967175379121258378758649179818587969908282419943232569679272482060551340318651649466477686349348885225337077368609583869889276744741433118249407232439319859338169411515174880548342932585234073163226325579722622629439765638868195964621416247380307536332997038423110453136485735632580274542217719466005738100974502733664002777148901579/475308820813980087160832716604026648336571874413203309549935790088706947660695078643883699278433414770007112075581284921601609118309688576965600222870639788263198828548528086124090032953920273908477829474168105028975036639072416342153524458459555414228740308466902779488129611537008281246380065929790274902142729619345170733734006884191294860633272522819750716092292952238850313536591691422092539059636216673874705741786872437160127446986734867095947265625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.3298109585976224892e-06,1.3298109585976224892,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
93,93/100,0.93,38261893/100000000,0.38261893,733034878437227118085069759823595105143390546710108668374388215546232140016977072626058372462381325082591502945571269236421533596542466866909651218996768799698549557584085556527635540241318011369486048131854922381765878535460941700573045859225937312705892168533725614945689495020773792213490815255310675630478448878516382545822570693093851371456019619135694009409660029105003799406009685752837796476051424291933127512376890897810163722621944092431191985540833561866007282594750167725087240239903121479044273015853925907566935097334134959801335155308644819832385230830582808433265637320808531530577039909202222809928710149210847820153673722500504463664645884050072496968159227488347705575192005284307874153679224872678843210678128410660196694299467642091564336129033651756433287972696745456771430979919279996118823246972665492619883198902617785683953393253218727695039583438820875003845773733142125299515301257462773578667682585653513475728164877500491448337860354608307855797009864461247558329748481878995832786012819849966139123179527464519675477/532066503431601429390533506461809448961310235084819871352787768737013356246887954123982947685197379124789513941718177012620150624655316146755995264155157640046904559785081722987670768472850920663782178591316546033731441008947606201066382889593333347124707537859797245971270177393286835537235451225116397511584322064389192740926914915178258524974808096885681152343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.3777128868467862688e-06,1.3777128868467862688,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
94,47/50,0.94,19130947/50000000,0.38261894,3543487130627222992722026706543944336672973648671600180569181838803854763545160490814765426647275957422810441202149092240539101769174783059597237707601189758282861190051707069086774967652499994172753188529482634929359503026918450910934776951545880913678239824067711191321306587913999361413550351868737501809342797973204768570098763308397385801728889718410357231859338338570181141663628635879815328748382616185190842750515194623890449506038557702591701563279889687564976168353705585548844184852051032025912263259975605641088303793958541734675400172024889998005871320007529640220771873600497023848474403555191029059779909571976445182523613157266652349952156031660883046428982727500381595350123585405431000013977489797212095256162779065507660202280562861849626018873424647837290760674921388469995622147352231511575677232027630076112528061336543180699742960264653655996262020343025558087322925484491462837404831284895055192247999181721839951954390341849940993160200783776545194337732385530513207493077758645623/2485585228338690808337418604938783035761587261935459401078758654274508634078783702091158077702172475499784092863289192608137972648332861894224147100030408017364893464037762166477071309233956145619575537081141378544100526369841257790614985939618534723359851595547133086618732578723875236419116239938511232943658112427242887711101533283309860064252764837987228461763794529204574246250558644533157348632812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.4256148170769464993e-06,1.4256148170769464993,positive,exact rational presentation sample of the explicit degree-80 charge-character threshold polynomial
