derivativeMultiindices,derivativeMaximum,derivativeBenchmark,derivativeVectorSha256,massStates,massIntervalSha256,signal,correction,gap
4368,2.566326636735080655209837298880261917219e-06,2.567e-6,2b742828cfa00097b2ea1dc2203cae4da8c30164d9422a734bd12da8d6a468ee,1792,bf424dfb3c9ce85d1e47d2270b329f6cb4af51e32e665663949d6c53cf6f0e53,1.49238243184776039e-08,1.20506130214400952e-08,2.87321129703750873e-09
