N,saturationNormalGainSquaredExact,saturationNormalGainDecimal,saturationPlanarGainSquaredExact,saturationPlanarGainDecimal,halfLimitNormalGainSquaredExact,halfLimitNormalGainDecimal,halfLimitPlanarGainSquaredExact,halfLimitPlanarGainDecimal,classification
217,1/1,1,1/47090,0.0046082459998987605,1/2,0.70710678118654757,23762/94613,0.50114810107692176,exact all-index family presentation row
218,1/1,1,1/47525,0.0045871077025968739,1/2,0.70710678118654757,47961/190970,0.50114285265619918,exact all-index family presentation row
219,1/1,1,1/47962,0.0045661624430407841,1/2,0.70710678118654757,24200/96361,0.50113765200211202,exact all-index family presentation row
220,1/1,1,1/48401,0.0045454075890071187,1/2,0.70710678118654757,48841/194482,0.50113249846552033,exact all-index family presentation row
221,1/1,1,1/48842,0.004524840555912092,1/2,0.70710678118654757,24642/98125,0.50112739140899309,exact all-index family presentation row
222,1/1,1,1/49285,0.0045044588057386124,1/2,0.70710678118654757,49729/198026,0.50112233020654573,exact all-index family presentation row
223,1/1,1,1/49730,0.0044842598459922511,1/2,0.70710678118654757,25088/99905,0.50111731424338435,exact all-index family presentation row
224,1/1,1,1/50177,0.0044642412286851679,1/2,0.70710678118654757,50625/201602,0.50111234291565643,exact all-index family presentation row
225,1/1,1,1/50626,0.0044444005493471418,1/2,0.70710678118654757,25538/101701,0.501107415630209,exact all-index family presentation row
226,1/1,1,1/51077,0.0044247354460628411,1/2,0.70710678118654757,51529/205210,0.50110253180435238,exact all-index family presentation row
227,1/1,1,1/51530,0.0044052435985345523,1/2,0.70710678118654757,25992/103513,0.50109769086563039,exact all-index family presentation row
228,1/1,1,1/51985,0.0043859227271695646,1/2,0.70710678118654757,52441/208850,0.50109289225159703,exact all-index family presentation row
229,1/1,1,1/52442,0.0043667705921914641,1/2,0.70710678118654757,26450/105341,0.5010881354095984,exact all-index family presentation row
230,1/1,1,1/52901,0.0043477849927746146,1/2,0.70710678118654757,53361/212522,0.50108341979656046,exact all-index family presentation row
231,1/1,1,1/53362,0.0043289637662011129,1/2,0.70710678118654757,26912/107185,0.50107874487878257,exact all-index family presentation row
232,1/1,1,1/53825,0.0043103047870395464,1/2,0.70710678118654757,54289/216226,0.50107411013173597,exact all-index family presentation row
233,1/1,1,1/54290,0.0042918059663449061,1/2,0.70710678118654757,27378/109045,0.50106951503986752,exact all-index family presentation row
234,1/1,1,1/54757,0.0042734652508789935,1/2,0.70710678118654757,55225/219962,0.50106495909640891,exact all-index family presentation row
235,1/1,1,1/55226,0.0042552806223507544,1/2,0.70710678118654757,27848/110921,0.50106044180318976,exact all-index family presentation row
236,1/1,1,1/55697,0.0042372500966759074,1/2,0.70710678118654757,56169/223730,0.50105596267045671,exact all-index family presentation row
237,1/1,1,1/56170,0.0042193717232553224,1/2,0.70710678118654757,28322/112813,0.50105152121669583,exact all-index family presentation row
238,1/1,1,1/56645,0.0042016435842715874,1/2,0.70710678118654757,57121/227530,0.50104711696846016,exact all-index family presentation row
239,1/1,1,1/57122,0.0041840637940032399,1/2,0.70710678118654757,28800/114721,0.50104274946020211,exact all-index family presentation row
240,1/1,1,1/57601,0.0041666304981561285,1/2,0.70710678118654757,58081/231362,0.50103841823410855,exact all-index family presentation row
241,1/1,1,1/58082,0.0041493418732114354,1/2,0.70710678118654757,29282/116645,0.5010341228399412,exact all-index family presentation row
242,1/1,1,1/58565,0.0041321961257898511,1/2,0.70710678118654757,59049/235226,0.50102986283488082,exact all-index family presentation row
243,1/1,1,1/59050,0.0041151914920314536,1/2,0.70710678118654757,29768/118585,0.50102563778337461,exact all-index family presentation row
244,1/1,1,1/59537,0.0040983262369908317,1/2,0.70710678118654757,60025/239122,0.50102144725698816,exact all-index family presentation row
245,1/1,1,1/60026,0.0040815986540470254,1/2,0.70710678118654757,30258/120541,0.5010172908342605,exact all-index family presentation row
246,1/1,1,1/60517,0.0040650070643278528,1/2,0.70710678118654757,61009/243050,0.50101316810056251,exact all-index family presentation row
247,1/1,1,1/61010,0.0040485498161482213,1/2,0.70710678118654757,30752/122513,0.5010090786479594,exact all-index family presentation row
248,1/1,1,1/61505,0.0040322252844620307,1/2,0.70710678118654757,62001/247010,0.50100502207507625,exact all-index family presentation row
249,1/1,1,1/62002,0.004016031870327277,1/2,0.70710678118654757,31250/124501,0.50100099798696596,exact all-index family presentation row
250,1/1,1,1/62501,0.0039999680003839954,1/2,0.70710678118654757,63001/251002,0.50099700599498209,exact all-index family presentation row
251,1/1,1,1/63002,0.003984032126344684,1/2,0.70710678118654757,31752/126505,0.50099304571665304,exact all-index family presentation row
252,1/1,1,1/63505,0.0039682227244968614,1/2,0.70710678118654757,64009/255026,0.50098911677555991,exact all-index family presentation row
253,1/1,1,1/64010,0.003952538295217408,1/2,0.70710678118654757,32258/128525,0.50098521880121782,exact all-index family presentation row
254,1/1,1,1/64517,0.0039369773624983971,1/2,0.70710678118654757,65025/259082,0.5009813514289585,exact all-index family presentation row
255,1/1,1,1/65026,0.003921538473484071,1/2,0.70710678118654757,32768/130561,0.50097751429981763,exact all-index family presentation row
256,1/1,1,1/65537,0.0039062201980186685,1/2,0.70710678118654757,66049/263170,0.50097370706042288,exact all-index family presentation row
257,1/1,1,1/66050,0.0038910211282048137,1/2,0.70710678118654757,33282/132613,0.50096992936288598,exact all-index family presentation row
258,1/1,1,1/66565,0.0038759398779721703,1/2,0.70710678118654757,67081/267290,0.50096618086469646,exact all-index family presentation row
259,1/1,1,1/67082,0.0038609750826560907,1/2,0.70710678118654757,33800/134681,0.50096246122861832,exact all-index family presentation row
260,1/1,1,1/67601,0.0038461253985859847,1/2,0.70710678118654757,68121/271442,0.50095877012258883,exact all-index family presentation row
261,1/1,1,1/68122,0.0038313895026831535,1/2,0.70710678118654757,34322/136765,0.50095510721961956,exact all-index family presentation row
262,1/1,1,1/68645,0.0038167660920678313,1/2,0.70710678118654757,69169/275626,0.50095147219770009,exact all-index family presentation row
263,1/1,1,1/69170,0.0038022538836751931,1/2,0.70710678118654757,34848/138865,0.50094786473970343,exact all-index family presentation row
264,1/1,1,1/69697,0.0037878516138800866,1/2,0.70710678118654757,70225/279842,0.50094428453329387,exact all-index family presentation row
265,1/1,1,1/70226,0.0037735580381302639,1/2,0.70710678118654757,35378/140981,0.50094073127083694,exact all-index family presentation row
266,1/1,1,1/70757,0.0037593719305878807,1/2,0.70710678118654757,71289/284090,0.50093720464931091,exact all-index family presentation row
267,1/1,1,1/71290,0.0037452920837790565,1/2,0.70710678118654757,35912/143113,0.50093370437022122,exact all-index family presentation row
268,1/1,1,1/71825,0.0037313173082512766,1/2,0.70710678118654757,72361/288370,0.50093023013951588,exact all-index family presentation row
269,1/1,1,1/72362,0.003717446432238437,1/2,0.70710678118654757,36450/145261,0.50092678166750315,exact all-index family presentation row
270,1/1,1,1/72901,0.0037036783013333322,1/2,0.70710678118654757,73441/292682,0.50092335866877113,exact all-index family presentation row
271,1/1,1,1/73442,0.0036900117781673921,1/2,0.70710678118654757,36992/147425,0.50091996086210888,exact all-index family presentation row
272,1/1,1,1/73985,0.0036764457420974867,1/2,0.70710678118654757,74529/297026,0.50091658797042948,exact all-index family presentation row
273,1/1,1,1/74530,0.0036629790888996101,1/2,0.70710678118654757,37538/149605,0.5009132397206949,exact all-index family presentation row
274,1/1,1,1/75077,0.0036496107304692747,1/2,0.70710678118654757,75625/301402,0.50090991584384192,exact all-index family presentation row
275,1/1,1,1/75626,0.0036363395945284388,1/2,0.70710678118654757,38088/151801,0.50090661607471054,exact all-index family presentation row
276,1/1,1,1/76177,0.0036231646243388097,1/2,0.70710678118654757,76729/305810,0.5009033401519728,exact all-index family presentation row
277,1/1,1,1/76730,0.0036100847784213529,1/2,0.70710678118654757,38642/154013,0.50090008781806461,exact all-index family presentation row
278,1/1,1,1/77285,0.0035970990302818542,1/2,0.70710678118654757,77841/310250,0.50089685881911761,exact all-index family presentation row
279,1/1,1,1/77842,0.0035842063681423867,1/2,0.70710678118654757,39200/156241,0.50089365290489318,exact all-index family presentation row
280,1/1,1,1/78401,0.003571405794678531,1/2,0.70710678118654757,78961/314722,0.50089046982871821,exact all-index family presentation row
281,1/1,1,1/78962,0.003558696326762202,1/2,0.70710678118654757,39762/158485,0.50088730934742154,exact all-index family presentation row
282,1/1,1,1/79525,0.0035460769952099526,1/2,0.70710678118654757,80089/319226,0.50088417122127193,exact all-index family presentation row
283,1/1,1,1/80090,0.0035335468445366119,1/2,0.70710678118654757,40328/160745,0.50088105521391757,exact all-index family presentation row
284,1/1,1,1/80657,0.0035211049327141266,1/2,0.70710678118654757,81225/323762,0.50087796109232685,exact all-index family presentation row
285,1/1,1,1/81226,0.0035087503309354784,1/2,0.70710678118654757,40898/163021,0.50087488862673013,exact all-index family presentation row
286,1/1,1,1/81797,0.003496482123383559,1/2,0.70710678118654757,82369/328330,0.50087183759056275,exact all-index family presentation row
287,1/1,1,1/82370,0.0034842994070048696,1/2,0.70710678118654757,41472/165313,0.50086880776040976,exact all-index family presentation row
288,1/1,1,1/82945,0.003472201291287942,1/2,0.70710678118654757,83521/332930,0.50086579891595084,exact all-index family presentation row
289,1/1,1,1/83522,0.0034601868980463544,1/2,0.70710678118654757,42050/167621,0.50086281083990725,exact all-index family presentation row
290,1/1,1,1/84101,0.0034482553612062376,1/2,0.70710678118654757,84681/337562,0.50085984331798938,exact all-index family presentation row
291,1/1,1,1/84682,0.0034364058265981654,1/2,0.70710678118654757,42632/169945,0.50085689613884576,exact all-index family presentation row
292,1/1,1,1/85265,0.0034246374517533161,1/2,0.70710678118654757,85849/342226,0.50085396909401236,exact all-index family presentation row
293,1/1,1,1/85850,0.0034129494057038114,1/2,0.70710678118654757,43218/172285,0.50085106197786422,exact all-index family presentation row
294,1/1,1,1/86437,0.0034013408687871309,1/2,0.70710678118654757,87025/346922,0.50084817458756647,exact all-index family presentation row
295,1/1,1,1/87026,0.0033898110324544987,1/2,0.70710678118654757,43808/174641,0.50084530672302785,exact all-index family presentation row
296,1/1,1,1/87617,0.0033783590990831614,1/2,0.70710678118654757,88209/351650,0.5008424581868538,exact all-index family presentation row
297,1/1,1,1/88210,0.0033669842817924522,1/2,0.70710678118654757,44402/177013,0.50083962878430177,exact all-index family presentation row
298,1/1,1,1/88805,0.0033556858042635613,1/2,0.70710678118654757,89401/356410,0.50083681832323679,exact all-index family presentation row
299,1/1,1,1/89402,0.0033444629005629231,1/2,0.70710678118654757,45000/179401,0.50083402661408738,exact all-index family presentation row
300,1/1,1,1/90001,0.0033333148149691343,1/2,0.70710678118654757,90601/361202,0.50083125346980373,exact all-index family presentation row
301,1/1,1,1/90602,0.003322240801803321,1/2,0.70710678118654757,45602/181805,0.50082849870581536,exact all-index family presentation row
302,1/1,1,1/91205,0.0033112401252628786,1/2,0.70710678118654757,91809/366026,0.5008257621399903,exact all-index family presentation row
303,1/1,1,1/91810,0.0033003120592585019,1/2,0.70710678118654757,46208/184225,0.50082304359259522,exact all-index family presentation row
304,1/1,1,1/92417,0.003289455887254432,1/2,0.70710678118654757,93025/370882,0.50082034288625554,exact all-index family presentation row
305,1/1,1,1/93026,0.0032786709021118471,1/2,0.70710678118654757,46818/186661,0.50081765984591753,exact all-index family presentation row
306,1/1,1,1/93637,0.0032679564059353195,1/2,0.70710678118654757,94249/375770,0.50081499429880982,exact all-index family presentation row
307,1/1,1,1/94250,0.0032573117099222817,1/2,0.70710678118654757,47432/189113,0.50081234607440672,exact all-index family presentation row
308,1/1,1,1/94865,0.003246736134215414,1/2,0.70710678118654757,95481/380690,0.50080971500439186,exact all-index family presentation row
309,1/1,1,1/95482,0.0032362290077579082,1/2,0.70710678118654757,48050/191581,0.50080710092262237,exact all-index family presentation row
310,1/1,1,1/96101,0.0032257896681515273,1/2,0.70710678118654757,96721/385642,0.50080450366509399,exact all-index family presentation row
311,1/1,1,1/96722,0.0032154174615174032,1/2,0.70710678118654757,48672/194065,0.50080192306990656,exact all-index family presentation row
312,1/1,1,1/97345,0.0032051117423595138,1/2,0.70710678118654757,97969/390626,0.50079935897723082,exact all-index family presentation row
313,1/1,1,1/97970,0.0031948718734307754,1/2,0.70710678118654757,49298/196565,0.50079681122927489,exact all-index family presentation row
314,1/1,1,1/98597,0.0031846972256016951,1/2,0.70710678118654757,99225/395642,0.50079427967025258,exact all-index family presentation row
315,1/1,1,1/99226,0.0031745871777315226,1/2,0.70710678118654757,49928/199081,0.50079176414635074,exact all-index family presentation row
316,1/1,1,1/99857,0.0031645411165418511,1/2,0.70710678118654757,100489/400690,0.50078926450569883,exact all-index family presentation row
317,1/1,1,1/100490,0.0031545584364926086,1/2,0.70710678118654757,50562/201613,0.50078678059833825,exact all-index family presentation row
318,1/1,1,1/101125,0.0031446385396603897,1/2,0.70710678118654757,101761/405770,0.50078431227619191,exact all-index family presentation row
319,1/1,1,1/101762,0.0031347808356190763,1/2,0.70710678118654757,51200/204161,0.50078185939303543,exact all-index family presentation row
320,1/1,1,1/102401,0.0031249847413226954,1/2,0.70710678118654757,103041/410882,0.50077942180446755,exact all-index family presentation row
321,1/1,1,1/103042,0.0031152496809904663,1/2,0.70710678118654757,51842/206725,0.50077699936788267,exact all-index family presentation row
322,1/1,1,1/103685,0.0031055750859939916,1/2,0.70710678118654757,104329/416026,0.50077459194244212,exact all-index family presentation row
323,1/1,1,1/104330,0.0030959603947465419,1/2,0.70710678118654757,52488/209305,0.5007721993890476,exact all-index family presentation row
324,1/1,1,1/104977,0.003086405052594391,1/2,0.70710678118654757,105625/421202,0.50076982157031402,exact all-index family presentation row
325,1/1,1,1/105626,0.0030769085117101579,1/2,0.70710678118654757,53138/211901,0.50076745835054315,exact all-index family presentation row
326,1/1,1,1/106277,0.0030674702309881102,1/2,0.70710678118654757,106929/426410,0.50076510959569809,exact all-index family presentation row
327,1/1,1,1/106930,0.0030580896759413905,1/2,0.70710678118654757,53792/214513,0.50076277517337764,exact all-index family presentation row
328,1/1,1,1/107585,0.0030487663186011208,1/2,0.70710678118654757,108241/431650,0.50076045495279153,exact all-index family presentation row
329,1/1,1,1/108242,0.00303949963741735,1/2,0.70710678118654757,54450/217141,0.50075814880473646,exact all-index family presentation row
330,1/1,1,1/108901,0.003030289117161797,1/2,0.70710678118654757,109561/436922,0.50075585660157085,exact all-index family presentation row
331,1/1,1,1/109562,0.0030211342488323622,1/2,0.70710678118654757,55112/219785,0.50075357821719291,exact all-index family presentation row
332,1/1,1,1/110225,0.003012034529559361,1/2,0.70710678118654757,110889/442226,0.5007513135270163,exact all-index family presentation row
333,1/1,1,1/110890,0.0030029894625134492,1/2,0.70710678118654757,55778/222445,0.50074906240794781,exact all-index family presentation row
334,1/1,1,1/111557,0.0029939985568151993,1/2,0.70710678118654757,112225/447562,0.50074682473836518,exact all-index family presentation row
335,1/1,1,1/112226,0.0029850613274463012,1/2,0.70710678118654757,56448/225121,0.50074460039809532,exact all-index family presentation row
336,1/1,1,1/112897,0.0029761772951623412,1/2,0.70710678118654757,113569/452930,0.5007423892683921,exact all-index family presentation row
337,1/1,1,1/113570,0.0029673459864071427,1/2,0.70710678118654757,57122/227813,0.50074019123191604,exact all-index family presentation row
338,1/1,1,1/114245,0.0029585669332286204,1/2,0.70710678118654757,114921/458330,0.50073800617271325,exact all-index family presentation row
339,1/1,1,1/114922,0.0029498396731961257,1/2,0.70710678118654757,57800/230521,0.5007358339761947,exact all-index family presentation row
340,1/1,1,1/115601,0.002941163749319253,1/2,0.70710678118654757,116281/463762,0.50073367452911677,exact all-index family presentation row
341,1/1,1,1/116282,0.0029325387099680723,1/2,0.70710678118654757,58482/233245,0.50073152771956109,exact all-index family presentation row
342,1/1,1,1/116965,0.0029239641087947612,1/2,0.70710678118654757,117649/469226,0.50072939343691547,exact all-index family presentation row
343,1/1,1,1/117650,0.0029154395046566079,1/2,0.70710678118654757,59168/235985,0.50072727157185504,exact all-index family presentation row
344,1/1,1,1/118337,0.0029069644615403586,1/2,0.70710678118654757,119025/474722,0.500725162016323,exact all-index family presentation row
345,1/1,1,1/119026,0.0028985385484878788,1/2,0.70710678118654757,59858/238741,0.5007230646635128,exact all-index family presentation row
346,1/1,1,1/119717,0.0028901613395231041,1/2,0.70710678118654757,120409/480250,0.50072097940785021,exact all-index family presentation row
347,1/1,1,1/120410,0.0028818324135802551,1/2,0.70710678118654757,60552/241513,0.50071890614497494,exact all-index family presentation row
348,1/1,1,1/121105,0.0028735513544332868,1/2,0.70710678118654757,121801/485810,0.50071684477172396,exact all-index family presentation row
349,1/1,1,1/121802,0.0028653177506265566,1/2,0.70710678118654757,61250/244301,0.50071479518611406,exact all-index family presentation row
350,1/1,1,1/122501,0.0028571311954066754,1/2,0.70710678118654757,123201/491402,0.50071275728732489,exact all-index family presentation row
351,1/1,1,1/123202,0.0028489912866555243,1/2,0.70710678118654757,61952/247105,0.50071073097568264,exact all-index family presentation row
352,1/1,1,1/123905,0.0028408976268244172,1/2,0.70710678118654757,124609/497026,0.5007087161526439,exact all-index family presentation row
353,1/1,1,1/124610,0.0028328498228693778,1/2,0.70710678118654757,62658/249925,0.50070671272077938,exact all-index family presentation row
354,1/1,1,1/125317,0.0028248474861875148,1/2,0.70710678118654757,126025/502682,0.50070472058375837,exact all-index family presentation row
355,1/1,1,1/126026,0.0028168902325544747,1/2,0.70710678118654757,63368/252761,0.50070273964633316,exact all-index family presentation row
356,1/1,1,1/126737,0.0028089776820629454,1/2,0.70710678118654757,127449/508370,0.50070076981432421,exact all-index family presentation row
357,1/1,1,1/127450,0.0028011094590621954,1/2,0.70710678118654757,64082/255613,0.500698810994605,exact all-index family presentation row
358,1/1,1,1/128165,0.0027932851920986256,1/2,0.70710678118654757,128881/514090,0.50069686309508699,exact all-index family presentation row
359,1/1,1,1/128882,0.0027855045138573155,1/2,0.70710678118654757,64800/258481,0.500694926024706,exact all-index family presentation row
360,1/1,1,1/129601,0.002777767061104542,1/2,0.70710678118654757,130321/519842,0.5006929996934073,exact all-index family presentation row
361,1/1,1,1/130322,0.0027700724746312537,1/2,0.70710678118654757,65522/261365,0.50069108401213192,exact all-index family presentation row
362,1/1,1,1/131045,0.0027624203991974865,1/2,0.70710678118654757,131769/525626,0.50068917889280307,exact all-index family presentation row
363,1/1,1,1/131770,0.0027548104834776888,1/2,0.70710678118654757,66248/264265,0.50068728424831233,exact all-index family presentation row
364,1/1,1,1/132497,0.0027472423800069573,1/2,0.70710678118654757,133225/531442,0.50068539999250672,exact all-index family presentation row
365,1/1,1,1/133226,0.0027397157451281517,1/2,0.70710678118654757,66978/267181,0.5006835260401753,exact all-index family presentation row
366,1/1,1,1/133957,0.0027322302389398766,1/2,0.70710678118654757,134689/537290,0.50068166230703648,exact all-index family presentation row
367,1/1,1,1/134690,0.0027247855252453142,1/2,0.70710678118654757,67712/270113,0.5006798087097255,exact all-index family presentation row
368,1/1,1,1/135425,0.0027173812715018935,1/2,0.70710678118654757,136161/543170,0.500677965165782,exact all-index family presentation row
369,1/1,1,1/136162,0.0027100171487717739,1/2,0.70710678118654757,68450/273061,0.50067613159363733,exact all-index family presentation row
370,1/1,1,1/136901,0.0027026928316731332,1/2,0.70710678118654757,137641/549082,0.50067430791260314,exact all-index family presentation row
371,1/1,1,1/137642,0.0026954079983322462,1/2,0.70710678118654757,69192/276025,0.50067249404285918,exact all-index family presentation row
372,1/1,1,1/138385,0.0026881623303363321,1/2,0.70710678118654757,139129/555026,0.50067068990544172,exact all-index family presentation row
373,1/1,1,1/139130,0.0026809555126871632,1/2,0.70710678118654757,69938/279005,0.50066889542223236,exact all-index family presentation row
374,1/1,1,1/139877,0.002673787233755416,1/2,0.70710678118654757,140625/561002,0.50066711051594615,exact all-index family presentation row
375,1/1,1,1/140626,0.0026666571852357527,1/2,0.70710678118654757,70688/282001,0.50066533511012112,exact all-index family presentation row
376,1/1,1,1/141377,0.002659565062102623,1/2,0.70710678118654757,142129/567010,0.50066356912910692,exact all-index family presentation row
377,1/1,1,1/142130,0.0026525105625667634,1/2,0.70710678118654757,71442/285013,0.50066181249805453,exact all-index family presentation row
378,1/1,1,1/142885,0.0026454933880323923,1/2,0.70710678118654757,143641/573050,0.50066006514290518,exact all-index family presentation row
379,1/1,1,1/143642,0.0026385132430550786,1/2,0.70710678118654757,72200/288041,0.50065832699038004,exact all-index family presentation row
380,1/1,1,1/144401,0.0026315698353002793,1/2,0.70710678118654757,145161/579122,0.50065659796797057,exact all-index family presentation row
381,1/1,1,1/145162,0.0026246628755025275,1/2,0.70710678118654757,72962/291085,0.50065487800392749,exact all-index family presentation row
382,1/1,1,1/145925,0.0026177920774252605,1/2,0.70710678118654757,146689/585226,0.50065316702725171,exact all-index family presentation row
383,1/1,1,1/146690,0.0026109571578212818,1/2,0.70710678118654757,73728/294145,0.50065146496768409,exact all-index family presentation row
384,1/1,1,1/147457,0.0026041578363938354,1/2,0.70710678118654757,148225/591362,0.50064977175569569,exact all-index family presentation row
385,1/1,1,1/148226,0.0025973938357582898,1/2,0.70710678118654757,74498/297221,0.50064808732247879,exact all-index family presentation row
386,1/1,1,1/148997,0.0025906648814044185,1/2,0.70710678118654757,149769/597530,0.50064641159993728,exact all-index family presentation row
387,1/1,1,1/149770,0.0025839707016592607,1/2,0.70710678118654757,75272/300313,0.50064474452067753,exact all-index family presentation row
388,1/1,1,1/150545,0.0025773110276505616,1/2,0.70710678118654757,151321/603730,0.50064308601799923,exact all-index family presentation row
389,1/1,1,1/151322,0.0025706855932707746,1/2,0.70710678118654757,76050/303421,0.50064143602588673,exact all-index family presentation row
390,1/1,1,1/152101,0.0025640941351416152,1/2,0.70710678118654757,152881/609962,0.50063979447900009,exact all-index family presentation row
391,1/1,1,1/152882,0.0025575363925791619,1/2,0.70710678118654757,76832/306545,0.50063816131266659,exact all-index family presentation row
392,1/1,1,1/153665,0.0025510121075594892,1/2,0.70710678118654757,154449/616226,0.50063653646287198,exact all-index family presentation row
393,1/1,1,1/154450,0.0025445210246848281,1/2,0.70710678118654757,77618/309685,0.50063491986625275,exact all-index family presentation row
394,1/1,1,1/155237,0.0025380628911502367,1/2,0.70710678118654757,156025/622522,0.50063331146008694,exact all-index family presentation row
395,1/1,1,1/156026,0.0025316374567107827,1/2,0.70710678118654757,78408/312841,0.50063171118228689,exact all-index family presentation row
396,1/1,1,1/156817,0.0025252444736492199,1/2,0.70710678118654757,157609/628850,0.50063011897139065,exact all-index family presentation row
397,1/1,1,1/157610,0.0025188836967441541,1/2,0.70710678118654757,79202/316013,0.50062853476655456,exact all-index family presentation row
398,1/1,1,1/158405,0.0025125548832386877,1/2,0.70710678118654757,159201/635210,0.50062695850754524,exact all-index family presentation row
399,1/1,1,1/159202,0.002506257792809539,1/2,0.70710678118654757,80000/319201,0.50062539013473184,exact all-index family presentation row
400,1/1,1,1/160001,0.0024999921875366207,1/2,0.70710678118654757,160801/641602,0.50062382958907903,exact all-index family presentation row
401,1/1,1,1/160802,0.0024937578318730766,1/2,0.70710678118654757,80802/322405,0.50062227681213922,exact all-index family presentation row
402,1/1,1,1/161605,0.0024875544926157632,1/2,0.70710678118654757,162409/648026,0.50062073174604482,exact all-index family presentation row
403,1/1,1,1/162410,0.0024813819388761729,1/2,0.70710678118654757,81608/325625,0.5006191943335021,exact all-index family presentation row
404,1/1,1,1/163217,0.0024752399420517883,1/2,0.70710678118654757,164025/654482,0.50061766451778333,exact all-index family presentation row
405,1/1,1,1/164026,0.0024691282757978586,1/2,0.70710678118654757,82418/328861,0.50061614224272,exact all-index family presentation row
406,1/1,1,1/164837,0.0024630467159995986,1/2,0.70710678118654757,165649/660970,0.50061462745269592,exact all-index family presentation row
407,1/1,1,1/165650,0.0024569950407447899,1/2,0.70710678118654757,83232/332113,0.50061312009264058,exact all-index family presentation row
408,1/1,1,1/166465,0.0024509730302967928,1/2,0.70710678118654757,167281/667490,0.50061162010802229,exact all-index family presentation row
409,1/1,1,1/167282,0.0024449804670679484,1/2,0.70710678118654757,84050/335381,0.5006101274448419,exact all-index family presentation row
410,1/1,1,1/168101,0.002439017135593372,1/2,0.70710678118654757,168921/674042,0.50060864204962574,exact all-index family presentation row
411,1/1,1,1/168922,0.0024330828225051309,1/2,0.70710678118654757,84872/338665,0.50060716386942006,exact all-index family presentation row
412,1/1,1,1/169745,0.0024271773165067934,1/2,0.70710678118654757,170569/680626,0.50060569285178402,exact all-index family presentation row
413,1/1,1,1/170570,0.0024213004083483533,1/2,0.70710678118654757,85698/341965,0.50060422894478374,exact all-index family presentation row
414,1/1,1,1/171397,0.0024154518908015132,1/2,0.70710678118654757,172225/687242,0.50060277209698634,exact all-index family presentation row
415,1/1,1,1/172226,0.0024096315586353292,1/2,0.70710678118654757,86528/345281,0.50060132225745368,exact all-index family presentation row
416,1/1,1,1/173057,0.0024038392085922013,1/2,0.70710678118654757,173889/693890,0.50059987937573658,exact all-index family presentation row
417,1/1,1,1/173890,0.0023980746393642161,1/2,0.70710678118654757,87362/348613,0.50059844340186888,exact all-index family presentation row
418,1/1,1,1/174725,0.0023923376515698229,1/2,0.70710678118654757,175561/700570,0.50059701428636172,exact all-index family presentation row
419,1/1,1,1/175562,0.0023866280477308479,1/2,0.70710678118654757,88200/351961,0.50059559198019787,exact all-index family presentation row
420,1/1,1,1/176401,0.002380945632249836,1/2,0.70710678118654757,177241/707282,0.50059417643482618,exact all-index family presentation row
421,1/1,1,1/177242,0.0023752902113877124,1/2,0.70710678118654757,89042/355325,0.50059276760215554,exact all-index family presentation row
422,1/1,1,1/178085,0.0023696615932417659,1/2,0.70710678118654757,178929/714026,0.50059136543455052,exact all-index family presentation row
423,1/1,1,1/178930,0.0023640595877239446,1/2,0.70710678118654757,89888/358705,0.50058996988482485,exact all-index family presentation row
424,1/1,1,1/179777,0.0023584840065394522,1/2,0.70710678118654757,180625/720802,0.50058858090623681,exact all-index family presentation row
425,1/1,1,1/180626,0.0023529346631656566,1/2,0.70710678118654757,90738/362101,0.50058719845248378,exact all-index family presentation row
426,1/1,1,1/181477,0.002347411372831286,1/2,0.70710678118654757,182329/727610,0.50058582247769712,exact all-index family presentation row
427,1/1,1,1/182330,0.0023419139524959239,1/2,0.70710678118654757,91592/365513,0.50058445293643739,exact all-index family presentation row
428,1/1,1,1/183185,0.0023364422208297883,1/2,0.70710678118654757,184041/734450,0.5005830897836886,exact all-index family presentation row
429,1/1,1,1/184042,0.0023309959981937943,1/2,0.70710678118654757,92450/368941,0.50058173297485409,exact all-index family presentation row
430,1/1,1,1/184901,0.0023255751066198964,1/2,0.70710678118654757,185761/741322,0.50058038246575121,exact all-index family presentation row
431,1/1,1,1/185762,0.0023201793697917019,1/2,0.70710678118654757,93312/372385,0.50057903821260674,exact all-index family presentation row
432,1/1,1,1/186625,0.0023148086130253555,1/2,0.70710678118654757,187489/748226,0.50057770017205194,exact all-index family presentation row
433,1/1,1,1/187490,0.0023094626632506874,1/2,0.70710678118654757,94178/375845,0.50057636830111796,exact all-index family presentation row
434,1/1,1,1/188357,0.0023041413489926234,1/2,0.70710678118654757,189225/755162,0.50057504255723162,exact all-index family presentation row
435,1/1,1,1/189226,0.002298844500352852,1/2,0.70710678118654757,95048/379321,0.50057372289821012,exact all-index family presentation row
436,1/1,1,1/190097,0.0022935719489917392,1/2,0.70710678118654757,190969/762130,0.50057240928225732,exact all-index family presentation row
437,1/1,1,1/190970,0.0022883235281104986,1/2,0.70710678118654757,95922/382813,0.50057110166795871,exact all-index family presentation row
438,1/1,1,1/191845,0.0022830990724335989,1/2,0.70710678118654757,192721/769130,0.50056980001427764,exact all-index family presentation row
439,1/1,1,1/192722,0.0022778984181914185,1/2,0.70710678118654757,96800/386321,0.50056850428055055,exact all-index family presentation row
440,1/1,1,1/193601,0.0022727214031031296,1/2,0.70710678118654757,194481/776162,0.50056721442648289,exact all-index family presentation row
