metric,exact,decimal,threshold,classification
old_full_space_bound,1543568150507897659304671809684848269047488256715770564789815580282917817057584561189747429315936078237809394977232823866937689783956034770156882015564727230802464096621663167646266989320222524239026796030790596264297307286658238072754380943569841723620180087989277819215286352942210788784026549182218813366967768774646857842011725993668799849065652827048004860411197545977779315569072728311137336320229382280015916884971189664603/790081208883189249605376145134206194154316075439093174541457607628960337321427504321489044261023423888386862798681094148263819069523490211395503327419031866963426797594931120355613529682159423828125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.9536829039255239715,1,all-order but insufficient at target
tail_linearization,5052436733077976053978629739647824960454406267099114709179099657392849214208845840282860734481803256433934529405867277071537632803156749937796513231727394357314718923436913552695890076704998493189609642812401176988193088174877071588448307381416537401992775978031339163885512106145288307160116849425796038845791578704663528924017794251922240501222864298112295512882600716396162939000425382200061567696949614547548030275047905165331/5090636879963276187798275844216987637335195622431429885965982540063869446150561306253230546545457742553583536441502049796199834232043397157514208939165807597366624934503703923200373537838459014892578125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99249599847994349395,1,all-order tail upper bound
ball_mapping_ratio,21329214476784718387902196631435832783684797114586113525451964616610171962388084428133395802153960897763126379762669424182505898726396591143625827829838022501707426054649319873514909754620924188184397044437077178016904177170618305076837219463646224868434601471325267079965735660557722089275768165526596107092845646443133005926751438613850823927729649461270547800485542066224648288098131704828305830732018228025804910616837810721899075890814987696490771352925369823509918417297145122269924656480742330907396773921427047461600159705067158803333529721626862960014614217503558787998004490824175882996635344587172727161389530874528835214819254496260827460042451780529685306337134548287969988586242486223063796369379938615280458096534428054639668061918376102896111592769527515220574425235905202249607727023065366854792090763250059041321573262627123737629409464339132137822521508261635024841259292407357755366414377532679527214802477566514333993720280737148353908076330968124941539717501132710707/21449934733921060752739343711051776534212621746674654645595307825547045096640983870751976451519212547580745395627165157296693682122382480849991039528347377301652716503321670086308534536951057170893939340295175938021559710420404740116337442213229506428517691766519021819797366797028982330264159265446496180481316073721928826950733979649191494653077884646076764903514201273081075762775352955111673771810651318865589525342198134194450588501690024815661157435144198899853639714864303596044491164460320019115430925179609026983244054944645942717579962621422619779067919855248300789629940938919349831199095033661809113802104681127712044244505438275077543352278161195323758187597124752694143478987550687614333630878987652884337502657955865934491157531738281250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99437199885995763982,1,exact contraction ratio
ball_lipschitz,10143073613041252241776905583864812597789601889530544595145082197456718660359407146536091281027260998987518065847369326867737467035200147095310722170893201954681343857940617475896263614543457508082187767812401176988193088174877071588448307381416537401992775978031339163885512106145288307160116849425796038845791578704663528924017794251922240501222864298112295512882600716396162939000425382200061567696949614547548030275047905165331/10181273759926552375596551688433975274670391244862859771931965080127738892301122612506461093090915485107167072883004099592399668464086794315028417878331615194733249869007407846400747075676918029785156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.99624799923997174698,1,all-order upper bound
transport_operator,67452611369302398362601026514796317410206197937881829078034483142918407113621994361329466473302811826930960250896841625572215920798006476334348516457883886340560077482417060950586973479572187246035292812747124330336621334756971525950769882324751739354227689758195507714161909957526217825038300923967926266911991956324582547981835822409663917874339932601482904098947275157536130970126578471970166208838790516359762426282812054811949/103379087408484993352211140221021902788960895717069037684232260813604733367980629603911758791384680310318927201581272395861288941327650526891057781533828708131137614054536756594222970306873321533203125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6524783015618507415,1,all-order upper bound
nearby_failure_probe,4025090293707937448853289064799522514463387441977049679689941826247237504954126311251551271254378028042348287641859309124753797927445585557464273029300369642324092251697657959018966901444180497172181884334044624297226298850055091813766471356240961175361652315960719813212652914877931042918435587108622127939700360640495042700444910030119632739932260347929446287243156317108165447575531/4022201755183747284479256410196956323075630961420658651404510283673747406556261654979541969506980214255405655423957713936587720783025331302410198311752938843132742602242765623292345727892283869904818610751957385549951795941589832495245161589377862853624723981115919673896053579448320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.000718148591245445,1,negative control for sufficient inequality
finite_tail_column,4320789390350470600718562016872051315073239412112331568475707823854994273496752982749069183091148802504792851006687987383999427459205049267481727252000645248255257669910240755342116083736833456940427530300633582745475056387999815595788803571851813728240980038731028115608559285530321436749941539435458059416665292088865357215182679789392659418817583260742616266689288637495503086122900339898172243995073495969356270913056975346175372605918284696640511825950999141369640794989741647673490706436777038003526930511985289150424457/26063870243005047136718488405703169442866796823800953891472533424626656576682272736976626376751792937226275698329556913535498136275714333447623503393587293280914683107881618829522285839126336104665547920991339515425170292379157158712612187308516820977702551744607416665181517601013183593750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.16577696827316245098,1,finite exact regression only
