amplitude,exactSignedTotal,sampledSignedSum,sampledTotalResidual,annularL1,exactTotalOverAnnularL1OfMeans,minimumAnnulus,negativeAnnulusCount
0.24675,0.036331981716092865,0.03717824534204142,0.0008462636259485568,0.04023853282978515,0.9029151701376,-0.0015301437438718633,1
0.247,0.03640628485408704,0.03725580739518529,0.0008495225410982479,0.0403256585021283,0.9028069523567879,-0.0015349255534715055,1
0.24725,0.03648078477967452,0.03733357203022033,0.000852787250545807,0.04041300646186342,0.9026991054006432,-0.0015397172158215472,1
0.2475,0.036555481669338946,0.037411539429934075,0.0008560577605951289,0.04050057691186639,0.9025916284819252,-0.0015445187409661586,1
0.24775,0.036630375699563955,0.03748970977711402,0.0008593340775500669,0.04058837005501305,0.9024845208101614,-0.0015493301389495103,1
0.248,0.03670546704683318,0.03756808325454772,0.0008626162077145366,0.04067638609417926,0.9023777815917057,-0.0015541514198157726,1
0.24825,0.036780755887630266,0.03764666004502266,0.0008659041573923915,0.040764625232240885,0.902271410029798,-0.0015589825936091154,1
0.2485,0.03685624239843884,0.037725440331326375,0.0008691979328875332,0.04085308767207379,0.9021654053246239,-0.0015638236703737097,1
0.24875,0.03693192675574254,0.03780442429624637,0.000872497540503829,0.040941773616553816,0.9020597666733717,-0.0015686746601537255,1
0.249,0.03700780913602501,0.03788361212257017,0.00087580298654516,0.04103068326855684,0.9019544932702915,-0.0015735355729933332,1
0.24925,0.03708388971576988,0.03796300399308529,0.000879114277315407,0.041119816830958694,0.901849584306752,-0.001578406418936703,1
0.2495,0.03716016867146079,0.03804260009057925,0.0008824314191184582,0.04120917450663526,0.9017450389712969,-0.0015832872080280057,1
0.24975,0.03723664617958137,0.03812240059783956,0.0008857544182581945,0.04129875649846238,0.9016408564497033,-0.001588177950311411,1
