kind,index,z,k,theta,phi_plus,phi_minus,omega_sq,beta_plus_norm,beta_minus_norm,parent_norm,fine_defect_norm,critical_rate,critical_rate_over_k2,box_cost,cauchy_ratio
geometry,115,3.0106929596902186,,,0.74148145657226705,0.25851854342773295,0.9829629131445341,,,,,,,,
geometry,116,3.0368728984701336,,,0.74453690018345142,0.25546309981654858,0.98907380036690296,,,,,,,,
geometry,117,3.0630528372500483,,,0.74692208514878444,0.25307791485121556,0.99384417029756889,,,,,,,,
geometry,118,3.0892327760299634,,,0.74863047384206838,0.25136952615793168,0.99726094768413653,,,,,,,,
geometry,119,3.115412714809878,,,0.74965738368864343,0.25034261631135657,0.99931476737728686,,,,,,,,
geometry,120,3.1415926535897927,,,0.75,0.25,1,,,,,,,,
geometry,121,3.1677725923697082,,,0.74965738368864343,0.25034261631135657,0.99931476737728686,,,,,,,,
geometry,122,3.1939525311496229,,,0.74863047384206838,0.25136952615793162,0.99726094768413653,,,,,,,,
geometry,123,3.2201324699295379,,,0.74692208514878444,0.25307791485121556,0.99384417029756889,,,,,,,,
geometry,124,3.2463124087094526,,,0.74453690018345142,0.25546309981654858,0.98907380036690296,,,,,,,,
geometry,125,3.2724923474893677,,,0.74148145657226716,0.25851854342773289,0.98296291314453432,,,,,,,,
geometry,126,3.2986722862692828,,,0.73776412907378841,0.26223587092621159,0.97552825814757682,,,,,,,,
geometry,127,3.3248522250491979,,,0.73339510662430041,0.26660489337569959,0.96679021324860093,,,,,,,,
geometry,128,3.3510321638291125,,,0.7283863644106503,0.2716136355893497,0.9567727288213006,,,,,,,,
geometry,129,3.3772121026090276,,,0.72275163104709206,0.277248368952908,0.945503262094184,,,,,,,,
geometry,130,3.4033920413889422,,,0.71650635094610982,0.28349364905389024,0.93301270189221963,,,,,,,,
geometry,131,3.4295719801688578,,,0.7096676419863559,0.29033235801364404,0.91933528397271203,,,,,,,,
geometry,132,3.4557519189487724,,,0.70225424859373686,0.29774575140626314,0.90450849718747384,,,,,,,,
geometry,133,3.4819318577286875,,,0.69428649036424273,0.30571350963575727,0.88857298072848545,,,,,,,,
geometry,134,3.5081117965086022,,,0.68578620636934862,0.31421379363065138,0.87157241273869734,,,,,,,,
geometry,135,3.5342917352885173,,,0.67677669529663698,0.32322330470336308,0.85355339059327395,,,,,,,,
geometry,136,3.5604716740684323,,,0.66728265158971456,0.33271734841028544,0.83456530317942901,,,,,,,,
geometry,137,3.5866516128483474,,,0.65733009776245932,0.34266990223754068,0.81466019552491853,,,,,,,,
geometry,138,3.6128315516282621,,,0.64694631307311834,0.35305368692688166,0.79389262614623668,,,,,,,,
geometry,139,3.6390114904081772,,,0.63615975875375674,0.36384024124624326,0.7723195175075136,,,,,,,,
geometry,140,3.6651914291880918,,,0.62500000000000011,0.37499999999999989,0.75000000000000033,,,,,,,,
geometry,141,3.6913713679680069,,,0.6134976249348868,0.38650237506511326,0.72699524986977349,,,,,,,,
geometry,142,3.717551306747922,,,0.60168416076895004,0.39831583923104996,0.70336832153790019,,,,,,,,
geometry,143,3.7437312455278371,,,0.58959198738632501,0.41040801261367499,0.67918397477265002,,,,,,,,
geometry,144,3.7699111843077517,,,0.57725424859373697,0.42274575140626308,0.65450849718747373,,,,,,,,
geometry,145,3.7960911230876664,,,0.56470476127563041,0.43529523872436959,0.6294095225512607,,,,,,,,
geometry,146,3.8222710618675815,,,0.55197792270444002,0.44802207729556004,0.60395584540888003,,,,,,,,
geometry,147,3.8484510006474966,,,0.53910861626005779,0.46089138373994221,0.57821723252011559,,,,,,,,
geometry,148,3.8746309394274117,,,0.52613211581691333,0.47386788418308662,0.55226423163382676,,,,,,,,
geometry,149,3.9008108782073263,,,0.51308398906073616,0.4869160109392639,0.5261679781214722,,,,,,,,
geometry,150,3.9269908169872414,,,0.50000000000000011,0.49999999999999994,0.50000000000000022,,,,,,,,
geometry,151,3.953170755767156,,,0.48691601093926429,0.51308398906073571,0.47383202187852858,,,,,,,,
geometry,152,3.9793506945470711,,,0.47386788418308678,0.52613211581691322,0.44773576836617357,,,,,,,,
geometry,153,4.0055306333269867,,,0.46089138373994215,0.5391086162600579,0.4217827674798843,,,,,,,,
geometry,154,4.0317105721069009,,,0.44802207729556037,0.55197792270443957,0.3960441545911208,,,,,,,,
geometry,155,4.057890510886816,,,0.43529523872436993,0.56470476127563007,0.37059047744873991,,,,,,,,
geometry,156,4.0840704496667311,,,0.42274575140626325,0.57725424859373675,0.34549150281252644,,,,,,,,
geometry,157,4.1102503884466461,,,0.41040801261367493,0.58959198738632512,0.32081602522734987,,,,,,,,
geometry,158,4.1364303272265612,,,0.39831583923104991,0.60168416076895015,0.29663167846209976,,,,,,,,
geometry,159,4.1626102660064763,,,0.3865023750651132,0.6134976249348868,0.27300475013022629,,,,,,,,
geometry,160,4.1887902047863905,,,0.37500000000000022,0.62499999999999978,0.25000000000000044,,,,,,,,
geometry,161,4.2149701435663056,,,0.36384024124624337,0.63615975875375663,0.22768048249248671,,,,,,,,
geometry,162,4.2411500823462207,,,0.35305368692688177,0.64694631307311823,0.2061073738537636,,,,,,,,
geometry,163,4.2673300211261358,,,0.34266990223754068,0.65733009776245932,0.18533980447508128,,,,,,,,
geometry,164,4.29350995990605,,,0.33271734841028572,0.66728265158971434,0.16543469682057149,,,,,,,,
geometry,165,4.3196898986859651,,,0.32322330470336336,0.67677669529663664,0.14644660940672666,,,,,,,,
geometry,166,4.3458698374658811,,,0.31421379363065127,0.68578620636934873,0.1284275872613026,,,,,,,,
geometry,167,4.3720497762457962,,,0.30571350963575711,0.69428649036424295,0.1114270192715142,,,,,,,,
geometry,168,4.3982297150257104,,,0.29774575140626319,0.70225424859373686,0.095491502812526372,,,,,,,,
geometry,169,4.4244096538056255,,,0.29033235801364399,0.70966764198635601,0.080664716027288003,,,,,,,,
geometry,170,4.4505895925855405,,,0.2834936490538903,0.7165063509461097,0.066987298107780605,,,,,,,,
geometry,171,4.4767695313654547,,,0.27724836895290816,0.72275163104709184,0.054496737905816342,,,,,,,,
geometry,172,4.5029494701453698,,,0.27161363558934987,0.72838636441065008,0.04322727117869974,,,,,,,,
geometry,173,4.5291294089252849,,,0.26660489337569959,0.73339510662430041,0.03320978675139924,,,,,,,,
geometry,174,4.5553093477052,,,0.26223587092621164,0.73776412907378841,0.024471741852423266,,,,,,,,
geometry,175,4.5814892864851142,,,0.25851854342773306,0.74148145657226694,0.01703708685546609,,,,,,,,
geometry,176,4.6076692252650293,,,0.25546309981654869,0.74453690018345131,0.010926199633097341,,,,,,,,
geometry,177,4.6338491640449453,,,0.25307791485121556,0.74692208514878444,0.0061558297024310949,,,,,,,,
geometry,178,4.6600291028248604,,,0.25136952615793162,0.74863047384206838,0.0027390523158632887,,,,,,,,
geometry,179,4.6862090416047746,,,0.25034261631135657,0.74965738368864343,0.00068523262271308035,,,,,,,,
geometry,180,4.7123889803846897,,,0.25,0.75,3.3744595109891791e-32,,,,,,,,
geometry,181,4.7385689191646048,,,0.25034261631135657,0.74965738368864343,0.00068523262271306116,,,,,,,,
geometry,182,4.7647488579445199,,,0.25136952615793168,0.74863047384206838,0.0027390523158633434,,,,,,,,
geometry,183,4.7909287967244341,,,0.25307791485121556,0.74692208514878444,0.0061558297024310385,,,,,,,,
geometry,184,4.8171087355043491,,,0.25546309981654858,0.74453690018345142,0.010926199633097079,,,,,,,,
geometry,185,4.8432886742842642,,,0.25851854342773289,0.74148145657226716,0.017037086855465771,,,,,,,,
geometry,186,4.8694686130641793,,,0.26223587092621159,0.73776412907378841,0.024471741852423155,,,,,,,,
geometry,187,4.8956485518440944,,,0.26660489337569959,0.73339510662430041,0.033209786751399108,,,,,,,,
geometry,188,4.9218284906240095,,,0.27161363558934981,0.72838636441065019,0.043227271178699601,,,,,,,,
geometry,189,4.9480084294039246,,,0.27724836895290805,0.72275163104709195,0.054496737905816189,,,,,,,,
geometry,190,4.9741883681838397,,,0.28349364905389041,0.71650635094610959,0.066987298107780868,,,,,,,,
geometry,191,5.0003683069637539,,,0.29033235801364388,0.70966764198635612,0.080664716027287808,,,,,,,,
geometry,192,5.026548245743669,,,0.29774575140626308,0.70225424859373686,0.095491502812526163,,,,,,,,
geometry,193,5.0527281845235841,,,0.30571350963575727,0.69428649036424273,0.11142701927151455,,,,,,,,
geometry,194,5.0789081233034983,,,0.31421379363065116,0.68578620636934884,0.12842758726130235,,,,,,,,
geometry,195,5.1050880620834134,,,0.32322330470336291,0.67677669529663709,0.14644660940672577,,,,,,,,
geometry,196,5.1312680008633285,,,0.33271734841028527,0.66728265158971478,0.16543469682057052,,,,,,,,
geometry,197,5.1574479396432436,,,0.34266990223754051,0.65733009776245943,0.18533980447508097,,,,,,,,
geometry,198,5.1836278784231586,,,0.35305368692688166,0.64694631307311834,0.20610737385376329,,,,,,,,
geometry,199,5.2098078172030737,,,0.3638402412462432,0.63615975875375685,0.2276804824924864,,,,,,,,
geometry,200,5.2359877559829888,,,0.37500000000000006,0.625,0.25000000000000011,,,,,,,,
geometry,201,5.2621676947629039,,,0.38650237506511342,0.61349762493488658,0.27300475013022679,,,,,,,,
geometry,202,5.2883476335428181,,,0.39831583923104974,0.60168416076895026,0.29663167846209942,,,,,,,,
geometry,203,5.3145275723227332,,,0.41040801261367477,0.58959198738632523,0.32081602522734948,,,,,,,,
geometry,204,5.3407075111026483,,,0.42274575140626303,0.57725424859373697,0.34549150281252605,,,,,,,,
geometry,205,5.3668874498825634,,,0.43529523872436976,0.56470476127563018,0.37059047744873963,,,,,,,,
geometry,206,5.3930673886624776,,,0.44802207729555976,0.55197792270444024,0.39604415459111958,,,,,,,,
geometry,207,5.4192473274423927,,,0.46089138373994198,0.53910861626005802,0.42178276747988397,,,,,,,,
geometry,208,5.4454272662223087,,,0.47386788418308684,0.52613211581691322,0.44773576836617357,,,,,,,,
geometry,209,5.4716072050022238,,,0.48691601093926429,0.51308398906073571,0.47383202187852858,,,,,,,,
geometry,210,5.497787143782138,,,0.49999999999999989,0.50000000000000011,0.49999999999999978,,,,,,,,
geometry,211,5.523967082562053,,,0.51308398906073593,0.48691601093926407,0.52616797812147187,,,,,,,,
geometry,212,5.5501470213419681,,,0.52613211581691344,0.47386788418308662,0.55226423163382687,,,,,,,,
geometry,213,5.5763269601218832,,,0.53910861626005779,0.46089138373994215,0.57821723252011559,,,,,,,,
geometry,214,5.6025068989017974,,,0.55197792270443957,0.44802207729556043,0.60395584540887914,,,,,,,,
geometry,215,5.6286868376817125,,,0.56470476127562996,0.43529523872436998,0.62940952255126004,,,,,,,,
geometry,216,5.6548667764616276,,,0.57725424859373675,0.42274575140626325,0.65450849718747361,,,,,,,,
geometry,217,5.6810467152415418,,,0.58959198738632468,0.41040801261367538,0.67918397477264925,,,,,,,,
geometry,218,5.7072266540214569,,,0.60168416076894971,0.39831583923105029,0.70336832153789941,,,,,,,,
geometry,219,5.7334065928013729,,,0.6134976249348868,0.3865023750651132,0.72699524986977349,,,,,,,,
geometry,220,5.759586531581288,,,0.62500000000000022,0.37499999999999983,0.75000000000000033,,,,,,,,
geometry,221,5.7857664703612022,,,0.63615975875375663,0.36384024124624337,0.77231951750751315,,,,,,,,
geometry,222,5.8119464091411173,,,0.64694631307311823,0.35305368692688177,0.79389262614623646,,,,,,,,
geometry,223,5.8381263479210324,,,0.65733009776245932,0.34266990223754068,0.81466019552491875,,,,,,,,
geometry,224,5.8643062867009474,,,0.66728265158971456,0.33271734841028544,0.83456530317942901,,,,,,,,
geometry,225,5.8904862254808616,,,0.67677669529663664,0.32322330470336336,0.85355339059327329,,,,,,,,
geometry,226,5.9166661642607767,,,0.68578620636934839,0.31421379363065161,0.87157241273869668,,,,,,,,
geometry,227,5.9428461030406918,,,0.69428649036424261,0.30571350963575739,0.88857298072848534,,,,,,,,
geometry,228,5.9690260418206069,,,0.70225424859373675,0.29774575140626325,0.90450849718747361,,,,,,,,
geometry,229,5.9952059806005211,,,0.70966764198635568,0.29033235801364426,0.91933528397271136,,,,,,,,
geometry,230,6.0213859193804371,,,0.7165063509461097,0.2834936490538903,0.93301270189221941,,,,,,,,
geometry,231,6.0475658581603522,,,0.72275163104709206,0.277248368952908,0.945503262094184,,,,,,,,
geometry,232,6.0737457969402673,,,0.7283863644106503,0.2716136355893497,0.9567727288213006,,,,,,,,
geometry,233,6.0999257357201815,,,0.73339510662430041,0.26660489337569959,0.9667902132486007,,,,,,,,
geometry,234,6.1261056745000966,,,0.73776412907378841,0.26223587092621164,0.9755282581475766,,,,,,,,
geometry,235,6.1522856132800117,,,0.74148145657226705,0.25851854342773295,0.9829629131445341,,,,,,,,
geometry,236,6.1784655520599268,,,0.74453690018345142,0.25546309981654858,0.98907380036690273,,,,,,,,
geometry,237,6.204645490839841,,,0.74692208514878433,0.25307791485121561,0.99384417029756889,,,,,,,,
geometry,238,6.2308254296197561,,,0.74863047384206827,0.25136952615793173,0.99726094768413653,,,,,,,,
geometry,239,6.2570053683996711,,,0.74965738368864343,0.25034261631135657,0.99931476737728686,,,,,,,,
geometry,240,6.2831853071795853,,,0.75,0.25,1,,,,,,,,
ledger,0,,1,,,,,-0.25,0.25,0,0.10000000000000001,,,,
scaling,0,,1,,,,,,,,,0.10000000000000001,0.10000000000000001,,
box,0,,1,0.25,,,,,,,,,,0.019673467014368329,1
box,0,,1,0.5,,,,,,,,,,0.031606027941427882,1
box,0,,1,1,,,,,,,,,,0.043233235838169362,1
scaling,1,,2,,,,,,,,,0.40000000000000002,0.10000000000000001,,
box,1,,2,0.25,,,,,,,,,,0.019673467014368329,1
box,1,,2,0.5,,,,,,,,,,0.031606027941427882,1
box,1,,2,1,,,,,,,,,,0.043233235838169362,1
scaling,2,,4,,,,,,,,,1.6000000000000001,0.10000000000000001,,
box,2,,4,0.25,,,,,,,,,,0.019673467014368329,1
box,2,,4,0.5,,,,,,,,,,0.031606027941427882,1
box,2,,4,1,,,,,,,,,,0.043233235838169362,1
scaling,3,,8,,,,,,,,,6.4000000000000004,0.10000000000000001,,
box,3,,8,0.25,,,,,,,,,,0.019673467014368329,1
box,3,,8,0.5,,,,,,,,,,0.031606027941427882,1
box,3,,8,1,,,,,,,,,,0.043233235838169362,1
scaling,4,,16,,,,,,,,,25.600000000000001,0.10000000000000001,,
box,4,,16,0.25,,,,,,,,,,0.019673467014368329,1
box,4,,16,0.5,,,,,,,,,,0.031606027941427882,1
box,4,,16,1,,,,,,,,,,0.043233235838169362,1
scaling,5,,32,,,,,,,,,102.40000000000001,0.10000000000000001,,
box,5,,32,0.25,,,,,,,,,,0.019673467014368329,1
box,5,,32,0.5,,,,,,,,,,0.031606027941427882,1
box,5,,32,1,,,,,,,,,,0.043233235838169362,1
scaling,6,,64,,,,,,,,,409.60000000000002,0.10000000000000001,,
box,6,,64,0.25,,,,,,,,,,0.019673467014368329,1
box,6,,64,0.5,,,,,,,,,,0.031606027941427882,1
box,6,,64,1,,,,,,,,,,0.043233235838169362,1
scaling,7,,128,,,,,,,,,1638.4000000000001,0.10000000000000001,,
box,7,,128,0.25,,,,,,,,,,0.019673467014368329,1
box,7,,128,0.5,,,,,,,,,,0.031606027941427882,1
box,7,,128,1,,,,,,,,,,0.043233235838169362,1
