radiusLabel,radiusExact,sampleIndex,inverseDegreeExact,inverseDegreeDecimal,columnExact,columnDecimal,isLatticeEndpoint,classification
target 0.371,371/1000,0,0,0,7910789372113111192058050001079865330108651604744780569018215416215262045553385860679411193098520096009985011492469257800218478389771359050091000166188877706007785403751574125882750263269339814916092858148626782921868038629901163328220247162572660770859760151107685653688828841145210898510774741517405790137000804728575862260738907454462506823449561731763533526738487681130379258792148484787810349841360309862442866640889382074050378847092569615397387927507777537488557723163759863357605963177/8054049230361834136703117110001210879692661969181787003245489606894404297723391705866109055480180022167873252565659381357198247343166262147070220431590978674009283476820368094407925188198616429945633638244430947834141017292931072000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98221269151066670222,false,presentation sample; not used in proof
target 0.371,371/1000,11,11/8200,0.0013414634146341464487,21107123145934855367469586045398273700993680110494173999500667586458934511731013923683807907217160263063962383503525525133877007595796609232357482551368210740289018955411809125651187560090072979000316336015119344451986178908467554102319359443045061116987821634675576741153544879245589466996350855782109114766759538429766270231226613892539367642513206268509377221246643469466084402178455473234509329221204634210669671590494004501594625433553845023236229842207776786243191863496530928972655166005312679998071593894708376645716855879878665501206165392479013050939128483310159431826805734873441955092861634631633571178914123403714428594746361744887279172221059300229341/21453236218721163802701856417652941387917652873720406782145223388558186947005479408229303689122103285168859982647937334118244918671264564844087904780067677881950092718750873578371071234227971837460541752852021121733969611890920980120356699849818503097215677742843821521172197665353017627971376685893288697345811339758554924880935404235644118963788743564759972096098994448137352393395710638349959036928000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98386662649599354591,false,presentation sample; not used in proof
target 0.371,371/1000,12,3/2050,0.0014634146341463414621,35453624901079037112055857970083176950785928514711754214650271509929034625175122304443165739396619553291112388255615795717426728372351565671732428951485619869210051663713578013406129367984752827747483900549410601350854620520543719202807866102701152934008271789256636640201227101732339747811495360290458061099662614217736788369082254304415648630098695096615934664756423950534121706372615538582700481492217679991088350865876173492085245977781182059130460184507653543508111527338659636536804585452554414481136927198430819743711514568720113144867754439594748562368264812181382202063676906358027470380912292281461465242394287911517/36029485789658953864463327879357054192581809378084244489307100672984561502428572796939037957576930875983580035709222272542228130160444476993873294868190881962403583720080945954832379722864892119029303757696626555059579824981320327993667463126801624452555736213614886792827755836744215386535249694535556622456476156490459159464826043229419401428152684969090613248000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98401695511443576514,false,presentation sample; not used in proof
target 0.371,371/1000,13,13/8200,0.0015853658536585366924,1131853052254426814807676538174258118067721047688553546470481851135759459818379147726199387948101901644159564972277472526173959324967830309121720994919965463364168280694575436543706110408959705838002815501516168353699217272723541290632099703450837449708327727251127788109280606254697693925853458632303029025569503750104343216474606699553918688469291980596168095243715788789831409543467987172284978843078968161466714510887627270499301410572780023362482944436062114179745754341268661796937822743166812275210674985996987797149439424487981274880826642361436874636606015151136862988986429021736256472755321164564963145089952246067822431105146529830581870799705377973470297692449/1150061657704119293510080349122053384251369220547408884772568304746006162654951621700883788318835022955599294400947873900960765344962568730362252403314310622192105435339114751312017371301439025638903183888840917516834455016511843281040420568124942629343345611481076879381324430069623407039263822955911531724128954286682315733345723137081062693800694785774999030193925919342005348056501009572771212579710173184000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98416727892133837319,false,presentation sample; not used in proof
target 0.371,371/1000,14,7/4100,0.0017073170731707317058,3072898264273859420617237715783219196378657501612262458983105305421189476622330784355743420515108250817652483969713251149790626545512120628907588805472876500094237492643357862509658426085619272833382586151588973324474109120678771555811327214622473878464910654389820790409719237866763363465765537256022492919584120956231196154440186557152011057700802725685648930247138875883506892558416282395446277474243474523688702785317356501412887383038870319585298855192432689420585614976503816554201986150623581828738492051630095281933039635211593886292726996680118303149943665512950674261549473846701270866778080730694435281425146024043081164313/3121856472696551109972690110346154702657012506590743631761012773752761871608579083046446036158479892038702530021435665654194550367822055712678194589200480585150075296105399227989454860274598647119825636491706373991216074114727447277219594282457998433724481254927208181091818449174329835421715214327197158289714250588689154541486123837478512518976257825445458571025186816000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98431759792582540491,false,presentation sample; not used in proof
target 0.371,371/1000,15,3/1640,0.0018292682926829269361,10562370485649466611579629833478055946121116616425864659758518778119891673747586435589766190142351618251852152571174827297857610172763872700930789922431432826762312721423222588431897585000508999073564382619342525038247271475149305490832928219213228048383488309587856756978611530820460001067440366344918766712422497284046256621128862782854966335940277284446875375763286744823103987143475465458134455308614685272495967446802965016329043134751313552549260372221032922987872639880533472443965425327990794517461669456759570071964911372603334542586946497690690259422446800311075838105725443922068556435070018134985550090331/10729014481255625866351699614076106334081112018678271515410794348799497543571602781817008284848262203171131273851726408047074421025809196027965197085871049907875704382219028229377537433420641603391006317319570306197565256709684353286587340905503668538330617179775468173604382367248180466159686916830812054518474549318150640576345242513274038541236358348800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98446791213700957091,false,presentation sample; not used in proof
target 0.371,371/1000,16,2/1025,0.0019512195121951219495,372019001595458423983763355046304359985079247961204480497280492272675442767535987559529700856994239650183944933014920663597100577686801423108151922502433672649177377176598379812839108807268032000010085049819789828945246928436136219178527266273934905968821112534469189808699138536175530396347325082204062267564288843994201172500439804711211095492390426451050030748978338818876423116744817180252955886762624901231173898750763624173339892980604895586097929077759850551280013250403884298617971761288442744375540319196228449474510753786477787438890609091732887968888558997203280055542880395269696904829632145077418781/377830709860857655059013503490270607488188622719511342356667296666230475274785995369993643453968600899663566538130130937698449063567734802966997546525769826889326135554039160008741970131327311068293942533994680987781941275762432448858626604343833319071882240256654559481852804485719228233019907820827791725260833982302917712889293951030730013278208000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98461822156399225747,false,presentation sample; not used in proof
target 0.371,371/1000,17,17/8200,0.0020731707317073171798,55343426404084946274850287209357462553669296776861177414757259672686837951357752309286153113023799904892927446644675648193207904975250124093096250652272565133991081544050101989550600934180851558132253688719466045974345402757915332843863282165407930788381254248236064684877990697677287546736143563586032202613231599312329977984571056358444755866587750705554553065505445419059040897639471438480599097286708420976857386314407717628722970004442647258050150615876184318742496930084324627329661682111085627266470003229837166152940306454488175708886289609184719498467605411069490880553186035111710481377126476760465910979029968282332340050746173044749271875955054083760551134568701337/56199426495433629214429744041490083939886739612629107621570680319989668283694121391906187495576458833855046252000747304451336021223293881314724155180293588672885833914239778533813960540083707519942059197592928493780362163829395059467450826140096811217103088605265633687412459219666124102381380707845202444733806253733487270011125213378820171051936401023898943170889035777815102675340637634133468342677488961323008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98476852621586385972,false,presentation sample; not used in proof
target 0.371,371/1000,18,9/4100,0.0021951219512195124101,4567646867935257245615168974405091478353503894302823777346042969032654041680941030069042451674316131884060260262972147484816008415741678789975430277714510573795520559682099746228533032577473441005383229604039643716753347630869039288947399295571668228880612094195725608933931318910656715113507843341826208336607231900593825154863824914670187887520768107017127940214452645460467048297096800904059744671052416703568649854270012071200414172628235004496758872006621605848799489200418054235362905591020631815428695110802490629664296071445612352639427104617986104920005754136937959753867687726580757487312362914400005700701977633287190898736080726244441365453/4637587125848682814139832420697156716161861013924260367975999715533075121693720693663899999047004775877890728268626698611639039724874657041725193639925748920363530620417688969079010327039913019919631355553455125478435314809399125402332736432677727365124194032057779003311086009078063008796518266328111959701652667380727147121875375510475142924614716603878664563569875076104718223218311168000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98491882610170333745,false,presentation sample; not used in proof
target 0.371,371/1000,19,19/8200,0.0023170731707317072066,175381059824435330967958542032110892941109284597874989707398559503747648684957004979274580170017613639866473530268482700211282801937101333819656081527637292709542492831686435666143456301489230762622556280979305516390366534996124266615860064344822556677991207707477260274644538774403045096625657066183212029737473402314724525181869869256324255555479845781003878515924966113700006772521449455061339693022560570575502659694521084060343947000060954742298695377351566368423736203421539700383483941848081779003837238833550886199985182889292731616456196297401644376869729568484922634738576299066029984564159777887704358910886346589858798535638652162533759585416890816497766175071/178039343681125546285619419562651285789544135398065339879398321796641497773982922975922159368481148302497295713463392411581401601489242635975388649023521913159754162635855508243584015397077903485412696935113140891727248454804941726482045573914958888179048195450387764557909135356276489553249399430117768886767522199414963761555002375038965480350769991752375244110442108145221152726818140489279405494508716032000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98506912123057877029,false,presentation sample; not used in proof
target 0.371,371/1000,20,1/410,0.0024390243902439024369,1573767459160847519872875330723887458385235335843011761861192380662200276763166102722361680726034415275959180874872201067565706192227774568594741572202010231790318923302802903672560333405955591586242129238190388160814458152147477405648489652183977631728337468691208786729951523085059917834585788604018339892429878281172966710994463354530541198417836909171183795409399785451881685308139046731048357083448625648710034179619417574385649336955702722203901046618516263746059839556692016194124291447780651828251267960182095118013868180301847678957748480295665231/1597377640566986977730240348205188125003472439788310858534482353745093372153413589369112333597621557582243026774952250435976660094002916329044412624576393589708885916340835317526076636258943474868938504977702533736950224734024043203051707069825936285805267155329917913953860721094750795380817920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98521941161154658051,false,presentation sample; not used in proof
target 0.371,371/1000,21,21/8200,0.0025609756097560976672,14551535075232177859922916009772251428258330004979070432165372083957053660599303763540609754030775762677628250126942576097207150806564770265059607677298390459715810217738912450055853806499123109500930301258097540640536653774942026684607379962658676015774811549967278842185520076645706310800345181303654685832509742315540561390235200267352686118477346051952365118600022066037420886207246898143728542562908627006458772976397331100170642388816984735788122140000678849586066817292066453194903801113556102605322840194244046119675371615934297355925589586932276563758234021033568104283208350117119411624702615457440787095340889388743829129535705422686129968097273293637158357454389625628711/14767589378675949721074670309388504433055465855381884943271218536220762441184233115117655473103068391714918882776971547236449008669276081964468340949546717606769405054162385914597310989714035455111149525280587893982024410387644095324886263235126442280188319077409677293795284908168432589105057035325478364861591162467652881413097891942819962284082475159402967235839119875292292507728838406188839462904998644349201809408000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9853696972536527543,false,presentation sample; not used in proof
target 0.371,371/1000,22,11/4100,0.0026829268292682928974,32244314603271478999764739525663655590523139376072959053792150915531842759732585900480800115079383252909041299309088048842513852830882671835534708648603412391315197225258223078610440002609100152058134730619567086297119409960950674479028590409932781804379514410733674775967721036283374613558489373344509951000810319052070797796530170544481046020002305663439083036203483564377752316436474564656378716336891315863240203963202240260450115931673745161595023353983347444652780077691698087622799912178381739497073110324945964249043509081150320433341727900798191836297516467388921283882276885152303329884233858465259050414620861932826128868472259964243598479416571/32718073014895817796189910291443960138785498351848122310562772001699245414138232984005908012616366446464097090718281191433149069574694525203491925903460646382254996402746959892480693425087618826977267650845114589966063998740715673793958203760234207967342433392988009182334119715720861101172730115996595408006967972462394223204940137599609765866940219311840841081798551082904487921404350562304000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98551997816593150947,false,presentation sample; not used in proof
target 0.371,371/1000,23,23/8200,0.002804878048780487694,1560081545733976429587759074160681443095768929693788365123383010738933318986502053295368483299301452395864993194143816326523938483168018564898255128196036185927641347492687439370279885505952392270919823012275141667818658144914678350479781507330616257556897404965036428610616037931195153534712373235076819141961186198437729592101867383584323950049112053589835623391410787582995056207744559634030673678018939705474597703440922103677501963789917918037405988001201225423883052703975588638233264295691302463466520683711828596209846967720255027644039196078827444110968603137449725446408529093942785158777569670486943568337025012377221908134763618317180260980692592401650353/1582762124389204719081865296411906813970106504257058663597815575649906295273406857300009100731017426432958672567891352311987100294333253289298935450633279671611597976453825453209567671251888394317647083070011952953290103923473287105363826981163004471617068589163136054913493860796457391624635543852106262574476438871511908606778572220798456962581311608857945780969593149902258105198486021113155931865088000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98567025435740651673,false,presentation sample; not used in proof
target 0.371,371/1000,24,3/1025,0.0029268292682926829243,64665915415694941958654825244122595824511044842383316520028949799528971101902189426353898777727758081400066845005497496611211973534760780123988629951735800961161644853223446636000142750428620740472480726387786467428811497443045518957351571543788202908725453924427336636887433490602544328506582433799271184019968851068454048809317989635751050845861881406900557296457531799643412253486748350076066458592316845203734035181701726106614941197318954154117240794256922001480371579681205523749008334082897159619961341769164238911778380492046346583344635320537276891042479964383547883929203782040318380028656802278013/65596032666072921765575720613193888926080434818818511130192737409941508936422218355421258743399633342893252814678514175935322732915194020601845618699054133592596520213267089934532020325298873096359841528880397864390423434666980415628439849692917292344039213059171958638598890902713605448543315619390484031037696696613243186247709387998915198976000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98582052583709001148,false,presentation sample; not used in proof
target 0.371,371/1000,25,1/328,0.0030487804878048781546,15080743992857557403882065912243439550745421919627410546862278449414227157454552919711518627170172373062725091205417613662617969771363862564485881583592045312576456104769871108540157292906621929036631641511012677308450314081568683963713126268015631682715467117386343467211086822883926822457172167018918204215508008043498072487572039133551779336426896427640819184923739323991916110899783577024521516462488072754484042615165172128984544736994936767653671718182258239023751429988956166911594158556817234391410957447665717779103383984654749629428153279040293/15295325283293461823581891086662590140513811570297593204390952839577692916800139037075957931543429522448491805313961086197208144463080720146592076666465421109773573404241546670935470395358962938022920032682597145155300499747431327948671067622928718172572113753847046060875543165529795592192000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98597079261398357097,false,presentation sample; not used in proof
target 0.371,371/1000,26,13/4100,0.0031707317073170733848,23422723437407088781168807657043956799189659161499513024273602576744313102305526674109557901604056836957569495664438636848678783760279922522575013433235973180141067657718423974981057343383543652921475322255997423038400666818639435142503495150903816751693260005516118312555550120715495746829362379496886833690596621961787227135943585882471898075280132298044470771446890781442558784654327367838000147833262523366204396457255950650608617652488743169556010960253289786206533965974086246093067394133935285784102490584350948677104758810950481161038868158904317558527002116073081124099515300523352956326036285375409972374593013492057372269873056541/23752381440230194452046555306656994147890208287839526794288014143833887761997610062379481764358950752624465660362058693179151279431992119714606815692924680744724806345743778656128339345394200950794892826523976553627075573516587494486745505306126413619008588043965893858230858646063251234935974145053239806729818737615634296213608381433816337413779268078350600515890016637943808000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98612105469707755923,false,presentation sample; not used in proof
target 0.371,371/1000,27,27/8200,0.0032926829268292681814,2037027498425308693211280469030562039066814090998751586525627694716421613921721700943459851329401702244581838022891959969001670788591390837484101916866088168369357307097410456888121553021482922860404469013525670401795041033400110495761733512918704508782467661562386867617705545773857870176251341749996789429726385273784957366171195323837032197283132703114391665434031086434992577112070616333690781585331157892123700112849860588709582964348007408598463259152260916783152396686650143219781426014855627142121956509523346345822362858249669671139210589930910645606280660314386472338199293678769946763008586845049376550745155265851193964341055163994435635367570934367845623515703814913/2065382490034721491153122656384478876723922338539703198327274658725819299435862683875606647761011791577194225939602985525540882166774704297411671492332858575091079170120264140462321749442715520045933911116821310440965017805732498572114406934065582982420018780159166519396397475078135659026688547937904385816168241624310301676228532597485722275071764990305950005972582143522846448688621581352813430583538049542520832000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.98627131209535134904,false,presentation sample; not used in proof
