sector,plot_charge,input_charge,minimum_tail_degree,exact,decimal,kind,highlight,classification
53,53,53,82,1897706304423151500838926478047753279464021604645900590172359360551001562599665324820170262235441996266697887249568618756402745678423866283923392722321331707315186382360208378318360565964004275906357924523943225533239704365063072809709069034104164091694251074060071977782935105713369741399141345062407792017335757989887597801579557453606878434237412538955504131/5158662861816119918006537716424669018464720446211962039891968339515953210522083419889888061442888809084662687251254500330054032249940558631353678790842338569192199216126472755685443226675494518433100845242663251114649987398377770332451856575041364939800521974219642729940416436198209299888930230913264565982008690454082543464979051315200000000000000000000000000,0.36786786716956715315,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
54,54,54,81,41740828606812145969688765117962046476142401340222433222704573695634370702951580172223003302605738918267840832772582546066238443571389065670900916983120115029283357683110528073693486116026240220561230769765924700446929743625047939305919221175123752105309748363157014109060895790850410137978994006240547288773066724206067474010849480551770609954798147959/113369469314948358093573815047702321939116383719214750061480010952958519775781166178545622992441435276192026211954178183129510885210048303301704195223407908653622992163657299380062294300755518031775198034659738042891728836417649994583080434865293438872118656672078331955778390130332931168557085231967721509436267394208938946723840000000000000000000000000,0.36818403454684250908,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
55,55,55,83,1607081966967793962193888071208995377329614185780500128789613791793388980135316149576945323993272455390601675533936229610315411278579903815017398988734039060412353058236646622752145931439998476753291101986608366823843294704443091129569017684088597854604730259863538819112533873463303846346157257065462277492108151342574881822991604599694837026008706777331335349/4363179749130179706603796425417557757579016560144568422711408493442446406226783811984672841020954724565849708762886485261874741141322598974539577000852223837642245575161967053997281739537250419931285840102075057736413915617019293580920454363933220195771738289511811704889897651045599306612708865017203271960611840979933234407360287473664000000000000000000000000,0.36832815959236453462,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
56,56,56,82,69422244190035318206362729508119068650680866345494177003572602161307517228114427734518781960435994558059417790335423859161789119313260802725210927556642499873619468349420265375238154025948406184346716103916309199711053790728244764753237135789726918119955415130709883364539348412578417251170254554861430156369008565455578823430396957328957662725271724906853347877/188327350515502913065514738272744591147504594199965973087128839768205869010890681763759336187489039165157104453134494185271018547483247605498208731098234463600751152766347447844070921670228055416131304414973656896302476662867202177735177813335023490666349488988979921689298948206034221427253098965749616865275883411695939619822017026457600000000000000000000000000,0.36862539615200795584,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
57,57,57,81,14075612706738266435784787968025179763856029799174587840802017994700198360145120451970147365739827745061422724814258229345338645401666954406336335615747210250510687655646689972237555841170284533532953613905841840753392051329066156517658207499771982416886188624020781226516179226990643721542658170069891974058825388872833176980350624803244257905716577315571299049181/38153991558026314758233098384193750388682472360809724393336691031056004010647511784452747448114625006863036262056969269630957613134583659012468701952503883694233262018281786344479723889056210828329512911765420426464487799753066082647828832877625645986056876026439588690679224466825204499464504947054776037739661725690241412804338496254771200000000000000000000000000,0.36891586258626279937,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
58,58,58,83,1588944742319413106067274447927640702537517088462270216281071106047123540096312618027718198911356748842423870319565274500066466571829297439592318434010906776913524593982846334254918939327013881389834681494686316013808086359345913758856933144944056638578619211757834850088502459927431821310065259710890558338881621911009667683542360271887028523939211315588531960377/4305671852776848256389205571170982804141538025550826236867848262448944774171923991333514312929266970968255601206913066451025201610973534107103043460449834832979443869026754052860412805045050265586953416189165054849581929484311981463144717082775937106456719630083722349935991687107498295343578773684068364889702416205112685824610215657472000000000000000000000000000,0.36903526247469559118,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
59,59,59,82,28484014079228384737240652528819267844603633683585784893328509455327212659382630384439612515102131787659624632577271966957904465294215332778896977459561305257992413452199907334944895355223114839001308600399547091190166143957416790046444364702980115882926785666981330288564542347596185911696630970201384090439062987484999074052324727890645430237743882465237348304803/77127800918458885502581204690921285217227951581276989888946652463636978769782378495047957443216397470933417051152441702158484936968199621818298596942673031333703719124969464088869195209032400592842812920561718105302580072683954269084088085847714057990964201570657370163562365743717422105842378309803080378697608107615108528826649641431859200000000000000000000000000,0.36930929885246277511,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
60,60,60,81,2186968419796827121813491709563404371197031334643592492845372373438539128812007980406938459537451323372732837133171515117897832350565291686606078939312071069650356673053381707245802385224215924719295301565116135247197489038003783267485691899404356086462646021036357569306162569139525750959736912057515014030110901976672783204893918160328917008945012327686288678861/5917479489286747492719883092612971588967230089239648115961597341508605665835919208148115352244992984903726498600122202096277076386493513258081628591025017778043876468208667183702191804900860276615562656536055563198261506284659522298018170720461247565159379403882765576331805374400300559548109356997839288937822585886780896554155470818902016000000000000000000000000,0.36957769329935258318,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
61,61,61,83,665427887380692331692550862587395131243192692627724265474511022280267172993454401905560733607424502017424402232584600325130016256868798101329567748165781103122635447812455281913557842632301260009043651161696775110670353862528683678609319157702253353063582028505625036988818147559879600383446941354902666420384929801472955156304178877660410959531147452989261/1800031006820814111226471267362284624609939355999010836217189925563254971965422895819410208230354465655837925944089129612035014673103892909617999169532980986318444000088260053427556870806135276574228180251083193054396033779700153346650644473863854152227818169152433335540145388549509768439728016227705455794368891672432769056636928000000000000000000000000000,0.36967579161647906583,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
62,62,62,82,246888603685264718754452608661950615015539823775887983127631944281548479543216396514033774896482468742622456949878458628846561860261663548527927691043726373790087003195718960033565631204572227279805188200862962352144719420320626707240845704355018345076992858917046982913701580682531153296652756585659955713828927041372528642156826343558650701636919588373753533359627/667393112475361184404931332374791519248133175753597705074557681712971750142841292831597210279832906061596864217257854175027446819822924808231104262921787597686935251891468117490737971890009923674113657783742607316154656402249913046792148579347448557257870833499752115358931554367681577192646623561387182445688332962317498394545389627978547200000000000000000000000000,0.36992980459380953029,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
63,63,63,81,771700318960361802468060883017966520436023994019742833132456798326345562102789074925863595435090509477239148440676621458728441836642728495160540973407878331565258431524196787034089990903144740373025529936678862035853028170093638114057625938949813517750789462245162087778054841582134591087477529738701321077368973364412091911687829427346602248739914432378386724606557/2084667420804900124992410902136929181064599594206308580393565695946614162926426756798617922133856319809205627411475955226147473109360905486138505292811115156657795527869404782683181118134849940003992058481986979816888307930424704142835487604037806036252749369666517782982866498194384342077065463611461846518387706856043442345550458594000896000000000000000000000000000,0.37017910447432644805,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
64,64,64,83,233619447739876762744074128366389691527738436057126393245208038268056731892322474073952030243900674564820531777925854987550535173773370243398107342123049327446886384962242460959013474290165069144488836091126571278069259175631533664392298630217497179180284626066047667700540928574283819975398727450513792465681934089502634222910518950565210869852172201700924732441414950609/630962715742791018755338054289483704837888302763268665906179951939796073044138133208328155850012661738174454850466282684414884089042326465391103489119854925770797118444701953844793715229047740089948221254848320594904543136850630734250214072497209971468772594599736587461411858239724729091658298530351637852956975994594036395900148927722814439424000000000000000000000000000,0.3702587203823159423,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
65,65,65,82,513533600565204485506010243615118415545477455976654400518670597430485737877691055363061938985203339014010284462635862049085941489181362546246704940763804900573760919463691592804400118894240283390523142870988096265462302907557061011347965132783880324033527924429988065955577355237584244759636515077564612114845994369136143570710716462478024571108580872167168949628927/1386073062258070356809098214659087312443012363248568020702935067251111015404231407102661827459492373408716883572446903449851793545355370137005584486313336475750616044884114376263384323460462583818386138172897683830014674415904607116130956157043450086445399201332262721157487664124499007064899768792200342069526762676966245858847426469196464128000000000000000000000000,0.37049533285684088657,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
66,66,66,81,101090141367058180875231037369934411657393222883900235458193203106153999881148495027522940392751787087927502277327855016000883065714199790389356623084179051748893519277757947277092651914146218416484255655630319505387359684935565738348046353705700877030498767474829094213991144660677515550351048818489228349712912880436789076232714786370188421799222456591566081906754279127949/272680078976264317558247673670882060403365546718179546372190445191248366802181743417074060265940390656474686319642012998652210599534681209223322347431417768978761794063791567739781123394197813317609001804840136144963254109508783945648366737118344526665186022831244130045996925670965735077816907603965117198044738568620177866631951301739299829972992000000000000000000000000000,0.37072800384459936307,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
67,67,67,83,18038937603053437542380802527288425563844719454326220232065111565257554877461319766570127949772943128943028208204451571144227621150297038477092244779555123290546058048460790929800134552796911208643880192359823403068240580822675507283361107216535701708745307417052987005165457449497520006080560201595417964052571258325969227397160931293662158352257337960730741996234151144681/48649816908719221823432955489375380589516743930343908608054707891709128066283272836888259239519690393717437852662032825646869901350622234746126204983399004914748093453005579840969960305572821062937747581638223046060687733865104474577486377355026535057263806504427850990587897141846007066374368053433454710063215911982274332216872310315876993728512000000000000000000000000000,0.37079147978911353167,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
68,68,68,82,7458513314714995953426082134119198991038241530863544365166141685464759903791289847785822960606684835129777738691229463593951163612693252935334448387152448233549087110752325585399577214033352490994626764751174957464702113873079866688648788553451211784227460388230027641382861776201192370952251798859073190318170745395897702170030310926464665801755236193063630132216488389371/20103111753193935584647087890659825042176483901806688494932924359480570511429459360503018748792490937180510986562661873960715922913837531426245649577347501706063017599781666895205619610939009948105358831120920440992880270510700654642368623232187512702534645197703368285288464468271763338690103077093122557005347701197575916477926897921197145587712000000000000000000000000000,0.37101287632895962876,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
69,69,69,81,4291362235716795247308106496638679954831174048238787657946971863984250065270588419573834750409376702232503586473713319801415472857507274188486616533800740262655839846424825839146472478347755845640907893053605631154479019106159878616927970079988838589696110069482209459966412831858226735082949829042646080443722457320550396999585784688118448058327055501957767800707422354871/11559817186483625808231602080811545815891378881699268772125732593938690598636456331387762065743599664733945728244882141744047012052385850662746499174752166735279476202351481837281238612418286192822469546419092809276559107639684312913244457007338968871543871283434374064348567754606462304919213281677666237477947071254471159762209892040193184104448000000000000000000000000000,0.37123097766065815684,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
70,70,70,83,12003263023881038705068240283638578881968058782452901785479823496440991894199508318420788768495311709234997150277984780490711530852679776447875378837001051747637601914444791685878347717588379213411614014150220711554010825170012929757300816500679037555252087840289587376706937026692983556629495550536336031586534056145110027206569530644639172866831258146167909017689910139/32329385100347647603256657743279007081064123664344961678867629024785105726830238965849482137087566069980928158852387984971507269121147171677569620051698996653508018171664385217732748708616475325114093005371885222912575351208141597669890301981824934135477855686489030231956761977770724438398941763494120627119012174411712186189106581688218646740992000000000000000000000000,0.37128027602826146891,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
71,71,71,82,67044038809009293234418489265846600177728033741337862772028168278172753833071784375735784731750348532129519669675511450684656299153417782239259040682172856162664229466462379889979915484753780755925809536412882135683072580180392181641027617164007745374901881960935059448414121788552394419179189888596382498758736491882488888077729902683413636896039176605536874708717574149/180474164303308432146320264119124144704067086947726150891447719662801826628297726612072998517889597695567859569661400971442952559346443902349964333414583150548144414669188597379645301488187218359697046907375153890512489014906997148105012826861115324969660178567945204960374457293173115420942724859532186751321586723396948030046988226010091094016000000000000000000000000000,0.37148829068039768142,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
72,72,72,81,26578519555115887357308929787531223522210004571256979392910435575186288209048508421421426717389220195696337012718568189217670518186846600844419504440702578124668897520404537196036441413698562014718050069699134057034231713881827655125528132209471824286163293583563789683998941769190188936762364653641776948893905515369381829480951926155230004640337868774489313077428099758977357/71506538547981953320533804670211268959581843818710360783558556579826088735642312683172377070709836004958050450400164853357444926772828696299649835624178660645808946748480226492346014198938794323980235652959848116518901307650852951102255163364633676799988997459850166885235911373990988125635919963852361940485498949889150679104070682142924229966739537920000000000000000000000000,0.37169355551005039962,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
73,73,73,83,122468964346984854857893328773935232891945060908097519832874067771523732138424331402202446754229632160003758527032413484269395563236960777798236835637804815943624551946232942461712665858957312615986017575591412141517732480956622898768335272471313487613310941810114490554158951045961460968891349055391962109528078064303970351076316524826366918487865866851197981379043876955681/329456473081224463223780017591630215810660268096604237423073998935178413663324574377470547132272224854762503401562309193265463539055185697014876304520939226409382078399995216788503420854211774354394565297843612700662098899180656188501799774812538338606000734732983333276784714766156697309929591556850919459644026944617604065701908809606313045445836800000000000000000000000000,0.37173033269493921393,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
74,74,74,82,12181840174946259209230092359462058888844395841131666064580420637630491988344226898358495553306117373453273722741914122363025491318772872286611499496413712661335278880218790131320774104942690255916901862324992379643765158480965926977012118278884566631433188641029306691911356760878327029065302475173436024244142341732794928449164731029126323361298621721156537820097142110701/32753352165083736639075285242696040514128510802673822889589822883919949402603357137835558998107920153301301599816914967668818619539854864715438822431119306219270825425903777168589970398003848110296690430831551365367713865066673915073012661728923058552882530685933849054157380650278988398097344034725306965315519834350546716961766454732103264323502080000000000000000000000000,0.37192651651492769638,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
75,75,75,81,5320419369860204123581714682285816406004102974089256354850303215934832553364167114193648748108304244519635690375687403820397932741806183706080817892421029781092635267906743411097710282460867414452223490958464791465020829898115449963334025271191044247197350547509495776706743244375738528856397318435249189256654429063932465981093715322170651879624077788510275849875519734697881/14297574576646807558872744120006742086939531859365024255092113656646095276515440840837780416530712474049198733585703763667534379838079091599558635631107693384408345158221166917315149524477353598099603904615603275159553241680036169732940161456489771588013825307267609039930680530494758116491736372929207156004327794481586873423112615334307656409097961472000000000000000000000000,0.37212041394422268326,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
76,76,76,83,194636106032758740602941782478135367481052516412003136791913925483902691604508348311729325655595767883666611190689214406194326019042927759793027531438521834692498568675151488915833262816310165260732145231907260467061850145173900222668105249312056588010310238853717538837895022835077723682329825954946318150357020439994731025478924786520341813148371885189940460723917127929121949/523009962135250608472261515546480650956774499213365410223656613831056192860863179267171304816624438644849589467766202214649077806660845667240513154761861890643719572529466873255363429764384313390492927187106286706030300918433804816057205064207094469325269165282679094062751145592696264083467183562537890934802691192267168907508163391199739293782455091200000000000000000000000000,0.37214607774990288158,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
77,77,77,82,4203162094905678518341727343696819651498777896903187524089764340161721274382791193714277552681056824180669407338590530806577989446899153346279301627139861366382348687905543657781891518663823493555829957810582097887514588895942304394255629949698102337410788839809994901526970023519711516695581022066403912232839647620317613554428295094065457860285328582665632400187867043565923/11244800919400927586060810631192297924155671696294309077825256204147680362524662402474543271275695964561290199556570841776850052688948130167137031535617303631075290456681017316246024158410078284481983567538437617198048355139527934748428919845674252147064592266028626703171012860761535040524368857869503767653852764648936639002350713955622859678406410240000000000000000000000000,0.3737871506158780277,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
78,78,78,81,13181925672023927198672427382040431198998702151695518487402299377706927516343434887008184256726570831393640191592972696426582785135552821229080095835381819253589534773731073825600100061160560523295578781546618533160122927932077966605901245620302199034478056732154283307398141692520307839110242649429603233987472334571646416569053373857675101653258016419576482021054352203326363/34857084752358165736558598802803941121656319841784094927630126364056286964691086999058022901090338726021712280719769221946050792403961151140214041580955121010283749353418479827891985269045654503956448982085132478674014765883275619242366767135518373682918321094949050406533047258425951423488203712013985796066191702146986161687584912466676718139835678720000000000000000000000000,0.37817062917552618506,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
79,79,79,83,6363878300900154655479073313953425424693611785696623963336923605912315724078683961878799104269055304238601677147856870144120243427210886350047971748807071709957593293322376937865729085369732751863054127606904819982141864184281211717008451269605471063818728460348461462250778237411290646179249152658941674332319768298540139163388473547094360565934624562035892242016558020400651757/16921483058335330947424362973877468078668815794900996389931574668000104700718286695101147070925189728738679888758060028174288861334505732604198339270659236224368599635327200976268087204760245103511023640066334611885441576793784276233156683512176981698194722063392727179163640944211789356528282592482271461404264956842614599016787544592580011591913114173440000000000000000000000000,0.37608277471668655201,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
80,80,80,82,41226387899731032745909909702287258197816822454002575984677275885257709264235953625777800107744484905373697640763165236880717754024755687234953309461026985552725542214334033304411647411761339646954475174981698160208986589993212124736419933319263466493790428188209981488527557085950652466238581132473291032287454058794296839073263896109252370627843443888157845956506502042527797/108366045960556436655956140744661465332743305057699411847369719533605716677360933517074559532205985802668135726997779449336000490384570686991532240005780876089958890240653523827848787630668008150785685632570398147187289334690955180108630616878206053871480618089435458202172726669927784234376078811074186532282454281923905825587251624673926773193754804224000000000000000000000000,0.38043639531460621273,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
81,81,81,81,17507990706217599474169568411904331704147298474208855179297040194945287586836026322106318186760069787186737037764248879192018098238051349142608185924376637001712025826159506245025190143917765001323043773266231017905724478831616912864000174500366544663308674507811830993644940154537524358835196703492952299227691595057307452051621288322037214059554394118533351398786098035969/45487631774204771147526121782942592090498240335598793807309531863502777392908878196901115273397267425889429414578781593354530176422761273838788635728958310873574376469734888036900263102838924253861229614616397236741295384300905507261511309142278823803544832095798999212992495324377927699890497346752676112565204053244075046307909290376239145323331584000000000000000000000000,0.38489563037981833205,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
82,82,82,83,288011994125069921973877311771738312921435433974633222516802622510658205601890577423581886441533596063982409557668174217380630400963945357525817647587674050712068001867256378584430049782422354607564996936692941267337341362549527091950898769812748913349031498522340900437309943175981197358088317951280083162730250926429805014853204502784673830907520469094546258371986993016728606407/752689421787042616617437604526921850261485655127485742551422816270879934385040674685903670092066882422582490944276030163982638005067301348960334027727049565630426829981765380787084510355089965713644378453100316618507951911659991079890511752174061953234679504398781512165522170087343058798555787373500837980481811675786018036115772685794422724603311481159680000000000000000000000000,0.38264387114843334547,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
83,83,83,82,1716870140254224173852316876828954867306346397899827745642656271446946289018357318071028802862742151738675414335653836214240150224660847737572014489503330667913145714876919469915794650712987477253690066088176648302049653294874906129991655180641030674805214007151447699683223024497560270480731460420035415353538346226282014421116928239978615700729049565211628913909514928323032309727/4432600267576275091938259683347725741696576924883370159096576348812472595491941578691876630283617373145557279138119841943820858612887090000845373477083276551554373525554525171211001734596129685550863986566543934677341425984160908857689549632072190209064563141168763427308563311284281889650248516628124367946641966438516362695776510001206204045274047630540800000000000000000000000000,0.38732798732446965806,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
84,84,84,81,149690178962695504616363592866374727970175417437753613752883886318981029790757038331831733474713557683165872216851858503614585489835791079872668321376152554482334901303088343938838683010089671961907403093292443639721439093655927004654324619026667378860579355378498339355867495984414903015208349567906146110213650867238034663431975321425488604171154839091469679753285204432932351193/381486574519655933422503400041943751092525438129078502629523849758510549256524585833144581812503292581394778911013637230419546753493212782870775458242861732625210648362039310888671214964020226489635464643440489168684921341416589766827449625846526859197084464001299946512620546493998945789322869564651101474099371102873338641461351688489655798809209633505280000000000000000000000000,0.39238649263391778277,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
85,85,85,83,3544705358139861010355510276891978012031171274297896300243498184999683679910774356500361199961946433299841563986951451536913247888141197284482923316203850345954551951185688548951636898806573164082114102090033689252629197014908590848762568310429838786444597673655283404332489834217766983524051192860420164922748029328297642492080392272230042994500701110819106525327860079286597259944577/9096002279787232062516128508858480555935930517995400996427950190461721507071300934858223123803043317193527287663965337693670989472489359456693979906773412240446427684413173387452821470360307827758015136584319956450143252425793681586713285636694565884625122392395750407343475589612300155454481119162867828906755086456571950356744025229827369806823037050424393728000000000000000000000000,0.38969926008228489289,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
86,86,86,82,24248546139360757403791236573938026298012306932115390948938687212453246780205070355252992429043821752719490265703483419254882250341201452406696718963065939824794774185355000002798410438368369465016983191928411895106400022204330451829128448226484846454975402966655749313349803643706014287289572364028071130498574652643243548372791359377611009224948908413720594886558005810383351834169/61431913352684127799534785982598466063436041865698246805058607680154585148508623941112537296525384821556352081364743488781635740609827780507282497754658228164984684488778206433341540322505301897768630982274977180021497014343657794668786625940743097437847130575187131071316085277728371510169687726022347677681149130275839333339550536937969076850382733102284800000000000000000000000000,0.39472230012027248458,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
87,87,87,81,725811921998184431709671461091264903302591052490720463570323849388825929678963665355886814448821615096289812155450931603639517175469413454963676303016172183005533346275552175747588477045252317680374122566713808714108524575270584199386635025622593847420509201615729961969864889492777958734486240260470408094523804616138096811929943548888060865060928038007271485166912877590172148051/1815124192345043513577816729551652840533416383933343117550703242474396234177468876858676435780495169349754008293150715723744136102879153872111245324426235849535850642835055780459439846259856467998243895668916480188709433267500367692826133737690002353890920961582969099080788230433120128576017255247408154046520481149625772331214409290923328523425161790095360000000000000000000000000,0.3998690145055442402,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
88,88,88,83,4463571879755215316258571327634553723396149960381025095028086130170316524936206364766666395397845478034983295330320360986680156553479394017474823571948176227825309623253566675278680929242099097161539352188490414927019610702580901001386931555197809381384500812702825131625326499171506158200591915687851437791567193781467585339006601166152931163524666870830003267955909518407433280637/11243265192234567974745662464355747619032204778232379156037093174565118616700640067927997651323672852811878401556624488405579629275610678041725407873223512424641055255685865259437797476989259383312325965490240719939292250386861712493491645851927136110299541578243057142642681600009787685988620660407893812865526842863466084097892589545679904413661017197772800000000000000000000000000,0.39699960851569071618,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
89,89,89,82,1037365565050199836735956155412679464631067122236746639512084097424361746296885165251421102574450973384794581240240178331197610059971932776986119844508066253761786670023825707159544047119523935548375491499935291695499191308068126981159328056878913441271951540967119582814913038474301349340076597517307445663800170704632151021288317461631742782219004821663709902620727124714468825913/2579813051828238196947891967543129893810787589705423298710022376696173936780544870031170433411164358761087498511634739793940558008867043002052323277863682293428004292575811608379838216016762286170687420343400549684473090389923194276655278577808431516058918613795371714906832506704701907311922675509079983660748379323115221420386149302810549024814827097292800000000000000000000000000,0.40210881339446247207,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
90,90,90,81,48657061472135808412391829988920445462840806465304506890062565391117985671706577823535533764679069102571275972833438019701574864392742383818790668945778860840377465861887542547754102213395596227086130725364246516219063485572043710135136635397752000730288319414861168957178291297602621614970582170942870163861289359165666369889605576164069930605528667331225257718839086417439969/119449562868821476106319012226222756651197690131084911648199945962070087114352548871184750429025679091223516698765923881516559174872791905924743863512794552665848568742711227442110584502415247387530432669489921728768516715157028821166341251692908541818765282742944243378602750018511656160156242802053964722018933649230532913314695251590920371531319083008000000000000000000000000,0.40734398940890720331,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
91,91,91,83,6626800165163759498417397117812748295468465901127006349733847833827350389193623798238210321279893869584553004881473622188051270035075908014072875207423408413215711300747411815342120108452113778030983921507439057356435787750793107617693223797788172946946829932071489628210329225034721386721174228166790765890288749268658039766737289241256863999059939346718863854308581971906785277/16391097197187885852818023390597363871780466097064306690289560539223654037539940964652386293781814042599027165867384432879922802903732141156173254206262194004875370296166271813788576134902084596530130387954661155337335087502862250480383324640085989310834443688230120949017548973626232526862594775475542621154701604350914859271191117222971597973013449932800000000000000000000000000,0.40429265261758540184,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
92,92,92,82,117996179937211530016308132335431525769328283639098316058199455653366495267005884577142215829930994221610166867125023362881037391297364925271442305599589575887459110153465532546585703945970410479175943652162118945771373236133738505258525959580530803437703613815144943603719132161359438386516763960881171946668037518676087284299231101673840936590842396198999174167587135308233919/288155224429760869413505655539355445899637452848439412674219511550529739512359906662247285591660417143099668812613120928209082208031442518956536859481748529153920776206109086120392054815779466778489082067708787465398642723959525058758185391394671109615978811128381954824374278681757180424587706090245446587450802563740213188227062046210381832260472012800000000000000000000000000,0.40948825470965433126,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
93,93,93,81,947832035745244625858139071443008716273865148141805144997673309290116045758677333154677068502419238535583479189253001927893009450922784493104884860987556283047667613209176981386732059051666946045254123722534439112586726695526421534974206076919657509149205548249955700129906694961560090873852038928764551524390595477391626916420510658047259685014882436934847798892185702098157/2284966945123180420299381641295817593873036157600984449798718581757574422781483768118170735663047950356191024069111403523115482715093559740769328610377319964067122689063683763913229872924499847957037658952016820226026536898078268445201248401983842910195334842888568017184606654221510090223800873368940718140913293473682641696089547349588267136964362240000000000000000000000000,0.41481214324268828042,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
94,94,94,83,228980054277357554300681242683792804654430906335820431840655030310015446027144639802027459413932425497732171881410569510642451434553986594990712025620214068545975418649157140202261232210332172151935327296780858294724145545984901312167244816934837999170303789639835677462442393565399262181632291912088768664421505686306381179166674087905504176203840394751168054562182810174677694462959/556345246928946138219350819272989884678339943721931307808733511286321987688483033246144411566421264725202738309165020763350367765979000710030055278634203523500592037065710482206680191050853747326011661073779117823296828052517705596562386545230935089713059344121541135413708129487265862986138603596617761753569568122378387396991352201711798248704309007587737600000000000000000000000000,0.41157906091826795825,common_endpoint,False,all-order fixed-charge column: the complete core is convex in x=s/j and the separated degree prefactor is uniform for j>=J_s
