validCarrierTuples,signedPaths,maximumRetainedStates,finalRetainedStates,oneCycleLower,oneCycleUpper,oneCycleTail,degreeEightJetPilot,heatOrderCrossCheck
7823536,273823760,105499,4178,7.415089367548777666283324903233017898369133660891E-3,7.415089393609257061117874927334584541928895664292E-3,1.303023969741727501205078332177988100170014752682E-11,-1.4923824320396173e-08,1.2924697071141057e-26
