timestampLocal,elapsedSeconds,status,cpuPercent,peakRssKiB,threads,host,architecture,compiler
2026-08-21T03:20:54+08:00,512.856,exited:0,1763,1960264,20,spark-e8d4,aarch64,GCC-13.3.0
