timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-19T05:58:23.067783+00:00,0.017517,running,1,0.000,2.312,0,,,,
2026-08-19T05:58:23.290717+00:00,0.240329,running,1,48.300,30.094,0,,,,
2026-08-19T05:58:23.511915+00:00,0.461522,running,1,79.200,30.609,0,,,,
2026-08-19T05:58:23.731622+00:00,0.681226,running,1,87.900,30.984,0,,,,
2026-08-19T05:58:23.946842+00:00,0.896444,running,1,96.200,31.141,0,,,,
2026-08-19T05:58:24.161602+00:00,1.111203,running,1,97.900,31.297,0,,,,
2026-08-19T05:58:24.377813+00:00,1.327411,running,1,96.900,31.406,0,,,,
2026-08-19T05:58:24.594229+00:00,1.543825,running,1,100.000,31.656,0,,,,
2026-08-19T05:58:24.811717+00:00,1.761311,running,1,100.000,31.938,0,,,,
2026-08-19T05:58:25.027721+00:00,1.977314,running,1,100.000,32.156,0,,,,
2026-08-19T05:58:25.247573+00:00,2.197164,running,1,100.000,32.344,0,,,,
2026-08-19T05:58:25.465033+00:00,2.414622,running,1,100.000,32.484,0,,,,
2026-08-19T05:58:25.680104+00:00,2.629691,running,1,100.000,32.625,0,,,,
2026-08-19T05:58:25.895276+00:00,2.844861,running,1,100.000,32.719,0,,,,
2026-08-19T05:58:26.114026+00:00,3.063609,running,1,99.100,32.812,0,,,,
2026-08-19T05:58:26.328388+00:00,3.277971,running,1,100.000,32.875,0,,,,
2026-08-19T05:58:26.547702+00:00,3.497281,running,1,100.000,32.938,0,,,,
2026-08-19T05:58:26.763638+00:00,3.713216,running,1,99.300,33.000,0,,,,
2026-08-19T05:58:26.986999+00:00,3.936575,running,1,99.100,33.078,0,,,,
2026-08-19T05:58:27.210546+00:00,4.160120,running,1,99.100,33.156,0,,,,
2026-08-19T05:58:27.426546+00:00,4.376118,running,1,99.100,33.281,0,,,,
2026-08-19T05:58:27.647822+00:00,4.597391,running,1,99.300,33.344,0,,,,
2026-08-19T05:58:27.866853+00:00,4.816420,running,1,100.000,33.438,0,,,,
2026-08-19T05:58:28.085406+00:00,5.034973,running,1,99.700,33.516,0,,,,
2026-08-19T05:58:28.307380+00:00,5.256944,running,1,100.000,33.578,0,,,,
2026-08-19T05:58:28.522238+00:00,5.471800,running,1,99.800,34.000,0,,,,
2026-08-19T05:58:28.739784+00:00,5.689344,running,1,100.000,34.031,0,,,,
2026-08-19T05:58:28.959059+00:00,5.908617,running,1,100.000,34.094,0,,,,
2026-08-19T05:58:29.182527+00:00,6.132084,running,1,99.700,34.125,0,,,,
2026-08-19T05:58:29.405231+00:00,6.354785,running,1,99.300,34.141,0,,,,
2026-08-19T05:58:29.624341+00:00,6.573893,running,1,100.000,34.172,0,,,,
2026-08-19T05:58:29.839660+00:00,6.789209,running,1,99.900,34.203,0,,,,
2026-08-19T05:58:30.055411+00:00,7.004960,running,1,100.000,34.219,0,,,,
2026-08-19T05:58:30.273939+00:00,7.223485,running,1,100.000,34.266,0,,,,
2026-08-19T05:58:30.488335+00:00,7.437880,running,1,100.000,34.312,0,,,,
2026-08-19T05:58:30.710918+00:00,7.660460,running,1,100.000,34.328,0,,,,
2026-08-19T05:58:30.927381+00:00,7.876921,running,1,100.000,34.344,0,,,,
2026-08-19T05:58:31.147852+00:00,8.097391,running,1,99.100,34.344,0,,,,
2026-08-19T05:58:31.370879+00:00,8.320414,running,1,100.000,34.344,0,,,,
2026-08-19T05:58:31.590309+00:00,8.539844,running,1,100.000,34.375,0,,,,
2026-08-19T05:58:31.809505+00:00,8.759038,running,1,100.000,34.406,0,,,,
2026-08-19T05:58:32.028602+00:00,8.978133,running,1,100.000,34.438,0,,,,
2026-08-19T05:58:32.244463+00:00,9.193995,running,1,100.000,34.656,0,,,,
2026-08-19T05:58:32.461815+00:00,9.411343,running,1,100.000,34.844,0,,,,
2026-08-19T05:58:32.677889+00:00,9.627413,running,1,100.000,34.922,0,,,,
2026-08-19T05:58:32.895336+00:00,9.844859,running,1,99.100,34.984,0,,,,
2026-08-19T05:58:33.111982+00:00,10.061504,running,1,100.000,35.047,0,,,,
