mOverR,sOverM,operatorNormOverTargetFrequency,stretchEntryOverTargetFrequency
0.25,25.11886431509582,0.1664073800768082,0.1570156350870468
0.25,26.60725059798811,0.1573239665308909,0.1484570118327328
0.25,28.18382931264455,0.1487137124804683,0.1403422697583063
0.25,29.8538261891796,0.1405555055151273,0.1326519251349779
0.25,31.62277660168379,0.1328286108268252,0.1253667813901351
0.25,33.49654391578279,0.1255127663906515,0.1184680294307355
0.25,35.48133892335757,0.1185882570293799,0.1119373265053908
0.25,37.58374042884443,0.1120359704245921,0.1057568567065108
0.25,39.81071705534973,0.1058374378102503,0.09990937587949229
0.25,42.16965034285823,0.0999748617690181,0.0943782433846236
0.25,44.66835921509634,0.09443113325450357,0.08914744285584342
0.25,47.31512589614807,0.08918983968811134,0.08420159382263939
0.25,50.11872336272725,0.08423526572941964,0.07952595580900769
0.25,53.08844442309885,0.07955238809450249,0.07510642629690063
0.25,56.23413251903491,0.07512686559686425,0.07092953374028371
0.25,59.56621435290109,0.07094502540945138,0.06698242663850476
0.25,63.09573444801936,0.06699384639191382,0.06325285952241698
0.25,66.83439175686149,0.06326094019304337,0.05972917657167234
0.25,70.79457843841381,0.05973453072218018,0.05640029346482477
0.25,74.98942093324558,0.05640343248340813,0.05325567796337415
0.25,79.43282347242821,0.05325702818070956,0.05028532964477109
0.25,84.13951416451955,0.05028524592917539,0.04747975912592643
0.25,89.12509381337459,0.04747853634527229,0.04482996705631622
0.25,94.40608762859236,0.04482784973661143,0.04232742310689095
0.25,100,0.04232461356733772,0.03996404513637445
1.00,0.01,0.9999999950014996,0.007070537523760571
1.00,0.01059253725177289,0.999999993707491,0.007489424678193345
1.00,0.01122018454301964,0.9999999920785257,0.007933119540028625
1.00,0.01188502227437018,0.9999999900279144,0.008403089624030399
1.00,0.01258925411794167,0.9999999874465366,0.008900888941991453
1.00,0.01333521432163324,0.9999999841970421,0.009428163041602756
1.00,0.01412537544622754,0.9999999801065492,0.009986654327628396
1.00,0.01496235656094434,0.9999999749574572,0.01057820767905424
1.00,0.01584893192461113,0.9999999684758878,0.01120477637611421
1.00,0.01678804018122561,0.9999999603171398,0.01186842835123989
1.00,0.01778279410038923,0.9999999500473878,0.01257135277800192
1.00,0.018836490894898,0.9999999371206587,0.01331586701198478
1.00,0.0199526231496888,0.9999999208498679,0.01410442389722255
1.00,0.02113489039836646,0.999999900370388,0.01493961945127822
1.00,0.0223872113856834,0.9999998745942258,0.01582420094122054
1.00,0.02371373705661655,0.9999998421523972,0.01676107536157554
1.00,0.02511886431509579,0.9999998013224661,0.01775331832373197
1.00,0.0266072505979881,0.9999997499374442,0.01880418336416785
1.00,0.02818382931264454,0.9999996852712724,0.01991711167613644
1.00,0.0298538261891796,0.9999996038948916,0.02109574226597426
1.00,0.03162277660168379,0.9999995014953909,0.02234392253082407
1.00,0.03349654391578276,0.9999993726487982,0.02366571924912426
1.00,0.03548133892335755,0.9999992105347293,0.02506542996849305
1.00,0.03758374042884443,0.9999990065780927,0.02654759476738714
1.00,0.03981071705534973,0.9999987499993666,0.02811700835684895
1.00,0.04216965034285822,0.999998427250318,0.0297787324764357
1.00,0.0446683592150963,0.999998021306264,0.03153810852365025
1.00,0.04731512589614805,0.9999975107788125,0.03340077033840475
1.00,0.05011872336272725,0.9999968688041116,0.03537265704270327
1.00,0.05308844442309885,0.9999960616505978,0.03746002581020581
1.00,0.05623413251903491,0.9999950469765883,0.03966946440990956
1.00,0.05956621435290103,0.9999937716512095,0.04200790333202561
1.00,0.06309573444801933,0.9999921690314146,0.04448262726129342
1.00,0.06683439175686148,0.9999901555623759,0.047101285612381
1.00,0.0707945784384138,0.9999876265373815,0.04987190178245657
1.00,0.07498942093324558,0.9999844508153864,0.05280288070612804
1.00,0.07943282347242814,0.9999804642482377,0.05590301421623547
1.00,0.08413951416451952,0.9999754615139076,0.05918148361882059
1.00,0.08912509381337459,0.9999691859851096,0.06264785878024373
1.00,0.09440608762859236,0.9999613171827825,0.06631209289706133
1.00,0.1,0.9999514552692235,0.07018451197308741
1.00,0.1059253725177289,0.9999391019244219,0.07427579786129408
1.00,0.1122018454301964,0.9999236368197603,0.07859696353932794
1.00,0.1188502227437018,0.9999042887546121,0.08315931907529955
1.00,0.1258925411794168,0.9998801003530495,0.08797442650468192
1.00,0.1333521432163324,0.9998498850306098,0.09305404158017572
1.00,0.1412537544622755,0.9998121747374106,0.09841004007629255
1.00,0.1496235656094433,0.9997651567686843,0.1040543260332527
1.00,0.1584893192461114,0.9997065977151587,0.1099987190175044
1.00,0.1678804018122561,0.9996337524160511,0.1162548171693803
1.00,0.1778279410038923,0.9995432555942156,0.122833832517627
1.00,0.1883649089489801,0.9994309937200966,0.129746394787421
1.00,0.199526231496888,0.9992919545994977,0.1370023197423362
1.00,0.2113489039836648,0.9991200522484762,0.1446103380200194
1.00,0.223872113856834,0.9989079248533593,0.1525777804953214
1.00,0.2371373705661655,0.9986467040683717,0.1609102164946284
1.00,0.2511886431509581,0.9983257546361293,0.1696110417653079
1.00,0.266072505979881,0.9979323843876072,0.1786810140614083
1.00,0.2818382931264455,0.9974515261452896,0.1881177356388621
1.00,0.298538261891796,0.9968653949637055,0.1979150839651513
1.00,0.3162277660168379,0.9961531265253639,0.2080625946441197
1.00,0.3349654391578278,0.9952904053701918,0.2185448040289476
1.00,0.3548133892335755,0.9942490949388144,0.2293405633097005
1.00,0.3758374042884443,0.9929968850729362,0.2404223410305416
1.00,0.3981071705534973,0.9914969765012355,0.25175553695229
1.00,0.4216965034285822,0.9897078257430532,0.2632978367560432
1.00,0.4466835921509633,0.9875829775100943,0.2749986439687773
1.00,0.4731512589614805,0.9850710147308455,0.2867986321975699
1.00,0.5011872336272725,0.9821156583461865,0.298629466613273
1.00,0.5308844442309885,0.9786560495527888,0.3104137477718129
1.00,0.5623413251903491,0.9746272456937931,0.3220652322996505
1.00,0.5956621435290106,0.9699609570086785,0.3334893826283705
1.00,0.6309573444801934,0.9645865445123893,0.3445842908278824
1.00,0.6683439175686149,0.9584322890713951,0.3552420088717531
1.00,0.707945784384138,0.9514269282048126,0.3653502990138963
1.00,0.7498942093324559,0.9435014405127004,0.3747947936375218
1.00,0.7943282347242817,0.9345910385871506,0.383461525025649
1.00,0.8413951416451951,0.9246373109319868,0.3912397539413875
1.00,0.8912509381337459,0.9135904334111986,0.3980249944552484
1.00,0.9440608762859236,0.9014113530632822,0.4037221044721037
1.00,1,0.8880738339771154,0.408248290463863
1.00,1.059253725177289,0.8735662485046131,0.4115358642905809
1.00,1.122018454301964,0.8578929992028256,0.413534592144482
1.00,1.188502227437019,0.8410754686642096,0.4142134917087945
1.00,1.258925411794168,0.8231524159143517,0.4135619630718912
1.00,1.333521432163324,0.8041797682468494,0.4115901795419938
1.00,1.412537544622754,0.784229793938453,0.408328712522938
1.00,1.496235656094434,0.7633896809502808,0.4038274152561989
1.00,1.584893192461114,0.7417595855667585,0.3981536383545102
1.00,1.678804018122561,0.7194502489718478,0.3913898908521324
1.00,1.778279410038923,0.6965803055411423,0.3836310902035326
1.00,1.8836490894898,0.6732734216943949,0.3749815610066635
1.00,1.995262314968881,0.649655407431905,0.3655519446590839
1.00,2.113489039836648,0.6258514345668897,0.355456171774038
1.00,2.23872113856834,0.6019834778805195,0.3448086284185011
1.00,2.371373705661655,0.5781680706425232,0.3337216193595838
1.00,2.511886431509582,0.5545144373157868,0.3223032000908023
1.00,2.660725059798811,0.5311230369456132,0.3106554178205178
1.00,2.818382931264455,0.5080845234465226,0.2988729726160563
1.00,2.98538261891796,0.4854791057661405,0.2870422854703364
1.00,3.16227766016838,0.4633762729366483,0.2752409412815902
1.00,3.349654391578279,0.4418348367430411,0.2635374619002487
1.00,3.548133892335757,0.4209032379134333,0.2519913571534373
1.00,3.758374042884443,0.4006200596733659,0.2406533993269709
1.00,3.981071705534973,0.3810146942402202,0.2295660679560896
1.00,4.216965034285822,0.3621081123121275,0.2187641158782233
1.00,4.466835921509634,0.3439136918207583,0.2082752133293206
1.00,4.731512589614808,0.3264380692956694,0.1981206335608957
1.00,5.011872336272725,0.3096819844352438,0.1883159503419637
1.00,5.308844442309884,0.2936410953904438,0.178871724300066
1.00,5.623413251903491,0.2783067485128442,0.1697941610311143
1.00,5.95662143529011,0.2636666917159067,0.161085729093729
1.00,6.309573444801936,0.2497057250815166,0.1527457303348367
1.00,6.683439175686149,0.2364062859282373,0.1447708184824283
1.00,7.07945784384138,0.2237489683131828,0.1371554646522368
1.00,7.498942093324558,0.2117129789657753,0.1298923704398527
1.00,7.943282347242821,0.200276533061699,0.1229728307127822
1.00,8.413951416451956,0.1894171941522116,0.1163870491829344
1.00,8.912509381337459,0.1791121630733102,0.1101244104270473
1.00,9.440608762859236,0.169338520864913,0.1041737123177438
1.00,10,0.1600734307121767,0.09852336290568346
1.00,10.5925372517729,0.151294303745366,0.09316154571522416
1.00,11.22018454301964,0.1429789332541489,0.08807635723160423
1.00,11.88502227437019,0.1351056015279655,0.08325592010558976
1.00,12.58925411794167,0.1276531631573345,0.0786884753112865
1.00,13.33521432163324,0.1206011082444305,0.0743624561861789
1.00,14.12537544622755,0.113929608591133,0.07026654697505512
1.00,14.96235656094434,0.1076195495698758,0.06638972820203737
1.00,15.84893192461114,0.1016525500438474,0.06272131091442378
1.00,16.78804018122561,0.09601097239223441,0.05925096158261414
1.00,17.78279410038923,0.0906779244148531,0.05596871920407908
1.00,18.83649089489802,0.08563725463875463,0.05286500594672882
1.00,19.95262314968881,0.0808735423262127,0.04993063247768991
1.00,21.13489039836648,0.07637208328723925,0.04715679895628751
1.00,22.3872113856834,0.07211887242837046,0.04453509252343676
1.00,23.71373705661655,0.06810058382066471,0.04205748199191747
1.00,25.11886431509582,0.0643045489413669,0.03971631033132263
1.00,26.60725059798811,0.06071873363327841,0.03750428544601425
1.00,28.18382931264455,0.0573317142313961,0.03541446966244831
1.00,29.8538261891796,0.05413265322588277,0.03344026827211462
1.00,31.62277660168379,0.05111127476208965,0.03157541741657483
1.00,33.49654391578279,0.04825784022055615,0.02981397155031686
1.00,35.48133892335757,0.04556312407120594,0.02815029067415921
1.00,37.58374042884443,0.04301839015506192,0.02657902749565257
1.00,39.81071705534973,0.04061536851259385,0.02509511464239187
1.00,42.16965034285823,0.03834623284930479,0.02369375202853332
1.00,44.66835921509634,0.03620357870550615,0.0223703944533875
1.00,47.31512589614807,0.03418040237769186,0.02112073949310295
1.00,50.11872336272725,0.03227008062285898,0.01994071573162374
1.00,53.08844442309885,0.03046635116399992,0.01882647136483605
1.00,56.23413251903491,0.02876329400433562,0.01777436320171196
1.00,59.56621435290109,0.02715531354928011,0.01678094607797543
1.00,63.09573444801936,0.02563712152828219,0.01584296269106419
1.00,66.83439175686149,0.02420372070329439,0.01495733385969493
1.00,70.79457843841381,0.02285038934643015,0.01412114920694965
1.00,74.98942093324558,0.02157266646618087,0.01333165826230876
1.00,79.43282347242821,0.02036633775920176,0.01258626197531287
1.00,84.13951416451955,0.01922742226299455,0.01188250463141239
1.00,89.12509381337459,0.01815215968369071,0.01121806615895593
1.00,94.40608762859236,0.01713699837247083,0.01059075481508417
1.00,100,0.01617858392385498,0.009998500237460631
