mOverR,sOverM,operatorNormOverTargetFrequency,stretchEntryOverTargetFrequency
0.10,0.4466835921509633,0.9998346472855368,0.4054206685757557
0.10,0.4731512589614805,0.9997960533394494,0.4250994148076671
0.10,0.5011872336272725,0.9997489587454659,0.445285484323874
0.10,0.5308844442309885,0.9996916582321534,0.4659266926857029
0.10,0.5623413251903491,0.9996221552197559,0.4869618853002914
0.10,0.5956621435290106,0.9995381258170196,0.5083210221886983
0.10,0.6309573444801934,0.9994368814989368,0.5299255319783158
0.10,0.6683439175686149,0.9993153309503818,0.5516889622935734
0.10,0.707945784384138,0.9991699415317535,0.5735179403608237
0.10,0.7498942093324559,0.9989967007213181,0.5953134404200253
0.10,0.7943282347242817,0.9987910777081964,0.61697233440997
0.10,0.8413951416451951,0.9985479850536102,0.6383891809324254
0.10,0.8912509381337459,0.998261740022118,0.659458186770048
0.10,0.9440608762859236,0.9979260248379647,0.6800752575720681
0.10,1,0.9975338447833927,0.7001400420140049
0.10,1.059253725177289,0.997077482770514,0.7195578686347861
0.10,1.122018454301964,0.9965484488296906,0.7382414777278983
0.10,1.188502227437019,0.9959374229009671,0.7561124621638312
0.10,1.258925411794168,0.9952341894128699,0.7731023498147922
0.10,1.333521432163324,0.9944275623900657,0.7891532843538022
0.10,1.412537544622754,0.993505300236933,0.8042182879835814
0.10,1.496235656094434,0.9924540098748519,0.8182611162732868
0.10,1.584893192461114,0.991259040537515,0.8312557391232497
0.10,1.678804018122561,0.9899043682225178,0.843185500909251
0.10,1.778279410038923,0.9883724725376443,0.8540420258652972
0.10,1.8836490894898,0.9866442084563578,0.863823941411488
0.10,1.995262314968881,0.9846986763108878,0.8725354928706726
0.10,2.113489039836648,0.9825130942148245,0.8801851188781785
0.10,2.23872113856834,0.9800626780380443,0.8867840491407412
0.10,2.371373705661655,0.9773205350726242,0.8923449764988118
0.10,2.511886431509582,0.9742575786397462,0.8968808448307831
0.10,2.660725059798811,0.9708424720906869,0.9004037842964862
0.10,2.818382931264455,0.9670416119246547,0.9029242165176703
0.10,2.98538261891796,0.9628191610287977,0.9044501449689341
0.10,3.16227766016838,0.9581371442525216,0.9049866402333347
0.10,3.349654391578279,0.9529556195304139,0.9045355257397487
0.10,3.548133892335757,0.947232938392929,0.903095266829297
0.10,3.758374042884443,0.9409261097353223,0.9006610640494354
0.10,3.981071705534973,0.9339912798990313,0.89722514992373
0.10,4.216965034285822,0.9263843401774193,0.8927772865437295
0.10,4.466835921509634,0.9180616695111176,0.8873054586496385
0.10,4.731512589614808,0.9089810151455008,0.8807967529535873
0.10,5.011872336272725,0.8991025072286752,0.8732384089847838
0.10,5.308844442309884,0.8883897947243731,0.8646190195578722
0.10,5.623413251903491,0.8768112798035181,0.8549298501898178
0.10,5.95662143529011,0.8643414165353627,0.8441662368226699
0.10,6.309573444801936,0.8509620280069616,0.8323290107876138
0.10,6.683439175686149,0.8366635850481269,0.8194258901320473
0.10,7.07945784384138,0.8214463808658093,0.8054727685487552
0.10,7.498942093324558,0.8053215305555224,0.7904948286467293
0.10,7.943282347242821,0.7883117240426724,0.77452740657147
0.10,8.413951416451956,0.7704516665814495,0.7576165410916946
