timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-24T01:06:02.151705+00:00,0.384418,running,1,0.000,19.020,0,,,,
2026-08-24T01:06:04.248640+00:00,2.481342,running,1,92.800,134.082,0,,,,
2026-08-24T01:06:06.338286+00:00,4.570989,running,1,95.700,172.301,0,,,,
2026-08-24T01:06:08.423638+00:00,6.656340,running,1,95.200,216.539,0,,,,
2026-08-24T01:06:10.499634+00:00,8.732336,running,1,94.100,262.938,0,,,,
2026-08-24T01:06:12.575784+00:00,10.808486,running,1,95.000,300.148,0,,,,
2026-08-24T01:06:14.644095+00:00,12.876798,running,1,95.500,337.641,0,,,,
2026-08-24T01:06:16.710732+00:00,14.943437,running,1,95.900,375.340,0,,,,
2026-08-24T01:06:18.793995+00:00,17.026701,running,1,95.900,412.238,0,,,,
2026-08-24T01:06:20.857906+00:00,19.090609,running,1,96.300,449.949,0,,,,
2026-08-24T01:06:22.930517+00:00,21.163219,running,1,96.400,487.504,0,,,,
2026-08-24T01:06:25.004844+00:00,23.237548,running,1,96.600,511.191,0,,,,
2026-08-24T01:06:27.075585+00:00,25.308287,running,1,96.800,511.512,0,,,,
2026-08-24T01:06:29.166904+00:00,27.399608,running,1,96.900,511.832,0,,,,
2026-08-24T01:06:31.228295+00:00,29.460997,running,1,96.200,512.309,0,,,,
2026-08-24T01:06:33.295345+00:00,31.528049,running,1,96.300,513.020,0,,,,
2026-08-24T01:06:35.362650+00:00,33.595355,running,1,96.400,513.715,0,,,,
2026-08-24T01:06:37.435817+00:00,35.668520,running,1,96.500,514.199,0,,,,
2026-08-24T01:06:39.518681+00:00,37.751386,running,1,96.600,514.520,0,,,,
2026-08-24T01:06:41.600187+00:00,39.832891,running,1,96.400,518.535,0,,,,
2026-08-24T01:06:43.684663+00:00,41.917368,running,1,96.100,518.535,0,,,,
2026-08-24T01:06:45.766333+00:00,43.999036,running,1,96.100,518.535,0,,,,
2026-08-24T01:06:47.833621+00:00,46.066322,running,1,96.100,518.535,0,,,,
2026-08-24T01:06:49.895697+00:00,48.128399,running,1,96.100,518.535,0,,,,
2026-08-24T01:06:51.969632+00:00,50.202336,running,1,96.100,518.535,0,,,,
2026-08-24T01:06:54.042021+00:00,52.274725,running,1,95.800,518.871,0,,,,
2026-08-24T01:06:56.110643+00:00,54.343346,running,1,95.900,527.711,0,,,,
2026-08-24T01:06:58.241719+00:00,56.474425,running,1,95.900,528.414,0,,,,
2026-08-24T01:07:00.325640+00:00,58.558345,running,1,95.900,528.922,0,,,,
2026-08-24T01:07:02.399444+00:00,60.632146,running,1,95.900,529.234,0,,,,
2026-08-24T01:07:04.487398+00:00,62.720103,running,1,95.700,529.555,0,,,,
2026-08-24T01:07:06.561239+00:00,64.793944,running,1,95.700,529.969,0,,,,
2026-08-24T01:07:08.637643+00:00,66.870346,running,1,95.700,534.117,0,,,,
2026-08-24T01:07:10.712748+00:00,68.945451,running,1,95.800,534.117,0,,,,
2026-08-24T01:07:12.780642+00:00,71.013347,running,1,95.700,534.117,0,,,,
2026-08-24T01:07:14.917197+00:00,73.149902,running,1,95.600,534.117,0,,,,
2026-08-24T01:07:16.979641+00:00,75.212346,running,1,95.600,534.117,0,,,,
2026-08-24T01:07:19.044164+00:00,77.276869,running,1,95.700,534.117,0,,,,
2026-08-24T01:07:21.104064+00:00,79.336768,running,1,95.800,534.117,0,,,,
2026-08-24T01:07:23.170552+00:00,81.403256,running,1,95.800,534.117,0,,,,
2026-08-24T01:07:25.228925+00:00,83.461631,running,1,95.800,534.117,0,,,,
2026-08-24T01:07:27.291640+00:00,85.524343,running,1,95.800,534.789,0,,,,
2026-08-24T01:07:29.399665+00:00,87.632371,running,1,95.800,538.621,0,,,,
2026-08-24T01:07:31.476649+00:00,89.709354,running,1,95.600,544.594,0,,,,
2026-08-24T01:07:33.548644+00:00,91.781350,running,1,95.600,545.273,0,,,,
2026-08-24T01:07:35.610644+00:00,93.843348,running,1,95.600,549.656,0,,,,
2026-08-24T01:07:37.682635+00:00,95.915338,running,1,95.500,549.656,0,,,,
2026-08-24T01:07:39.743649+00:00,97.976350,running,1,95.500,549.656,0,,,,
2026-08-24T01:07:41.822329+00:00,100.055032,running,1,95.600,549.656,0,,,,
2026-08-24T01:07:43.899635+00:00,102.132338,running,1,95.600,549.656,0,,,,
2026-08-24T01:07:45.960637+00:00,104.193342,running,1,95.700,549.656,0,,,,
2026-08-24T01:07:48.027503+00:00,106.260209,running,1,95.700,549.656,0,,,,
2026-08-24T01:07:50.083484+00:00,108.316190,running,1,95.600,549.656,0,,,,
2026-08-24T01:07:52.152810+00:00,110.385514,running,1,95.600,549.656,0,,,,
2026-08-24T01:07:54.214638+00:00,112.447343,running,1,95.600,550.141,0,,,,
2026-08-24T01:07:56.285665+00:00,114.518371,running,1,95.600,550.836,0,,,,
2026-08-24T01:07:58.370667+00:00,116.603374,running,1,95.700,551.523,0,,,,
2026-08-24T01:08:00.454257+00:00,118.686961,running,1,95.400,551.812,0,,,,
2026-08-24T01:08:02.542643+00:00,120.775348,running,1,95.300,560.898,0,,,,
2026-08-24T01:08:04.606654+00:00,122.839357,running,1,95.300,565.180,0,,,,
2026-08-24T01:08:06.665641+00:00,124.898345,running,1,95.300,565.180,0,,,,
2026-08-24T01:08:08.728173+00:00,126.960876,running,1,95.300,565.180,0,,,,
2026-08-24T01:08:10.797645+00:00,129.030349,running,1,95.200,565.180,0,,,,
2026-08-24T01:08:12.863648+00:00,131.096353,running,1,95.300,565.180,0,,,,
2026-08-24T01:08:14.929793+00:00,133.162496,running,1,95.200,565.180,0,,,,
2026-08-24T01:08:16.994055+00:00,135.226758,running,1,95.300,565.180,0,,,,
2026-08-24T01:08:19.073641+00:00,137.306345,running,1,95.300,565.180,0,,,,
2026-08-24T01:08:21.136642+00:00,139.369345,running,1,95.200,565.180,0,,,,
2026-08-24T01:08:23.199788+00:00,141.432491,running,1,95.100,565.445,0,,,,
2026-08-24T01:08:25.273270+00:00,143.505975,running,1,95.200,565.766,0,,,,
2026-08-24T01:08:27.335323+00:00,145.568027,running,1,95.200,566.094,0,,,,
2026-08-24T01:08:29.412636+00:00,147.645341,running,1,95.300,566.414,0,,,,
2026-08-24T01:08:31.485639+00:00,149.718344,running,1,95.300,566.820,0,,,,
2026-08-24T01:08:33.565636+00:00,151.798340,running,1,95.200,567.281,0,,,,
2026-08-24T01:08:35.631636+00:00,153.864338,running,1,95.100,567.648,0,,,,
2026-08-24T01:08:37.800652+00:00,156.033358,running,1,95.100,568.336,0,,,,
2026-08-24T01:08:39.865642+00:00,158.098347,running,1,95.100,577.496,0,,,,
2026-08-24T01:08:41.930358+00:00,160.163063,running,1,95.100,578.160,0,,,,
2026-08-24T01:08:43.996645+00:00,162.229349,running,1,94.900,578.738,0,,,,
2026-08-24T01:08:46.063644+00:00,164.296348,running,1,94.800,579.410,0,,,,
2026-08-24T01:08:48.125641+00:00,166.358345,running,1,94.900,580.113,0,,,,
2026-08-24T01:08:50.193715+00:00,168.426420,running,1,94.900,584.707,0,,,,
2026-08-24T01:08:52.259635+00:00,170.492339,running,1,94.800,584.707,0,,,,
2026-08-24T01:08:54.323532+00:00,172.556236,running,1,94.800,584.707,0,,,,
2026-08-24T01:08:56.392637+00:00,174.625341,running,1,94.700,584.707,0,,,,
2026-08-24T01:08:58.451641+00:00,176.684346,running,1,94.600,584.707,0,,,,
2026-08-24T01:09:00.518639+00:00,178.751344,running,1,94.700,584.707,0,,,,
2026-08-24T01:09:02.587010+00:00,180.819716,running,1,94.700,584.707,0,,,,
2026-08-24T01:09:04.649031+00:00,182.881734,running,1,94.700,584.707,0,,,,
2026-08-24T01:09:06.769804+00:00,185.002510,running,1,94.600,584.879,0,,,,
2026-08-24T01:09:08.835639+00:00,187.068344,running,1,94.600,593.750,0,,,,
2026-08-24T01:09:10.907719+00:00,189.140423,running,1,94.500,594.188,0,,,,
2026-08-24T01:09:12.987651+00:00,191.220357,running,1,94.500,594.859,0,,,,
2026-08-24T01:09:15.119685+00:00,193.352389,running,1,94.500,595.555,0,,,,
2026-08-24T01:09:17.185050+00:00,195.417754,running,1,94.500,596.078,0,,,,
2026-08-24T01:09:19.267546+00:00,197.500249,running,1,94.500,600.242,0,,,,
2026-08-24T01:09:21.331638+00:00,199.564341,running,1,94.500,600.242,0,,,,
2026-08-24T01:09:23.391334+00:00,201.624038,running,1,94.500,600.242,0,,,,
2026-08-24T01:09:25.455637+00:00,203.688338,running,1,94.500,600.242,0,,,,
2026-08-24T01:09:27.518312+00:00,205.751016,running,1,94.600,600.242,0,,,,
2026-08-24T01:09:29.585663+00:00,207.818368,running,1,94.600,600.242,0,,,,
2026-08-24T01:09:31.658672+00:00,209.891375,running,1,94.600,600.242,0,,,,
2026-08-24T01:09:33.726642+00:00,211.959346,running,1,94.600,600.242,0,,,,
2026-08-24T01:09:35.802635+00:00,214.035338,running,1,94.600,600.242,0,,,,
2026-08-24T01:09:37.868638+00:00,216.101342,running,1,94.700,600.242,0,,,,
2026-08-24T01:09:39.935328+00:00,218.168035,running,1,94.700,600.242,0,,,,
2026-08-24T01:09:42.002968+00:00,220.235671,running,1,94.800,600.367,0,,,,
2026-08-24T01:09:44.069681+00:00,222.302386,running,1,94.800,600.688,0,,,,
2026-08-24T01:09:46.142639+00:00,224.375343,running,1,94.800,601.016,0,,,,
2026-08-24T01:09:48.208659+00:00,226.441367,running,1,94.800,601.336,0,,,,
2026-08-24T01:09:50.343648+00:00,228.576357,running,1,94.800,197.652,0,,,,
2026-08-24T01:09:52.418639+00:00,230.651344,running,1,94.800,197.652,0,,,,
2026-08-24T01:09:54.503643+00:00,232.736347,running,1,94.900,197.664,0,,,,
2026-08-24T01:09:56.588649+00:00,234.821356,running,1,94.900,197.320,0,,,,
2026-08-24T01:09:58.698591+00:00,236.931297,running,1,94.900,197.320,0,,,,
2026-08-24T01:10:00.815676+00:00,239.048391,running,1,94.900,261.074,0,,,,
2026-08-24T01:10:02.902031+00:00,241.134740,running,1,94.700,324.930,0,,,,
2026-08-24T01:10:05.054311+00:00,243.287023,running,1,94.700,450.684,0,,,,
2026-08-24T01:10:07.190131+00:00,245.422850,running,1,94.600,450.684,0,,,,
2026-08-24T01:10:09.312427+00:00,247.545142,running,1,94.600,513.270,0,,,,
2026-08-24T01:10:11.435699+00:00,249.668418,running,1,94.600,516.852,0,,,,
2026-08-24T01:10:13.537685+00:00,251.770402,running,1,94.500,517.973,0,,,,
2026-08-24T01:10:15.641523+00:00,253.874230,running,1,94.500,1256.609,0,,,,
2026-08-24T01:10:17.734859+00:00,255.967572,running,1,94.400,1107.785,0,,,,
2026-08-24T01:10:19.827424+00:00,258.060140,running,1,94.400,1125.988,0,,,,
2026-08-24T01:10:21.937953+00:00,260.170671,running,1,94.400,1001.445,0,,,,
2026-08-24T01:10:24.101671+00:00,262.334392,running,1,94.400,1032.656,0,,,,
2026-08-24T01:10:26.192656+00:00,264.425366,running,1,94.400,1177.105,0,,,,
2026-08-24T01:10:28.294660+00:00,266.527369,running,1,94.300,1455.250,0,,,,
2026-08-24T01:10:30.387665+00:00,268.620380,running,1,94.300,1392.211,0,,,,
2026-08-24T01:10:32.504880+00:00,270.737591,running,1,94.300,1249.633,0,,,,
