x,y,z,normalized_stretching
0.29452431127404299,-3.0925052683774528,-3.0925052683774528,-0.0020967000957800171
0.34361169648638379,-3.0925052683774528,-3.0925052683774528,-0.0024333250881705842
0.39269908169872414,-3.0925052683774528,-3.0925052683774528,-0.0027640879872896399
0.44178646691106449,-3.0925052683774528,-3.0925052683774528,-0.0030881919563418014
0.49087385212340529,-3.0925052683774528,-3.0925052683774528,-0.0034048562004774696
0.53996123733574564,-3.0925052683774528,-3.0925052683774528,-0.0037133178477960038
0.58904862254808599,-3.0925052683774528,-3.0925052683774528,-0.0040128337871709677
0.63813600776042678,-3.0925052683774528,-3.0925052683774528,-0.0043026824584699117
0.68722339297276713,-3.0925052683774528,-3.0925052683774528,-0.0045821655908559258
0.73631077818510793,-3.0925052683774528,-3.0925052683774528,-0.0048506098849832669
0.78539816339744828,-3.0925052683774528,-3.0925052683774528,-0.0051073686350344314
0.83448554860978863,-3.0925052683774528,-3.0925052683774528,-0.0053518232866911425
0.88357293382212898,-3.0925052683774528,-3.0925052683774528,-0.0055833849272858577
0.93266031903447022,-3.0925052683774528,-3.0925052683774528,-0.0058014957045439842
0.98174770424681057,-3.0925052683774528,-3.0925052683774528,-0.0060056301704988517
1.0308350894591509,-3.0925052683774528,-3.0925052683774528,-0.0061952965473419117
1.0799224746714913,-3.0925052683774528,-3.0925052683774528,-0.0063700379121585365
1.1290098598838316,-3.0925052683774528,-3.0925052683774528,-0.0065294332976953478
1.178097245096172,-3.0925052683774528,-3.0925052683774528,-0.0066730987065071997
1.2271846303085132,-3.0925052683774528,-3.0925052683774528,-0.0068006880360406618
1.2762720155208536,-3.0925052683774528,-3.0925052683774528,-0.0069118939124253797
1.3253594007331939,-3.0925052683774528,-3.0925052683774528,-0.0070064484309646608
1.3744467859455343,-3.0925052683774528,-3.0925052683774528,-0.0070841238015413458
1.4235341711578746,-3.0925052683774528,-3.0925052683774528,-0.0071447328973841557
1.4726215563702159,-3.0925052683774528,-3.0925052683774528,-0.0071881297058724782
1.5217089415825562,-3.0925052683774528,-3.0925052683774528,-0.0072142096802935499
1.5707963267948966,-3.0925052683774528,-3.0925052683774528,-0.0072229099917046563
1.6198837120072369,-3.0925052683774528,-3.0925052683774528,-0.0072142096802935499
1.6689710972195773,-3.0925052683774528,-3.0925052683774528,-0.0071881297058724782
1.7180584824319185,-3.0925052683774528,-3.0925052683774528,-0.0071447328973841557
1.7671458676442588,-3.0925052683774528,-3.0925052683774528,-0.0070841238015413458
1.8162332528565992,-3.0925052683774528,-3.0925052683774528,-0.0070064484309646608
1.8653206380689396,-3.0925052683774528,-3.0925052683774528,-0.0069118939124253797
1.9144080232812799,-3.0925052683774528,-3.0925052683774528,-0.0068006880360406618
1.9634954084936211,-3.0925052683774528,-3.0925052683774528,-0.0066730987065071997
2.0125827937059615,-3.0925052683774528,-3.0925052683774528,-0.0065294332976953478
2.0616701789183018,-3.0925052683774528,-3.0925052683774528,-0.0063700379121585373
2.1107575641306422,-3.0925052683774528,-3.0925052683774528,-0.0061952965473419117
2.1598449493429825,-3.0925052683774528,-3.0925052683774528,-0.0060056301704988517
2.2089323345553229,-3.0925052683774528,-3.0925052683774528,-0.0058014957045439842
2.2580197197676641,-3.0925052683774528,-3.0925052683774528,-0.0055833849272858577
2.3071071049800045,-3.0925052683774528,-3.0925052683774528,-0.0053518232866911434
2.3561944901923448,-3.0925052683774528,-3.0925052683774528,-0.0051073686350344332
2.4052818754046852,-3.0925052683774528,-3.0925052683774528,-0.0048506098849832669
2.4543692606170255,-3.0925052683774528,-3.0925052683774528,-0.0045821655908559293
2.5034566458293668,-3.0925052683774528,-3.0925052683774528,-0.0043026824584699091
2.5525440310417071,-3.0925052683774528,-3.0925052683774528,-0.0040128337871709685
2.6016314162540475,-3.0925052683774528,-3.0925052683774528,-0.0037133178477960047
2.6507188014663878,-3.0925052683774528,-3.0925052683774528,-0.0034048562004774701
2.6998061866787282,-3.0925052683774528,-3.0925052683774528,-0.0030881919563418045
2.7488935718910685,-3.0925052683774528,-3.0925052683774528,-0.0027640879872896438
2.7979809571034098,-3.0925052683774528,-3.0925052683774528,-0.002433325088170582
2.8470683423157501,-3.0925052683774528,-3.0925052683774528,-0.0020967000957800176
2.8961557275280905,-3.0925052683774528,-3.0925052683774528,-0.001755023969209481
2.9452431127404308,-3.0925052683774528,-3.0925052683774528,-0.0014091198361751742
2.9943304979527712,-3.0925052683774528,-3.0925052683774528,-0.0010598210100312008
3.0434178831651124,-3.0925052683774528,-3.0925052683774528,-0.00070796898224469921
3.0925052683774528,-3.0925052683774528,-3.0925052683774528,-0.00035441139516921729
3.1415926535897931,-3.0925052683774528,-3.0925052683774528,-8.8455136018705414e-19
-3.1415926535897931,-3.043417883165112,-3.043417883165112,3.5296867276046785e-18
-3.0925052683774528,-3.043417883165112,-3.043417883165112,0.0014142324052004228
-3.043417883165112,-3.043417883165112,-3.043417883165112,0.0028250578006645982
-2.9943304979527716,-3.043417883165112,-3.043417883165112,0.0042290773844411208
-2.9452431127404308,-3.043417883165112,-3.043417883165112,0.0056229087503751086
-2.8961557275280905,-3.043417883165112,-3.043417883165112,0.0070031940366207905
-2.8470683423157501,-3.043417883165112,-3.043417883165112,0.0083666080150249025
-2.7979809571034093,-3.043417883165112,-3.043417883165112,0.0097098661018925215
-2.748893571891069,-3.043417883165112,-3.043417883165112,0.011029732270836843
-2.6998061866787286,-3.043417883165112,-3.043417883165112,0.012323026848650271
-2.6507188014663878,-3.043417883165112,-3.043417883165112,0.013586634175415641
-2.6016314162540475,-3.043417883165112,-3.043417883165112,0.014817510110403821
-2.5525440310417071,-3.043417883165112,-3.043417883165112,0.016012689365675438
-2.5034566458293663,-3.043417883165112,-3.043417883165112,0.017169292649719208
-2.454369260617026,-3.043417883165112,-3.043417883165112,0.018284533603917373
-2.4052818754046852,-3.043417883165112,-3.043417883165112,0.019355725515127719
-2.3561944901923448,-3.043417883165112,-3.043417883165112,0.020380287788210785
-2.3071071049800045,-3.043417883165112,-3.043417883165112,0.021355752162909674
