tier,caseId,projection,N,dimension,d,beta,mu,gap,c,alpha,spectralAbscissa,spectralImagAtEdge,numericalAbscissa,frobeniusNorm,henriciRelativeDeparture,eigenvectorCondition,sampledTransientGain,sampledPeakTime,sampledLog10TransientGain,transientGainCensored,timeGridCount,resolventSampleScale,resolventPeak,sampledKreissLowerBound,epsilonRelative,pseudoRightExcursion,pseudospectralAbscissaLowerSample,projectionRankRemoved,qStarCompressionLeakage,finiteDimensionalOnly
broad,B0116,span-sin1-sin2,18,35,0.05,0.0,1e-06,1e-06,131072.0,0.12499999999999999,276.54178076505667,-56065.958472431324,24033.1198542352,260764.73428121652,0.18938199809812623,10.747065793629272,,,,,,,,,,,,2,0.050817034294283116,True
broad,B0117,unprojected,18,37,0.05,0.0,0.0001,0.0001,4.0,1.0,0.8621761553722731,1.1015332800548024e-16,13388.304949049845,26795.9936812206,0.9993977262281326,26166.65912871397,,,,,,,,,,,,0,3.49512487586499,True
broad,B0117,qstar-Wxx,18,36,0.05,0.0,0.0001,0.0001,4.0,1.0,-0.00012818301705302216,3.790007937421768e-15,0.10729182609384699,929.9175422962179,0.012210711788107481,2.129062069161213,,,,,,,,,,,,1,1.3030260716152893,True
broad,B0117,span-sin1-sin2,18,35,0.05,0.0,0.0001,0.0001,4.0,1.0,-9.999999993930568e-05,-8.247307638924587e-15,-9.999999986121111e-05,929.9124527201474,0.01199322803689249,1.684828108178919,,,,,,,,,,,,2,0.00015506687735701704,True
broad,B0118,unprojected,18,37,0.05,0.0,0.0001,0.0001,128.0,0.5,45.68027271786154,1.5342043033693905e-14,428476.0248927191,856955.8362528068,0.9999994311294365,648824.8440345849,,,,,,,,,,,,0,3.4951283948774545,True
broad,B0118,qstar-Wxx,18,36,0.05,0.0,0.0001,0.0001,128.0,0.5,7.860670670751311,41.62708374734564,24.17152277821126,967.499617549577,0.33480763939855807,21467.657514447113,,,,,,,,,,,,1,1.3030355106817175,True
broad,B0118,span-sin1-sin2,18,35,0.05,0.0,0.0001,0.0001,128.0,0.5,0.935308395313796,-2.503773321696894e-14,18.750980488407407,964.1165993895659,0.33503820643440024,5796.753512141885,,,,,,,,,,,,2,0.004962140075424545,True
broad,B0119,unprojected,18,37,0.05,0.0,0.0001,0.0001,4096.0,0.24999999999999997,1498.3725353131122,-1.1429483255386648e-12,13711283.068094118,27422570.631432798,0.9999999510639517,24691.051356573458,,,,,,,,,,,,0,3.498730006158198,True
broad,B0119,qstar-Wxx,18,36,0.05,0.0,0.0001,0.0001,4096.0,0.24999999999999997,340.288781900756,1355.62715382604,879.9215964881944,8599.787380279731,0.25619454671382474,13.185756410197374,,,,,,,,,,,,1,1.3126654948655654,True
broad,B0119,span-sin1-sin2,18,35,0.05,0.0,0.0001,0.0001,4096.0,0.24999999999999997,2.636602039285852,4.1183204123230927e-14,746.0266059476737,8201.705667212573,0.21222812637718452,14.385873615865687,,,,,,,,,,,,2,0.15878848241358545,True
broad,B0120,unprojected,18,37,0.05,0.0,0.0001,0.0001,131072.0,0.12499999999999999,47985.45246776776,-1.073221302339583e-11,438761108.45069546,877522259.7018288,0.9999999512587107,22899.385766493015,,,,,,,,,,,,0,6.1672368847482115,True
broad,B0120,qstar-Wxx,18,36,0.05,0.0,0.0001,0.0001,131072.0,0.12499999999999999,10957.062414274393,-43477.24829147367,28275.767374636576,273581.3054988798,0.2420840510977483,6.770024568209604,,,,,,,,,,,,1,5.245644844823453,True
broad,B0120,span-sin1-sin2,18,35,0.05,0.0,0.0001,0.0001,131072.0,0.12499999999999999,276.52612878045176,-56065.995429015784,24030.50850329448,260763.96593671595,0.1893628062576359,10.744150447452258,,,,,,,,,,,,2,5.0812314372347345,True
broad,B0121,unprojected,18,37,0.05,0.0,0.01,0.01,4.0,1.0,0.8439625656396547,-1.5856069374131992e-16,131.70321383596885,967.4393444008423,0.27585340028733635,247.8624086415636,,,,,,,,,,,,0,3.504346772935071,True
broad,B0121,qstar-Wxx,18,36,0.05,0.0,0.01,0.01,4.0,1.0,-0.012811647927788102,-1.0092651854923017e-16,0.09480521289667455,929.9623428565994,0.012206988679463357,2.1295549379605863,,,,,,,,,,,,1,1.3031166384303525,True
broad,B0121,span-sin1-sin2,18,35,0.05,0.0,0.01,0.01,4.0,1.0,-0.009999999999879822,-4.025572320269869e-15,-0.009999999999979402,929.9572860925629,0.011991365695936607,1.6953593564546061,,,,,,,,,,,,2,0.015364051893457548,True
broad,B0122,unprojected,18,37,0.05,0.0,0.01,0.01,128.0,0.5,45.39254695997185,9.226948951306042e-15,4264.695345881636,8587.039319340809,0.9943184277793392,13612.855162899728,,,,,,,,,,,,0,3.538633866289187,True
broad,B0122,qstar-Wxx,18,36,0.05,0.0,0.01,0.01,128.0,0.5,7.702473509228484,41.482253899056374,23.84396140804695,967.4728257488813,0.33472289900739366,21252.95523416301,,,,,,,,,,,,1,1.3926939032042627,True
broad,B0122,span-sin1-sin2,18,35,0.05,0.0,0.01,0.01,128.0,0.5,0.8916838410066622,-9.761925021630798e-15,18.491414270108834,964.1403897277588,0.33498157137584184,5811.177457711935,,,,,,,,,,,,2,0.4916496605906415,True
broad,B0123,unprojected,18,37,0.05,0.0,0.01,0.01,4096.0,0.24999999999999997,1489.3613099492716,-8.316473994202078e-15,136520.94367214007,273170.77801325254,0.999507317521031,246.38024917883328,,,,,,,,,,,,0,16.11833937910467,True
broad,B0123,qstar-Wxx,18,36,0.05,0.0,0.01,0.01,4096.0,0.24999999999999997,334.97588065655117,-1351.1693412407967,869.7237795426242,8591.733359811691,0.2541571046082808,13.208621561843971,,,,,,,,,,,,1,15.786656739422954,True
broad,B0123,span-sin1-sin2,18,35,0.05,0.0,0.01,0.01,4096.0,0.24999999999999997,2.536874792167481,-4.743349891028107e-13,737.9368299177853,8199.36650787121,0.2105696221694785,14.264734249055785,,,,,,,,,,,,2,15.732789138900529,True
broad,B0124,unprojected,18,37,0.05,0.0,0.01,0.01,131072.0,0.12499999999999999,47697.28202823244,-2.2680327466323527e-11,4368720.905821821,8741414.294680262,0.9995092806097169,228.52751268921,,,,,,,,,,,,0,503.4614483726593,True
broad,B0124,qstar-Wxx,18,36,0.05,0.0,0.01,0.01,131072.0,0.12499999999999999,10780.562068105195,-43339.20509234714,27949.872607838257,273321.900737291,0.23989734347075678,6.981966517242777,,,,,,,,,,,,1,503.45093868634626,True
broad,B0124,span-sin1-sin2,18,35,0.05,0.0,0.01,0.01,131072.0,0.12499999999999999,274.954927082065,56069.677711231976,23771.99432373558,260688.46372052835,0.18746206676497268,10.461516310569458,,,,,,,,,,,,2,503.4492524448169,True
broad,B0125,unprojected,18,37,0.05,0.0,0.1,0.1,4.0,1.0,0.6788525891892143,1.7162121325219208e-16,11.252074901868825,930.7305096288941,0.030050009921020554,20.006053366367052,,,,,,,,,,,,0,3.590818304656196,True
broad,B0125,qstar-Wxx,18,36,0.05,0.0,0.1,0.1,4.0,1.0,-0.12746882810155605,-1.7503068773503559e-15,-0.015311303124867483,930.3697926138749,0.012178884043583846,2.1591488559008583,,,,,,,,,,,,1,1.3107226221775874,True
broad,B0125,span-sin1-sin2,18,35,0.05,0.0,0.1,0.1,4.0,1.0,-0.09999999999998294,7.46734898505777e-15,-0.10000000000026071,930.3649601121788,0.011976654367031535,1.8099018994333875,,,,,,,,,,,,2,0.1418339628743904,True
broad,B0126,unprojected,18,37,0.05,0.0,0.1,0.1,128.0,0.5,42.7494421711713,4.363272421984897e-14,409.59640847369855,1268.1691532908292,0.6932269252452625,9686.824053802546,,,,,,,,,,,,0,5.785631962134731,True
broad,B0126,qstar-Wxx,18,36,0.05,0.0,0.1,0.1,128.0,0.5,6.302766402144969,40.33962479244645,21.13977859460853,967.3248723466525,0.3341000531903817,18891.265373074075,,,,,,,,,,,,1,4.722028684422523,True
broad,B0126,span-sin1-sin2,18,35,0.05,0.0,0.1,0.1,128.0,0.5,0.5340434573097819,-2.2422787314262038e-14,16.34317017877187,964.3843479882112,0.33451758049907315,5964.521204872996,,,,,,,,,,,,2,4.538686811980492,True
broad,B0127,unprojected,18,37,0.05,0.0,0.1,0.1,4096.0,0.24999999999999997,1406.6286847540337,-6.672938609905788e-14,13161.588248323775,27593.655467896588,0.9510092104615574,24.64642731954265,,,,,,,,,,,,0,145.28229110226602,True
broad,B0127,qstar-Wxx,18,36,0.05,0.0,0.1,0.1,4096.0,0.24999999999999997,287.92434369303834,-1315.8656398190083,785.7551008895324,8529.260345680224,0.23747513316589972,13.41481082063217,,,,,,,,,,,,1,145.24382302052925,True
broad,B0127,span-sin1-sin2,18,35,0.05,0.0,0.1,0.1,4096.0,0.24999999999999997,1.786577601011744,-1.0609297704284765e-14,671.1540364286323,8181.396328874331,0.19697729847082493,13.619503997838876,,,,,,,,,,,,2,145.23797798337574,True
broad,B0128,unprojected,18,37,0.05,0.0,0.1,0.1,131072.0,0.12499999999999999,45051.62643183737,4.500036143533775e-11,421225.492034771,882495.4484639642,0.9511637887315364,23.10352943707056,,,,,,,,,,,,0,4647.616680464036,True
broad,B0128,qstar-Wxx,18,36,0.05,0.0,0.1,0.1,131072.0,0.12499999999999999,9180.040205443851,42246.67260522552,25266.844301989542,271309.4441206104,0.22222939379765025,11.353722471136285,,,,,,,,,,,,1,4647.615478129108,True
broad,B0128,span-sin1-sin2,18,35,0.05,0.0,0.1,0.1,131072.0,0.12499999999999999,260.1491263879348,-56102.0169446562,21638.22504838877,260108.18705806092,0.17171432992057986,19.455436795563774,,,,,,,,,,,,2,4647.6152954680265,True
broad,B0129,unprojected,18,37,0.05,0.0001,1e-06,1.0099999999999999e-06,4.0,1.0,2.9077689410559673,4.119422401669801,1325791.3107602252,2651586.0277885487,0.9999999385026896,469595.81221918284,,,,,,,,,,,,0,3.4951483028086665,True
broad,B0129,qstar-Wxx,18,36,0.05,0.0001,1e-06,1.0099999999999999e-06,4.0,1.0,0.00010121126788205544,3.393822745000464e-16,0.10742312106607178,929.9170946212173,0.012210776078032157,4.455588952512744,,,,,,,,,,,,1,1.3029496650362407,True
broad,B0129,span-sin1-sin2,18,35,0.05,0.0001,1e-06,1.0099999999999999e-06,4.0,1.0,-1.0099999533879563e-06,1.1358897810598041e-15,-9.905445907870326e-07,929.9120041815162,0.01199324703904497,2.3953919059485766,,,,,,,,,,,,2,0.0004066654748852064,True
broad,B0130,unprojected,18,37,0.05,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,56.6396133436349,55.19092442994951,42425372.21159232,84850747.67668165,0.9999999999408529,2848038.910583736,,,,,,,,,,,,0,3.4987289030889106,True
broad,B0130,qstar-Wxx,18,36,0.05,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,7.861558562482634,-41.628017019086386,24.17893500815437,967.49990341451,0.33480903667449946,21481.267752459535,,,,,,,,,,,,1,1.3005933450572567,True
broad,B0130,span-sin1-sin2,18,35,0.05,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,0.9531570365611378,-2.3364846879435074e-14,18.759414779286214,964.1163544625504,0.3350383176694928,5803.874318139561,,,,,,,,,,,,2,0.0060407919892065,True
broad,B0131,unprojected,18,37,0.05,0.0001,1e-06,1.0099999999999999e-06,4096.0,0.24999999999999997,1332.9236743498045,-1.360957902331025e-12,1357611961.038269,2715223925.4909205,0.9999999999951107,9495014.495265448,,,,,,,,,,,,0,3.620605000959673,True
broad,B0131,qstar-Wxx,18,36,0.05,0.0001,1e-06,1.0099999999999999e-06,4096.0,0.24999999999999997,340.3228402333153,1355.6571872410468,880.1715352936378,8599.869336672631,0.2562165876772051,13.186393688344474,,,,,,,,,,,,1,1.2398360833108444,True
broad,B0131,span-sin1-sin2,18,35,0.05,0.0001,1e-06,1.0099999999999999e-06,4096.0,0.24999999999999997,3.4934759598806635,-1.5574693385825733e-11,746.2660945153768,8201.729459961089,0.21223584178775495,14.358528216209358,,,,,,,,,,,,2,0.19294942237234813,True
broad,B0132,unprojected,18,37,0.05,0.0001,1e-06,1.0099999999999999e-06,131072.0,0.12499999999999999,47097.3761950967,1.9328096957066544e-11,43443582803.49195,86887165615.70438,0.9999999999950362,7738564.749645076,,,,,,,,,,,,0,10.430240646117834,True
broad,B0132,qstar-Wxx,18,36,0.05,0.0001,1e-06,1.0099999999999999e-06,131072.0,0.12499999999999999,10958.201740777493,43478.19432046128,28283.775399640177,273583.9445149492,0.2421062553625178,6.768211338631555,,,,,,,,,,,,1,6.290355179740875,True
broad,B0132,span-sin1-sin2,18,35,0.05,0.0001,1e-06,1.0099999999999999e-06,131072.0,0.12499999999999999,276.53475957396677,56065.78273835995,24038.139424777863,260764.73515235688,0.1893816310839337,10.552531615150182,,,,,,,,,,,,2,6.174358406858161,True
broad,B0133,unprojected,18,37,0.05,0.0001,0.0001,0.00010001,4.0,1.0,0.0912182561836074,-0.5397955097192416,13386.965954020734,26793.317459284848,0.9993976083477676,37706.637863455646,,,,,,,,,,,,0,3.4952401491092644,True
broad,B0133,qstar-Wxx,18,36,0.05,0.0001,0.0001,0.00010001,4.0,1.0,-2.5704462832122854e-05,4.4030672809137794e-17,0.10729782601091514,929.9175426063223,0.012210738111318557,4.4681554082385,,,,,,,,,,,,1,1.3029496979147785,True
broad,B0133,span-sin1-sin2,18,35,0.05,0.0001,0.0001,0.00010001,4.0,1.0,-0.00010000999998417428,4.3170593600467364e-16,-9.999055243225182e-05,929.912452504054,0.011993228135289205,2.3955111332757535,,,,,,,,,,,,2,0.0004524712211861395,True
broad,B0134,unprojected,18,37,0.05,0.0001,0.0001,0.00010001,128.0,0.5,44.42190822777003,2.7169054199744288e-14,428433.1770521898,856870.1455834091,0.9999994312629484,1728216.1395464574,,,,,,,,,,,,0,3.4988236482103185,True
broad,B0134,qstar-Wxx,18,36,0.05,0.0001,0.0001,0.00010001,128.0,0.5,7.859972420727958,41.62654781087555,24.175625410958613,967.499623469176,0.3348081688192975,21476.588093128456,,,,,,,,,,,,1,1.3006035570372099,True
broad,B0134,span-sin1-sin2,18,35,0.05,0.0001,0.0001,0.00010001,128.0,0.5,0.9527118295266103,-2.4591609610521008e-17,18.75679242574955,964.1165888870634,0.33503774476614556,5804.0166677002135,,,,,,,,,,,,2,0.007846963900613502,True
broad,B0135,unprojected,18,37,0.05,0.0001,0.0001,0.00010001,4096.0,0.24999999999999997,1496.9233332745976,-1.986258945533007e-12,13709911.937198091,27419828.52839913,0.9999999510636142,29228.507408542173,,,,,,,,,,,,0,3.624151371437356,True
broad,B0135,qstar-Wxx,18,36,0.05,0.0001,0.0001,0.00010001,4096.0,0.24999999999999997,340.2695716966154,1355.6119797905294,880.0684701235202,8599.78745079235,0.25619597481917283,13.186622300342755,,,,,,,,,,,,1,1.249974772096549,True
broad,B0135,span-sin1-sin2,18,35,0.05,0.0001,0.0001,0.00010001,4096.0,0.24999999999999997,3.492169701901555,-3.5502093454512026e-14,746.1843456618298,8201.705654657793,0.21221908064300743,14.357276334590242,,,,,,,,,,,,2,0.2498565745414787,True
broad,B0136,unprojected,18,37,0.05,0.0001,0.0001,0.00010001,131072.0,0.12499999999999999,47976.50262991252,4.05550780980154e-12,438717232.2620232,877434512.4047011,0.9999999512497569,29909.395336210524,,,,,,,,,,,,0,11.600027067444517,True
broad,B0136,qstar-Wxx,18,36,0.05,0.0001,0.0001,0.00010001,131072.0,0.12499999999999999,10956.435430043193,43476.793833531665,28280.481664898172,273581.3071681831,0.24208412194558174,6.770201995969208,,,,,,,,,,,,1,8.084255595362638,True
broad,B0136,span-sin1-sin2,18,35,0.05,0.0001,0.0001,0.00010001,131072.0,0.12499999999999999,276.51911707019883,56065.81969727385,24035.527048085994,260763.96680748404,0.18936243938196187,10.549984744807784,,,,,,,,,,,,2,7.994418210018047,True
broad,B0137,unprojected,18,37,0.05,0.0001,0.01,0.01000001,4.0,1.0,0.8395927492916863,-5.920096841194277e-17,131.70300347987776,967.4392707216283,0.2758532775156441,237.32652244693577,,,,,,,,,,,,0,3.5044601025185833,True
broad,B0137,qstar-Wxx,18,36,0.05,0.0001,0.01,0.01000001,4.0,1.0,-0.012710609803249695,-2.1209741358082277e-15,0.09481096914328122,929.9623431634052,0.012207014447974162,6.565681120988315,,,,,,,,,,,,1,1.3030426017088326,True
broad,B0137,span-sin1-sin2,18,35,0.05,0.0001,0.01,0.01000001,4.0,1.0,-0.01000001000009622,-1.9618284289148864e-16,-0.009999991322814343,929.9572858799253,0.011991365794204017,2.407812626648667,,,,,,,,,,,,2,0.015419141562698186,True
broad,B0138,unprojected,18,37,0.05,0.0001,0.01,0.01000001,128.0,0.5,45.380672778484005,-4.2323652608411543e-14,4264.688660744628,8587.030804137901,0.9943184413683948,13664.133854237396,,,,,,,,,,,,0,3.542231267628613,True
broad,B0138,qstar-Wxx,18,36,0.05,0.0001,0.01,0.01000001,128.0,0.5,7.701753874277342,41.481737930140774,23.847983688717008,967.4728315493757,0.33472341700185126,21270.71378417786,,,,,,,,,,,,1,1.3904876799537067,True
broad,B0138,span-sin1-sin2,18,35,0.05,0.0001,0.01,0.01000001,128.0,0.5,0.9086863343516906,-1.4312530591594892e-14,18.49711983111174,964.1403793225244,0.33498111051177965,5818.549794032809,,,,,,,,,,,,2,0.49173392071403355,True
broad,B0139,unprojected,18,37,0.05,0.0001,0.01,0.01000001,4096.0,0.24999999999999997,1489.3471089906013,9.110221930288873e-13,136520.72979523215,273170.50391584804,0.9995073175186815,246.3848431276759,,,,,,,,,,,,0,16.145539184577178,True
broad,B0139,qstar-Wxx,18,36,0.05,0.0001,0.01,0.01000001,4096.0,0.24999999999999997,334.9559370600704,1351.1547974148366,869.8679342691642,8591.733427868192,0.2541585682438274,13.209475726469755,,,,,,,,,,,,1,15.781669789256863,True
broad,B0139,span-sin1-sin2,18,35,0.05,0.0001,0.01,0.01000001,4096.0,0.24999999999999997,3.3644164038365707,3.7984322214944374e-13,738.0914051144431,8199.366494566599,0.2105608818755396,14.239845209982276,,,,,,,,,,,,2,15.733934631666788,True
broad,B0140,unprojected,18,37,0.05,0.0001,0.01,0.01000001,131072.0,0.12499999999999999,47697.194985192225,-1.660214159856249e-11,4368714.061808282,8741405.523512527,0.9995092797048329,228.55115014899877,,,,,,,,,,,,0,503.5528388368487,True
broad,B0140,qstar-Wxx,18,36,0.05,0.0001,0.01,0.01000001,131072.0,0.12499999999999999,10779.909041842928,43338.773256965535,27954.49972062951,273321.9023382883,0.23989741498757608,6.9821960784738595,,,,,,,,,,,,1,503.4856622073158,True
broad,B0140,span-sin1-sin2,18,35,0.05,0.0001,0.01,0.01000001,131072.0,0.12499999999999999,274.9488472910951,56069.502207013735,23776.911829332614,260688.4645550065,0.18746171336303408,10.302814482648744,,,,,,,,,,,,2,503.4843613887424,True
broad,B0141,unprojected,18,37,0.05,0.0001,0.1,0.10000001,4.0,1.0,0.6784669410910785,-8.174380104576581e-16,11.252005945399894,930.7305096915809,0.030050117227868302,19.94352955769178,,,,,,,,,,,,0,3.5909161700057965,True
broad,B0141,qstar-Wxx,18,36,0.05,0.0001,0.1,0.10000001,4.0,1.0,-0.12737965776773133,-6.286645526850241e-16,-0.015307296931380552,930.3697928945066,0.012178905527604679,3.5145512345031458,,,,,,,,,,,,1,1.3106674207719282,True
broad,B0141,span-sin1-sin2,18,35,0.05,0.0001,0.1,0.10000001,4.0,1.0,-0.10000000999993168,4.141181273078598e-16,-0.09999999682146121,930.3649599281143,0.01197665446510608,2.551912284617229,,,,,,,,,,,,2,0.1418838769032615,True
broad,B0142,unprojected,18,37,0.05,0.0001,0.1,0.10000001,128.0,0.5,42.74841289220703,-4.8676046361354354e-14,409.59454743561673,1268.1690982954385,0.6932270129108447,9639.544433377916,,,,,,,,,,,,0,5.787577827321266,True
broad,B0142,qstar-Wxx,18,36,0.05,0.0001,0.1,0.10000001,128.0,0.5,6.301893912636074,40.33928615067866,21.14316641353005,967.324877216583,0.334100428717841,18878.09863128525,,,,,,,,,,,,1,4.72153994182941,True
broad,B0142,span-sin1-sin2,18,35,0.05,0.0001,0.1,0.10000001,128.0,0.5,0.54793508869582,7.247531840044853e-15,16.348035049582002,964.3843383978234,0.33451712723843324,5972.808202968107,,,,,,,,,,,,2,4.53873798822048,True
broad,B0143,unprojected,18,37,0.05,0.0001,0.1,0.10000001,4096.0,0.24999999999999997,1406.6274792126248,-1.6811145819751258e-13,13161.529101318443,27593.652875025527,0.9510092159964721,24.646706166513074,,,,,,,,,,,,0,145.28489462077704,True
broad,B0143,qstar-Wxx,18,36,0.05,0.0001,0.1,0.10000001,4096.0,0.24999999999999997,287.89891144049074,1315.8567254510954,785.8777362600497,8529.260395875972,0.23747702487870437,13.41555727997211,,,,,,,,,,,,1,145.24338185608755,True
broad,B0143,span-sin1-sin2,18,35,0.05,0.0001,0.1,0.10000001,4096.0,0.24999999999999997,2.413321215412601,-3.635136950328756e-13,671.2836890969352,8181.396310639162,0.1969707522712019,13.610801318132339,,,,,,,,,,,,2,145.2380834413305,True
broad,B0144,unprojected,18,37,0.05,0.0001,0.1,0.10000001,131072.0,0.12499999999999999,45051.6196205422,-3.690124693078048e-11,421223.5997385251,882495.3654447899,0.9511637807023823,23.103620974017574,,,,,,,,,,,,0,4647.623235952166,True
broad,B0144,qstar-Wxx,18,36,0.05,0.0001,0.1,0.10000001,131072.0,0.12499999999999999,9179.167086776582,42246.45244307758,25270.78134770025,271309.44523282145,0.22222949505172276,11.35580956606122,,,,,,,,,,,,1,4647.617190275653,True
broad,B0144,span-sin1-sin2,18,35,0.05,0.0001,0.1,0.10000001,131072.0,0.12499999999999999,260.15023019426434,56101.84300762839,21642.34688065647,260108.18763292837,0.17171409320372266,19.58472803846142,,,,,,,,,,,,2,4647.617138375098,True
broad,B0145,unprojected,18,37,0.05,0.001,1e-06,2e-06,4.0,1.0,4.908467431049894,-6.414743620972958,669523.5174030727,1339050.6023062568,0.9999997588069534,156112.84181756544,,,,,,,,,,,,0,3.496189116091971,True
broad,B0145,qstar-Wxx,18,36,0.05,0.001,1e-06,2e-06,4.0,1.0,0.0010251906476333636,1.9549197341122954e-16,0.10748016449419763,929.9171096843735,0.012211016434678456,2.187211166115125,,,,,,,,,,,,1,1.3022677950111572,True
broad,B0145,span-sin1-sin2,18,35,0.05,0.001,1e-06,2e-06,4.0,1.0,-1.9999999751891936e-06,-3.5143773795221438e-15,-4.8550877437401256e-08,929.9120144805621,0.01199324860361743,1.5984695706458796,,,,,,,,,,,,2,0.004064400252003952,True
broad,B0146,unprojected,18,37,0.05,0.001,1e-06,2e-06,128.0,0.5,79.44533295377853,91.48198239953102,21424802.8241561,42849608.951911405,0.9999999997588118,601278.1599644958,,,,,,,,,,,,0,3.532673018516875,True
broad,B0146,qstar-Wxx,18,36,0.05,0.001,1e-06,2e-06,128.0,0.5,7.855277084769569,41.62319493405406,24.216644332993013,967.5000085204362,0.33481390134637795,21593.68448359988,,,,,,,,,,,,1,1.2799844843614057,True
broad,B0146,span-sin1-sin2,18,35,0.05,0.001,1e-06,2e-06,128.0,0.5,1.109028391416522,-3.0656882433284476e-14,18.81198836990883,964.1162928986566,0.3350341934571308,5920.414208802657,,,,,,,,,,,,2,0.06040138823541519,True
broad,B0147,unprojected,18,37,0.05,0.001,1e-06,2e-06,4096.0,0.24999999999999997,788.8196376804117,-1736.7681589067001,685593740.6403533,1371187486.1386058,0.9999999999793674,1937226.0422447552,,,,,,,,,,,,0,5.226666857218113,True
broad,B0147,qstar-Wxx,18,36,0.05,0.001,1e-06,2e-06,4096.0,0.24999999999999997,340.1501489832475,1355.5206587192959,881.5169857907623,8599.874588093868,0.25623134926014846,13.194150280213872,,,,,,,,,,,,1,1.998295146970662,True
broad,B0147,span-sin1-sin2,18,35,0.05,0.001,1e-06,2e-06,4096.0,0.24999999999999997,11.045598288524202,-1.7847889865995392e-11,747.693429698127,8201.731897729147,0.21215408805838026,14.13652464603419,,,,,,,,,,,,2,1.9294339507381955,True
broad,B0148,unprojected,18,37,0.05,0.001,1e-06,2e-06,131072.0,0.12499999999999999,15525.584443106558,6.513701927143962e-12,21938999750.758667,43877999556.42531,0.9999999999800373,4281192.0944663435,,,,,,,,,,,,0,85.40194615986113,True
broad,B0148,qstar-Wxx,18,36,0.05,0.001,1e-06,2e-06,131072.0,0.12499999999999999,10952.565371258817,43474.10561210104,28326.956050159024,273584.1081034258,0.24210895909620883,6.770094397881895,,,,,,,,,,,,1,66.15280973825877,True
broad,B0148,span-sin1-sin2,18,35,0.05,0.001,1e-06,2e-06,131072.0,0.12499999999999999,276.47277324857913,56064.20125613363,24083.551083399478,260764.82509936378,0.18937554561189135,9.831122904693476,,,,,,,,,,,,2,61.74180444607058,True
broad,B0149,unprojected,18,37,0.05,0.001,0.0001,0.000101,4.0,1.0,1.1246480528631901,-2.1317334063264917,13255.724821608097,26530.99629496236,0.99938561038196,9149.024182701933,,,,,,,,,,,,0,3.4962807845007795,True
broad,B0149,qstar-Wxx,18,36,0.05,0.001,0.0001,0.000101,4.0,1.0,0.0008981434397309938,1.2745808774642107e-15,0.10735484540802949,929.9175576691573,0.012210978415754324,2.187141763070285,,,,,,,,,,,,1,1.3022680398670394,True
broad,B0149,span-sin1-sin2,18,35,0.05,0.001,0.0001,0.000101,4.0,1.0,-0.00010099999992741833,2.382903467934972e-16,-9.904934527558833e-05,929.9124628034026,0.011993229699157506,1.5984704680529007,,,,,,,,,,,,2,0.004085838953013506,True
broad,B0150,unprojected,18,37,0.05,0.001,0.0001,0.000101,128.0,0.5,17.14075070663193,-25.853984986451007,424233.460811909,848470.7631911027,0.9999994227902026,336210.38049072714,,,,,,,,,,,,0,3.532761535127156,True
broad,B0150,qstar-Wxx,18,36,0.05,0.001,0.0001,0.000101,128.0,0.5,7.853688969894782,-41.621727526476235,24.213327188614507,967.499728547008,0.33481303241095545,21589.823361710194,,,,,,,,,,,,1,1.2800006278059057,True
broad,B0150,span-sin1-sin2,18,35,0.05,0.001,0.0001,0.000101,128.0,0.5,1.1085469417881864,-5.656720617164e-15,18.80935622708611,964.1165273231968,0.33503362061157893,5920.5772366364645,,,,,,,,,,,,2,0.06062267025709194,True
broad,B0151,unprojected,18,37,0.05,0.001,0.0001,0.000101,4096.0,0.24999999999999997,1461.957770276887,-2.0463630789890885e-12,13575521.01755559,27151048.132164177,0.9999999502227003,59795.40438051102,,,,,,,,,,,,0,5.2286289982799525,True
broad,B0151,qstar-Wxx,18,36,0.05,0.001,0.0001,0.000101,4096.0,0.24999999999999997,340.0968130074877,1355.4755080593973,881.413665805182,8599.792700047425,0.25621073883253964,13.194377847641443,,,,,,,,,,,,1,2.00397790709026,True
broad,B0151,span-sin1-sin2,18,35,0.05,0.001,0.0001,0.000101,4096.0,0.24999999999999997,11.041834906914803,-6.468651998290847e-13,747.6113894916664,8201.708091304718,0.21213735521828608,14.135570739524239,,,,,,,,,,,,2,1.935269994941197,True
broad,B0152,unprojected,18,37,0.05,0.001,0.0001,0.000101,131072.0,0.12499999999999999,47205.43927299645,2.8922272830532408e-11,434416722.8335112,868833539.7201924,0.999999950332767,61372.66697414971,,,,,,,,,,,,0,85.52792887715488,True
broad,B0152,qstar-Wxx,18,36,0.05,0.001,0.0001,0.000101,131072.0,0.12499999999999999,10950.796684542407,43472.707156652876,28323.654145800458,273581.4706879319,0.24208682506392595,6.7720878173787336,,,,,,,,,,,,1,66.32388448512125,True
broad,B0152,span-sin1-sin2,18,35,0.05,0.001,0.0001,0.000101,131072.0,0.12499999999999999,276.45721621486194,-56064.23823580302,24080.929404054725,260764.05671728266,0.1893563572181842,9.828913698727304,,,,,,,,,,,,2,61.92730023370605,True
broad,B0153,unprojected,18,37,0.05,0.001,0.01,0.010001,4.0,1.0,0.7982011935286699,-3.5680807793609743e-17,131.68905947904477,967.4319775492347,0.2758292090964836,207.46832449072397,,,,,,,,,,,,0,3.505483195551273,True
