tier,caseId,projection,N,dimension,d,beta,mu,gap,c,alpha,spectralAbscissa,spectralImagAtEdge,numericalAbscissa,frobeniusNorm,henriciRelativeDeparture,eigenvectorCondition,sampledTransientGain,sampledPeakTime,sampledLog10TransientGain,transientGainCensored,timeGridCount,resolventSampleScale,resolventPeak,sampledKreissLowerBound,epsilonRelative,pseudoRightExcursion,pseudospectralAbscissaLowerSample,projectionRankRemoved,qStarCompressionLeakage,finiteDimensionalOnly
broad,B0006,unprojected,18,37,0.0,0.0,0.0001,0.0001,128.0,0.5,49.29524246568887,-2.020940471037552e-15,505942.4887950977,1011888.8439326826,0.9999995926595747,411167.3918964921,,,,,,,,,,,,0,3.60564932806294,True
broad,B0006,qstar-Wxx,18,36,0.0,0.0,0.0001,0.0001,128.0,0.5,10.440679006111974,-47.83161423259972,28.843222475721387,974.3029695215037,0.35584225655902557,8598.085691236516,,,,,,,,,,,,1,1.2000112778473093,True
broad,B0006,span-sin1-sin2,18,35,0.0,0.0,0.0001,0.0001,128.0,0.5,2.1951302006969446,7.947167374255591e-15,23.852685480356353,969.6536140420963,0.35594080740233824,5345.590584082261,,,,,,,,,,,,2,0.0052025917320434505,True
broad,B0007,unprojected,18,37,0.0,0.0,0.0001,0.0001,4096.0,0.24999999999999997,1617.6744800335757,-1.6866257123126997e-12,16190212.34552232,32380429.346691772,0.9999999589404746,28972.63897247191,,,,,,,,,,,,0,3.6094870241888724,True
broad,B0007,qstar-Wxx,18,36,0.0,0.0,0.0001,0.0001,4096.0,0.24999999999999997,427.1557386666843,1543.5964334957594,1037.3452702757395,9353.325978759312,0.2752024613178492,169.83544506763673,,,,,,,,,,,,1,1.2114935277532177,True
broad,B0007,span-sin1-sin2,18,35,0.0,0.0,0.0001,0.0001,4096.0,0.24999999999999997,11.823029341672715,-3.2198879850883094e-13,911.195456260834,8844.900530482997,0.23102356363153878,170.39138177833254,,,,,,,,,,,,2,0.16648293542539042,True
broad,B0008,unprojected,18,37,0.0,0.0,0.0001,0.0001,131072.0,0.12499999999999999,51806.70905288951,6.038160293334941e-12,518086847.760926,1036173738.6672883,0.9999999590818418,25336.404941600806,,,,,,,,,,,,0,6.432918888402232,True
broad,B0008,qstar-Wxx,18,36,0.0,0.0,0.0001,0.0001,131072.0,0.12499999999999999,13807.12605012659,-49421.037578521355,33319.85549939144,297825.07595819526,0.26447160714241286,5.29914653360644,,,,,,,,,,,,1,5.46093081944438,True
broad,B0008,span-sin1-sin2,18,35,0.0,0.0,0.0001,0.0001,131072.0,0.12499999999999999,353.6917794283618,-60234.63470086977,29315.808047976658,281469.8534881091,0.2139655975776007,61.139841945704184,,,,,,,,,,,,2,5.327453933612493,True
broad,B0009,unprojected,18,37,0.0,0.0,0.01,0.01,4.0,1.0,0.890937003044184,-2.5940572343310125e-16,155.78732276837573,981.8655018495583,0.3210176823117123,315.3920758796162,,,,,,,,,,,,0,3.6150186062501843,True
