input_charge,input_degree,exact,decimal,sector_bound_exact,ratio_to_bound,below_sector_bound,classification
300,153,78531019705730691646915963694548482314413680186060967319177166108982172557007811526207374994155567229686251499808309834284055071928795844244236376179149452241604909509594024445738885468692533867040146480483740804272529589070591254305117756879620797966673257612083525518675370009150950227967641826532400494945829826926576825732596618673460982386313391191414533112508581601607461552609755390390387200348023301338909262007996771613206172995308833651315905716454559189585027384943/103274283576485498195393420502139220673047026857160636060382767823367976519373270545173287468447370837369636041212922336553984110938457146816130803015995499781098955820753892822660197139451857963275875691224113391618933602548392035289961627125155537993026245921849021565651961391496301599784960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.76041214701402592979,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,16758519605202929597451866652416646125895879351705410425912407247656795623665466979692653823752798046815046070059093318636217352349605033161720042676630493108358487689347364816720678159018986727226367258935230287631757814307664173668712129318111078286088073174418624345685323959952812778648294765782014265621440085066131494611336118424916573641239277680247861366209331313783032295326921800309308628554268172505723236512506511062258197317198905101190814279891402931057444843946836200/22014080524515368667180355796622693951818862806687684374565204203490225708848043638153447655446285491390004810483963727528022204022297778959653840216796031782080435816797499888329050518165552274939205259990374572420248835454497532751692444877165034631683100115439581402429914025405720497977489629802796106599945231333008216391251406091903038418379869381072900319653480414152378126894434018386788607199529524504606456478399982783602110418864989622079556076881908865140892825341271293,True,finite exact implementation regression only
300,162,4847461315908029573014775434502539337367455114351255229379287995999493096991514645728206934543315028044573058223336612521765953095381178334068704079138909003606556764932272545210458917364649712501312620765230386180215653697591685663176413626193709914439144716544030906668091523313969239585111880415199118770459097216097966072747508555847423984499943457674017676727919547533212941320676157338976201544802415963351527387824913452065482059700403168972842486491680372919168101264949201513979/6653632380918976344115954392123328684712241621257006460021894567793965198485733965949206508490058280992922801686202418724794299393259226360557506932384752070987765963360588946183059248777908934390690920836526600532039768758609403412883464382919528685096618801614491034644117602741522242952221943408885760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.72854360421375052859,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,129306030601846688860169134715355236824276865175319733243692507293286478362248653174799919978942928373088986328107504139018106798819292932061282681311030397671204901704568370143488991620702031080972514158912520551357252562383258215065230833478717211967664185313812024435371341384400129465932859410075436493201996418239413244990539790727230034786535991733454421526717253930448455209729036497017190176207604445822401993070229566333846733942508254532350573327165573947618809101242519950385389825/177287115850087346497706691527198144776830219632941293602024206970365577355070432050702094399166989567223804894868224084729307165173565350654705921001102207914976914800952434678544003800135990945982675403069288810977236211912928170806931288543641560773274155223461567568378984633288331409583142000615288810913190357060435957210991291486340752470112525834820371515442860598075042662706252076203185950531448402971803943680073134198142703601337565279226304147333602263988308462950827476217693101,True,finite exact implementation regression only
480,240,4841599489795904489280875975352016309961156712015415343099723007454766894354106126359965344343080028500434546911646392647492777954660154724039886917994490693120894994896793578545992503354398625853595564358220708852175337025904901286976191899261722445309727471325667091910417072527729307997653071381159536355559394712375071472209057656235335011534940020059619804911005019081088434754693300144739788279654613190860554410382728349012669488545754398246542836655870882965326980019525617888334400757/6285325250989757097019109441304463390741491249507098859680240762538203516451976567147216083470526372404493125443498650846804515899956638423695194414129575568796732696569502752881011697400965596080949761889530779373514494939041159800867061976923246921566183278432255757026617109065632996558130393689253763612672000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.77030213973946570771,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,53257594387754949382089635728872179409572723832169568774096953082002435837895167389959618787773880313504780016028110319122420557501261701964438756097939397624329844943864729364005917536898384884389551207940427797373928707284953914156738110891878946898407002184582338011014587797805022387974183785192754899911153341836125786194299634218588685126884340220655817854021055209891972782301626301592137671076200745099466098514210011839139364374003298380711971203214579712618596780214781796771678408327000/69061242281146950253873241284329706668731640217305607354925994453030619197131401651982077525406831988915344895183098398949293528156859276680244409861996221235118737630750822847192949722860947425507713617570672990835211480996381282696420894832399362427585243769121412516705464112372066754876973654616748029750676200134107669173355972657756406306918870836059275987196263561233856819313124814664377649093970659658131508736418654612334359989481810761008281985892611127983785242924185423432175168659879,True,finite exact implementation regression only
480,243,29164979108630227727985628654381212086038050186568268385825869497417998462391741799665672324915569563817698802705657589316120478824351759359792545436247383778891513755055668630388475697136740299541376876700913952681241145159624369445940553465477616028331158719842416257214272693684009197448804237809750917567051735025570952245529324448325319269040454646265208593672078090048907129812667233279864305592845665780396537742728112123798838387623922965813873801174411242396684065551886986598372716327183/38218292451170793171638626186245237522332474036644471594942111047639899151186175725623585194563239377777856556757472228524235658485406901678225432121210077990630691178450266850901487120638715288918330650274152163429458655891512064134152750428323039082620982437395962222514780309250198693448732205645435724219023360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.76311570292923369685,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,112285169568226376752744670319367666531246493218287833285429597565059294080208205928712838450924942820698140390416781718867063843473754273535201299929552427548732327956964324226995631433976450153234300975298518717822778408864553822366871130842088821709074961071393302590274949870683435410177896315567541032633149179848448166145287899126052479185805750388121053085637500646688292449778768848127477576532455813254526670309503231676625527792352103418383414134521483283227233652374764898403734957859654550/146975840899282358119829314493162648295924917002397691200053053312401174320733495409691380597780675752694381851430896988736132966508716922484518870885767139543378693359980424667426581395425168548912453454521233359424361834519213252035450935196996312871999324678082898496362105924815233014063318205889222444824158837127400251395223696927791670351895173999973937379683527130532935077067946053523256636455955928116493876331243035897622885992846551305090590099820131617758886841029359926965052280738387257,True,finite exact implementation regression only
480,252,217386215195886495081148246193220759464719355326324555636231767066401050949183874062272798497299638846645391655162083636996643197066797266224416051151554154696571268121307588023845069927179443461334761187083980625044988534640797982462309811864359323335178440790877810919651068876492192021129289764528472992368456618440717964355467273611561189835518490484021430415833749202197933421085496338215547664690057616436747320984618095429598856486454598901787501890247161657539530263370137735610666610478903433527/292741747552764455159163454802849430333172740036420272655819723115827034864138482472398717992355242986822783636049247874760697549498276211947001327773833651304431558128916629325917862356344268022249149371047809120647937263897260728174587323019707798895302480274255437266614225112338367067242920911820822839719944813281280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.74258699694584662243,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,95171685012759107546526702183392048493654133761864890457542267621670380105552700064463031182117781887061352466629960216277130391675843843153049347194150408926158901183508462036839371614119160347372358447705366717644695980465741356721999235634216511756141121378246305620623237954128281666850403058910565476058910307553346324794823572387141488909989995133904582236052015400722255251751230296870766767601307224476007977127065802179078379369769823399202568327550207373670806349303446300650349842067663923198120600/128018980125888580694591666634754593727032491704242176427984512861509579530632572348212937922543141617891122892459443684405490867048640410761131290132727111700000733936699454173177464565083866713651361711926131702982028765720646178374157730550430900052677821828639200010895992347009251452250803493232596495115571738924021629934231155929203010171418913851834446076637886212404651676029065906854400175683383241166537393852479459869228110438561100673706224637189007453589034661287138925864475794703384570968006333,True,finite exact implementation regression only
600,300,34650703010490202217685799510412961191165444385379492378586974364614785235997311551349760777861195497393399621765015872285035759676818282530046349541968661303622479617249814660738686961632559920873525636431425355928414190135259190535609864441121549746417129628896278577435930279042928354484565418874908380941514289731981431781352914795013807199116629537172177707550301669993207269803508816669479259358909860024114904497440185060653029904204831429393756192882754037172329724491525749821524415716834732373115107/45014236190860126290725921207778412930306188692608360436162669461553948822201152172039626335460724762976800284988357538990051646099266878590184609992158814764148169529245704364997040366555813119920502412108557709443760992938417768591498453369620290463440090319015212897809300724381046756368492222872743593026686759258887815168000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.76977209751091635326,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6785629910031221179120578155160300713269576785136644002118989414639656103414286270828453350445392700951447627148458941407961875535262684401739758696134211268039039372205910062382597141341915174318509845118009856154902944085697300648280344537996326478157078293707423164400334878956527312269941783535437167149733709927211538255799837758549511874244041048743895280966837899429766818234945666277571289881371898025243898677265296130849724245304490246180449353887159263600840980893213794622941690159406195437017812897561861333507000/8805255236224912922100408404531688694393535256637180045356621549015488617676142654756805519177377792514027224869728079082479713941416276351395560934594199689074567488461218177410447255985057951633863738633743980793817585407876611870185096104353765335271627310809463320802045667543796704641704186147369376420211035092974223191173547677528230827588475240550375875161053155974984386030187175176023980655901212788827899642710964192477409191178172830286981211805601562097171688120101533434209449595990889509353559788388071789753041,True,finite exact implementation regression only
600,303,128461087477836833324054587730710425228274802093866741775428199445969332502969003947985376018070137222370377334706779585994166246546261146385116703911155430868419508424469812787310427957692156041082501939712036846448010313856977361040548800247594421153693535724840094848949765728319491203283398319711727676118136474713468581331298790714528610359842138866693249508813018332171437010668544559717011745687664186862274210415054225108909917789491643804186097116419120085285770856193056909655810454916170524098999541787827/168138460600747779210200440930906812789336833248603133438843610067521988354302166360601659374299958691264115154475043539450589976131423063348282837946038992011732004032064846367074332067423763396972586310491058901077730619135729315700005589350582255477709042694217903374258451186073311564798557344667767838145162862028939146496573440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.76401964796664445512,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,103708087441223413864240047165005671903094029575849919863778528508585041970925627684874903530547262759521122351913401212087666434719466223645276064416648282658635080683626020474951336146963499922944658819443694734355417796379677187712330651912941613841019733320031624257240872610560219248837640723605911671654702337695651915604298550488264867816627597671361156755498924630500041803430930670145087192724469346677860582963059018752628749737290682846050272842052303199414782481715290225373075054152897698390725281910835260293621100/135588245996466936436713011530525775369730944462046948909711145989461791715404419967065479465171938708976503257387757587504162413837390848450601272638703240590347511614036069101613213628475796333262389166212525860314883755134253662015443250576885651807357939394661447798232700813426506999326698194132421358153717823694574262752920883625035554412337781405209689496627645656291866410095091111624081152308817354672623611905226335770597512239186582105751630256699221172893662957402811968019933505363475557906936508290100596455176779,True,finite exact implementation regression only
600,312,21778425129534820178318009761145411100539086969907619147360140305236941765964419182124421471579977205550158087456206646228375411660728514696329348315610797884362609149194104502312468939099153483422099912900554944153596577018296091799663519082526437498638629850249079480246396652178972346080669392201625250393200486700890428806372694188743506766487274146004339578573064135956355934741061458006918902776955193003187599195912076411931565896182220255218579041421978520862799670064913539153526343439513733200712534978079416161/29137818516169215704476176331821496103096998673321969031940650906804259146529686254436611424281567735493800096799414716671879626472194481126687973432548188080420504161481656707038602193848770905707130881271350570873623762726006742422251539473725096638322946674372480355111667388437508953444961884390245766205055274020224780123405906083840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.74742812738192787592,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7895745547781800690533025136519873487748670832734220842108681233399641294259852411230223641393363856048637637548206323880113719609714945544064932693857556370147200982762002547758635576995863779130502696797357632010470507965541279136419594770895631291862715257616644216746428569256198223092059978578948998452869543333357219883557310533845759861857243066616193415606905670082503766559470228787301548508664126116944513479363718522348799849803128908889834020873727195608988381895830371710696726918059285802043276280558062750858971491043200/10552069707934309008733676263321948644528045165160706449410660022955700313853249257660420845732560696110174299125283001508239578862111440547747402457730174587835841936109826291915080269460893202187025300553152455664590790081633233815113446519432534965191069343172423478026394331169657978093997791605995686800086818574552075888559432285224085506410690919084961962523032733807106672253112610146794458582821716078328035489735239025794179229242907492925188298458718255677274301469486075344065133213085033256721566013998570290312245714000871,True,finite exact implementation regression only
1000,500,574453969247133856236856775425001440214849440840704046654330621878864761535579244037242598757011974064447798406411551772598482602117506328977852010310092922181386126677187003196234488009488634658350766658677866541361043938529218934895628082294364700843906096908339325725141927741561824726884401508727783442609603685569985111327052244402956928897442346444740593357604452749305538033862059892453896126512922663180545541563117349597783518756636369228129600822492029184325890961159541686727615026140231771211113324372159244274299745491297359/747088773291858747013130158055305196340934705393207974216717727457812288565947545410565117142789712940606116022436985563146551157660981438942892677206398834758831470851273010849543150478499670213322298646676573925102506967500119759615075193029605092689636757666633027737847304000022035295831854872627839195939806560171588577964554744240598030188780978176000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.76892330574845468849,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1385947757999541179508195006257595253911868885097453005435956703874389028104319257231426378167175280479537171061034730578715778562624261700029554322331209295479585452343248751864648847185812999736934586206605676854497361069779855638139559738923154743836671278040411815446382592405911530266072246701773376697119890618418269755731348366598850817832818362902470243495360221197270787482452210757956642485451269807162375372610260689954434359026515119893725663141608750047365121565401544510841511700804264307079104280229936769075164197495228480360675977179264000/1800436383302901223883247976131480326353239666706171115795259482937313949280503533392803102179790432601215321773498490356212828194464554556562873375847740972619663165313971752593929677577336242513453958402457721941357411301950390105608084348363094752902374518494870484041253918329383960337158679066823075912559001441233547898439107943474642200499059808176703411074467585114981871591900366426384639497894930260115317214796824681512442324176568967985859028664584411718118076632966438827532215696223909596617271592373699514678678643521433543010925385423199927,True,finite exact implementation regression only
1000,503,4322486505683796508033708804439733739407751548698817718539776287234172931157270914131547606996900957463377570039954063642251920290067174856036185076855279711680988973107137309724713078347374224660368410913617973432881099384498918756334371954302554031089886828068928429729243488343104671294891108321499604830934404905711890462202404601004698901642928997097898541494086818742165425245516253846586153833075125468815172760167178899580321525484900578174255737847249271088808562842158554442622286719117346847636022356990218259299993951798637356508011417/5646849377514585167689834077513084236904236033770630217966262185223409920172895998828404713669338320146277474339542241407854055358758150618634802001183492106162519056840840781796069608388688853261939837207922274154512404285320288322787432940665030263593567386383430397000629832417050111491169751718429850027631101912303639207633510585312177397536573992554714890240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.76546870948881295948,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,337321653724192667451032666466262206979275281740820076371943163817197496171014832088307373804358184410401657148659450124497477936571408496058952679657161858871362775531762405632581461706446322012189169665744261328948159618184125103260043235321493019021090015636134371709823737459527543530464386034735921433997556913216555379214678016353438901872130448397191922192960832955598325657212684312109670361641762607361426998694386817802279039397883539378334279958280692168921358446634369591342984074390577176438434206567722866341214196342298836692343857040829902300/440180422605255278558939947001096551596020780283758220353414325380192133031907629960176799491206897524860371822034286029635269523200511515239429378682079102440250041250284128801378497480523935566675208621310590474294464808991233946926863892765111496705624584820599949487726050917473466111724365220401655727635606153628933195326706678380206619858801813516162254465275609525316139602404848059986619990691158807701692373194233607841098622360433274304440493343864999595977272465920927572827154563091432462630993363486079408434610257659950309506386815936489244147,True,finite exact implementation regression only
1000,512,429964491735251268032762365254569501999155333820905723066587944398130259143200162705471439516370049416452116740635764457679836285620898029835067265209695311359384446329833562343030600124996633209539228117592904049765427494737891254595637323207306360354761779426377067057242483525010765508507968883024499970426641863354309928916433303253215646144254732074213395885461575516706876043313099634284547950579536789231797794761616173998846827360870708873665459924456951518980184025627478415156216303435308413934287980375821408950086654027400476699245394688780127281/569226801897473490924038520858076167416474133243739431176634290491125974305232799828072449587569951116430239558468920259871074004266802289471128915345367597546319303064242530572075155498979528226006757825231629115726146445683762054679197606418981536738415044419121131089280161809897085168718788121958305949517141278624476174733591738736784547542096501905254119222293446000640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.75534829052672491922,151570433907568493962229034700099439936214551896091722922655642731745715526928093433668878537731290580714051484177519470259407058866266693454526377276965941154192692173315083396437914186692878743748894273727353329259806479239802323561307640645166389509396740432336274127159545363621018435011756038586074681324428981950989400110126933901228310308973754614007343989802406789626973/151740164017157023154215287837343383666835098651582058971410833307052980472778188988544682799548933920318911642420939277179898619787317626847917547441244038069911911735609695631633023294767104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,42581107057546305205450488353640746515730199322580692552390829373757302068406511106708347753326187443659330733059761802599902054042149062327502966835004175545959540586032456428359378644700584281578784663557929972938669761225768111990051468296823404818926481020059988345422510923769945526459290761261189021942065137184112924119559463391323152077047174338360416733232434048568011401297436536790899540775593434547588439738070185855936580024580031123183825772037502440538612869628858577595567518362881528759805058634272267212474622945671695704437040911320273531647614675/56309755607073565904893477043080676666958805594059012283550030714909654809866850806700488244255833769057409367634865630169825630269906191610057158958549410231401074545237454755040938211208599061182581600162382677438607261944148828166632666502593730219684654728517979626244889110433159955445364875828302599161666058387044987382477716208486390878131234128576696430591226408471731969040450887203866500904373869687352776711756950431658858012029044966796317782051898506501336078274465749844841527517655737649135700730309448459537245894899537440454289226259025388412994984,True,finite exact implementation regression only
