timestampUtc,elapsedSeconds,status,processCount,cpuPercent,rssMiB,gpuCount,gpuUtilPercentMean,gpuMemoryUsedMiB,gpuMemoryTotalMiB,gpuTemperatureCMax
2026-08-19T03:02:00.198363+00:00,0.017648,running,1,0.000,3.406,0,,,,
2026-08-19T03:02:02.218223+00:00,2.037325,running,1,98.700,29.109,0,,,,
2026-08-19T03:02:04.238542+00:00,4.057684,running,1,100.000,29.531,0,,,,
2026-08-19T03:02:06.256445+00:00,6.075624,running,1,99.100,29.922,0,,,,
2026-08-19T03:02:08.276149+00:00,8.095371,running,1,99.000,30.250,0,,,,
2026-08-19T03:02:10.295235+00:00,10.114499,running,1,100.000,30.516,0,,,,
2026-08-19T03:02:12.312846+00:00,12.132151,running,1,99.000,30.719,0,,,,
2026-08-19T03:02:14.333144+00:00,14.152491,running,1,100.000,30.938,0,,,,
2026-08-19T03:02:16.348571+00:00,16.167959,running,1,100.000,31.188,0,,,,
2026-08-19T03:02:18.367630+00:00,18.187060,running,1,99.000,31.359,0,,,,
2026-08-19T03:02:20.386585+00:00,20.206057,running,1,99.000,31.500,0,,,,
2026-08-19T03:02:22.406462+00:00,22.225973,running,1,98.900,31.672,0,,,,
2026-08-19T03:02:24.424818+00:00,24.244371,running,1,100.000,31.859,0,,,,
2026-08-19T03:02:26.440911+00:00,26.260504,running,1,100.000,32.000,0,,,,
2026-08-19T03:02:28.460811+00:00,28.280449,running,1,100.000,32.188,0,,,,
2026-08-19T03:02:29.418878+00:00,29.238533,exited:0,0,0.000,0.000,0,,,,
