minimum_input_charge,exact,decimal,classification
241,836442553996375397550770380514701201412126949915774708432486479453953346138645262352974005332546523301905390958189350825650846022236040157849320160052465573479611148183410930929213697780673532177944986139200481258740476813515028728267579929056437958778991931782480868375632911422013810161996127957611527488249947491780154002715949946186257931495802787475629720422980653220505578957643831951764727693686863744922709218298577407615561859545765985081347568894150019564056976187685986422519769/1764857129002321413602199581409597186872213270867624851224859537535355854946134386788185491883850323943178255019893734931477737240194052621665625785188978394747976921894232545016014201524448134757145130209221257085916136079360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.47394349392419016231,analytic bound for every remaining input charge
