delta,normalized_negative_mass,negative_to_signed_ratio,leading_asymptote
0.21091771576778851,0.21995784523215159,1.0428609300620146,1.5091661932003684
0.21832694462931221,0.21676337273057433,0.99283839243299721,1.4579505370912196
0.22599644879356545,0.2134755442944043,0.94459689713709494,1.4084729555841302
0.23393537134877962,0.21009246516881702,0.89807908892745136,1.3606744646974107
0.24215317656641702,0.20661227864162512,0.8532296853225716,1.3144980821529122
0.25065966118386301,0.20303317574500748,0.80999541284817778,1.2698887594454422
0.25946496608346653,0.199353406041442,0.76832494594785705,1.2267933162174753
0.26857958838184381,0.19557128961014258,0.72816884852804153,1.1851603768609718
0.27801439394386612,0.19168523036460483,0.68947951811195785,1.1449403092706798
0.28778063033624079,0.18769373084836666,0.65221113258757779,1.1060851656759516
0.29788994023613685,0.18359540867515245,0.61631959954611648,1.0685486254804946
0.30835437531083293,0.17938901480173849,0.58176250822096343,1.0322859400419475
0.31918641058493696,0.17507345384773307,0.54849908405215519,0.99725387932543885
0.33039895931230806,0.17064780670679833,0.51649014591929843,0.96341068036751831
0.34200538837040245,0.16611135572960484,0.48569806610678623,0.93071599748905476
0.35401953419540516,0.1614636128011942,0.45608673308991049,0.89913085419771177
0.36645571927713433,0.15670435068598254,0.42762151726024483,0.86861759672269412
0.37932876923339276,0.15183363807427763,0.40026923974452805,0.83913984912634321
0.39265403048411007,0.14685187883744907,0.37399814451514174,0.8106624699390983
0.40644738854635765,0.141759856087987,0.34877787404412974,0.78315151026609597
0.42072528697203659,0.13655878174990585,0.32457944881972878,0.75657417331548948
0.43550474695081814,0.1312503524798852,0.30137525112833591,0.73089877530023251
0.45080338760171157,0.12583681294771532,0.27913901361116911,0.70609470766670468
0.46663944697743787,0.12032102769619625,0.25784581324093203,0.68213240060517444
0.48303180380666361,0.11470656306947952,0.23747207153960304,0.65898328779857351
0.5,0.10899778104422933,0.21799556208845866,0.63661977236758138
