separation,epsilon,shapeRatio,amplitudeLaw,outerAmplitude,deterministicTotal,totalMean,totalStandardError,totalZScore,reconstructedMean,sampleMeanReconstructionResidual,nearMean,nearStandardError,farMean,farStandardError,annularL1WithTailBuckets,cancellationRatioWithTailBuckets
2,0.25,4.0,fixed:0.1595,0.1595,0.021157939405326773,0.019791333155583034,0.00240467932623123,-0.5683112233869342,0.01979133315558303,-3.469446951953614e-18,0.00021725084824004157,0.0004508546185466353,0.0,0.0,0.024031638881430995,0.8235532022277346
