N,epsilon,absoluteLambda,fastStep,physicalTime,fastTime,finiteTopDimension,finiteTopSpectralAbscissa,finiteTopRealGap,projectorIdempotenceResidual,projectorCommutatorResidual,logFullNorm,logTopConorm,normalizedFullRate,normalizedTopRate,topConormNoLargerThanFullNorm,r073bUpperLogBound,r073bUpperSlack
48,0.01,100.0,0.25,0.005,0.5,1,0.15631640701490782,0.1483399001377195,2.8030958029209975e-16,1.4872904417426437e-14,0.12162594611655009,0.07762505408313602,0.24325189223310018,0.15525010816627205,True,31.25,31.12837405388345
48,0.01,100.0,0.25,0.006,0.6,1,0.15631640701490782,0.1483399001377195,2.8030958029209975e-16,1.4872904417426437e-14,0.14565272846433386,0.09302464245510911,0.24275454744055644,0.1550410707585152,True,31.25,31.104347271535666
48,0.01,100.0,0.25,0.007,0.7,1,0.15631640701490782,0.1483399001377195,2.8030958029209975e-16,1.4872904417426437e-14,0.16955944321372174,0.10838337842792112,0.2422277760196025,0.154833397754173,True,31.25,31.08044055678628
48,0.01,100.0,0.25,0.008,0.8,1,0.15631640701490782,0.1483399001377195,2.8030958029209975e-16,1.4872904417426437e-14,0.19333813189898752,0.12370165690672108,0.2416726648737344,0.15462707113340135,True,31.25,31.056661868101013
48,0.01,100.0,0.25,0.009,0.8999999999999999,1,0.15631640701490782,0.1483399001377195,2.8030958029209975e-16,1.4872904417426437e-14,0.216981332064059,0.13897986578757315,0.24109036896006558,0.15442207309730352,True,31.25,31.03301866793594
48,0.01,100.0,0.25,0.01,1.0,1,0.15631640701490782,0.1483399001377195,2.8030958029209975e-16,1.4872904417426437e-14,0.2404821013087055,0.15421838607012872,0.2404821013087055,0.15421838607012872,True,31.25,31.009517898691293
48,0.001,1000.0,0.25,0.0,0.0,1,0.16894375143319584,0.1316175451401557,3.407783582797235e-16,4.161864908867306e-15,0.0,0.0,0.0,0.0,True,312.5,312.5
48,0.001,1000.0,0.25,0.001,1.0,1,0.16894375143319584,0.1316175451401557,3.407783582797235e-16,4.161864908867306e-15,0.2629879615284869,0.16874031277308132,0.2629879615284869,0.16874031277308132,True,312.5,312.2370120384715
48,0.001,1000.0,0.25,0.002,2.0,1,0.16894375143319584,0.1316175451401557,3.407783582797235e-16,4.161864908867306e-15,0.5164675850265936,0.33708287408299853,0.2582337925132968,0.16854143704149926,True,312.5,311.9835324149734
48,0.001,1000.0,0.25,0.003,3.0,1,0.16894375143319584,0.1316175451401557,3.407783582797235e-16,4.161864908867306e-15,0.7556046664696667,0.5050394526222404,0.2518682221565556,0.16834648420741344,True,312.5,311.74439533353035
