timestampLocal,elapsedSeconds,status,cpuPercent,peakRssKiB,threads,host,architecture,compiler
2026-08-21T03:37:00+08:00,41.642,exited:0,1211,469596,20,spark-e8d4,aarch64,GCC-13.3.0
