schemaVersion,evidenceClass,diagnosticOnly,smokeMode,gridKind,archivePrefix,N,dimensionPerKz,viscousEpsilon,absoluteLambda,profileTime,fastTime,fastStep,topEigenvalueFastReal,topEigenvalueFastImag,topClusterDimension,topRealGap,topEigenResidualRelative,generatorRelativeDefect,unitRealLaunchL2,v1L2,v1PositiveKzL2,v2MeanL2,v2DoublePairL2,v2L2,v3MeanPathTargetL2,v3DoublePathTargetL2,v3TargetPairL2,v3TriplePairL2,v3L2,quadraticNaturalResponse,targetCubicNaturalResponse,tripleCubicNaturalResponse,quadraticCompensated,targetCubicCompensated,tripleCubicCompensated,meanPathSignedNaturalParallel,doublePathSignedNaturalParallel,totalSignedNaturalParallel,meanPathSignedCompensated,doublePathSignedCompensated,totalSignedCompensated,meanPathCosineWithLinear,doublePathCosineWithLinear,totalCubicCosineWithLinear,v1OuterThreeMassFraction,v2OuterThreeMassFraction,v3OuterThreeMassFraction,maximumDivergenceRelative,maximumRealityRelative,forbiddenParityRelative,caseChecksPass
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_005,24,49,0.00020000000000000001,5000,0.0060000000000000001,30,0.050000000000000003,0.17011415551754275,6.379813097959082e-17,1,0.13021809127430292,6.7185125702230709e-16,4.5985197842987124e-17,0.99999999999999989,159.45450006559295,112.75135828709155,3.9842873177397617,2.4295844853323834,4.6666289976459163,0.10929316396947898,0.05235727812561166,0.13999780249065341,0.041509715455179723,0.14602205716734026,0.00018353957209355073,3.4531136957160211e-08,1.0238572634247288e-08,0.91769786046775359,0.86327842392900522,0.25596431585618218,-2.156024028632349e-08,-4.3643377630000379e-09,-2.5924578049323526e-08,-0.53900600715808722,-0.10910844407500095,-0.64811445123308808,-0.79978073508768088,-0.33794936418990651,-0.75075946909845193,6.7579596358440238e-12,1.25027380226815e-08,5.911969966695259e-06,6.6613381477509392e-16,4.4408920985006262e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_005,24,49,0.00020000000000000001,5000,0.0070000000000000001,35,0.050000000000000003,0.17011415551754275,6.379813097959082e-17,1,0.13021809127430292,6.7185125702230709e-16,4.5985197842987124e-17,0.99999999999999989,369.17182999543712,261.04390441282084,21.396155772762562,13.056730577346213,25.065388391599448,1.3622663270682742,0.65327083165655297,1.7457150549495359,0.51655557844313282,1.8205358328520154,0.0001839150754767529,3.4696661900258404e-08,1.0266712317751014e-08,0.91957537738376449,0.86741654750646013,0.25666780794377536,-2.1646117177952651e-08,-4.4093099686164619e-09,-2.6055427146569113e-08,-0.54115292944881621,-0.11023274921541154,-0.65138567866422781,-0.7994727151375508,-0.33959635941849931,-0.75094910344603105,6.6906627861783294e-12,1.2366732670343795e-08,5.8379385771801844e-06,7.2213470617687506e-16,3.6106735308843753e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_005,24,49,0.00020000000000000001,5000,0.0080000000000000002,40,0.050000000000000003,0.17011415551754275,6.379813097959082e-17,1,0.13021809127430292,6.7185125702230709e-16,4.5985197842987124e-17,0.99999999999999989,853.31674998783069,603.38606041646085,114.52164280955685,69.90430210738748,134.17085423042005,16.893619192934004,8.1076130122165573,21.656299233977165,6.4029121083640836,22.583015298648572,0.00018426279038545644,3.4854064601948817e-08,1.0304969923734172e-08,0.92131395192728216,0.87135161504872038,0.25762424809335427,-2.1726283188768492e-08,-4.4402053640792407e-09,-2.6166488552847732e-08,-0.54315707971921223,-0.11100513410198101,-0.65416221382119333,-0.79908604709907727,-0.34028347399698838,-0.750744248961559,6.624838632120909e-12,1.2231141525232088e-08,5.7654504045278212e-06,1.9644885534047221e-15,6.8757099369165266e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_005,24,49,0.00020000000000000001,5000,0.0089999999999999993,44.999999999999993,0.050000000000000003,0.17011415551754275,6.379813097959082e-17,1,0.13021809127430292,6.7185125702230709e-16,4.5985197842987124e-17,0.99999999999999989,1969.1770394036832,1392.4184379191934,610.96930063221987,372.95238894761877,715.8051206416169,208.46917794387443,100.11464450566434,267.32113900542544,79.014404066664454,278.75413433556116,0.00018459727015946009,3.500894416952278e-08,1.0347894187678991e-08,0.9229863507973004,0.87522360423806944,0.2586973546919748,-2.1805144032103358e-08,-4.4643307134158213e-09,-2.6269474745519186e-08,-0.54512860080258396,-0.11160826783539553,-0.65673686863797964,-0.79867740031391699,-0.34049680367931251,-0.75036466733516116,6.558056220258996e-12,1.212705757073484e-08,5.7152633471847094e-06,1.27152765536398e-15,6.0798042918001488e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_005,24,49,0.00020000000000000001,5000,0.01,50,0.050000000000000003,0.17011415551754275,6.379813097959082e-17,1,0.13021809127430292,6.7185125702230709e-16,4.5985197842987124e-17,0.99999999999999989,4536.8529262921047,3208.0394694271786,3248.9176130990477,1983.1023999913571,3806.3316704612976,2559.9924674563044,1230.1233017391974,3283.587125810021,970.5054276877961,3424.007184273536,0.00018492568115359556,3.5162880283014741e-08,1.039283102907878e-08,0.92462840576797778,0.87907200707536848,0.25982077572696949,-2.1883730458077045e-08,-4.4854252729547931e-09,-2.6369155731031831e-08,-0.54709326145192616,-0.11213563182386982,-0.6592288932757957,-0.79826441854675467,-0.34050154173945518,-0.74991455531500695,6.4876860800031902e-12,1.2027828745131881e-08,5.670309939162208e-06,9.9310217682623756e-16,1.7379288094459156e-15,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0,0,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,0.99999999999999989,0.70710678118654757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7114829590603522e-11,0,0,1.0842021724855044e-19,0,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.001,10,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,5.4778449212657527,3.8734212901153025,0.0022533075130027882,0.0013995121469090961,0.0026525514127912612,9.6343970421707315e-07,5.1252070809297469e-07,1.2852292026392539e-06,4.4972962844754406e-07,1.3616426998373321e-06,8.8398387712385732e-05,7.8190031032552962e-09,2.7360391074495482e-09,0.88398387712385729,0.78190031032552965,0.27360391074495483,-4.537548154566686e-09,-9.7779268109130201e-10,-5.5153408356579905e-09,-0.45375481545666857,-0.097779268109130194,-0.55153408356579903,-0.77415140515560821,-0.31359170336360709,-0.70537647355092892,2.7071986824609095e-11,1.9884510943944927e-08,4.8395758270648767e-06,2.2267433662322827e-16,1.1133716831161414e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.002,20,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,29.903507922007663,21.144973232917259,0.06949710851981708,0.042130255678015774,0.081269960847229483,0.00017662400810918274,8.515083247094493e-05,0.00022651436547499473,6.8894434561858796e-05,0.00023675979574272683,9.0883653119537433e-05,8.4708957583071458e-09,2.5764263219122109e-09,0.90883653119537433,0.84708957583071454,0.25764263219122108,-5.2679500963891542e-09,-1.0228110890670466e-09,-6.2907611854561977e-09,-0.52679500963891546,-0.10228110890670465,-0.62907611854561973,-0.79755075210788606,-0.32119808133538491,-0.74263234549746915,2.6945558151561262e-11,3.8211725858564143e-08,1.5799322619149961e-05,1.6297347387228474e-16,3.2594694774456947e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0030000000000000001,30,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,162.70504869428407,115.04984326501567,2.0633575702543108,1.2592134550749643,2.4172428484055142,0.028740816418562364,0.01383039727099329,0.036883623502513632,0.010993307102455944,0.038487069045642905,9.1309975370699236e-05,8.5630896860397249e-09,2.5522621078184552e-09,0.91309975370699237,0.85630896860397243,0.25522621078184554,-5.3314014811890804e-09,-1.0810435641242307e-09,-6.412445045313309e-09,-0.53314014811890797,-0.10810435641242307,-0.64124450453133086,-0.79899741679870351,-0.33667558854638119,-0.74884711948859062,2.6763355529978555e-11,4.2762183246982252e-08,1.8848416535706802e-05,5.5511151231257827e-16,1.7878133934302707e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0040000000000000001,40,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,882.35113202435434,623.91646884204772,60.794697647636859,37.143866270957069,71.24368086800628,4.604200980816942,2.218455728796644,5.9117598978080128,1.75687103381077,6.1672928354971388,9.1508925347048395e-05,8.6058237139678408e-09,2.5574994022943874e-09,0.91508925347048387,0.86058237139678406,0.25574994022943875,-5.3531418703040967e-09,-1.0952470311390706e-09,-6.4483889014431663e-09,-0.53531418703040967,-0.10952470311390707,-0.64483889014431661,-0.79869105753050396,-0.33914518833410789,-0.74930525139354054,2.6577416482974734e-11,4.2313879224297205e-08,1.8593831782188844e-05,4.4408920985006262e-16,3.5279550107966768e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0050000000000000001,50,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,4769.2256072509808,3372.3517678956982,1779.3842421752993,1087.2859110351878,2085.2814998549675,730.11201297788068,352.05001394723325,937.76657102122169,278.56835000579304,978.26707363063724,9.167880758185466e-05,8.6447242722708698e-09,2.5679595020742424e-09,0.9167880758185466,0.86447242722708695,0.25679595020742424,-5.3727637777743496e-09,-1.1018407969967333e-09,-6.4746045747710837e-09,-0.53727637777743498,-0.11018407969967332,-0.64746045747710834,-0.7982737597681383,-0.3395143102460671,-0.74896600178900552,2.6385035943315306e-11,4.2046941869694166e-08,1.8466180372658469e-05,8.7318244960945644e-16,5.0935642893884966e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0060000000000000001,60,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,25693.658418640858,18168.160101311776,51738.504065628091,31611.758393885975,60631.477564895569,114638.03067358767,55308.828633291567,147282.83685672289,43752.043653644083,153643.98900196006,9.1843041953217113e-05,8.6830899941826137e-09,2.5794107486099578e-09,0.91843041953217108,0.86830899941826134,0.25794107486099577,-5.3922977323581675e-09,-1.1069006854826115e-09,-6.4991984178407782e-09,-0.53922977323581678,-0.11069006854826115,-0.6499198417840778,-0.79785318867540322,-0.33946267879976194,-0.7484891233644968,2.6160703091264736e-11,4.1791617509105211e-08,1.8359744073701533e-05,1.1854995095271845e-15,6.2238724250177183e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0070000000000000001,70,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,137968.58134746109,97558.519461477568,1494543.1529956721,913032.55823279056,1751367.3768114327,17823464.043682005,8603861.0420023315,22904890.110691916,6804868.5473763682,23894355.5453991,9.2006150060126718e-05,8.7214283329416027e-09,2.5910699882959893e-09,0.92006150060126712,0.8721428332941602,0.25910699882959892,-5.4118569622718942e-09,-1.1116678389685726e-09,-6.5235248012404666e-09,-0.54118569622718937,-0.11116678389685726,-0.65235248012404667,-0.79743407832447666,-0.33932999446635692,-0.74798812215202626,2.5927557999459376e-11,4.153683789141273e-08,1.8257021540137002e-05,9.7552988512966873e-16,5.3654143682131779e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0080000000000000002,80,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,738439.86475726974,522155.83586834237,42890624.143846676,26198690.304407418,50259098.809220359,2744061019.7423697,1325338913.0362327,3527290797.2045784,1048057407.6359783,3679701713.1480584,9.2168905195128288e-05,8.759833732110877e-09,2.6027932371989934e-09,0.92168905195128281,0.87598337321108766,0.26027932371989931,-5.4314411017438737e-09,-1.1163807845586546e-09,-6.5478218863025273e-09,-0.54314411017438735,-0.11163807845586546,-0.65478218863025273,-0.79701539849575143,-0.3391804449355359,-0.74748243934130976,2.5700191473749598e-11,4.129011492429438e-08,1.8157868092498983e-05,6.4856668221449212e-16,4.8642501166086904e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.0089999999999999993,89.999999999999986,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,3939447.5697341212,2785610.0906878617,1222882380.7411723,746861996.10435903,1432914567.7088306,418357188518.01801,202167195230.25354,537905038978.26825,159846467857.36194,561153031039.38318,9.2331448389643253e-05,8.7983176656592569e-09,2.6145507106868373e-09,0.92331448389643245,0.87983176656592565,0.26145507106868371,-5.4510486923677163e-09,-1.1210844571579965e-09,-6.5721331495257131e-09,-0.54510486923677159,-0.11210844571579964,-0.65721331495257129,-0.79659724508749685,-0.33902647958207166,-0.74697611512453432,2.5475251746537473e-11,4.1045446325154334e-08,1.8059523533274242e-05,1.3607316646261038e-15,6.8036583231305191e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_006,24,49,0.0001,10000,0.01,100,0.050000000000000003,0.17026100524766311,-1.1172101295637101e-16,1,0.13004708680364799,6.3049270246345673e-16,6.6250872994606033e-17,0.99999999999999989,20948132.688394677,14812566.677159464,34640530453.571312,21153303853.556499,40588528108.637909,63163494501941.844,30539263321067.961,81233467044428.422,24142726603111.422,84745191107760.359,9.2493810207935529e-05,8.8368816971354011e-09,2.6263364916001339e-09,0.92493810207935523,0.88368816971354014,0.26263364916001336,-5.4706799290836963e-09,-1.1257870481087471e-09,-6.5964669771924434e-09,-0.5470679929083696,-0.1125787048108747,-0.65964669771924433,-0.79617970967828811,-0.33887040337986185,-0.7464699883139525,2.5251306639260139e-11,4.080103443734735e-08,1.7961277237325266e-05,9.2252311076272405e-16,6.9189233307204304e-16,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0,0,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1,0.70710678118654757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0083304588679531e-31,0,0,3.4694469519536142e-18,0,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.001,0.10000000000000001,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.0157324998880832,0.71823133854242782,0.00028115450314237703,0.00024162162980747597,0.00037071399572724236,5.7519205593856999e-08,4.0626847247756976e-08,9.2315672990270724e-08,4.2502431382450034e-08,1.0162991760828339e-07,0.00035931908516815896,8.8092187470575343e-08,4.0557925128191962e-08,0.035931908516815894,0.00088092187470575336,0.00040557925128191963,-3.7454250384184802e-08,-2.7662063427124103e-08,-6.5116313811308919e-08,-0.00037454250384184802,-0.00027662063427124099,-0.00065116313811308918,-0.68237997854490573,-0.7135254979512804,-0.73918375375863099,1.5337645016005308e-32,5.8145870012793504e-30,2.8291562187583902e-27,3.4694469519536142e-18,3.7947076036992655e-19,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.002,0.20000000000000001,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.0316682147687097,0.72949959059757419,0.00057024513983544459,0.00048739999529844865,0.00075015883312994015,2.3414019141765795e-07,1.6447519892927389e-07,3.7473787331845627e-07,1.7206237186664911e-07,4.1235171093572102e-07,0.00070481173564603894,3.4127732717139102e-07,1.5669883019141283e-07,0.070481173564603899,0.0034127732717139101,0.0015669883019141283,-1.4601976845760427e-07,-1.0663706596882772e-07,-2.5265683442643195e-07,-0.0014601976845760427,-0.0010663706596882772,-0.0025265683442643196,-0.68478752076917337,-0.71191463015428325,-0.74032704287896201,2.3436110983330679e-33,9.632522451829334e-31,4.8820733815533826e-28,1.0408340855860843e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0030000000000000001,0.29999999999999999,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.0478094059478802,0.74091313633679401,0.00086749926223018893,0.00073750158940696019,0.0011386235393437616,5.3619997051429114e-07,3.745947798383598e-07,8.5577207654950517e-07,3.9182299880029186e-07,9.4120726165425742e-07,0.0010370879127030411,7.4389430424614086e-07,3.4059874710496959e-07,0.10370879127030411,0.0074389430424614085,0.0034059874710496959,-3.2028734175007638e-07,-2.3124581555143692e-07,-5.5153315730151316e-07,-0.0032028734175007637,-0.0023124581555143691,-0.0055153315730151311,-0.68716315866403821,-0.71016463262915464,-0.74141333540715082,3.5949059262883143e-34,1.6061578154049702e-31,8.5288985840569014e-29,2.7755575615628914e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0040000000000000001,0.40000000000000002,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.0641583566508066,0.75247359024411786,0.0011731499989334124,0.0009920917744865726,0.0015364006668188417,9.7036848931590326e-07,6.7417145297623134e-07,1.544326410131575e-06,7.0501813171950339e-07,1.6976438457707011e-06,0.0013567254362286175,1.2815050415739136e-06,5.8503453950683216e-07,0.13567254362286174,0.012815050415739136,0.0058503453950683217,-5.5520908099284967e-07,-3.9623633023659799e-07,-9.5144541122944766e-07,-0.0055520908099284966,-0.0039623633023659795,-0.0095144541122944761,-0.68950696099453701,-0.7082763056447543,-0.74244375196597379,5.5325032731946021e-35,2.6958861395061415e-32,1.5012442378842471e-29,2.7755575615628914e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0050000000000000001,0.5,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.0807173721255174,0.76418258237605896,0.00148743639203281,0.0012513349865770635,0.0019437865800996271,1.5436619909012468e-06,1.0665342586813944e-06,2.4497276431712269e-06,1.1149786171869725e-06,2.6915316907852723e-06,0.0016642720289126026,1.9408027770464652e-06,8.833445638808311e-07,0.16642720289126026,0.019408027770464652,0.0088334456388083106,-8.4607389616274108e-07,-5.967566034212195e-07,-1.4428304995839604e-06,-0.0084607389616274103,-0.0059675660342121944,-0.014428304995839603,-0.69181899668273195,-0.70625058592821821,-0.74341943274611133,8.5390158230156228e-36,4.5588580317985101e-33,2.6697585097708794e-30,2.7755575615628914e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0060000000000000001,0.59999999999999998,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.0974887797491331,0.77604175843676126,0.0018106035370559401,0.0015153949443382881,0.0023610817448206922,2.263456945717218e-06,1.5551627110942465e-06,3.5817378050806352e-06,1.6251388142645115e-06,3.9331821557071205e-06,0.0019602472153429831,2.7095272568092005e-06,1.2293914722351226e-06,0.19602472153429831,0.027095272568092004,0.012293914722351225,-1.1884847149811741e-06,-8.2832896957761805e-07,-2.0168136845587923e-06,-0.01188484714981174,-0.0082832896957761807,-0.020168136845587922,-0.6940993366903575,-0.70408855145984806,-0.7443415376207867,1.3214190736923994e-36,7.7862642271136949e-34,4.873986596643102e-31,5.5511151231257827e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0070000000000000001,0.69999999999999996,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.1144749291366576,0.78805277985492761,0.0021429027259239784,0.0017844348621049819,0.0027885910187526678,3.1375045677356623e-06,2.1436943529557007e-06,4.9505714525463844e-06,2.239043170266027e-06,5.4333665461739432e-06,0.0022451440865463228,3.5763863085839674e-06,1.6175270704049759e-06,0.22451440865463226,0.035763863085839676,0.016175270704049758,-1.5783373149396554e-06,-1.0868259810762758e-06,-2.6651632960159307e-06,-0.015783373149396554,-0.010868259810762757,-0.026651632960159308,-0.69634805515150255,-0.70179142520154292,-0.74521124566970354,2.0502455102276986e-37,1.3517270581689301e-34,9.8086087599833734e-32,5.5511151231257827e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0080000000000000002,0.80000000000000004,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.1316781922521513,0.80021732386242961,0.0024845915929616927,0.00205861766654814,0.003226623944750926,4.1739459349467854e-06,2.8359325697985531e-06,6.5669136054790665e-06,2.9603528777025864e-06,7.2033355789070421e-06,0.0025194309397544843,4.5309833027164799e-06,2.042559148003376e-06,0.25194309397544845,0.045309833027164799,0.020425591480033759,-2.011800649672316e-06,-1.3684477113217371e-06,-3.3802483609940532e-06,-0.02011800649672316,-0.01368447711321737,-0.03380248360994053,-0.6985652302927462,-0.69936057817468689,-0.74602975450549058,3.1901029284054643e-38,2.4257989858208695e-35,2.7461596282259155e-32,5.5511151231257827e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.0089999999999999993,0.89999999999999991,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.1491009635221465,0.81253708357450527,0.0028359342640256833,0.002338106216462613,0.0036754950454783645,5.3813277340124951e-06,3.6358546646944443e-06,8.4419383738337512e-06,3.7928526046763382e-06,9.254839511758533e-06,0.0027835528024898427,5.5637500483441301e-06,2.4997201979154972e-06,0.27835528024898426,0.0556375004834413,0.024997201979154973,-2.4852985595134948e-06,-1.6697004039117687e-06,-4.1549989634252645e-06,-0.024852985595134946,-0.016697004039117686,-0.041549989634252646,-0.70075094521144288,-0.69679753191170346,-0.74679827945575417,4.9806700663242089e-39,4.7148411245778294e-36,1.401827686427431e-32,5.5511151231257827e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_007,32,65,0.01,100,0.01,1,0.050000000000000003,0.15631640701491123,-1.2507364864596306e-16,1,0.14833990013772191,1.9777702714064289e-16,3.9835458296175996e-17,1,1.1667456599511903,0.82501376807146032,0.0031972015088135705,0.0026230635252360432,0.0041355241197922558,6.7686186498219888e-06,4.5476201948710875e-06,1.05873282984461e-05,4.7404572923950878e-06,1.1600148957668576e-05,0.0030379328494162423,6.6658847084131217e-06,2.9846379450517004e-06,0.30379328494162422,0.066658847084131209,0.029846379450517001,-2.995492764415631e-06,-1.9873763918046413e-06,-4.9828691562202723e-06,-0.029954927644156307,-0.019873763918046412,-0.049828691562202723,-0.70290528853520462,-0.69410396026953891,-0.74751805261967885,7.81100726932483e-40,1.1190388272675349e-36,1.1004908924853905e-32,5.5511151231257827e-17,3.4694469519536142e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_008,32,65,0.0050000000000000001,200,0,0,0.050000000000000003,0.16320922558585016,-1.2137801191793571e-17,1,0.13895278247729723,1.8015469402354984e-16,8.5439888409538169e-17,0.99999999999999978,0.99999999999999978,0.70710678118654746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9465394853961687e-32,0,0,4.3368086899420177e-19,0,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_008,32,65,0.0050000000000000001,200,0.001,0.20000000000000001,0.050000000000000003,0.16320922558585016,-1.2137801191793571e-17,1,0.13895278247729723,1.8015469402354984e-16,8.5439888409538169e-17,0.99999999999999978,1.0331370029095925,0.73053818065211884,0.00027957575637747726,0.00024727594802922769,0.00037323986661099296,5.7188621711001717e-08,4.1771407425699004e-08,9.2935094624958909e-08,4.5059547572456033e-08,1.0328259601880896e-07,0.00034968112641041015,8.4276403895240331e-08,4.0861384451996297e-08,0.069936225282082029,0.0033710561558096129,0.0016344553780798519,-3.485879741585549e-08,-2.7308401220039116e-08,-6.2167198635894613e-08,-0.0013943518966342196,-0.0010923360488015645,-0.0024866879454357844,-0.67216596801393613,-0.72092637791398839,-0.73765841638392005,9.6370972716425732e-33,7.7430277348879574e-30,8.8835140446174723e-26,1.3877787807814457e-17,1.7347234759768071e-18,0,true
r073h-harmonic-duhamel-primary-v1,finite-binary64-galerkin-diagnostic-only,true,false,formal,case_008,32,65,0.0050000000000000001,200,0.002,0.40000000000000002,0.050000000000000003,0.16320922558585016,-1.2137801191793571e-17,1,0.13895278247729723,1.8015469402354984e-16,8.5439888409538169e-17,0.99999999999999978,1.0672831218187049,0.75468313288395439,0.00057697756639376869,0.00050456409217463651,0.00076647768084510523,2.3794792878242856e-07,1.7189261896025455e-07,3.8450060957695784e-07,1.8508016724867877e-07,4.2672636088464353e-07,0.000672884044120505,3.1627007984220728e-07,1.5223726000682153e-07,0.134576808824101,0.01265080319368829,0.0060894904002728612,-1.3244296609180511e-07,-1.0142047354406005e-07,-2.3386343963586521e-07,-0.005297718643672204,-0.0040568189417624018,-0.0093545375854346084,-0.67668397832129035,-0.71731073417726476,-0.73944218736259781,1.1707972875363523e-33,3.6276647785631831e-30,6.0172741666426709e-26,1.3877787807814457e-17,1.7347234759768071e-18,0,true
