lengthScale,amplitudeOverViscosity,ratioFactor
4.466835921510e+00,1.00000000,1.995262314969e+01
4.597269885309e+00,1.00000000,2.113489039837e+01
4.731512589615e+00,1.00000000,2.238721138568e+01
4.869675251659e+00,1.00000000,2.371373705662e+01
5.011872336273e+00,1.00000000,2.511886431510e+01
5.158221650723e+00,1.00000000,2.660725059799e+01
5.308844442310e+00,1.00000000,2.818382931264e+01
5.463865498819e+00,1.00000000,2.985382618918e+01
5.623413251903e+00,1.00000000,3.162277660168e+01
5.787619883491e+00,1.00000000,3.349654391578e+01
5.956621435290e+00,1.00000000,3.548133892336e+01
6.130557921498e+00,1.00000000,3.758374042884e+01
6.309573444802e+00,1.00000000,3.981071705535e+01
6.493816315762e+00,1.00000000,4.216965034286e+01
6.683439175686e+00,1.00000000,4.466835921510e+01
6.878599123088e+00,1.00000000,4.731512589615e+01
7.079457843841e+00,1.00000000,5.011872336273e+01
7.286181745132e+00,1.00000000,5.308844442310e+01
7.498942093325e+00,1.00000000,5.623413251903e+01
7.717915155850e+00,1.00000000,5.956621435290e+01
7.943282347243e+00,1.00000000,6.309573444802e+01
8.175230379437e+00,1.00000000,6.683439175686e+01
8.413951416452e+00,1.00000000,7.079457843841e+01
8.659643233601e+00,1.00000000,7.498942093325e+01
8.912509381337e+00,1.00000000,7.943282347243e+01
9.172759353898e+00,1.00000000,8.413951416452e+01
9.440608762859e+00,1.00000000,8.912509381337e+01
9.716279515771e+00,1.00000000,9.440608762859e+01
1.000000000000e+01,1.00000000,1.000000000000e+02
1.029200527194e+01,1.00000000,1.059253725177e+02
1.059253725177e+01,1.00000000,1.122018454302e+02
1.090184492385e+01,1.00000000,1.188502227437e+02
1.122018454302e+01,1.00000000,1.258925411794e+02
1.154781984689e+01,1.00000000,1.333521432163e+02
1.188502227437e+01,1.00000000,1.412537544623e+02
1.223207119050e+01,1.00000000,1.496235656094e+02
1.258925411794e+01,1.00000000,1.584893192461e+02
1.295686697517e+01,1.00000000,1.678804018123e+02
1.333521432163e+01,1.00000000,1.778279410039e+02
1.372460961008e+01,1.00000000,1.883649089490e+02
1.412537544623e+01,1.00000000,1.995262314969e+02
1.453784385608e+01,1.00000000,2.113489039837e+02
1.496235656094e+01,1.00000000,2.238721138568e+02
1.539926526059e+01,1.00000000,2.371373705662e+02
1.584893192461e+01,1.00000000,2.511886431510e+02
1.631172909228e+01,1.00000000,2.660725059799e+02
1.678804018123e+01,1.00000000,2.818382931264e+02
1.727825980508e+01,1.00000000,2.985382618918e+02
1.778279410039e+01,1.00000000,3.162277660168e+02
1.830206106311e+01,1.00000000,3.349654391578e+02
1.883649089490e+01,1.00000000,3.548133892336e+02
1.938652635952e+01,1.00000000,3.758374042884e+02
1.995262314969e+01,1.00000000,3.981071705535e+02
2.053525026457e+01,1.00000000,4.216965034286e+02
2.113489039837e+01,1.00000000,4.466835921510e+02
2.175204034020e+01,1.00000000,4.731512589615e+02
2.238721138568e+01,1.00000000,5.011872336273e+02
2.304092976056e+01,1.00000000,5.308844442310e+02
2.371373705662e+01,1.00000000,5.623413251903e+02
2.440619068042e+01,1.00000000,5.956621435290e+02
2.511886431510e+01,1.00000000,6.309573444802e+02
2.585234839562e+01,1.00000000,6.683439175686e+02
2.660725059799e+01,1.00000000,7.079457843841e+02
2.738419634264e+01,1.00000000,7.498942093325e+02
2.818382931264e+01,1.00000000,7.943282347243e+02
2.900681198693e+01,1.00000000,8.413951416452e+02
2.985382618918e+01,1.00000000,8.912509381337e+02
3.072557365267e+01,1.00000000,9.440608762859e+02
3.162277660168e+01,1.00000000,1.000000000000e+03
3.254617834980e+01,1.00000000,1.059253725177e+03
3.349654391578e+01,1.00000000,1.122018454302e+03
3.447466065731e+01,1.00000000,1.188502227437e+03
3.548133892336e+01,1.00000000,1.258925411794e+03
3.651741272548e+01,1.00000000,1.333521432163e+03
3.758374042884e+01,1.00000000,1.412537544623e+03
3.868120546331e+01,1.00000000,1.496235656094e+03
3.981071705535e+01,1.00000000,1.584893192461e+03
4.097321098135e+01,1.00000000,1.678804018123e+03
4.216965034286e+01,1.00000000,1.778279410039e+03
4.340102636447e+01,1.00000000,1.883649089490e+03
4.466835921510e+01,1.00000000,1.995262314969e+03
4.597269885309e+01,1.00000000,2.113489039837e+03
4.731512589615e+01,1.00000000,2.238721138568e+03
4.869675251659e+01,1.00000000,2.371373705662e+03
5.011872336273e+01,1.00000000,2.511886431510e+03
5.158221650723e+01,1.00000000,2.660725059799e+03
5.308844442310e+01,1.00000000,2.818382931264e+03
5.463865498819e+01,1.00000000,2.985382618918e+03
5.623413251903e+01,1.00000000,3.162277660168e+03
5.787619883491e+01,1.00000000,3.349654391578e+03
5.956621435290e+01,1.00000000,3.548133892336e+03
6.130557921498e+01,1.00000000,3.758374042884e+03
6.309573444802e+01,1.00000000,3.981071705535e+03
6.493816315762e+01,1.00000000,4.216965034286e+03
6.683439175686e+01,1.00000000,4.466835921510e+03
6.878599123088e+01,1.00000000,4.731512589615e+03
7.079457843841e+01,1.00000000,5.011872336273e+03
7.286181745132e+01,1.00000000,5.308844442310e+03
7.498942093325e+01,1.00000000,5.623413251903e+03
7.717915155850e+01,1.00000000,5.956621435290e+03
7.943282347243e+01,1.00000000,6.309573444802e+03
8.175230379437e+01,1.00000000,6.683439175686e+03
8.413951416452e+01,1.00000000,7.079457843841e+03
8.659643233601e+01,1.00000000,7.498942093325e+03
8.912509381337e+01,1.00000000,7.943282347243e+03
9.172759353898e+01,1.00000000,8.413951416452e+03
9.440608762859e+01,1.00000000,8.912509381337e+03
9.716279515771e+01,1.00000000,9.440608762859e+03
1.000000000000e+02,1.00000000,1.000000000000e+04
1.000000000000e-02,4.00000000,4.000000000000e-04
1.029200527194e-02,4.00000000,4.237014900709e-04
1.059253725177e-02,4.00000000,4.488073817208e-04
1.090184492385e-02,4.00000000,4.754008909748e-04
1.122018454302e-02,4.00000000,5.035701647177e-04
1.154781984689e-02,4.00000000,5.334085728653e-04
1.188502227437e-02,4.00000000,5.650150178491e-04
1.223207119050e-02,4.00000000,5.984942624378e-04
1.258925411794e-02,4.00000000,6.339572769844e-04
1.295686697517e-02,4.00000000,6.715216072490e-04
1.333521432163e-02,4.00000000,7.113117640156e-04
1.372460961008e-02,4.00000000,7.534596357959e-04
1.412537544623e-02,4.00000000,7.981049259876e-04
1.453784385608e-02,4.00000000,8.453956159347e-04
1.496235656094e-02,4.00000000,8.954884554273e-04
1.539926526059e-02,4.00000000,9.485494822647e-04
1.584893192461e-02,4.00000000,1.004754572604e-03
1.631172909228e-02,4.00000000,1.064290023920e-03
1.678804018123e-02,4.00000000,1.127353172506e-03
1.727825980508e-02,4.00000000,1.194153047567e-03
1.778279410039e-02,4.00000000,1.264911064067e-03
1.830206106311e-02,4.00000000,1.339861756631e-03
1.883649089490e-02,4.00000000,1.419253556934e-03
1.938652635952e-02,4.00000000,1.503349617154e-03
1.995262314969e-02,4.00000000,1.592428682214e-03
2.053525026457e-02,4.00000000,1.686786013714e-03
2.113489039837e-02,4.00000000,1.786734368604e-03
2.175204034020e-02,4.00000000,1.892605035846e-03
2.238721138568e-02,4.00000000,2.004748934509e-03
2.304092976056e-02,4.00000000,2.123537776924e-03
2.371373705662e-02,4.00000000,2.249365300761e-03
2.440619068042e-02,4.00000000,2.382648574116e-03
2.511886431510e-02,4.00000000,2.523829377921e-03
2.585234839562e-02,4.00000000,2.673375670274e-03
2.660725059799e-02,4.00000000,2.831783137537e-03
2.738419634264e-02,4.00000000,2.999576837330e-03
2.818382931264e-02,4.00000000,3.177312938897e-03
2.900681198693e-02,4.00000000,3.365580566581e-03
2.985382618918e-02,4.00000000,3.565003752535e-03
3.072557365267e-02,4.00000000,3.776243505144e-03
3.162277660168e-02,4.00000000,4.000000000000e-03
3.254617834980e-02,4.00000000,4.237014900709e-03
3.349654391578e-02,4.00000000,4.488073817208e-03
3.447466065731e-02,4.00000000,4.754008909748e-03
3.548133892336e-02,4.00000000,5.035701647177e-03
3.651741272548e-02,4.00000000,5.334085728653e-03
3.758374042884e-02,4.00000000,5.650150178491e-03
3.868120546331e-02,4.00000000,5.984942624378e-03
3.981071705535e-02,4.00000000,6.339572769844e-03
4.097321098135e-02,4.00000000,6.715216072490e-03
4.216965034286e-02,4.00000000,7.113117640156e-03
4.340102636447e-02,4.00000000,7.534596357959e-03
4.466835921510e-02,4.00000000,7.981049259876e-03
4.597269885309e-02,4.00000000,8.453956159347e-03
4.731512589615e-02,4.00000000,8.954884554273e-03
4.869675251659e-02,4.00000000,9.485494822647e-03
5.011872336273e-02,4.00000000,1.004754572604e-02
5.158221650723e-02,4.00000000,1.064290023920e-02
5.308844442310e-02,4.00000000,1.127353172506e-02
5.463865498819e-02,4.00000000,1.194153047567e-02
5.623413251903e-02,4.00000000,1.264911064067e-02
5.787619883491e-02,4.00000000,1.339861756631e-02
5.956621435290e-02,4.00000000,1.419253556934e-02
6.130557921498e-02,4.00000000,1.503349617154e-02
6.309573444802e-02,4.00000000,1.592428682214e-02
6.493816315762e-02,4.00000000,1.686786013714e-02
6.683439175686e-02,4.00000000,1.786734368604e-02
6.878599123088e-02,4.00000000,1.892605035846e-02
7.079457843841e-02,4.00000000,2.004748934509e-02
7.286181745132e-02,4.00000000,2.123537776924e-02
7.498942093325e-02,4.00000000,2.249365300761e-02
7.717915155850e-02,4.00000000,2.382648574116e-02
7.943282347243e-02,4.00000000,2.523829377921e-02
8.175230379437e-02,4.00000000,2.673375670274e-02
8.413951416452e-02,4.00000000,2.831783137537e-02
8.659643233601e-02,4.00000000,2.999576837330e-02
8.912509381337e-02,4.00000000,3.177312938897e-02
9.172759353898e-02,4.00000000,3.365580566581e-02
9.440608762859e-02,4.00000000,3.565003752535e-02
9.716279515771e-02,4.00000000,3.776243505144e-02
1.000000000000e-01,4.00000000,4.000000000000e-02
1.029200527194e-01,4.00000000,4.237014900709e-02
1.059253725177e-01,4.00000000,4.488073817208e-02
1.090184492385e-01,4.00000000,4.754008909748e-02
1.122018454302e-01,4.00000000,5.035701647177e-02
1.154781984689e-01,4.00000000,5.334085728653e-02
1.188502227437e-01,4.00000000,5.650150178491e-02
1.223207119050e-01,4.00000000,5.984942624378e-02
1.258925411794e-01,4.00000000,6.339572769844e-02
1.295686697517e-01,4.00000000,6.715216072490e-02
1.333521432163e-01,4.00000000,7.113117640156e-02
1.372460961008e-01,4.00000000,7.534596357959e-02
1.412537544623e-01,4.00000000,7.981049259876e-02
1.453784385608e-01,4.00000000,8.453956159347e-02
1.496235656094e-01,4.00000000,8.954884554273e-02
1.539926526059e-01,4.00000000,9.485494822647e-02
1.584893192461e-01,4.00000000,1.004754572604e-01
1.631172909228e-01,4.00000000,1.064290023920e-01
1.678804018123e-01,4.00000000,1.127353172506e-01
1.727825980508e-01,4.00000000,1.194153047567e-01
1.778279410039e-01,4.00000000,1.264911064067e-01
1.830206106311e-01,4.00000000,1.339861756631e-01
1.883649089490e-01,4.00000000,1.419253556934e-01
1.938652635952e-01,4.00000000,1.503349617154e-01
1.995262314969e-01,4.00000000,1.592428682214e-01
2.053525026457e-01,4.00000000,1.686786013714e-01
2.113489039837e-01,4.00000000,1.786734368604e-01
2.175204034020e-01,4.00000000,1.892605035846e-01
2.238721138568e-01,4.00000000,2.004748934509e-01
2.304092976056e-01,4.00000000,2.123537776924e-01
2.371373705662e-01,4.00000000,2.249365300761e-01
2.440619068042e-01,4.00000000,2.382648574116e-01
2.511886431510e-01,4.00000000,2.523829377921e-01
2.585234839562e-01,4.00000000,2.673375670274e-01
2.660725059799e-01,4.00000000,2.831783137537e-01
2.738419634264e-01,4.00000000,2.999576837330e-01
2.818382931264e-01,4.00000000,3.177312938897e-01
2.900681198693e-01,4.00000000,3.365580566581e-01
2.985382618918e-01,4.00000000,3.565003752535e-01
3.072557365267e-01,4.00000000,3.776243505144e-01
3.162277660168e-01,4.00000000,4.000000000000e-01
3.254617834980e-01,4.00000000,4.237014900709e-01
3.349654391578e-01,4.00000000,4.488073817208e-01
3.447466065731e-01,4.00000000,4.754008909748e-01
3.548133892336e-01,4.00000000,5.035701647177e-01
3.651741272548e-01,4.00000000,5.334085728653e-01
3.758374042884e-01,4.00000000,5.650150178491e-01
3.868120546331e-01,4.00000000,5.984942624378e-01
3.981071705535e-01,4.00000000,6.339572769844e-01
4.097321098135e-01,4.00000000,6.715216072490e-01
4.216965034286e-01,4.00000000,7.113117640156e-01
4.340102636447e-01,4.00000000,7.534596357959e-01
4.466835921510e-01,4.00000000,7.981049259876e-01
4.597269885309e-01,4.00000000,8.453956159347e-01
4.731512589615e-01,4.00000000,8.954884554273e-01
4.869675251659e-01,4.00000000,9.485494822647e-01
5.011872336273e-01,4.00000000,1.004754572604e+00
5.158221650723e-01,4.00000000,1.064290023920e+00
5.308844442310e-01,4.00000000,1.127353172506e+00
5.463865498819e-01,4.00000000,1.194153047567e+00
5.623413251903e-01,4.00000000,1.264911064067e+00
5.787619883491e-01,4.00000000,1.339861756631e+00
5.956621435290e-01,4.00000000,1.419253556934e+00
6.130557921498e-01,4.00000000,1.503349617154e+00
6.309573444802e-01,4.00000000,1.592428682214e+00
6.493816315762e-01,4.00000000,1.686786013714e+00
6.683439175686e-01,4.00000000,1.786734368604e+00
6.878599123088e-01,4.00000000,1.892605035846e+00
7.079457843841e-01,4.00000000,2.004748934509e+00
7.286181745132e-01,4.00000000,2.123537776924e+00
7.498942093325e-01,4.00000000,2.249365300761e+00
7.717915155850e-01,4.00000000,2.382648574116e+00
7.943282347243e-01,4.00000000,2.523829377921e+00
8.175230379437e-01,4.00000000,2.673375670274e+00
8.413951416452e-01,4.00000000,2.831783137537e+00
8.659643233601e-01,4.00000000,2.999576837330e+00
8.912509381337e-01,4.00000000,3.177312938897e+00
9.172759353898e-01,4.00000000,3.365580566581e+00
9.440608762859e-01,4.00000000,3.565003752535e+00
9.716279515771e-01,4.00000000,3.776243505144e+00
1.000000000000e+00,4.00000000,4.000000000000e+00
1.029200527194e+00,4.00000000,4.237014900709e+00
1.059253725177e+00,4.00000000,4.488073817208e+00
1.090184492385e+00,4.00000000,4.754008909748e+00
1.122018454302e+00,4.00000000,5.035701647177e+00
1.154781984689e+00,4.00000000,5.334085728653e+00
1.188502227437e+00,4.00000000,5.650150178491e+00
1.223207119050e+00,4.00000000,5.984942624378e+00
1.258925411794e+00,4.00000000,6.339572769844e+00
1.295686697517e+00,4.00000000,6.715216072490e+00
1.333521432163e+00,4.00000000,7.113117640156e+00
1.372460961008e+00,4.00000000,7.534596357959e+00
1.412537544623e+00,4.00000000,7.981049259876e+00
1.453784385608e+00,4.00000000,8.453956159347e+00
1.496235656094e+00,4.00000000,8.954884554273e+00
1.539926526059e+00,4.00000000,9.485494822647e+00
1.584893192461e+00,4.00000000,1.004754572604e+01
1.631172909228e+00,4.00000000,1.064290023920e+01
1.678804018123e+00,4.00000000,1.127353172506e+01
1.727825980508e+00,4.00000000,1.194153047567e+01
1.778279410039e+00,4.00000000,1.264911064067e+01
1.830206106311e+00,4.00000000,1.339861756631e+01
1.883649089490e+00,4.00000000,1.419253556934e+01
1.938652635952e+00,4.00000000,1.503349617154e+01
1.995262314969e+00,4.00000000,1.592428682214e+01
2.053525026457e+00,4.00000000,1.686786013714e+01
2.113489039837e+00,4.00000000,1.786734368604e+01
2.175204034020e+00,4.00000000,1.892605035846e+01
2.238721138568e+00,4.00000000,2.004748934509e+01
2.304092976056e+00,4.00000000,2.123537776924e+01
2.371373705662e+00,4.00000000,2.249365300761e+01
2.440619068042e+00,4.00000000,2.382648574116e+01
2.511886431510e+00,4.00000000,2.523829377921e+01
2.585234839562e+00,4.00000000,2.673375670274e+01
2.660725059799e+00,4.00000000,2.831783137537e+01
2.738419634264e+00,4.00000000,2.999576837330e+01
2.818382931264e+00,4.00000000,3.177312938897e+01
2.900681198693e+00,4.00000000,3.365580566581e+01
2.985382618918e+00,4.00000000,3.565003752535e+01
3.072557365267e+00,4.00000000,3.776243505144e+01
3.162277660168e+00,4.00000000,4.000000000000e+01
3.254617834980e+00,4.00000000,4.237014900709e+01
3.349654391578e+00,4.00000000,4.488073817208e+01
3.447466065731e+00,4.00000000,4.754008909748e+01
3.548133892336e+00,4.00000000,5.035701647177e+01
3.651741272548e+00,4.00000000,5.334085728653e+01
3.758374042884e+00,4.00000000,5.650150178491e+01
3.868120546331e+00,4.00000000,5.984942624378e+01
3.981071705535e+00,4.00000000,6.339572769844e+01
4.097321098135e+00,4.00000000,6.715216072490e+01
4.216965034286e+00,4.00000000,7.113117640156e+01
4.340102636447e+00,4.00000000,7.534596357959e+01
4.466835921510e+00,4.00000000,7.981049259876e+01
4.597269885309e+00,4.00000000,8.453956159347e+01
4.731512589615e+00,4.00000000,8.954884554273e+01
4.869675251659e+00,4.00000000,9.485494822647e+01
5.011872336273e+00,4.00000000,1.004754572604e+02
5.158221650723e+00,4.00000000,1.064290023920e+02
5.308844442310e+00,4.00000000,1.127353172506e+02
5.463865498819e+00,4.00000000,1.194153047567e+02
5.623413251903e+00,4.00000000,1.264911064067e+02
5.787619883491e+00,4.00000000,1.339861756631e+02
5.956621435290e+00,4.00000000,1.419253556934e+02
6.130557921498e+00,4.00000000,1.503349617154e+02
6.309573444802e+00,4.00000000,1.592428682214e+02
6.493816315762e+00,4.00000000,1.686786013714e+02
6.683439175686e+00,4.00000000,1.786734368604e+02
6.878599123088e+00,4.00000000,1.892605035846e+02
7.079457843841e+00,4.00000000,2.004748934509e+02
7.286181745132e+00,4.00000000,2.123537776924e+02
7.498942093325e+00,4.00000000,2.249365300761e+02
7.717915155850e+00,4.00000000,2.382648574116e+02
7.943282347243e+00,4.00000000,2.523829377921e+02
8.175230379437e+00,4.00000000,2.673375670274e+02
8.413951416452e+00,4.00000000,2.831783137537e+02
8.659643233601e+00,4.00000000,2.999576837330e+02
8.912509381337e+00,4.00000000,3.177312938897e+02
9.172759353898e+00,4.00000000,3.365580566581e+02
9.440608762859e+00,4.00000000,3.565003752535e+02
9.716279515771e+00,4.00000000,3.776243505144e+02
1.000000000000e+01,4.00000000,4.000000000000e+02
1.029200527194e+01,4.00000000,4.237014900709e+02
1.059253725177e+01,4.00000000,4.488073817208e+02
1.090184492385e+01,4.00000000,4.754008909748e+02
1.122018454302e+01,4.00000000,5.035701647177e+02
1.154781984689e+01,4.00000000,5.334085728653e+02
1.188502227437e+01,4.00000000,5.650150178491e+02
1.223207119050e+01,4.00000000,5.984942624378e+02
1.258925411794e+01,4.00000000,6.339572769844e+02
1.295686697517e+01,4.00000000,6.715216072490e+02
1.333521432163e+01,4.00000000,7.113117640156e+02
1.372460961008e+01,4.00000000,7.534596357959e+02
1.412537544623e+01,4.00000000,7.981049259876e+02
1.453784385608e+01,4.00000000,8.453956159347e+02
1.496235656094e+01,4.00000000,8.954884554273e+02
1.539926526059e+01,4.00000000,9.485494822647e+02
1.584893192461e+01,4.00000000,1.004754572604e+03
1.631172909228e+01,4.00000000,1.064290023920e+03
1.678804018123e+01,4.00000000,1.127353172506e+03
1.727825980508e+01,4.00000000,1.194153047567e+03
1.778279410039e+01,4.00000000,1.264911064067e+03
1.830206106311e+01,4.00000000,1.339861756631e+03
1.883649089490e+01,4.00000000,1.419253556934e+03
1.938652635952e+01,4.00000000,1.503349617154e+03
1.995262314969e+01,4.00000000,1.592428682214e+03
2.053525026457e+01,4.00000000,1.686786013714e+03
2.113489039837e+01,4.00000000,1.786734368604e+03
2.175204034020e+01,4.00000000,1.892605035846e+03
2.238721138568e+01,4.00000000,2.004748934509e+03
2.304092976056e+01,4.00000000,2.123537776924e+03
2.371373705662e+01,4.00000000,2.249365300761e+03
2.440619068042e+01,4.00000000,2.382648574116e+03
2.511886431510e+01,4.00000000,2.523829377921e+03
2.585234839562e+01,4.00000000,2.673375670274e+03
2.660725059799e+01,4.00000000,2.831783137537e+03
2.738419634264e+01,4.00000000,2.999576837330e+03
2.818382931264e+01,4.00000000,3.177312938897e+03
2.900681198693e+01,4.00000000,3.365580566581e+03
2.985382618918e+01,4.00000000,3.565003752535e+03
3.072557365267e+01,4.00000000,3.776243505144e+03
3.162277660168e+01,4.00000000,4.000000000000e+03
3.254617834980e+01,4.00000000,4.237014900709e+03
3.349654391578e+01,4.00000000,4.488073817208e+03
3.447466065731e+01,4.00000000,4.754008909748e+03
3.548133892336e+01,4.00000000,5.035701647177e+03
3.651741272548e+01,4.00000000,5.334085728653e+03
3.758374042884e+01,4.00000000,5.650150178491e+03
3.868120546331e+01,4.00000000,5.984942624378e+03
3.981071705535e+01,4.00000000,6.339572769844e+03
4.097321098135e+01,4.00000000,6.715216072490e+03
4.216965034286e+01,4.00000000,7.113117640156e+03
4.340102636447e+01,4.00000000,7.534596357959e+03
4.466835921510e+01,4.00000000,7.981049259876e+03
4.597269885309e+01,4.00000000,8.453956159347e+03
4.731512589615e+01,4.00000000,8.954884554273e+03
4.869675251659e+01,4.00000000,9.485494822647e+03
5.011872336273e+01,4.00000000,1.004754572604e+04
5.158221650723e+01,4.00000000,1.064290023920e+04
5.308844442310e+01,4.00000000,1.127353172506e+04
5.463865498819e+01,4.00000000,1.194153047567e+04
5.623413251903e+01,4.00000000,1.264911064067e+04
5.787619883491e+01,4.00000000,1.339861756631e+04
5.956621435290e+01,4.00000000,1.419253556934e+04
6.130557921498e+01,4.00000000,1.503349617154e+04
6.309573444802e+01,4.00000000,1.592428682214e+04
6.493816315762e+01,4.00000000,1.686786013714e+04
6.683439175686e+01,4.00000000,1.786734368604e+04
6.878599123088e+01,4.00000000,1.892605035846e+04
7.079457843841e+01,4.00000000,2.004748934509e+04
7.286181745132e+01,4.00000000,2.123537776924e+04
7.498942093325e+01,4.00000000,2.249365300761e+04
7.717915155850e+01,4.00000000,2.382648574116e+04
7.943282347243e+01,4.00000000,2.523829377921e+04
8.175230379437e+01,4.00000000,2.673375670274e+04
8.413951416452e+01,4.00000000,2.831783137537e+04
8.659643233601e+01,4.00000000,2.999576837330e+04
8.912509381337e+01,4.00000000,3.177312938897e+04
9.172759353898e+01,4.00000000,3.365580566581e+04
9.440608762859e+01,4.00000000,3.565003752535e+04
9.716279515771e+01,4.00000000,3.776243505144e+04
1.000000000000e+02,4.00000000,4.000000000000e+04
