sigma,cubic,cubicOverLogSigma,asymptoticConstant,fineCubic,stepRelativeDifference,cubicOverSigma,passed
16.0,2.240070709442884,0.8079347259384676,1.6211389382774044,2.240070709442884,0.0,0.14000441934018024,True
32.0,3.1948598106157493,0.9218416810221589,1.6211389382774044,3.1948598106157493,0.0,0.09983936908174217,True
64.0,4.228952000082589,1.016848013112769,1.6211389382774044,4.228952000082589,0.0,0.06607737500129045,True
128.0,5.306269898197054,1.0936184668210394,1.6211389382774044,5.306368370607045,1.8557401807245423e-05,0.041455233579664484,True
256.0,6.406323420832139,1.1552963786956685,1.6211389382774044,6.406323420832139,0.0,0.025024700862625544,True
512.0,7.518068500379657,1.205142238062362,1.6211389382774044,7.518169511712631,1.3435628555090542e-05,0.014683727539804018,True
1024.0,8.635749731189472,1.245875331154525,1.6211389382774044,8.635749731189472,0.0,0.008433349346864719,True
2048.0,9.756423673971362,1.2795949137500149,1.6211389382774044,9.756523734589239,1.0255765331863853e-05,0.004763878747056329,True
