sigma,cubic,coarseCubic,timeRefinementRelativeDifference,cubicOverLogSigma,steps,grid,maxHighModeMass,finalNormSquared,passed
32.0,2.7224282497608576,2.7223293419236496,3.633074157847678e-05,0.785526747021202,4526,2048,3.5135224205401746e-32,0.0020987734855352764,True
128.0,4.522769777782656,4.523073126247107,6.706689367688537e-05,0.9321396470699311,9051,2048,2.890389183857508e-32,2.908966569919504e-06,True
512.0,6.178996657073753,6.176455661979634,0.00041123101939387054,0.9904897594255319,18102,2048,3.7685660074005526e-32,7.196818387750604e-12,True
2048.0,7.633403310414116,7.630219911206052,0.0004170353744732471,1.0011521000945311,36204,2048,2.457397807977864e-32,5.974170514984937e-23,True
