momentCoordinates,momentMaximumDegree,centredMaximumRadius,heatChannels,heatJetCentre,signatureClasses,coveredFreeShifts,correctionUpper,strictMargin,arithmeticMarginFromSerializedBounds,correctedLower,correctedUpper,independentVerificationStatus
14350336,10,1.88584884046089302E-20,8008,-1.49238243184751323E-8,44514,16777216,1.20506130214380835E-8,2.87321129703704757E-9,2.8732112970370455E-9,-2.69744373399132142E-8,-2.87321129703704757E-9,strict-passed
