record_type,record_id,alpha,reynolds,truncation,matrix_dimension,spectral_abscissa,leading_imaginary_part,absolute_residual,relative_residual,physical_growth_rate,physical_efolding_time,critical_lower,critical_upper,evidence_boundary
sweep,sweep_0022,0.69999999999999996,2.9910000000000001,80,161,-0.0016349697337149165,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0023,0.69999999999999996,2.9914999999999998,80,161,-0.0015949075323477349,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0024,0.69999999999999996,2.992,80,161,-0.0015548573837858961,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0025,0.69999999999999996,2.9925000000000002,80,161,-0.0015148192825877125,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0026,0.69999999999999996,2.9929999999999999,80,161,-0.0014747932233296558,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0027,0.69999999999999996,2.9935,80,161,-0.001434779200583994,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0028,0.69999999999999996,2.9939999999999998,80,161,-0.0013947772089391991,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0029,0.69999999999999996,2.9944999999999999,80,161,-0.0013547872429746119,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0030,0.69999999999999996,2.9950000000000001,80,161,-0.0013148092972708066,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0031,0.69999999999999996,2.9954999999999998,80,161,-0.001274843366420011,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0032,0.69999999999999996,2.996,80,161,-0.001234889445027699,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0033,0.69999999999999996,2.9965000000000002,80,161,-0.0011949475276671127,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0034,0.69999999999999996,2.9969999999999999,80,161,-0.0011550176089512058,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0035,0.69999999999999996,2.9975000000000001,80,161,-0.001115099683480164,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0036,0.69999999999999996,2.9980000000000002,80,161,-0.0010751937458618166,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0037,0.69999999999999996,2.9984999999999999,80,161,-0.0010352997906964332,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0038,0.69999999999999996,2.9990000000000001,80,161,-0.00099541781261234391,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0039,0.69999999999999996,2.9994999999999998,80,161,-0.00095554780621994622,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0040,0.69999999999999996,3,80,161,-0.00091568976612938446,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0041,0.69999999999999996,3.0005000000000002,80,161,-0.00087584368696710067,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0042,0.69999999999999996,3.0009999999999999,80,161,-0.00083600956336496283,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0043,0.69999999999999996,3.0015000000000001,80,161,-0.00079618738994737025,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0044,0.69999999999999996,3.0019999999999998,80,161,-0.00075637716134988346,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0045,0.69999999999999996,3.0024999999999999,80,161,-0.00071657887219582841,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0046,0.69999999999999996,3.0030000000000001,80,161,-0.00067679251714329309,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0047,0.69999999999999996,3.0034999999999998,80,161,-0.00063701809081891493,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0048,0.69999999999999996,3.004,80,161,-0.00059725558787537499,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0049,0.69999999999999996,3.0045000000000002,80,161,-0.0005575050029593936,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0050,0.69999999999999996,3.0049999999999999,80,161,-0.00051776633072173257,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0051,0.69999999999999996,3.0055000000000001,80,161,-0.00047803956582448501,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0052,0.69999999999999996,3.0060000000000002,80,161,-0.0004383247029162362,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0053,0.69999999999999996,3.0065,80,161,-0.0003986217366613292,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0054,0.69999999999999996,3.0070000000000001,80,161,-0.00035893066172686474,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0055,0.69999999999999996,3.0074999999999998,80,161,-0.00031925147278013372,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0056,0.69999999999999996,3.008,80,161,-0.00027958416449791576,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0057,0.69999999999999996,3.0085000000000002,80,161,-0.00023992873154486579,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0058,0.69999999999999996,3.0089999999999999,80,161,-0.00020028516860101501,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0059,0.69999999999999996,3.0095000000000001,80,161,-0.00016065347035859281,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0060,0.69999999999999996,3.0099999999999998,80,161,-0.00012103363148918255,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0061,0.69999999999999996,3.0105,80,161,-8.1425646677094022e-05,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0062,0.69999999999999996,3.0110000000000001,80,161,-4.1829510633636119e-05,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0063,0.69999999999999996,3.0114999999999998,80,161,-2.2452180313186292e-06,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0064,0.69999999999999996,3.012,80,161,3.7327236408986575e-05,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0065,0.69999999999999996,3.0125000000000002,80,161,7.6887858019750909e-05,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0066,0.69999999999999996,3.0129999999999999,80,161,0.00011643665207371117,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0067,0.69999999999999996,3.0135000000000001,80,161,0.0001559736238636373,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0068,0.69999999999999996,3.0140000000000002,80,161,0.00019549877868596402,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0069,0.69999999999999996,3.0145,80,161,0.00023501212182673093,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0070,0.69999999999999996,3.0150000000000001,80,161,0.00027451365857007715,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0071,0.69999999999999996,3.0154999999999998,80,161,0.00031400339419091156,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0072,0.69999999999999996,3.016,80,161,0.00035348133396955709,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0073,0.69999999999999996,3.0165000000000002,80,161,0.00039294748318473565,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0074,0.69999999999999996,3.0169999999999999,80,161,0.00043240184710419604,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0075,0.69999999999999996,3.0175000000000001,80,161,0.00047184443099407497,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0076,0.69999999999999996,3.0179999999999998,80,161,0.00051127524010943727,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0077,0.69999999999999996,3.0185,80,161,0.00055069427972060433,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0078,0.69999999999999996,3.0190000000000001,80,161,0.00059010155508861135,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0079,0.69999999999999996,3.0194999999999999,80,161,0.0006294970714656018,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
