sampleIndex,zeroChargeWeightExact,zeroChargeWeightDecimal,series,boundExact,boundDecimal,isCertifiedWeight,classification
13,113/200,0.56499999999999994671,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
13,113/200,0.56499999999999994671,complete envelope,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1280434370721679616447596131281822257860438698179180540169390182064835740473023879012709545779534772300722294283469168707669837298583512992001418892604852409765498358622685858921281912114001809312998718202184047060689194805489936015463686353587539078417099507003533445334032825346781692132935859262943267822265625000000000000000000000000000000000000000000000000000000000000000000000000000,1.0177983170808253544,false,presentation sample of explicit rational formula
14,57/100,0.56999999999999995115,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1291765648338685630752442114744493251292831960994925500701862661552135171804643559357954762998822690639666739365623763121012048248128499832638599590769497121356343476840585733778992371513240763377715521018132578450606798299343829254538586232822827034863268529189405422726369399022416928346501663327217102050781250000000000000000000000000000000000000000000000000000000000000000000000000000,1.008870261667835555,false,presentation sample of explicit rational formula
14,57/100,0.56999999999999995115,s=-1 endpoint,445506379646698301814946710478333276979174454086501341922342696236656463877559405960532197137121294477096332111348429273803606628672501689915792180787082202799430923723145591470078880773610579302024183784447730829362425792222689012639172642681086106196352942755480794381553285873891309031399976321504430792478168413217822827839776781656006994828830829388158853412568137030337476880337029638127635494846505173108005232213557926825783679119939531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95488199446938193393,false,presentation sample of explicit rational formula
14,57/100,0.56999999999999995115,s=1 bound,19662276777539558331386045373536382114908596911718059499558644320261907654617983424630818447529132480288344873103492558020829192748323999445648497952020287528846711904475864928321633068929174311488806325113211834366786707358497433478620014995004644783895584268159151751399422821012075918245804256049923859516575987471113372868875402451452346769432107024539020073112467541456919662482645741117015424359067367326187565347575404864776654709980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.17990712666099595296,false,presentation sample of explicit rational formula
14,57/100,0.56999999999999995115,finite s=162,57255587358321065787525506926060588606021537392695752055568692349666233091806525661725068073404427828328181186804334253728410680176813564557801173702378883872370401782866595982926188281727058752186080877655002123674481360589327345473645759912413646223240135840209374086332970531175694582960099471282419736931256564642565567779405227701137448611355134800115971510652022570954428949739697103658748636470339988724545029786950479962446931015166195898396289389911159032258224773563/57531461884783645840742275034445825075672618089262716773135183641949286560918930596358741857785846563823117738532522542979933615616938366896189504828380300794111388160634241270765788329951227854504418534904277362156660554621137259109732007748069498730387587512564685698990064713792411464399129585644599620120526583081408292146777287430271200714056576519168543582330443975081379903713241219520568847656250000000000000000000000000000000000000000000000000000000000000000000000000,0.99520480590228932449,false,presentation sample of explicit rational formula
14,57/100,0.56999999999999995115,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
14,57/100,0.56999999999999995115,complete envelope,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1291765648338685630752442114744493251292831960994925500701862661552135171804643559357954762998822690639666739365623763121012048248128499832638599590769497121356343476840585733778992371513240763377715521018132578450606798299343829254538586232822827034863268529189405422726369399022416928346501663327217102050781250000000000000000000000000000000000000000000000000000000000000000000000000000,1.008870261667835555,false,presentation sample of explicit rational formula
15,23/40,0.57499999999999995559,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1303096925955691645057288098207164244725225223810670461234335141039434603136263239703199980218110608978611184447778357534354259197673486673275780288934141832947188595058485608636702830912479717442432323834081109840524401793197722493613486112058114991309437551375277400118705972698052164560067467391490936279296875000000000000000000000000000000000000000000000000000000000000000000000000000,1.0000974767837675916,false,presentation sample of explicit rational formula
15,23/40,0.57499999999999995559,s=-1 endpoint,445840672169747568194676134514195729654061071286850462675154717499868695693325804736119815468525868501055641099610375311293535196340149901176863501392257964994229688424658818162456621786582805122635521443168481835501311994788296612112238506357415795447136864020985866677731826790873424239909302536088614222583772439147544088437726940903730437090752627135845535095792151761985519639720704311484753602421312936864500647816377000488455906652739531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95559850477255336987,false,presentation sample of explicit rational formula
15,23/40,0.57499999999999995559,s=1 bound,19732233901360276821817261755209648249419624112995215870813119580954182241898185774275944407147386551869412524613253430512135856318583191317882995883326692269027580015534327906768707014974950989365366479850997073743804316988343754904843685196707850076819981452299836747779744317472088650384579964805244907917801261495575440418324483732314681754280606593782740740146311470924373462212153556343567007283827904467797565626334412219569885045980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18054722471670178741,false,presentation sample of explicit rational formula
15,23/40,0.57499999999999995559,finite s=162,57255587358321065787525506926060588606021537392695752055568692349666233091806525661725068073404427828328181186804334253728410680176813564557801173702378883872370401782866595982926188281727058752186080877655002123674481360589327345473645759912413646223240135840209374086332970531175694582960099471282419736931256564642565567779405227701137448611355134800115971510652022570954428949739697103658748636470339988724545029786950479962446931015166195898396289389911159032258224773563/57531461884783645840742275034445825075672618089262716773135183641949286560918930596358741857785846563823117738532522542979933615616938366896189504828380300794111388160634241270765788329951227854504418534904277362156660554621137259109732007748069498730387587512564685698990064713792411464399129585644599620120526583081408292146777287430271200714056576519168543582330443975081379903713241219520568847656250000000000000000000000000000000000000000000000000000000000000000000000000,0.99520480590228932449,false,presentation sample of explicit rational formula
15,23/40,0.57499999999999995559,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
15,23/40,0.57499999999999995559,complete envelope,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1303096925955691645057288098207164244725225223810670461234335141039434603136263239703199980218110608978611184447778357534354259197673486673275780288934141832947188595058485608636702830912479717442432323834081109840524401793197722493613486112058114991309437551375277400118705972698052164560067467391490936279296875000000000000000000000000000000000000000000000000000000000000000000000000000,1.0000974767837675916,false,presentation sample of explicit rational formula
16,29/50,0.57999999999999996003,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1314428203572697659362134081669835238157618486626415421766807620526734034467882920048445197437398527317555629529932951947696470147218473513912960987098786544538033713276385483494413290311718671507149126650029641230442005287051615732688385991293402947755606573561149377511042546373687400773633271455764770507812500000000000000000000000000000000000000000000000000000000000000000000000000000,0.99147594681149364693,false,presentation sample of explicit rational formula
16,29/50,0.57999999999999996003,s=-1 endpoint,446174964692796834574405558550058182328947688487199583427966738763080927509092203511707433799930442525014950087872321348783463764007798112437934821997433727189028453126172044854834362799555030943246859101889232841640198197353904211585304370033745484697920785286490938973910367707855539448418628750672797652689376465077265349035677100151453879352674424883532216779016166493633562399104378984841871709996120700620996063419196074151128134185539531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95631501507572491683,false,presentation sample of explicit rational formula
16,29/50,0.57999999999999996003,s=1 bound,19802191025180995312248478136882914383930651314272372242067594841646456829178388123921070366765640623450480176123014303003442519888842383190117493814633097009208448126592790885215780961020727667241926634588782313120821926618190076331067355398411055369744378636440521744160065813932101382523355673560565956319026535520037507967773565013177016739129106163026461407180155400391827261941661371570118590208588441609407565905093419574363115381980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18118732277240762185,false,presentation sample of explicit rational formula
16,29/50,0.57999999999999996003,finite s=162,57255587358321065787525506926060588606021537392695752055568692349666233091806525661725068073404427828328181186804334253728410680176813564557801173702378883872370401782866595982926188281727058752186080877655002123674481360589327345473645759912413646223240135840209374086332970531175694582960099471282419736931256564642565567779405227701137448611355134800115971510652022570954428949739697103658748636470339988724545029786950479962446931015166195898396289389911159032258224773563/57531461884783645840742275034445825075672618089262716773135183641949286560918930596358741857785846563823117738532522542979933615616938366896189504828380300794111388160634241270765788329951227854504418534904277362156660554621137259109732007748069498730387587512564685698990064713792411464399129585644599620120526583081408292146777287430271200714056576519168543582330443975081379903713241219520568847656250000000000000000000000000000000000000000000000000000000000000000000000000,0.99520480590228932449,false,presentation sample of explicit rational formula
16,29/50,0.57999999999999996003,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
16,29/50,0.57999999999999996003,complete envelope,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
17,117/200,0.58499999999999996447,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1325759481189703673666980065132506231590011749442160382299280100014033465799502600393690414656686445656500074612087546361038681096763460354550141685263431256128878831494285358352123749710957625571865929465978172620359608780905508971763285870528690904201775595747021354903379120049322636987199075520038604736328125000000000000000000000000000000000000000000000000000000000000000000000000000,0.98300179341994242677,false,presentation sample of explicit rational formula
17,117/200,0.58499999999999996447,s=-1 endpoint,446509257215846100954134982585920635003834305687548704180778760026293159324858602287295052131335016548974259076134267386273392331675446323699006142602609489383827217827685271547212103812527256763858196760609983847779084399919511811058370233710075173948704706551996011270088908624837654656927954965256981082794980491006986609633627259399177321614596222631218898462240181225281605158488053658198989817570928464377491479022015147813800361718339531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95703152537889635276,false,presentation sample of explicit rational formula
17,117/200,0.58499999999999996447,s=1 bound,19872148149001713802679694518556180518441678515549528613322070102338731416458590473566196326383894695031547827632775175494749183459101575062351991745939501749389316237651253863662854907066504345118486789326567552497839536248036397757291025600114260662668775820581206740540387310392114114662131382315887004720251809544499575517222646294039351723977605732270182074213999329859281061671169186796670173133348978751017566183852426929156345717980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1818274208281134563,false,presentation sample of explicit rational formula
17,117/200,0.58499999999999996447,finite s=162,57255587358321065787525506926060588606021537392695752055568692349666233091806525661725068073404427828328181186804334253728410680176813564557801173702378883872370401782866595982926188281727058752186080877655002123674481360589327345473645759912413646223240135840209374086332970531175694582960099471282419736931256564642565567779405227701137448611355134800115971510652022570954428949739697103658748636470339988724545029786950479962446931015166195898396289389911159032258224773563/57531461884783645840742275034445825075672618089262716773135183641949286560918930596358741857785846563823117738532522542979933615616938366896189504828380300794111388160634241270765788329951227854504418534904277362156660554621137259109732007748069498730387587512564685698990064713792411464399129585644599620120526583081408292146777287430271200714056576519168543582330443975081379903713241219520568847656250000000000000000000000000000000000000000000000000000000000000000000000000,0.99520480590228932449,false,presentation sample of explicit rational formula
17,117/200,0.58499999999999996447,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
17,117/200,0.58499999999999996447,complete envelope,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
18,59/100,0.58999999999999996891,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1337090758806709687971826048595177225022405012257905342831752579501332897131122280738935631875974363995444519694242140774380892046308447195187322383428075967719723949712185233209834209110196579636582732281926704010277212274759402210838185749763978860647944617932893332295715693724957873200764879584312438964843750000000000000000000000000000000000000000000000000000000000000000000000000000,0.9746712697468921105,false,presentation sample of explicit rational formula
18,59/100,0.58999999999999996891,s=-1 endpoint,446843549738895367333864406621783087678720922887897824933590781289505391140625001062882670462739590572933568064396213423763320899343094534960077463207785251578625982529198498239589844825499482584469534419330734853917970602485119410531436097386404863199488627817501083566267449541819769865437281179841164512900584516936707870231577418646900763876518020378905580145464195956929647917871728331556107925145736228133986894624834221476472589251139531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95774803568206789972,false,presentation sample of explicit rational formula
18,59/100,0.58999999999999996891,s=1 bound,19942105272822432293110910900229446652952705716826684984576545363031006003738792823211322286002148766612615479142536047986055847029360766934586489677245906489570184348709716842109928853112281022995046944064352791874857145877882719183514695801817465955593173004721891736920708806852126846800907091071208053121477083568961643066671727574901686708826105301513902741247843259326734861400677002023221756058109515892627566462611434283949576053980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18246751888381929074,false,presentation sample of explicit rational formula
18,59/100,0.58999999999999996891,finite s=162,57255587358321065787525506926060588606021537392695752055568692349666233091806525661725068073404427828328181186804334253728410680176813564557801173702378883872370401782866595982926188281727058752186080877655002123674481360589327345473645759912413646223240135840209374086332970531175694582960099471282419736931256564642565567779405227701137448611355134800115971510652022570954428949739697103658748636470339988724545029786950479962446931015166195898396289389911159032258224773563/57531461884783645840742275034445825075672618089262716773135183641949286560918930596358741857785846563823117738532522542979933615616938366896189504828380300794111388160634241270765788329951227854504418534904277362156660554621137259109732007748069498730387587512564685698990064713792411464399129585644599620120526583081408292146777287430271200714056576519168543582330443975081379903713241219520568847656250000000000000000000000000000000000000000000000000000000000000000000000000,0.99520480590228932449,false,presentation sample of explicit rational formula
18,59/100,0.58999999999999996891,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
18,59/100,0.58999999999999996891,complete envelope,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
19,119/200,0.59499999999999997335,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1348422036423715702276672032057848218454798275073650303364225058988632328462741961084180849095262282334388964776396735187723102995853434035824503081592720679310569067930085108067544668509435533701299535097875235400194815768613295449913085628999266817094113640118765309688052267400593109414330683648586273193359375000000000000000000000000000000000000000000000000000000000000000000000000000,0.9664807548750694588,false,presentation sample of explicit rational formula
19,119/200,0.59499999999999997335,s=-1 endpoint,447177842261944633713593830657645540353607540088246945686402802552717622956391399838470288794144164596892877052658159461253249467010742746221148783812961013773424747230711724931967585838471708405080872078051485860056856805050727010004501961062734552450272549083006155862445990458801885073946607394425347943006188542866429130829527577894624206138439818126592261828688210688577690677255403004913226032720543991890482310227653295139144816783939531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95846454598523933566,false,presentation sample of explicit rational formula
19,119/200,0.59499999999999997335,s=1 bound,20012062396643150783542127281902712787463732918103841355831020623723280591018995172856448245620402838193683130652296920477362510599619958806820987608552311229751052459768179820557002799158057700871607098802138031251874755507729040609738366003520671248517570188862576733301030303312139578939682799826529101522702357593423710616120808855764021693674604870757623408281687188794188661130184817249773338982870053034237566741370441638742806389980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18310761693952509743,false,presentation sample of explicit rational formula
19,119/200,0.59499999999999997335,finite s=162,57255587358321065787525506926060588606021537392695752055568692349666233091806525661725068073404427828328181186804334253728410680176813564557801173702378883872370401782866595982926188281727058752186080877655002123674481360589327345473645759912413646223240135840209374086332970531175694582960099471282419736931256564642565567779405227701137448611355134800115971510652022570954428949739697103658748636470339988724545029786950479962446931015166195898396289389911159032258224773563/57531461884783645840742275034445825075672618089262716773135183641949286560918930596358741857785846563823117738532522542979933615616938366896189504828380300794111388160634241270765788329951227854504418534904277362156660554621137259109732007748069498730387587512564685698990064713792411464399129585644599620120526583081408292146777287430271200714056576519168543582330443975081379903713241219520568847656250000000000000000000000000000000000000000000000000000000000000000000000000,0.99520480590228932449,false,presentation sample of explicit rational formula
19,119/200,0.59499999999999997335,large s>=241,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
19,119/200,0.59499999999999997335,complete envelope,35621302574141522476514086514555845865011309292375962550556181995006247320423486817725349549415147067704785383355020358554845791659457100906618154475887083922068313467940871859916705397622257126936306908630869708214872770072606421023438038656573811599046998462094773197968001197866542292549606537604892238624603464445414150949544409032497231153925038765192206467178496168004598518558689736343263497585614904527909/35703188705530986676054768429784781383296182954327043710176839244063412486943469936545232441708400143427638244519573030707477486321868944028980735041984657958103719682156177023215666881288964186881865307792231060040630005986327463339003867611923655004322327196369839981933522528476460644050678771080353790523531642975285649299621582031250000000000000000000000000000000000000000000000000000000000000000000000000000,0.99770647568583203935,false,presentation sample of explicit rational formula
20,3/5,0.5999999999999999778,s=0 endpoint,1303223947652971129004140296730900016603433717868391126956325415179319899033423612753343371844591039986717140487793751041069640344204419998870036294654121520624748689404294609594474402300382616160931376727144610317750970464962860835668330206569333317726900520753068935094675629151333785092444759187527011696975535348179725269374626746674643936467064809352539161516853833809032729061736347/1359753314040721716581518015520519211887191537889395263896697538475931759794361641429426066314550200673333409858551329601065313945398420876461683779757365390901414186147984982925255127908674487766016337913823766790112419262467188688987985508234554773540282662304637287080388841076228345627896487712860107421875000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9584267485844438772,false,presentation sample of explicit rational formula
20,3/5,0.5999999999999999778,s=-1 endpoint,447512134784993900093323254693507993028494157288596066439214823815929854772157798614057907125548738620852186040920105498743178034678390957482220104418136775968223511932224951624345326851443934225692209736772236866195743007616334609477567824739064241701056470348511228158624531375784000282455933609009531373111792568796150391427477737142347648400361615874278943511912225420225733436639077678270344140295351755646977725830472368801817044316739531/466556477373166517602639673788956563014067110096568989147222585317480663217183961276007008300833683219718242377528696515943858531783312084031578057756964032205079681688427999352569652252477658349635324594497557791297272537814106440202245614562235690440176902742676579861667502644406018132191031085446949369133735508905469187377473838651553705858532339334487915039062500000000000000000000000000000000000000000000000000000000000000000000000000000,0.95918105628841077159,false,presentation sample of explicit rational formula
20,3/5,0.5999999999999999778,s=1 bound,20082019520463869273973343663575978921974760119380997727085495884415555178299197522501574205238656909774750782162057792968669174169879150679055485539858715969931920570826642799004076745203834378748167253539923270628892365137575362035962036205223876541441967373003261729681351799772152311078458508581850149923927631617885778165569890136626356678523104440001344075315531118261642460859692632476324921907630590175847567020129448993536036725980150397/109291261232745592259322178637043727287232515023666665994312802825415418076973093089149655637857311926347238449621095006156465536905198855085167222379793351516193404180881583262973023417888755995979034398913138711877754817830112808274553911731773886649104854255714796042159951926074622296262031428134489219814846823218518095705183157395623538832296617329120635986328125000000000000000000000000000000000000000000000000000000000000000000000000000000,0.18374771499523093188,false,presentation sample of explicit rational formula
